"assay_id"	"location_id"	"target"	"abundance"	"abundance_per_person"	"epi_week"
"L01-0642.a3"	"WestUnionWWTP-01"	"Influenza Virus B (FluB)"	1673.0755118	2.9664459429078	33
"L01-0342.a2"	"WestUnionWWTP-01"	"SARS-CoV-2"	1471845.39771922	2609.65496049508	6
"A01-0584.a1"	"StarCityWWTP-01"	"SARS-CoV-2"	11124720.320338	230.19202781696	23
"H01-0541.a1"	"MoundsvilleWWTP-01"	"SARS-CoV-2"	2336684.16373726	194.723680311439	14
"H01-0299.a1"	"MoundsvilleWWTP-01"	"SARS-CoV-2"	15168294.8341455	1264.02456951212	31
"T01-0320.a1"	"PointPleasantWWTP-01"	"Influenza Virus A (FluA)"	19370.0547637193	3.51224927719298	36
"A01-0272.a2"	"StarCityWWTP-01"	"SARS-CoV-2"	10322002.3520336	213.582237047542	24
"G01-0035.a1"	"KeyserWWTP-01"	"SARS-CoV-2"	399572.638177446	48.9192749972388	49
"A01-1127.a2"	"StarCityWWTP-01"	"SARS-CoV-2"	5658546.72870945	117.086300461626	52
"H01-0535.a1"	"MoundsvilleWWTP-01"	"SARS-CoV-2"	107961.430993476	8.99678591612297	13
"K01-0006.a2"	"ParkersburgWWTP-01"	"SARS-CoV-2"	4373.1327566	0.0910121281290323	51
"C01-0112.a1"	"WheelingWWTP-01"	"SARS-CoV-2"	11359301.7733335	227.186035466669	4
"M04-0179.a2"	"FarmingtonWWTP-01"	"SARS-CoV-2"	58.58679057	0.0960439189672131	15
"Q01-0459.a1"	"MadisonWWTP-01"	"SARS-CoV-2"	247431.073613594	54.3207625935443	39
"L01-0183.a2"	"WestUnionWWTP-01"	"SARS-CoV-2"	18192.4036568408	32.2560348525546	32
"G01-0041.a1"	"KeyserWWTP-01"	"SARS-CoV-2"	1983798.80815717	242.874486796911	4
"G01-0282.a2"	"KeyserWWTP-01"	"SARS-CoV-2"	4189006.04712106	512.855784417368	49
"G01-0155.a1"	"KeyserWWTP-01"	"SARS-CoV-2"	132407.328166379	16.2104956129259	18
"A01-1276.a5"	"StarCityWWTP-01"	"SARS-CoV-2"	95335.55085	1.97267734750041	25
"A01-1091.a5"	"StarCityWWTP-01"	"Respiratory Syncitial Virus, Human (RSV)"	40106.41895	0.829879551191856	45
"C01-0883.a2"	"WheelingWWTP-01"	"SARS-CoV-2"	535995.016689908	10.7199003337982	17
"M04-0062.a1"	"FarmingtonWWTP-01"	"SARS-CoV-2"	4359.53218062959	7.14677406660589	22
"K01-0266.a2"	"ParkersburgWWTP-01"	"SARS-CoV-2"	3191.52081051	0.0664208285225807	26
"C01-0897.a4"	"WheelingWWTP-01"	"Respiratory Syncitial Virus, Human (RSV)"	24870.900782	0.49741801564	20
"K01-0144.a1"	"ParkersburgWWTP-01"	"SARS-CoV-2"	18254954.6381678	379.915809327114	33
"R02-0293.a2"	"ElkinsWWTP-01"	"SARS-CoV-2"	43493.96343195	3.30601728731757	18
"H01-0084.a2"	"MoundsvilleWWTP-01"	"SARS-CoV-2"	44527.7253869299	3.71064378224416	49
"G01-0510.a1"	"KeyserWWTP-01"	"SARS-CoV-2"	1253445.8137432	153.458106481783	39
"D01-0119.a1"	"CharlesTownWWTP-01"	"SARS-CoV-2"	594248.293027429	34.9557819427899	25
"L01-0396.a2"	"WestUnionWWTP-01"	"SARS-CoV-2"	258251.935386891	457.893502459027	11
"A01-0574.a2"	"StarCityWWTP-01"	"SARS-CoV-2"	6181765.67342339	127.912714646238	21
"L01-0328.a2"	"WestUnionWWTP-01"	"SARS-CoV-2"	6844252.06935715	12135.198704534	5
"L01-0628.a3"	"WestUnionWWTP-01"	"Influenza Virus B (FluB)"	2102.62869696	3.72806506553192	29
"H01-0608.a2"	"MoundsvilleWWTP-01"	"SARS-CoV-2"	80826.9328131339	6.73557773442783	23
"A01-0401.a1"	"StarCityWWTP-01"	"SARS-CoV-2"	35203765.2497487	728.434142727792	44
"A01-1040.a1"	"StarCityWWTP-01"	"SARS-CoV-2"	20491240.2735667	424.00348190628	37
"T01-0395.a1"	"PointPleasantWWTP-01"	"Respiratory Syncitial Virus, Human (RSV)"	1955.09828679846	0.35450558237506	11
"A01-0803.a5"	"StarCityWWTP-01"	"SARS-CoV-2"	11347726.2040827	234.806451830879	7
"Q01-0213.a2"	"MadisonWWTP-01"	"SARS-CoV-2"	5338949.5059961	1172.1074656413	52
"C01-0721.a5"	"WheelingWWTP-01"	"Respiratory Syncitial Virus, Human (RSV)"	33328.263804	0.66656527608	35
"C01-0731.a1"	"WheelingWWTP-01"	"SARS-CoV-2"	2982248.86383295	59.644977276659	37
"A01-0041.a2"	"StarCityWWTP-01"	"SARS-CoV-2"	1643277.19093888	34.0025904431981	37
"A01-0282.a1"	"StarCityWWTP-01"	"SARS-CoV-2"	10049017.1234902	207.933643508737	21
"A01-0155.a2"	"StarCityWWTP-01"	"SARS-CoV-2"	34718108.899756	718.384971440075	3
"D01-0339.a1"	"CharlesTownWWTP-01"	"SARS-CoV-2"	1312434.05004714	77.2020029439494	13
"T01-0200.a2"	"PointPleasantWWTP-01"	"SARS-CoV-2"	34676.8825635052	6.2877393587498	32
"L01-0068.a1"	"WestUnionWWTP-01"	"SARS-CoV-2"	60.7936846	0.107790220921986	12
"A04-0030.a1"	"CheatLakeWWTP-01"	"SARS-CoV-2"	310815.080018579	155.40754000929	10
"Q01-0405.a2"	"MadisonWWTP-01"	"SARS-CoV-2"	1276.77715349	0.280302338856202	27
"R02-0521.a1"	"ElkinsWWTP-01"	"Influenza Virus B (FluB)"	10764.3432924	0.818207912161751	1
"Q01-0151.a1"	"MadisonWWTP-01"	"SARS-CoV-2"	2418871.09587389	531.036464516771	42
"M03-0218.a2"	"ManningtonWWTP-01"	"SARS-CoV-2"	287884.363959912	263.872010962339	8
"L01-0173.a1"	"WestUnionWWTP-01"	"SARS-CoV-2"	123752.184921495	219.418767591303	25
"Q01-0045.a1"	"MadisonWWTP-01"	"SARS-CoV-2"	96861.980139005	21.264979174315	24
"J01-0006.a2"	"AlpineLakeWWTP-01"	"SARS-CoV-2"	2036.25153261	2.90893076087143	52
"O01-0204.a2"	"GraftonWWTP-01"	"SARS-CoV-2"	278207.07017372	45.8255757163104	42
"A01-0035.a2"	"StarCityWWTP-01"	"SARS-CoV-2"	3576122.57706013	73.9969081497295	37
"R02-0337.a2"	"ElkinsWWTP-01"	"SARS-CoV-2"	408209.823333031	31.0284146650221	27
"Q01-0197.a2"	"MadisonWWTP-01"	"SARS-CoV-2"	1683244.97260234	369.537864457154	49
"H01-0350.a1"	"MoundsvilleWWTP-01"	"SARS-CoV-2"	2342278.50010584	195.18987500882	38
"G01-0109.a2"	"KeyserWWTP-01"	"SARS-CoV-2"	13245.0962105708	1.62158376720995	18
"L01-0283.a1"	"WestUnionWWTP-01"	"SARS-CoV-2"	466237.472962608	826.662186103916	49
"G01-0255.a2"	"KeyserWWTP-01"	"SARS-CoV-2"	5031165.49963841	615.960516606074	34
"A01-0808.a4"	"StarCityWWTP-01"	"Influenza Virus A (FluA)"	156608.820533844	3.24054007063905	8
"C01-0212.a2"	"WheelingWWTP-01"	"SARS-CoV-2"	5079754.88262341	101.595097652468	26
"J01-0528.a2"	"AlpineLakeWWTP-01"	"SARS-CoV-2"	998.6290121	1.42661287442857	15
"N02-0344.a1"	"ClarksburgWWTP-01"	"SARS-CoV-2"	578902.889577242	21.8470408927935	30
"D01-0090.a2"	"CharlesTownWWTP-01"	"SARS-CoV-2"	453134.48968038	26.6549699811988	19
"M04-0102.a2"	"FarmingtonWWTP-01"	"SARS-CoV-2"	20240.8433873012	33.1817104709856	35
"A01-0209.a2"	"StarCityWWTP-01"	"SARS-CoV-2"	539743.939420046	11.1683483574749	12
"A01-0172.a1"	"StarCityWWTP-01"	"SARS-CoV-2"	8164655.65896502	168.942552122269	6
"H01-0199.a2"	"MoundsvilleWWTP-01"	"SARS-CoV-2"	20785.4595464335	1.73212162886946	17
"G01-0500.a5"	"KeyserWWTP-01"	"Influenza Virus A (FluA)"	4490.5940289	0.549778896780117	30
"G01-0329.a2"	"KeyserWWTP-01"	"SARS-CoV-2"	2747727.63205087	336.401522043446	14
"A04-0696.a2"	"CheatLakeWWTP-01"	"Respiratory Syncitial Virus, Human (RSV)"	2156.24145879	1.078120729395	18
"M04-0411.a4"	"FarmingtonWWTP-01"	"SARS-CoV-2"	752.50922472	1.23362167986885	16
"G01-0343.a1"	"KeyserWWTP-01"	"SARS-CoV-2"	574423.946256415	70.3261442527443	16
"D01-0584.a5"	"CharlesTownWWTP-01"	"SARS-CoV-2"	1244881.54967675	73.2283264515734	9
"H01-0673.a1"	"MoundsvilleWWTP-01"	"SARS-CoV-2"	12677.33809	1.05644484083333	32
"C01-0458.a2"	"WheelingWWTP-01"	"SARS-CoV-2"	5532197.60000867	110.643952000173	27
"H01-0569.a1"	"MoundsvilleWWTP-01"	"SARS-CoV-2"	1127379.96409431	93.9483303411924	18
"O01-0406.a1"	"GraftonWWTP-01"	"SARS-CoV-2"	10217.578672	1.68301411167847	32
"J01-0166.a1"	"AlpineLakeWWTP-01"	"SARS-CoV-2"	485932.672590679	694.189532272398	44
"F01-0014.a1"	"WestonWWTP-01"	"SARS-CoV-2"	33008.9135851261	3.18495885614879	29
"L01-0108.a2"	"WestUnionWWTP-01"	"SARS-CoV-2"	16493.3370077888	29.2435053329589	19
"J01-0244.a2"	"AlpineLakeWWTP-01"	"SARS-CoV-2"	859.11015573	1.22730022247143	10
"O01-0046.a2"	"GraftonWWTP-01"	"SARS-CoV-2"	129014.135061227	21.2508870138737	6
"A01-0967.a3"	"StarCityWWTP-01"	"Influenza Virus A (FluA)"	33103.41045	0.684973730549578	33
"C01-0389.a2"	"WheelingWWTP-01"	"SARS-CoV-2"	15188351.89977	303.767037995399	14
"C01-0959.a5"	"WheelingWWTP-01"	"Respiratory Syncitial Virus, Human (RSV)"	9811.2149085	0.19622429817	32
"A01-1117.a2"	"StarCityWWTP-01"	"SARS-CoV-2"	16463702.7201151	340.665922862836	50
"G01-0165.a2"	"KeyserWWTP-01"	"SARS-CoV-2"	411625.931561291	50.394947546681	19
"A01-1067.a5"	"StarCityWWTP-01"	"SARS-CoV-2"	2060763.63063583	42.6411941449227	41
"A1043.a2"	"StarCityWWTP-01"	"SARS-CoV-2"	26930.14110954	0.557236821501821	18
"A01-1293.a2"	"StarCityWWTP-01"	"Influenza Virus B (FluB)"	85943.94864	1.77834689289853	28
"M03-0350.a3"	"ManningtonWWTP-01"	"SARS-CoV-2"	63.43590078	0.0581447303208066	34
"O01-0380.a2"	"GraftonWWTP-01"	"SARS-CoV-2"	3065.803559	0.504991526766595	26
"M03-0081.a1"	"ManningtonWWTP-01"	"SARS-CoV-2"	168461.612573458	154.410277335892	23
"M03-0242.a2"	"ManningtonWWTP-01"	"SARS-CoV-2"	98603.3934120252	90.378912384991	19
"Q01-0303.a1"	"MadisonWWTP-01"	"SARS-CoV-2"	1893451.38679263	415.686363730545	11
"N02-0359.a3"	"ClarksburgWWTP-01"	"Respiratory Syncitial Virus, Human (RSV)"	33483.52618056	1.26362465773115	37
"C01-0122.a1"	"WheelingWWTP-01"	"SARS-CoV-2"	8631364.03084904	172.627280616981	6
"A04-0525.a1"	"CheatLakeWWTP-01"	"SARS-CoV-2"	358506.665234195	179.253332617098	48
"C01-0595.a4"	"WheelingWWTP-01"	"Respiratory Syncitial Virus, Human (RSV)"	54735.32895091	1.0947065790182	6
"T01-0130.a1"	"PointPleasantWWTP-01"	"SARS-CoV-2"	56632.4586990332	10.2688048411665	15
"J01-0547.a3"	"AlpineLakeWWTP-01"	"Respiratory Syncitial Virus, Human (RSV)"	879.60815088	1.25658307268571	34
"G01-0239.a1"	"KeyserWWTP-01"	"SARS-CoV-2"	1722786.60427042	210.919025988054	31
"H01-0147.a2"	"MoundsvilleWWTP-01"	"SARS-CoV-2"	48245.7753825129	4.02048128187607	9
"A01-0520.a2"	"StarCityWWTP-01"	"SARS-CoV-2"	31510318.6312078	652.009572736463	12
"O01-0134.a1"	"GraftonWWTP-01"	"SARS-CoV-2"	126054.921323485	20.7634526969996	33
"D01-0421.a1"	"CharlesTownWWTP-01"	"Respiratory Syncitial Virus, Human (RSV)"	6507.11979	0.382771752352941	14
"T01-0050.a1"	"PointPleasantWWTP-01"	"SARS-CoV-2"	478599.422509269	86.7814002736662	36
"K01-0087.a1"	"ParkersburgWWTP-01"	"SARS-CoV-2"	1368639.84905235	28.4836597097264	20
"A04-0347.a2"	"CheatLakeWWTP-01"	"SARS-CoV-2"	749093.097124227	374.546548562114	12
"A0217.a1"	"StarCityWWTP-01"	"SARS-CoV-2"	79689.2399888	1.64892484664791	2
"J01-0256.a1"	"AlpineLakeWWTP-01"	"SARS-CoV-2"	14011.2570999543	20.0160815713633	13
"O01-0054.a1"	"GraftonWWTP-01"	"SARS-CoV-2"	122635.10427866	20.2001489505287	19
"N02-0016.a2"	"ClarksburgWWTP-01"	"SARS-CoV-2"	223148.925306069	8.42134973605815	9
"C01-0239.a4"	"WheelingWWTP-01"	"SARS-CoV-2"	631312138.383485	12626.2427676697	32
"J01-0077.a2"	"AlpineLakeWWTP-01"	"SARS-CoV-2"	2203.7880541985	3.148268648855	25
"D01-0229.a2"	"CharlesTownWWTP-01"	"SARS-CoV-2"	12024502.6284794	707.323684028197	6
"A01-0915.a4"	"StarCityWWTP-01"	"SARS-CoV-2"	3499578.82668105	72.4130695803892	24
"A01-0139.a1"	"StarCityWWTP-01"	"SARS-CoV-2"	6803055.41007677	140.768403618539	52
"A01-1122.a3"	"StarCityWWTP-01"	"Influenza Virus B (FluB)"	341962.513755229	7.07586727684219	51
"Q01-0149.a2"	"MadisonWWTP-01"	"SARS-CoV-2"	189023.888148111	41.4981093629223	40
"K01-0156.a2"	"ParkersburgWWTP-01"	"SARS-CoV-2"	27871535.5831353	580.052769680235	43
"R02-0227.a1"	"ElkinsWWTP-01"	"SARS-CoV-2"	2720450.35735498	206.784004055562	10
"G01-0445.a2"	"KeyserWWTP-01"	"SARS-CoV-2"	142951.571658205	17.5014167064403	36
"C01-0524.a2"	"WheelingWWTP-01"	"SARS-CoV-2"	11733256.7879223	234.665135758445	43
"A01-0059.a1"	"StarCityWWTP-01"	"SARS-CoV-2"	1193636.11392939	24.6986449662595	40
"N02-0549.a4"	"ClarksburgWWTP-01"	"Respiratory Syncitial Virus, Human (RSV)"	48632.0329143	1.83530956729942	27
"G01-0431.a2"	"KeyserWWTP-01"	"SARS-CoV-2"	1248336.20975375	152.832542819999	35
"H01-0505.a1"	"MoundsvilleWWTP-01"	"SARS-CoV-2"	2127248.31520805	177.270692934004	8
"M04-0232.a1"	"FarmingtonWWTP-01"	"SARS-CoV-2"	296964.901502893	486.827707381792	24
"K01-0036.a2"	"ParkersburgWWTP-01"	"SARS-CoV-2"	3054130.51232295	63.5615091014142	8
