"assay_id"	"location_id"	"target"	"abundance"	"abundance_per_person"	"epi_week"
"M03-0142.a1"	"ManningtonWWTP-01"	"SARS-CoV-2"	49579.1289912584	45.4437479296594	41
"O01-0245.a3"	"GraftonWWTP-01"	"Human"	279438.877306507	46.028475919372	52
"A01-1193.a1"	"StarCityWWTP-01"	"Influenza Virus B (FluB)"	140080.910686368	2.89854557785069	11
"H01-0908.a6"	"MoundsvilleWWTP-01"	"Human Norovirus GII (HuNoV-GII)"	57579321.3891807	4798.27678243173	11
"R02-0112.a3"	"ElkinsWWTP-01"	"Human"	82351.3816189346	6.25960638635867	32
"G01-0319.a2"	"KeyserWWTP-01"	"SARS-CoV-2"	1562434.95762016	191.28733565379	9
"A01-0849.a2"	"StarCityWWTP-01"	"Human Norovirus GI (HuNoV-GI)"	33597040.2634336	695.187888251813	15
"M04-0421.a4"	"FarmingtonWWTP-01"	"Respiratory Syncitial Virus, Bovine (BRSV)"	112078.068282224	183.734538167581	34
"A04-0318.a3"	"CheatLakeWWTP-01"	"Human"	96672.0392803838	48.3360196401919	7
"G01-0619.a3"	"KeyserWWTP-01"	"Respiratory Syncitial Virus, Human (RSV)"	1606.47500826	0.196679114625367	14
"A01-1217.a1"	"StarCityWWTP-01"	"Respiratory Syncitial Virus, Bovine (BRSV)"	75396.282216	1.56009522877007	15
"K01-0454.a2"	"ParkersburgWWTP-01"	"Respiratory Syncitial Virus, Human (RSV)"	597655.83862062	12.4382068391388	17
"O01-0231.a3"	"GraftonWWTP-01"	"Human"	17168.4999304	2.82795254989293	4
"D01-0409.a8"	"CharlesTownWWTP-01"	"Human Norovirus GII (HuNoV-GII)"	29834250.4146793	1754.95590674584	8
"C01-0379.a1"	"WheelingWWTP-01"	"SARS-CoV-2"	2347154.65194264	46.9430930388528	12
"L01-0058.a2"	"WestUnionWWTP-01"	"SARS-CoV-2"	2947.32779682	5.225758505	14
"C01-0711.a5"	"WheelingWWTP-01"	"SARS-CoV-2"	901058.900755372	18.0211780151074	33
"A01-0758.a2"	"StarCityWWTP-01"	"SARS-CoV-2"	25458919.5175789	526.794394917624	52
"H01-0360.a2"	"MoundsvilleWWTP-01"	"SARS-CoV-2"	12179680.9050302	1014.97340875251	40
"N02-0290.a3"	"ClarksburgWWTP-01"	"Human"	24229.9551608	0.914406942440939	18
"A01-1136.a4"	"StarCityWWTP-01"	"Respiratory Syncitial Virus, Bovine (BRSV)"	5631512.33660359	116.526906484928	1
"H01-0660.a3"	"MoundsvilleWWTP-01"	"Human"	102972.013211854	8.58100110098781	30
"H01-0934.a1"	"MoundsvilleWWTP-01"	"Human Norovirus GI (HuNoV-GI)"	1813.21139	0.151100949166667	30
"Q01-0161.a2"	"MadisonWWTP-01"	"SARS-CoV-2"	838371.870534489	184.055295397253	44
"C01-0676.a1"	"WheelingWWTP-01"	"Influenza Virus A (FluA)"	59103.877576	1.18207755152	26
"M03-0228.a2"	"ManningtonWWTP-01"	"SARS-CoV-2"	10609.8183570509	9.72485642259482	14
"D01-0568.a3"	"WheelingWWTP-01"	"Influenza Virus A (FluA)"	88583.2831439053	1.77166566287811	52
"M03-0296.a2"	"ManningtonWWTP-01"	"SARS-CoV-2"	7444.2358896	6.82331428927589	30
"M03-0071.a2"	"ManningtonWWTP-01"	"SARS-CoV-2"	274403.694560038	251.515760366671	19
"A01-0825.a7"	"StarCityWWTP-01"	"Human Norovirus GII (HuNoV-GII)"	557788047.405049	11541.7159287587	11
"L01-0138.a2"	"WestUnionWWTP-01"	"SARS-CoV-2"	879939.211529688	1560.17590696753	23
"L01-0440.a3"	"WestUnionWWTP-01"	"Human"	48296.8962195603	85.6327947155325	22
"O01-0370.a1"	"GraftonWWTP-01"	"SARS-CoV-2"	1224.8451137	0.201753436616702	20
"A04-0160.a2"	"CheatLakeWWTP-01"	"SARS-CoV-2"	1316999.32597921	658.499662989603	42
"A04-0678.a4"	"CheatLakeWWTP-01"	"Influenza Virus B (FluB)"	2525.55741462	1.26277870731	35
"C01-0148.a1"	"WheelingWWTP-01"	"SARS-CoV-2"	19384389.0811593	387.687781623185	50
"O01-0436.a1"	"GraftonWWTP-01"	"SARS-CoV-2"	2125758.64905999	350.149670410145	36
"A01-0165.a1"	"StarCityWWTP-01"	"SARS-CoV-2"	12915298.6344266	267.242564029686	5
"N02-0561.a4"	"ClarksburgWWTP-01"	"Influenza Virus B (FluB)"	43788.2601324	1.65251189268624	29
"K01-0379.a6"	"ParkersburgWWTP-01"	"Human Norovirus GII (HuNoV-GII)"	43495.875064	0.90522112516129	10
"O01-0498.a5"	"GraftonWWTP-01"	"Respiratory Syncitial Virus, Human (RSV)"	5357.6421894	0.882497478076099	36
"A01-1056.a4"	"StarCityWWTP-01"	"Influenza Virus A (FluA)"	1831.381358	0.0378948302847211	40
"Q01-0164.a3"	"MadisonWWTP-01"	"Human"	55797.3567492314	12.2496941271639	44
"C01-0217.a3"	"WheelingWWTP-01"	"Human"	87935.562465338	1.75871124930676	27
"A01-0595.a2"	"StarCityWWTP-01"	"SARS-CoV-2"	12294904.8879318	254.405414830571	25
"A01-0985.a1"	"StarCityWWTP-01"	"Human Norovirus GI (HuNoV-GI)"	16298248.8876175	337.242362349311	36
"C01-0625.a6"	"WheelingWWTP-01"	"Human Norovirus GII (HuNoV-GII)"	55687526.8230539	1113.75053646108	12
"T01-0407.a5"	"PointPleasantWWTP-01"	"Influenza Virus B (FluB)"	7832.9596425	1.42030093245694	29
"A1049.a2"	"StarCityWWTP-01"	"SARS-CoV-2"	12945.73880064	0.267872430074491	20
"M04-0107.a3"	"FarmingtonWWTP-01"	"Human"	172.93267044	0.28349618104918	35
"D01-0382.a2"	"CharlesTownWWTP-01"	"SARS-CoV-2"	7033626.1123055	413.742712488559	34
"M04-0132.a2"	"FarmingtonWWTP-01"	"SARS-CoV-2"	109.11822866	0.178882342065574	42
"D01-0059.a5"	"CharlesTownWWTP-01"	"SARS-CoV-2"	316529.299035722	18.6193705315131	9
"A01-1316.a4"	"StarCityWWTP-01"	"Respiratory Syncitial Virus, Human (RSV)"	17134.279824	0.354541463002814	32
"J01-0205.a3"	"AlpineLakeWWTP-01"	"Human"	3631.93055155	5.1884722165	1
"K01-0547.a3"	"ParkersburgWWTP-01"	""	30524.50903766	0.635265536683871	32
"A01-0236.a3"	"StarCityWWTP-01"	"Human"	2201923.65896872	45.5620687586641	17
"M04-0052.a2"	"FarmingtonWWTP-01"	"SARS-CoV-2"	9089.06673394961	14.9001093999174	21
"J01-0413.a3"	"AlpineLakeWWTP-01"	"Respiratory Syncitial Virus, Bovine (BRSV)"	894264.324552708	1277.52046364673	31
"L01-0318.a2"	"WestUnionWWTP-01"	"SARS-CoV-2"	40181.5165746404	71.2438237139015	2
"R02-0127.a2"	"ElkinsWWTP-01"	"SARS-CoV-2"	1716983.51887124	130.50954080809	40
"L01-0618.a3"	"WestUnionWWTP-01"	"Influenza Virus B (FluB)"	13774.7672090957	24.423346115418	51
"Q01-0591.a1"	"MadisonWWTP-01"	""	996.06250412	0.218674534384193	50
"K01-0077.a2"	"ParkersburgWWTP-01"	"SARS-CoV-2"	1542777.2173109	32.1077464580833	18
"C01-0193.a3"	"WheelingWWTP-01"	"Human"	57192.2833801	1.143845667602	29
"A1003.a3"	"StarCityWWTP-01"	"Human"	2237.32115558	0.0462945115787949	10
"A01-0239.a2"	"StarCityWWTP-01"	"SARS-CoV-2"	4648096.90051531	96.1781348393335	17
"C01-0861.a4"	"WheelingWWTP-01"	"Respiratory Syncitial Virus, Bovine (BRSV)"	2993047.89859939	59.8609579719878	8
"J01-0087.a1"	"AlpineLakeWWTP-01"	"SARS-CoV-2"	24681.3293645891	35.259041949413	27
"A01-1207.a5"	"StarCityWWTP-01"	"Influenza Virus A (FluA)"	2962.461866	0.0612990785052144	13
"T01-0038.a3"	"PointPleasantWWTP-01"	"Human"	11579.118150946	2.09956811440543	38
"D01-0025.a2"	"CharlesTownWWTP-01"	"SARS-CoV-2"	35808.6971409804	2.10639394946944	13
"K01-0528.a2"	"ParkersburgWWTP-01"	"Respiratory Syncitial Virus, Bovine (BRSV)"	2694692.32407601	56.0810057039752	31
"G01-0209.a1"	"KeyserWWTP-01"	"SARS-CoV-2"	1323412.60783553	162.024070498962	43
"Q01-0297.a1"	"MadisonWWTP-01"	"SARS-CoV-2"	471157.148695657	103.43735426908	10
"M03-0118.a1"	"ManningtonWWTP-01"	"SARS-CoV-2"	394105.455650302	361.233231576812	30
"L01-0273.a2"	"WestUnionWWTP-01"	"SARS-CoV-2"	3507836.07530739	6219.56750941026	46
"O01-0104.a1"	"GraftonWWTP-01"	"SARS-CoV-2"	975854.386650859	160.74030417573	30
"H01-0142.a3"	"MoundsvilleWWTP-01"	"Human"	9014.575374	0.7512146145	9
"A01-1186.a5"	"StarCityWWTP-01"	"Influenza Virus A (FluA)"	799694.022094485	16.547219460654	10
"A01-1307.a2"	"StarCityWWTP-01"	"Respiratory Syncitial Virus, Human (RSV)"	66361.265628	1.37314322190035	30
"A01-1332.a3"	"StarCityWWTP-01"	"Influenza Virus B (FluB)"	43923.626394	0.90886497256249	34
"J01-0542.a2"	"AlpineLakeWWTP-01"	"Respiratory Syncitial Virus, Human (RSV)"	771.87159687	1.10267370981429	30
"T01-0100.a1"	"PointPleasantWWTP-01"	"SARS-CoV-2"	1700637.56922586	308.365833041861	4
"K01-0235.a3"	"ParkersburgWWTP-01"	"Human"	1186991.95465929	24.7032664861455	16
"R02-0376.a2"	"ElkinsWWTP-01"	"Human Norovirus GI (HuNoV-GI)"	11155.9061028	0.847970971632715	17
"A01-0255.a1"	"StarCityWWTP-01"	"SARS-CoV-2"	5158242.31743244	106.734032391832	20
"A01-0182.a2"	"StarCityWWTP-01"	"SARS-CoV-2"	8496577.8850089	175.810666384061	8
"Q01-0113.a1"	"MadisonWWTP-01"	"SARS-CoV-2"	2068007.43640474	454.008218749669	34
"J01-0072.a3"	"AlpineLakeWWTP-01"	"Human"	1517.68445643749	2.16812065205355	24
"C01-0617.a5"	"WheelingWWTP-01"	"Influenza Virus A (FluA)"	167474.017831458	3.34948035662916	10
"C01-0511.a3"	"WheelingWWTP-01"	"Human"	1066645.10615331	21.3329021230662	41
"T01-0158.a3"	"PointPleasantWWTP-01"	"Human"	16486.7008034358	2.9894289761443	23
"K01-0241.a3"	"ParkersburgWWTP-01"	"Human"	1228374.46562924	25.5645050078926	11
"D01-0401.a5"	"CharlesTownWWTP-01"	"Human Norovirus GI (HuNoV-GI)"	40580519.4734446	2387.08938079086	6
"A04-0342.a3"	"CheatLakeWWTP-01"	"Human"	162877.670093884	81.4388350469421	11
"A01-0698.a1"	"StarCityWWTP-01"	"SARS-CoV-2"	24790633.3027666	512.966257713263	42
"H01-0491.a2"	"MoundsvilleWWTP-01"	"SARS-CoV-2"	5537340.71374259	461.445059478549	6
"A1050.a3"	"StarCityWWTP-01"	"Respiratory Syncitial Virus, Bovine (BRSV)"	7497.9508575	0.155147137425509	20
"R02-0148.a3"	"ElkinsWWTP-01"	"Human"	142147.932099782	10.8047987306007	43
"H01-0683.a2"	"MoundsvilleWWTP-01"	"SARS-CoV-2"	186946.836787523	15.5789030656269	34
"M03-0328.a5"	"ManningtonWWTP-01"	"Human"	32705.007892831	29.9770924773886	34
"M03-0338.a1"	"ManningtonWWTP-01"	"SARS-CoV-2"	55696.1045921178	51.0505083337468	45
"C01-0580.a1"	"WheelingWWTP-01"	"SARS-CoV-2"	7469960.7709488	149.399215418976	3
"C01-0990.a2"	"WheelingWWTP-01"	"SARS-CoV-2"	375428.363511722	7.50856727023445	38
"A01-0069.a2"	"StarCityWWTP-01"	"SARS-CoV-2"	66525.52213872	1.37654200750538	42
"R02-0217.a1"	"ElkinsWWTP-01"	"SARS-CoV-2"	4107127.76622463	312.186665112848	52
"H01-0383.a3"	"MoundsvilleWWTP-01"	"Human"	394087.873751187	32.8406561459323	43
"A01-0925.a4"	"StarCityWWTP-01"	"Respiratory Syncitial Virus, Human (RSV)"	42759.99136	0.884787108094686	26
"A01-0962.a2"	"StarCityWWTP-01"	"Human Norovirus GII (HuNoV-GII)"	14278244.9456975	295.444565173347	32
"D01-0365.a1"	"CharlesTownWWTP-01"	"SARS-CoV-2"	4918064.99007149	289.297940592441	35
"R02-0193.a1"	"ElkinsWWTP-01"	"SARS-CoV-2"	6307715.84799082	479.455446031531	52
"A01-0343.a2"	"StarCityWWTP-01"	"SARS-CoV-2"	79028140.7865167	1635.24542266423	35
"M04-0212.a5"	"FarmingtonWWTP-01"	"Respiratory Syncitial Virus, Human (RSV)"	685.29169935	1.12342901532787	11
"A01-0066.a3"	"StarCityWWTP-01"	"Human"	829364.08041086	17.1611504802777	42
"Q01-0333.a1"	"MadisonWWTP-01"	"SARS-CoV-2"	38161.0743059603	8.377842877269	16
"H01-0494.a3"	"MoundsvilleWWTP-01"	"Human"	260293.65181014	21.691137650845	5
"A01-0643.a3"	"StarCityWWTP-01"	"Human"	700051.04916732	14.4854132007805	33
"K01-0244.a2"	"ParkersburgWWTP-01"	"SARS-CoV-2"	18601592.3690826	387.129914028774	13
"A04-0183.a3"	"CheatLakeWWTP-01"	"Human"	58177.8219415283	29.0889109707641	39
"C01-0514.a2"	"WheelingWWTP-01"	"SARS-CoV-2"	2111919.82604415	42.2383965208831	41
"K01-0166.a1"	"ParkersburgWWTP-01"	"SARS-CoV-2"	7134296.85646569	148.476521466508	38
"O01-0092.a2"	"GraftonWWTP-01"	"SARS-CoV-2"	573383.710138177	94.4463367053496	24
"M03-0247.a3"	"ManningtonWWTP-01"	"Human"	16601.3519393857	15.2166378912793	19
"L01-0208.a1"	"WestUnionWWTP-01"	"SARS-CoV-2"	1145295.64217306	2030.66603222173	35
"H01-0462.a3"	"MoundsvilleWWTP-01"	"Human"	8545.941616	0.712161801333333	2
"U01-0057.a2"	"WhiteOakWWTP-01"	"Human Norovirus GI (HuNoV-GI)"	1698.0213637	0.646618950380807	34
"J01-0144.a1"	"AlpineLakeWWTP-01"	"SARS-CoV-2"	89289.0090463805	127.555727209115	39
"G01-0607.a4"	"KeyserWWTP-01"	"SARS-CoV-2"	366044.26439276	44.8144300187022	50
"C01-0873.a1"	"WheelingWWTP-01"	"Influenza Virus B (FluB)"	48646.30391	0.9729260782	10
"A01-0510.a2"	"StarCityWWTP-01"	"SARS-CoV-2"	24139634.0616118	499.495821503307	10
"N02-0029.a3"	"ClarksburgWWTP-01"	"Human"	120171.12618588	4.53510175054268	6
"T01-0060.a2"	"PointPleasantWWTP-01"	"SARS-CoV-2"	150642.70590471	27.3150871994034	44
"A04-0515.a1"	"CheatLakeWWTP-01"	"SARS-CoV-2"	2344901.39577157	1172.45069788579	43
"G01-0574.a1"	"KeyserWWTP-01"	"Influenza Virus A (FluA)"	605.23784867	0.074098659239716	34
"M04-0410.a3"	"FarmingtonWWTP-01"	"Influenza Virus B (FluB)"	3951.19320159955	6.47736590426156	24
"M03-0020.a3"	"ManningtonWWTP-01"	"Human"	2637.5979798	2.41759668175985	8
"A01-0851.a1"	"StarCityWWTP-01"	"Respiratory Syncitial Virus, Human (RSV)"	51384.669504	1.06324841714948	15
"J01-0266.a2"	"AlpineLakeWWTP-01"	"SARS-CoV-2"	30890.2303645815	44.1289005208307	16
"O01-0064.a2"	"GraftonWWTP-01"	"SARS-CoV-2"	94882.9483013627	15.6288829354905	19
"N02-0098.a2"	"ClarksburgWWTP-01"	"SARS-CoV-2"	2292112.88175857	86.5013541308239	22
"C01-0332.a1"	"WheelingWWTP-01"	"SARS-CoV-2"	42999407.7932465	859.988155864931	2
"N02-0026.a2"	"ClarksburgWWTP-01"	"SARS-CoV-2"	5186567.18071619	195.734288652585	4
"U01-0137.a2"	"WhiteOakWWTP-01"	"Respiratory Syncitial Virus, Bovine (BRSV)"	145659.756097791	55.4683001134009	49
"C01-0607.a1"	"WheelingWWTP-01"	"Human Norovirus GII (HuNoV-GII)"	89050279.5535342	1781.00559107068	8
"A04-0552.a4"	"CheatLakeWWTP-01"	"SARS-CoV-2"	869162.479920837	434.581239960418	32
"J01-0269.a3"	"AlpineLakeWWTP-01"	"Human"	2473.31023263376	3.53330033233395	17
"L01-0250.a3"	"WestUnionWWTP-01"	"Human"	96231.5343363012	170.623287830321	41
"R02-0468.a3"	"ElkinsWWTP-01"	"Respiratory Syncitial Virus, Human (RSV)"	5972.13915093	0.453947943974612	24
"L01-0642.a3"	"WestUnionWWTP-01"	"Influenza Virus B (FluB)"	1673.0755118	2.9664459429078	33
"L01-0342.a2"	"WestUnionWWTP-01"	"SARS-CoV-2"	1471845.39771922	2609.65496049508	6
"A01-0584.a1"	"StarCityWWTP-01"	"SARS-CoV-2"	11124720.320338	230.19202781696	23
"O01-0061.a3"	"GraftonWWTP-01"	"Human"	22101.0405768	3.64042836053368	20
"M04-0176.a3"	"FarmingtonWWTP-01"	"Human"	780.63482102	1.27972921478689	5
"K01-0009.a3"	"ParkersburgWWTP-01"	"Human"	17063.52294028	0.35512014443871	7
"H01-0541.a1"	"MoundsvilleWWTP-01"	"SARS-CoV-2"	2336684.16373726	194.723680311439	14
"H01-0299.a1"	"MoundsvilleWWTP-01"	"SARS-CoV-2"	15168294.8341455	1264.02456951212	31
"T01-0320.a1"	"PointPleasantWWTP-01"	"Influenza Virus A (FluA)"	19370.0547637193	3.51224927719298	36
"A01-0272.a2"	"StarCityWWTP-01"	"SARS-CoV-2"	10322002.3520336	213.582237047542	24
"G01-0035.a1"	"KeyserWWTP-01"	"SARS-CoV-2"	399572.638177446	48.9192749972388	49
"A01-1127.a2"	"StarCityWWTP-01"	"SARS-CoV-2"	5658546.72870945	117.086300461626	52
"N02-0215.a3"	"ClarksburgWWTP-01"	"Human"	307795.41961604	11.6157981589569	48
"H01-0535.a1"	"MoundsvilleWWTP-01"	"SARS-CoV-2"	107961.430993476	8.99678591612297	13
"M04-0202.a1"	"FarmingtonWWTP-01"	"Human Norovirus GII (HuNoV-GII)"	468.2173629	0.767569447377049	7
"K01-0006.a2"	"ParkersburgWWTP-01"	"SARS-CoV-2"	4373.1327566	0.0910121281290323	51
"C01-0112.a1"	"WheelingWWTP-01"	"SARS-CoV-2"	11359301.7733335	227.186035466669	4
"M04-0179.a2"	"FarmingtonWWTP-01"	"SARS-CoV-2"	58.58679057	0.0960439189672131	15
"Q01-0459.a1"	"MadisonWWTP-01"	"SARS-CoV-2"	247431.073613594	54.3207625935443	39
"L01-0183.a2"	"WestUnionWWTP-01"	"SARS-CoV-2"	18192.4036568408	32.2560348525546	32
"N02-0366.a1"	"ClarksburgWWTP-01"	"Human Norovirus GI (HuNoV-GI)"	3739675.02118744	141.130463476015	38
"G01-0041.a1"	"KeyserWWTP-01"	"SARS-CoV-2"	1983798.80815717	242.874486796911	4
"G01-0282.a2"	"KeyserWWTP-01"	"SARS-CoV-2"	4189006.04712106	512.855784417368	49
"G01-0155.a1"	"KeyserWWTP-01"	"SARS-CoV-2"	132407.328166379	16.2104956129259	18
"A01-1276.a5"	"StarCityWWTP-01"	"SARS-CoV-2"	95335.55085	1.97267734750041	25
"A01-1091.a5"	"StarCityWWTP-01"	"Respiratory Syncitial Virus, Human (RSV)"	40106.41895	0.829879551191856	45
"C01-0883.a2"	"WheelingWWTP-01"	"SARS-CoV-2"	535995.016689908	10.7199003337982	17
"A01-1326.a4"	"StarCityWWTP-01"	""	95524.442809	1.97658588828422	33
"A01-0044.a3"	"StarCityWWTP-01"	"Human"	894493.754608105	18.5088096881333	38
"M03-0095.a3"	"ManningtonWWTP-01"	"Human"	12.01489134	0.0110127326672777	25
"M04-0062.a1"	"FarmingtonWWTP-01"	"SARS-CoV-2"	4359.53218062959	7.14677406660589	22
"K01-0266.a2"	"ParkersburgWWTP-01"	"SARS-CoV-2"	3191.52081051	0.0664208285225807	26
"C01-0615.a6"	"WheelingWWTP-01"	"Human Norovirus GI (HuNoV-GI)"	16909049.8359132	338.180996718264	10
"C01-0897.a4"	"WheelingWWTP-01"	"Respiratory Syncitial Virus, Human (RSV)"	24870.900782	0.49741801564	20
"C01-0227.a3"	"WheelingWWTP-01"	"Human"	8250.9446147	0.165018892294	30
"K01-0144.a1"	"ParkersburgWWTP-01"	"SARS-CoV-2"	18254954.6381678	379.915809327114	33
"R02-0293.a2"	"ElkinsWWTP-01"	"SARS-CoV-2"	43493.96343195	3.30601728731757	18
"L01-0399.a3"	"WestUnionWWTP-01"	"Human"	7680.52126859235	13.6179455116886	14
"K01-0269.a3"	"ParkersburgWWTP-01"	"Human"	15147.34839828	0.315241381858065	25
"O01-0201.a3"	"GraftonWWTP-01"	"Human"	5910.4634658	0.973556821907429	41
"H01-0084.a2"	"MoundsvilleWWTP-01"	"SARS-CoV-2"	44527.7253869299	3.71064378224416	49
"G01-0510.a1"	"KeyserWWTP-01"	"SARS-CoV-2"	1253445.8137432	153.458106481783	39
"D01-0119.a1"	"CharlesTownWWTP-01"	"SARS-CoV-2"	594248.293027429	34.9557819427899	25
"L01-0396.a2"	"WestUnionWWTP-01"	"SARS-CoV-2"	258251.935386891	457.893502459027	11
"A01-0574.a2"	"StarCityWWTP-01"	"SARS-CoV-2"	6181765.67342339	127.912714646238	21
"L01-0328.a2"	"WestUnionWWTP-01"	"SARS-CoV-2"	6844252.06935715	12135.198704534	5
"L01-0628.a3"	"WestUnionWWTP-01"	"Influenza Virus B (FluB)"	2102.62869696	3.72806506553192	29
"H01-0608.a2"	"MoundsvilleWWTP-01"	"SARS-CoV-2"	80826.9328131339	6.73557773442783	23
"A01-0401.a1"	"StarCityWWTP-01"	"SARS-CoV-2"	35203765.2497487	728.434142727792	44
"A01-1040.a1"	"StarCityWWTP-01"	"SARS-CoV-2"	20491240.2735667	424.00348190628	37
"T01-0395.a1"	"PointPleasantWWTP-01"	"Respiratory Syncitial Virus, Human (RSV)"	1955.09828679846	0.35450558237506	11
"H01-0308.a3"	"MoundsvilleWWTP-01"	"Human"	10956.490704	0.913040892	32
"A01-0803.a5"	"StarCityWWTP-01"	"SARS-CoV-2"	11347726.2040827	234.806451830879	7
"Q01-0213.a2"	"MadisonWWTP-01"	"SARS-CoV-2"	5338949.5059961	1172.1074656413	52
"C01-0721.a5"	"WheelingWWTP-01"	"Respiratory Syncitial Virus, Human (RSV)"	33328.263804	0.66656527608	35
"C01-0731.a1"	"WheelingWWTP-01"	"SARS-CoV-2"	2982248.86383295	59.644977276659	37
"A01-0041.a2"	"StarCityWWTP-01"	"SARS-CoV-2"	1643277.19093888	34.0025904431981	37
"A01-0282.a1"	"StarCityWWTP-01"	"SARS-CoV-2"	10049017.1234902	207.933643508737	21
"A01-0155.a2"	"StarCityWWTP-01"	"SARS-CoV-2"	34718108.899756	718.384971440075	3
"J01-0009.a3"	"AlpineLakeWWTP-01"	"Human"	282.67927716	0.4038275388	11
"D01-0339.a1"	"CharlesTownWWTP-01"	"SARS-CoV-2"	1312434.05004714	77.2020029439494	13
"T01-0200.a2"	"PointPleasantWWTP-01"	"SARS-CoV-2"	34676.8825635052	6.2877393587498	32
"L01-0068.a1"	"WestUnionWWTP-01"	"SARS-CoV-2"	60.7936846	0.107790220921986	12
"A01-0571.a3"	"StarCityWWTP-01"	"Human"	7258625.07607252	150.195023093704	21
"A04-0030.a1"	"CheatLakeWWTP-01"	"SARS-CoV-2"	310815.080018579	155.40754000929	10
"Q01-0405.a2"	"MadisonWWTP-01"	"SARS-CoV-2"	1276.77715349	0.280302338856202	27
