"county"	"target"	"epi_year"	"epi_week"	"abundance_per_person"	"total_abundance"	"county_fips"	"abundance_alert_level"	"trend_alert_level"
"Boone"	"Influenza Virus A (FluA)"	2024	45	0.487432827069155	2220.2565273	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2024	47	0.0124307711920966	56.62216278	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2024	50	0.176193175793633	802.55991574	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2024	51	10.3288792255789	47048.0448725119	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2024	52	4.57583970136457	20842.9498397156	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	1	2.16975609016625	9883.23899070725	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	2	8.97623851510778	40886.7664363159	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	6	0.331021846586169	1507.8045112	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	8	6.72850642600035	30648.3467704316	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	9	7.61439230533761	34683.5569508128	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	14	1.40243595992662	6388.09579746574	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	15	13.2947657780728	60557.6581191217	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	16	0.987018025253568	4495.86710503	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	17	0.449829702660812	2048.97429562	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	29	1.68415974401787	7671.3476340014	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	30	2.37870011920966	10834.979043	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	31	2.5375672677175	11558.6189044532	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	32	0.621987323907794	2833.1522604	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	33	0.488333679855104	2224.35991174	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	34	0.608723845620198	2772.7371168	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	35	0.974385093113605	4438.32409913247	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	36	1.53857576584343	7008.2126134168	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	37	0.312115572711306	1421.6864337	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	38	0.548681675018661	2499.24502971	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	39	0.369645494261251	1683.73522636	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	40	0.298627712272228	1360.2492294	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	41	0.518665991510428	2362.52359133	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	45	0.230843526399561	1051.49226275	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	46	0.2696574833809	1228.2898368	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	47	0.335077346212953	1526.277312	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	49	0.259678294954995	1182.83463352	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2024	34	5.48151624742005	24968.3065069983	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2024	39	10.6670443989317	48588.3872371338	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2024	51	4.42621237144883	20161.3973519494	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2024	52	1.83019785717666	8336.55123943967	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	1	2.16975609016625	9883.23899070725	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	2	3.84656187408396	17521.0893364524	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	6	2.6897375881974	12251.7547142392	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	8	1.55229234485181	7070.6916308	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	9	1.90333130104313	8669.67407625144	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	11	0.112540114643249	512.6202222	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	12	0.964843251372119	4394.86101	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	14	0.915920462944018	4172.01770871	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	15	1.61541187510867	7358.20109112	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	16	0.639481652318332	2912.83892631	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	17	0.137812193260154	627.7345403	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	18	1.21175557440537	5519.54664141647	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	19	0.856831500963776	3902.86748689	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	21	0.266374855609221	1213.3374673	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	22	1.24541912051836	5672.88409396111	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	23	2.07816240988963	9466.02977704729	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	24	4.09339353492574	18645.4075515867	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	27	1.34818680893025	6140.99091467731	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	28	1.22662137068327	5587.26034346229	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	29	0.307784997187706	1401.96066219	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	30	2.47032283106476	11252.3204955	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	31	0.857379159622393	3905.36207208	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	32	0.615588277365532	2804.0046034	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	33	0.529440490006586	2411.60143198	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	34	0.0172857361141603	78.736528	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	35	0.156658631894621	713.58006828	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	36	0.293209298836444	1335.5683562	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	37	0.378451247139407	1723.84543072	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	38	0.370365179236004	1687.01339142	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	39	0.211771874568606	964.62088866	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	40	1.83893764271532	8376.36096256827	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	41	0.503576707345774	2293.79190196	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	42	0.919005552304566	4186.0702907473	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	45	0.435111895613611	1981.93468452	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	46	0.459908616487377	2094.8837481	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	47	0.175729452680571	800.44765696	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	49	0.366183360768386	1667.9652083	54005	"LOW"	"STABLE"
"Boone"	"SARS-CoV-2"	2022	18	20.6314678920733	93976.3362483937	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	19	94.5985221722106	430896.26849442	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	20	40.1700202009385	182974.442015275	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	21	77.3775638607683	352454.803385799	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	22	68.8886980397229	313788.019570937	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	23	257.654698187053	1173617.15024203	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	24	71.1178793185814	323941.940296138	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	25	49.9422439611102	227486.921242857	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	26	107.8650744457	491325.414100166	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	27	22.4612184797331	102310.850175185	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	28	281.47656372574	1282125.74777075	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	29	252.033555460996	1148012.84512484	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	30	175.449448619015	799172.238459611	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	31	145.744088983008	663864.325317602	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	32	261.501344127273	1191138.62249973	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	33	151.192012778491	688679.618206024	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	34	674.913332518102	3074230.22961996	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	35	281.297534401746	1281310.26919995	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	37	128.707815681315	586264.100428391	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	38	354.164223254198	1613218.03692287	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	39	64.6143852237799	294318.524694318	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	40	92.488144089452	421283.496327453	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	41	30.937766451492	140921.526186546	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	42	200.497262008217	913265.028447427	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	43	239.682567858608	1091754.09659596	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	44	226.377277398576	1031148.49855051	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	45	311.215237846066	1417585.40838883	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	46	346.795025784885	1579651.34245015	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	47	22.1164760203842	100740.54827285	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	48	83.4788007250298	380245.937302511	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	49	294.943098210287	1343465.81234786	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	50	927.193460937615	4223366.21457084	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	51	507.156057583416	2310095.84229246	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	52	1012.17049736548	4610436.61549975	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	1	1083.94512311522	4937370.03578985	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	4	366.859354438234	1671044.35946616	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	5	301.023326295294	1371161.25127506	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	6	142.408625615566	648671.289678903	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	7	373.043733559728	1699214.20636456	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	8	315.975287215682	1439267.43326743	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	9	491.817628946457	2240229.29985111	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	10	500.86282433543	2281430.16484788	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	11	241.672771642925	1100819.47483352	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	12	97.3443793550807	443403.647962392	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	13	326.602580310687	1487674.75331518	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	14	58.915724634569	268361.125710461	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	15	18.2759256321262	83246.841254335	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	16	9.55116464590665	43505.5549621047	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	17	272.630349331361	1241831.24120435	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	18	460.044254132552	2095501.57757378	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	19	235.37996831634	1072155.75568093	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	20	183.151748986993	834256.216635752	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	21	199.433076933742	908417.665433193	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	22	90.5801787718969	412592.71430599	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	23	207.82826435883	946657.744154472	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	24	55.6937453195263	253685.009930443	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	25	15.974571038207	72764.171079033	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	26	9.11393671740833	41513.981747795	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	27	1.39852820496472	6370.2959736143	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	28	124.638949877094	567730.416690164	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	29	32.3072252426012	147159.410980049	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	30	42.7579542464316	194762.481592496	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	31	72.2906646417493	329283.977443169	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	32	16.9851760259387	77367.476798151	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	33	51.1341408947433	232916.011775556	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	34	128.052950810517	583281.190941907	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	35	49.8808114515532	227207.096161825	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	38	97.5930421007592	444536.306768957	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	39	52.2156890683878	237842.463706507	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	40	35.236737707558	160503.340257927	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	41	340.940041713592	1552981.89000541	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	42	41.1748607319361	187551.490633969	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	43	0.611991514581778	2787.62134892	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	45	125.311113325574	570792.121197992	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	46	488.703566868133	2226044.74708434	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	47	236.39079333569	1076760.06364407	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	48	8.39543503463342	38241.2065827552	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	49	40.8912822167615	186259.790497348	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2023	50	24.1413142148416	109963.686248604	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	1	222.581745498051	1013859.85074362	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	4	12.182174648405	55489.805523485	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	8	104.118808096656	474261.170880267	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	9	36.936603252652	168246.22781583	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	10	20.6752889845552	94175.941324649	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	11	17.4987304161918	79706.7170457539	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	12	4.86834355271327	22175.3048826089	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	13	20.645973002385	94042.4070258638	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	14	5.14039894586773	23414.5171984275	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	15	27.7440584078999	126374.186047984	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	19	7.38466428431106	33637.1458150369	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	20	46.1693909748529	210301.575890455	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	22	15.9591744654426	72694.0396900909	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	28	9.00218206206664	41004.9392927135	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	30	18.3973074537579	83799.7354518673	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	31	32.7275812755008	149074.132709906	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	32	225.544205449284	1027353.85582149	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	34	81.0607649170429	369231.78419713	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	37	111.817781439306	509329.994456039	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	38	33.6237347428031	153156.111753468	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	39	12.9545388890748	59007.9246397357	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	41	1.00948703811405	4598.21345860952	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	42	1.96140916981884	8934.2187685248	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	43	14.0063456371899	63798.9043773999	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	44	3.75876663718575	17121.1820323811	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	45	5.63048480427109	25646.8582834548	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	47	0.983650426750339	4480.52769384779	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	49	0.160990038463227	733.3096252	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	50	0.79286929107135	3611.51962083	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	51	0.0479064203863886	218.21374486	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2024	52	3.66057951540135	16673.9396926531	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	1	74.9902208402342	341580.455927267	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	2	318.714753984676	1451745.7044002	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	6	2.6897375881974	12251.7547142392	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	8	53.8628184764124	245345.138160059	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	9	49.5445022554564	225675.207773604	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	11	10.5404925783826	48011.9436945328	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	12	16.2282492294736	73919.6752402521	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	13	14.9696518445089	68186.7641517381	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	14	70.2774111824441	320113.607936033	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	15	37.6786007690845	171626.02650318	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	16	6.78084498895168	30886.7489246749	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	17	7.47536820539643	34050.3021755808	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	18	0.602825088171241	2745.86827662	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	19	0.895317195167947	4078.16982399	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	21	2.38042464885824	10842.8342755493	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	22	0.487141130272228	2218.92784839	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	23	1.38540955702391	6310.54053224393	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	24	19.107550483491	87034.8924523015	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	25	9.85158643857416	44873.9762277053	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	27	0.681835861023052	3105.76234696	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	28	1.83997513563631	8381.0867428234	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	29	1.68415974401787	7671.3476340014	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	30	1.47556195949506	6721.1847255	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	31	2.5375672677175	11558.6189044532	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	32	4.23285880802776	19280.6718705665	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	33	10.6528637819982	48523.7945270018	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	34	5.78629366755271	26356.5676557026	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	35	8.77279375190023	39960.0755399056	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	36	0.00324938597145993	14.8009531	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	37	0.435183365484083	1982.26022978	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	38	2.25540843028483	10273.3853999474	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	39	0.448682860553238	2043.75042982	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	40	1.83893764271532	8376.36096256827	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	41	25.4470368588269	115911.252891957	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	42	1.83809536241745	8372.5243758115	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	45	0.5013245753809	2283.53344086	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	46	1.36436712010341	6214.69223207105	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	47	0.861521087929748	3924.22855552	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2025	49	0.302649970098793	1378.5706138	54005	"LOW"	"DECREASING"
