"county"	"target"	"epi_year"	"epi_week"	"abundance_per_person"	"abundance_alert_level"	"trend_alert_level"	"county_fips"
"Kanawha"	"SARS-CoV-2"	2022	49	481.794796760829	"MODERATE"	"DECREASING"	54039
"Kanawha"	"SARS-CoV-2"	2022	50	728.601554751674	"HIGH"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2022	51	378.91225526393	"MODERATE"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2022	52	512.047176223671	"MODERATE"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	1	783.914915238989	"HIGH"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	2	279.233243293024	"MODERATE"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	3	638.594814060886	"MODERATE"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	4	181.791075329067	"LOW"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	5	288.195123182143	"MODERATE"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	6	394.11553674445	"MODERATE"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	7	785.276339783239	"HIGH"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	8	350.353578327168	"MODERATE"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	9	125.042285779999	"LOW"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	10	15.5190200255739	"VERY LOW"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	11	38.7621914569847	"LOW"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	12	225.891114065007	"MODERATE"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	13	148.516413206558	"MODERATE"	"INCREASING"	54039
"Kanawha"	"SARS-CoV-2"	2023	14	84.2309099766211	"LOW"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	15	312.121853300471	"MODERATE"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	16	20.6796113708404	"LOW"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	17	58.4127857980708	"LOW"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	18	123.642363246456	"MODERATE"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	19	47.3700804238319	"LOW"	"INCREASING"	54039
"Kanawha"	"SARS-CoV-2"	2023	20	100.166637975735	"MODERATE"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	21	127.705187977769	"MODERATE"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	22	63.9776985075755	"MODERATE"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	23	13.9672362118806	"LOW"	"INCREASING"	54039
"Kanawha"	"SARS-CoV-2"	2023	24	40.6100843322759	"LOW"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	25	88.0508950021918	"MODERATE"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	26	87.8148303376315	"MODERATE"	"INCREASING"	54039
"Kanawha"	"SARS-CoV-2"	2023	27	35.5259487292356	"MODERATE"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	28	85.1557238062325	"MODERATE"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2023	29	13.4297649086959	"LOW"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	30	20.6600065575262	"LOW"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	31	134.649206667541	"HIGH"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	32	33.5212513343976	"MODERATE"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2023	33	104.170521870666	"HIGH"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	34	80.0382030540309	"MODERATE"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	35	278.635113925218	"VERY HIGH"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	36	361.459734613985	"VERY HIGH"	"DECREASING"	54039
"Kanawha"	"SARS-CoV-2"	2023	37	166.876084982173	"MODERATE"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	38	38.5473496384545	"LOW"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	39	33.8716386693518	"LOW"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	40	265.569618134906	"HIGH"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	41	49.4605452767014	"LOW"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2023	42	97.2675352931185	"MODERATE"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	43	34.8716366007538	"LOW"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	44	335.21066493875	"HIGH"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	45	122.242691447054	"MODERATE"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	46	242.810400780284	"MODERATE"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	47	167.522026916408	"MODERATE"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	48	697.291234605132	"VERY HIGH"	"SURGING"	54039
"Kanawha"	"SARS-CoV-2"	2023	49	685.930501875519	"VERY HIGH"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	50	607.477059187686	"HIGH"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2023	51	874.601018531164	"VERY HIGH"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2023	52	867.209826445086	"HIGH"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	1	569.918173672773	"MODERATE"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	2	296.449879304343	"MODERATE"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2024	3	410.079392930344	"MODERATE"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	4	335.428125198222	"MODERATE"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	5	107.196309488619	"LOW"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	6	287.122767543775	"MODERATE"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	7	177.098530838233	"LOW"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	8	230.062287233601	"MODERATE"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	9	125.785818403967	"LOW"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	10	124.624334068709	"LOW"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	11	59.0430141880156	"LOW"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	12	35.6697223066692	"LOW"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2024	13	41.0554268032329	"LOW"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	14	25.1659492727387	"LOW"	"DECREASING"	54039
"Kanawha"	"SARS-CoV-2"	2024	15	62.8506226683226	"LOW"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2024	16	9.20754311814878	"LOW"	"DECREASING"	54039
"Kanawha"	"SARS-CoV-2"	2024	17	11.3044436828093	"LOW"	"INCREASING"	54039
"Kanawha"	"SARS-CoV-2"	2024	18	95.4740667285337	"MODERATE"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	19	99.3177249391567	"MODERATE"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2024	20	93.9119636790292	"MODERATE"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	21	17.268432845152	"LOW"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2024	22	61.9348741453845	"MODERATE"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2024	23	49.2059328582479	"MODERATE"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	24	164.228673379963	"VERY HIGH"	"INCREASING"	54039
"Kanawha"	"SARS-CoV-2"	2024	25	133.39014291353	"HIGH"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2024	26	176.421294594465	"HIGH"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	27	137.922289540329	"HIGH"	"DECREASING"	54039
"Kanawha"	"SARS-CoV-2"	2024	28	259.680759577622	"HIGH"	"INCREASING"	54039
"Kanawha"	"SARS-CoV-2"	2024	29	250.917556179579	"HIGH"	"DECREASING"	54039
"Kanawha"	"SARS-CoV-2"	2024	30	500.875940444101	"VERY HIGH"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	31	298.430345951803	"HIGH"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2024	32	405.348453138194	"HIGH"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	33	197.192184378357	"MODERATE"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	34	418.071244173742	"HIGH"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	35	49.3983668916276	"LOW"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	36	68.7278146453006	"LOW"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	37	354.999164247154	"MODERATE"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	38	72.5282165376711	"LOW"	"INCREASING"	54039
"Kanawha"	"SARS-CoV-2"	2024	39	118.904869609645	"LOW"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	40	85.5770202421312	"LOW"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	41	78.2991070837856	"LOW"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	42	53.9035160256877	"LOW"	"DECREASING"	54039
"Kanawha"	"SARS-CoV-2"	2024	43	191.445014300413	"MODERATE"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2024	44	96.2412796287941	"MODERATE"	"DECREASING"	54039
"Kanawha"	"SARS-CoV-2"	2024	45	29.5459941007167	"LOW"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	46	20.7726825654995	"LOW"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	47	82.7105219802818	"MODERATE"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	48	44.2220589989992	"LOW"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2024	49	46.4835456484474	"MODERATE"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2024	50	65.1588954697169	"MODERATE"	"DECREASING"	54039
"Kanawha"	"SARS-CoV-2"	2024	51	275.094850914112	"VERY HIGH"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2024	52	159.827437921314	"HIGH"	"INCREASING"	54039
"Kanawha"	"SARS-CoV-2"	2025	1	102.862818514724	"MODERATE"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2025	2	139.406966681157	"MODERATE"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2025	3	153.750644319534	"HIGH"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2025	4	100.528681618303	"MODERATE"	"INCREASING"	54039
"Kanawha"	"SARS-CoV-2"	2025	5	264.591421775432	"HIGH"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2025	6	211.581417384814	"HIGH"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2025	7	129.510457935558	"MODERATE"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2025	8	112.185838246298	"MODERATE"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2025	9	102.045003516447	"MODERATE"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2025	10	113.635854211969	"MODERATE"	"DECREASING"	54039
"Kanawha"	"SARS-CoV-2"	2025	11	74.5586044428386	"MODERATE"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2025	12	117.635361019968	"MODERATE"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2025	13	40.5472737464539	"LOW"	"DECREASING"	54039
"Kanawha"	"SARS-CoV-2"	2025	14	78.5859315602162	"MODERATE"	"INCREASING"	54039
"Kanawha"	"SARS-CoV-2"	2025	15	44.6382315709348	"LOW"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2025	16	111.254423933876	"MODERATE"	"INCREASING"	54039
"Kanawha"	"SARS-CoV-2"	2025	17	121.594369656493	"MODERATE"	"DECREASING"	54039
"Kanawha"	"SARS-CoV-2"	2025	18	52.0794509206796	"MODERATE"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2025	19	7.43795549894294	"LOW"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2025	20	16.6211653259988	"LOW"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2025	21	10.3962061653094	"LOW"	"DECREASING"	54039
"Kanawha"	"SARS-CoV-2"	2025	22	41.1254061089719	"MODERATE"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2025	23	24.9883490759772	"LOW"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2025	24	8.0394340526697	"LOW"	"INCREASING"	54039
"Kanawha"	"SARS-CoV-2"	2025	25	18.4031818020135	"LOW"	"DECREASING"	54039
"Kanawha"	"SARS-CoV-2"	2025	26	4.5882066711995	"LOW"	"DECREASING"	54039
"Kanawha"	"SARS-CoV-2"	2025	27	1.79339041389652	"LOW"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2025	28	12.9683751633644	"LOW"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2025	29	9.85394609740937	"MODERATE"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2025	30	2.15801177470468	"LOW"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2025	31	16.0951860208838	"MODERATE"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2025	32	4.83500238911212	"LOW"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2025	33	11.4874053932665	"MODERATE"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2025	34	5.65013562082354	"MODERATE"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2025	35	7.69689996144207	"MODERATE"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2025	36	6.18468602758752	"MODERATE"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2025	37	45.1557812717735	"VERY HIGH"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2025	38	30.2466521584192	"HIGH"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2025	39	18.4485279907812	"MODERATE"	"INCREASING"	54039
"Kanawha"	"SARS-CoV-2"	2025	40	44.3668058220539	"VERY HIGH"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2025	41	4.5880512977511	"LOW"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2025	42	2.38688100521766	"LOW"	"INCREASING"	54039
"Kanawha"	"SARS-CoV-2"	2025	43	311.089894897025	"VERY HIGH"	"DECREASING"	54039
"Kanawha"	"SARS-CoV-2"	2025	44	5.58220719769576	"LOW"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2025	45	14.234713144167	"LOW"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2025	46	27.4153867456366	"MODERATE"	"DECR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2025	47	62.7226780686495	"MODERATE"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2025	48	46.3771629863263	"MODERATE"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2025	49	61.2124309621679	"MODERATE"	"INCREASING"	54039
"Kanawha"	"SARS-CoV-2"	2025	50	232.19092750054	"VERY HIGH"	"DECREASING"	54039
"Kanawha"	"SARS-CoV-2"	2025	51	63.7153923142679	"MODERATE"	"STABLE"	54039
"Kanawha"	"SARS-CoV-2"	2025	52	77.1677984784743	"MODERATE"	"INCR. RAPIDLY"	54039
"Kanawha"	"SARS-CoV-2"	2025	53	151.061752962717	"HIGH"	"DECR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2022	44	67.6434852268049	"UNKNOWN"	NA	54039
"Kanawha"	"Influenza Virus A (FluA)"	2022	45	69.133111849963	"UNKNOWN"	"UNKNOWN"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2022	46	68.4917379817361	"UNKNOWN"	"UNKNOWN"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2022	47	105.21385541209	"UNKNOWN"	"STABLE"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2022	48	85.3251743590212	"UNKNOWN"	"STABLE"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2022	49	83.4899999420509	"UNKNOWN"	"INCR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2022	51	14.941423952235	"UNKNOWN"	"DECR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2022	52	67.2508896484942	"UNKNOWN"	"STABLE"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	2	18.4209695275438	"UNKNOWN"	"DECR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	3	13.1002125343818	"UNKNOWN"	"INCR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	4	0	"UNKNOWN"	"DECR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	5	184.138194718425	"VERY HIGH"	"DECREASING"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	6	33.6518876816515	"MODERATE"	"DECR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	7	111.863160582971	"HIGH"	"INCR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	8	431.606816578377	"VERY HIGH"	"SURGING"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	9	0	"VERY LOW"	"INCR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	10	0	"VERY LOW"	"INCR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	11	0	"VERY LOW"	"DECR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	12	0	"VERY LOW"	"STABLE"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	13	0	"VERY LOW"	"STABLE"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	14	0	"VERY LOW"	"STABLE"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	15	0	"VERY LOW"	"STABLE"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	16	10.5462021824077	"LOW"	"STABLE"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	17	45.1561810570403	"MODERATE"	"STABLE"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	18	0	"VERY LOW"	"INCR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	19	11.8574983175746	"LOW"	"INCR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	20	0	"VERY LOW"	"DECR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	21	8.20039046415	"MODERATE"	"INCR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	22	0	"VERY LOW"	"DECR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	23	17.2552523508485	"HIGH"	"INCREASING"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	24	18.5923669896788	"HIGH"	"DECREASING"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	25	39.349404598804	"VERY HIGH"	"INCR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	26	154.288167835265	"VERY HIGH"	"STABLE"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	27	125.627322163835	"VERY HIGH"	"INCR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	28	125.78863929453	"VERY HIGH"	"INCR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	29	99.1262259990651	"HIGH"	"DECR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	30	119.834239070734	"HIGH"	"STABLE"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	31	171.015463513455	"HIGH"	"DECR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	32	323.054670600189	"VERY HIGH"	"INCR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	33	66.8221013234787	"MODERATE"	"INCR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	34	124.992315670558	"MODERATE"	"INCR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	35	18.3802538127127	"LOW"	"DECR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	36	0	"VERY LOW"	"INCR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	37	0	"VERY LOW"	"DECR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	38	78.7472189155152	"MODERATE"	"DECR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	39	7.10140851230909	"LOW"	"STABLE"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	40	0	"VERY LOW"	"INCR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	41	5.63410616746818	"LOW"	"DECR. RAPIDLY"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	42	0	"VERY LOW"	"DECREASING"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	43	0	"VERY LOW"	"INCREASING"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	44	0	"VERY LOW"	"DECREASING"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	45	0	"VERY LOW"	"STABLE"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	46	6.55889330140758	"MODERATE"	"STABLE"	54039
"Kanawha"	"Influenza Virus A (FluA)"	2023	47	29.7461138159844	"VERY HIGH"	"STABLE"	54039
