epi_date	mean_abundance	location_id	target	cal_year	cal_month	cal_week	epi_year	epi_week	rolling_mean	rolling_mean_basis	abundance_fold_change	abundance_level	trend_slope	trend_level	spike_slope
2022.36	361.828615217606	ParkersburgWWTP-01	SARS-CoV-2	2022	9	36	2022	36	430.283127687794	370.554607134694	0.161186824837907	4	150.08114967	7	-134.08665763
2022.37	209.109430787848	ParkersburgWWTP-01	SARS-CoV-2	2022	9	37	2022	37	393.397051257614	380.958841570018	0.0326497467189251	4	-10.8196133299999	5	-152.71918443
2022.38	229.330027993602	ParkersburgWWTP-01	SARS-CoV-2	2022	9	38	2022	38	324.045836712025	395.63877799582	-0.180955319007057	4	-134.08665763	3	20.2205972
2022.39	263.870217702475	ParkersburgWWTP-01	SARS-CoV-2	2022	9	39	2022	39	266.034572925383	407.926271416789	-0.347836627434156	4	-152.71918443	3	34.54018971
2022.4	179.553583829841	ParkersburgWWTP-01	SARS-CoV-2	2022	10	40	2022	40	220.465815078442	412.196078883262	-0.465143347128055	4	20.2205972000001	6	-84.31663387
2022.41	244.121721059471	ParkersburgWWTP-01	SARS-CoV-2	2022	10	41	2022	41	229.218887646347	414.32198296631	-0.446761463137267	4	34.54018971	6	64.56813723
2022.42	409.399234272879	ParkersburgWWTP-01	SARS-CoV-2	2022	10	42	2022	42	274.236189216167	395.88307980285	-0.307279842945709	4	-84.3166338699999	3	165.27751321
2022.43	388.499932807237	ParkersburgWWTP-01	SARS-CoV-2	2022	10	43	2022	43	305.393617992357	358.259205818216	-0.14756239886459	4	64.56813723	7	-20.89930146
2022.44	498.53027505206	ParkersburgWWTP-01	SARS-CoV-2	2022	11	44	2022	44	385.137790797912	345.295577854716	0.115385818696931	4	165.27751321	7	110.03034224
2022.45	255.039233705934	ParkersburgWWTP-01	SARS-CoV-2	2022	11	45	2022	45	387.867168959528	336.827702621163	0.151529894783535	4	-20.8993014599999	4	-243.49104134
2022.51	750.338625183344	ParkersburgWWTP-01	SARS-CoV-2	2022	12	51	2022	51	473.102016687144	357.128014205112	0.324740703246608	4	110.03034224	7	495.29939147
2022.52	972.922202490472	ParkersburgWWTP-01	SARS-CoV-2	2022	12	52	2022	52	619.207584107953	396.878591675231	0.560193966356986	5	-243.49104134	3	222.58357731
2023.01	538.056658560702	ParkersburgWWTP-01	SARS-CoV-2	2023	1	1	2023	1	629.089179985113	411.564261953822	0.528532086334789	5	495.29939147	7	-434.86554393
2023.02	395.916763833136	ParkersburgWWTP-01	SARS-CoV-2	2023	1	2	2023	2	664.308562516914	427.131539707596	0.555278645476949	5	222.58357731	7	-142.13989473
2023.03	377.205813816999	ParkersburgWWTP-01	SARS-CoV-2	2023	1	3	2023	3	571.025359675327	439.454521859546	0.299395799271882	4	-434.86554393	3	-18.7109500099999
2023.06	224.53533795266	ParkersburgWWTP-01	SARS-CoV-2	2023	2	6	2023	6	383.928643540874	436.176615213728	-0.11978627429912	4	-142.13989473	3	-152.67047587
2023.07	448.887184117542	ParkersburgWWTP-01	SARS-CoV-2	2023	2	7	2023	7	361.636274930085	458.62108190437	-0.211470450881951	4	-18.7109500099999	4	224.35184617
2023.08	301.985092453384	ParkersburgWWTP-01	SARS-CoV-2	2023	2	8	2023	8	338.153357085147	463.443029520529	-0.270345359525647	4	-152.67047587	3	-146.90209167
2023.09	284.698222967669	ParkersburgWWTP-01	SARS-CoV-2	2023	3	9	2023	9	315.026459372814	453.051278578428	-0.30465606374339	4	224.35184617	7	-17.2868694799999
2023.1	168.007874849264	ParkersburgWWTP-01	SARS-CoV-2	2023	3	10	2023	10	300.894593596965	434.676940415264	-0.307774198213716	4	-146.90209167	3	-116.69034812
2023.11	376.265444910928	ParkersburgWWTP-01	SARS-CoV-2	2023	3	11	2023	11	282.739158795311	424.488204570169	-0.333929292377844	4	-17.28686948	4	208.25757006
2023.12	373.537628101485	ParkersburgWWTP-01	SARS-CoV-2	2023	3	12	2023	12	300.627292707337	434.363070769799	-0.307889383472332	4	-116.69034812	3	-2.72781680999994
2023.13	340.026779900243	ParkersburgWWTP-01	SARS-CoV-2	2023	3	13	2023	13	314.45943194048	400.170416996207	-0.214186210212883	4	208.25757006	7	-33.5108482
2023.14	232.368698270714	ParkersburgWWTP-01	SARS-CoV-2	2023	4	14	2023	14	330.549637795843	338.457624977894	-0.0233647777401008	4	-2.72781680999992	5	-107.65808163
2023.15	239.646527090128	ParkersburgWWTP-01	SARS-CoV-2	2023	4	15	2023	15	296.394908340643	313.590114022013	-0.0548333793461445	4	-33.5108482000001	4	7.27782882000003
2023.16	158.958067180747	ParkersburgWWTP-01	SARS-CoV-2	2023	4	16	2023	16	242.750018110458	293.843555967647	-0.17388006923934	4	-107.65808163	3	-80.68845991
2023.17	209.491942077749	ParkersburgWWTP-01	SARS-CoV-2	2023	4	17	2023	17	210.116308654835	279.867399989376	-0.249229068255856	4	7.27782882000001	5	50.5338749
2023.18	109.645748620353	ParkersburgWWTP-01	SARS-CoV-2	2023	5	18	2023	18	179.435571242245	270.293267545017	-0.336144873780995	4	-80.6884599099999	3	-99.84619346
2023.19	179.516181239034	ParkersburgWWTP-01	SARS-CoV-2	2023	5	19	2023	19	164.402984779471	247.845683971808	-0.336671988211134	4	50.5338749	7	69.87043262
2023.2	38.3296009693447	ParkersburgWWTP-01	SARS-CoV-2	2023	5	20	2023	20	134.24586822662	225.874393014805	-0.40566141015453	4	-99.84619346	3	-141.18658027
2023.21	61.6837155809381	ParkersburgWWTP-01	SARS-CoV-2	2023	5	21	2023	21	97.2938116024178	207.289850732577	-0.530638807165066	3	69.87043262	7	23.35411461
2023.22	25.3419307466279	ParkersburgWWTP-01	SARS-CoV-2	2023	5	22	2023	22	76.2178571339864	195.401022057358	-0.609941358896201	3	-141.18658027	3	-36.34178483
2023.23	101.484082713126	ParkersburgWWTP-01	SARS-CoV-2	2023	6	23	2023	23	56.7098325025093	172.502575207541	-0.671252255600934	3	23.35411461	6	76.14215196
2023.24	109.384561962881	ParkersburgWWTP-01	SARS-CoV-2	2023	6	24	2023	24	74.4735727508933	150.48981969599	-0.505125510141883	3	-36.34178483	4	7.90047925000002
2023.25	75.0845934047314	ParkersburgWWTP-01	SARS-CoV-2	2023	6	25	2023	25	77.8237922068416	128.411304154698	-0.393949055193094	4	76.14215196	7	-34.29996856
2023.26	26.7774525136219	ParkersburgWWTP-01	SARS-CoV-2	2023	6	26	2023	26	78.1826726485901	111.278700341607	-0.297415656288377	4	7.90047925	5	-48.30714089
2023.27	22.1597785025479	ParkersburgWWTP-01	SARS-CoV-2	2023	7	27	2023	27	58.3515965959457	93.154804625975	-0.373606151285137	4	-34.29996856	4	-4.61767400999999
2023.28	73.5438169848485	ParkersburgWWTP-01	SARS-CoV-2	2023	7	28	2023	28	49.3914103514376	86.0369504429835	-0.425927928673283	4	-48.30714089	3	51.38403848
2023.29	52.3383920633773	ParkersburgWWTP-01	SARS-CoV-2	2023	7	29	2023	29	43.7048600160991	72.9408212751192	-0.400817549733193	4	-4.61767401000001	5	-21.20542492
2023.3	68.1225274891077	ParkersburgWWTP-01	SARS-CoV-2	2023	7	30	2023	30	54.0411287599706	69.4805528475154	-0.222212165200078	4	51.38403848	7	15.78413543
2023.31	102.064131534875	ParkersburgWWTP-01	SARS-CoV-2	2023	8	31	2023	31	74.0172170180524	63.0262153721688	0.174387777863258	4	-21.20542492	4	33.94160404
2023.32	63.5200104694704	ParkersburgWWTP-01	SARS-CoV-2	2023	8	32	2023	32	71.5112653892078	65.1254161638459	0.0980546398244285	4	15.78413543	6	-38.54412106
2023.33	175.549161174747	ParkersburgWWTP-01	SARS-CoV-2	2023	8	33	2023	33	102.31395766705	74.6142032966633	0.371239698965273	4	33.94160404	6	112.0291507
2023.35	45.2873987202836	ParkersburgWWTP-01	SARS-CoV-2	2023	8	35	2023	35	96.6051754748442	76.2763256278013	0.266515851146787	4	-38.54412106	4	-130.26176245
2023.36	221.75534216939	ParkersburgWWTP-01	SARS-CoV-2	2023	9	36	2023	36	126.527978133473	86.29893058249	0.466159282385654	4	112.0291507	7	176.46794345
2023.37	228.150839045975	ParkersburgWWTP-01	SARS-CoV-2	2023	9	37	2023	37	167.685685277599	96.1961203394145	0.743164741841393	5	-130.26176245	3	6.39549688
2023.38	232.527522134106	ParkersburgWWTP-01	SARS-CoV-2	2023	9	38	2023	38	181.930275517439	109.316364400196	0.664254720834029	5	176.46794345	7	4.37668308000004
2023.39	402.151811951019	ParkersburgWWTP-01	SARS-CoV-2	2023	9	39	2023	39	271.146378825122	140.597561019979	0.928528324802113	5	6.39549687999995	5	169.62428982
2023.4	186.692403529277	ParkersburgWWTP-01	SARS-CoV-2	2023	10	40	2023	40	262.380644165094	154.30861310554	0.700362921320787	5	4.37668307999998	5	-215.45940842
2023.41	110.007504282198	ParkersburgWWTP-01	SARS-CoV-2	2023	10	41	2023	41	232.84481047415	157.347253713652	0.479814899711515	4	169.62428982	7	-76.68489925
2023.42	460.901806270635	ParkersburgWWTP-01	SARS-CoV-2	2023	10	42	2023	42	289.938381508282	191.39420489759	0.514875446011652	5	-215.45940842	3	350.89430199
2023.43	277.114222581602	ParkersburgWWTP-01	SARS-CoV-2	2023	10	43	2023	43	258.678984165928	208.810179488631	0.238823628232224	4	-76.6848992500001	3	-183.78758369
2023.45	63.7436852436924	ParkersburgWWTP-01	SARS-CoV-2	2023	11	45	2023	45	227.941804594532	205.616808964366	0.10857573241512	4	350.89430199	7	-213.37053734
2023.46	234.613134007933	ParkersburgWWTP-01	SARS-CoV-2	2023	11	46	2023	46	259.093212025966	219.874569259238	0.178368252858237	4	-183.78758369	3	170.86944877
2023.47	173.166415753074	ParkersburgWWTP-01	SARS-CoV-2	2023	11	47	2023	47	187.159364396576	219.676007140765	-0.14802091119288	4	-213.37053734	3	-61.44671826
2023.48	218.171059585827	ParkersburgWWTP-01	SARS-CoV-2	2023	11	48	2023	48	172.423573647632	234.082978879561	-0.263408324377372	4	170.86944877	7	45.00464384
2023.49	177.803886303215	ParkersburgWWTP-01	SARS-CoV-2	2023	12	49	2023	49	200.938623912512	230.420357557379	-0.12794760826428	4	-61.44671826	3	-40.36717329
2023.5	160.747885042918	ParkersburgWWTP-01	SARS-CoV-2	2023	12	50	2023	50	182.472311671259	224.803444723791	-0.188302866553239	4	45.0046438399999	7	-17.05600126
2023.51	199.931761638586	ParkersburgWWTP-01	SARS-CoV-2	2023	12	51	2023	51	189.163648142637	222.087131349165	-0.148245794371425	4	-40.36717329	4	39.1838766
2023.52	460.804801837077	ParkersburgWWTP-01	SARS-CoV-2	2023	12	52	2023	52	249.822083705449	226.974880506336	0.100659611090644	4	-17.05600126	4	260.8730402
2024.01	261.990877386578	ParkersburgWWTP-01	SARS-CoV-2	2024	1	1	2024	1	270.86883147629	233.249753327778	0.161282391993132	4	39.1838766	6	-198.81392445
2024.02	131.43122119121	ParkersburgWWTP-01	SARS-CoV-2	2024	1	2	2024	2	263.539665513363	235.035063070195	0.121278085366583	4	260.8730402	7	-130.5596562
2024.04	68.7368970373642	ParkersburgWWTP-01	SARS-CoV-2	2024	1	4	2024	4	230.740949363057	202.354653967423	0.140279923585076	4	-198.81392445	3	-62.69432415
2024.05	51.7145255977189	ParkersburgWWTP-01	SARS-CoV-2	2024	1	5	2024	5	128.468380303218	183.571345885433	-0.300171932152225	4	-130.5596562	3	-17.02237144
2024.07	47.1559777761467	ParkersburgWWTP-01	SARS-CoV-2	2024	2	7	2024	7	74.7596554006101	182.189036929804	-0.589658869378543	3	-62.69432415	3	-4.55854781999999
2024.08	52.9784448744632	ParkersburgWWTP-01	SARS-CoV-2	2024	2	8	2024	8	55.1464613214234	167.052812835348	-0.66988606545777	3	-17.02237144	4	5.82246709
2024.09	23.7585560845486	ParkersburgWWTP-01	SARS-CoV-2	2024	2	9	2024	9	43.9018760832195	154.602157862971	-0.716033225602638	3	-4.55854782	5	-29.21988879
2024.1	59.849322672656	ParkersburgWWTP-01	SARS-CoV-2	2024	3	10	2024	10	45.9355753519538	141.408679786873	-0.67515731409708	3	5.82246708999998	5	36.09076659
2024.11	112.081843438181	ParkersburgWWTP-01	SARS-CoV-2	2024	3	11	2024	11	62.1670417674624	135.931842881454	-0.542660200511824	3	-29.21988879	4	52.23252077
2024.12	41.5039885201376	ParkersburgWWTP-01	SARS-CoV-2	2024	3	12	2024	12	59.298427678881	125.994851504555	-0.529358327179448	3	36.09076659	6	-70.57785492
2024.13	13.939071280382	ParkersburgWWTP-01	SARS-CoV-2	2024	3	13	2024	13	56.8435564778393	110.495460641372	-0.485557541025754	4	52.23252077	7	-27.56491724
2024.14	41.9909951247123	ParkersburgWWTP-01	SARS-CoV-2	2024	4	14	2024	14	52.3789745908534	75.594310082008	-0.307104271022113	4	-70.57785492	3	28.05192384
2024.15	38.2409000368851	ParkersburgWWTP-01	SARS-CoV-2	2024	4	15	2024	15	33.9187387405294	56.9484786362003	-0.404396051434315	4	-27.56491724	4	-3.75009507999999
2024.22	3.13422851032607	ParkersburgWWTP-01	SARS-CoV-2	2024	5	22	2024	22	24.3262987380766	46.25706257946	-0.474106279526741	4	28.05192384	6	-35.10667153
2024.23	2.1099221992971	ParkersburgWWTP-01	SARS-CoV-2	2024	6	23	2024	23	21.3690114678053	40.7048146762877	-0.475024966020698	4	-3.75009508	5	-1.02430631
2024.27	3.03358130836583	ParkersburgWWTP-01	SARS-CoV-2	2024	7	27	2024	27	11.6296580137187	36.6480693188416	-0.682666557069088	3	-35.10667153	4	0.92365911
2024.28	21.573357743549	ParkersburgWWTP-01	SARS-CoV-2	2024	7	28	2024	28	7.4627724403847	34.5161843161252	-0.783789182140325	3	-1.02430631	5	18.53977643
2024.31	28.5147449318147	ParkersburgWWTP-01	SARS-CoV-2	2024	7	31	2024	31	13.8079015457569	32.4775426542378	-0.574847712686934	3	0.923659109999999	5	6.94138719000001
2024.32	42.3738672928492	ParkersburgWWTP-01	SARS-CoV-2	2024	8	32	2024	32	23.8738878191449	34.0288185882628	-0.298421490677921	4	18.53977643	6	13.85912236
2024.33	53.336714896242	ParkersburgWWTP-01	SARS-CoV-2	2024	8	33	2024	33	36.4496712161139	33.4861012735617	0.0885014925548263	4	6.94138719	5	10.96284761
2024.36	85.715138669386	ParkersburgWWTP-01	SARS-CoV-2	2024	9	36	2024	36	52.4851164475732	31.2888758761621	0.677436947728755	5	13.85912236	5	32.37842377
2024.37	159.298086915315	ParkersburgWWTP-01	SARS-CoV-2	2024	9	37	2024	37	85.1809519434482	41.1050507424269	1.07227458438649	5	10.96284761	5	73.58294825
2024.38	105.737511937699	ParkersburgWWTP-01	SARS-CoV-2	2024	9	38	2024	38	101.021863104661	48.7549207972033	1.07203419578636	5	32.37842377	6	-53.5605749799999
2024.39	47.8771269667661	ParkersburgWWTP-01	SARS-CoV-2	2024	9	39	2024	39	99.6569661222917	49.2454317840411	1.02367940562128	5	73.58294825	7	-57.86038497
2024.4	94.5273967029863	ParkersburgWWTP-01	SARS-CoV-2	2024	10	40	2024	40	101.860030630692	53.9359731728829	0.888536066721115	5	-53.56057498	3	46.65026973
2024.41	52.3169960852181	ParkersburgWWTP-01	SARS-CoV-2	2024	10	41	2024	41	75.1147579231676	58.0345371374572	0.294311312335535	4	-57.86038497	3	-42.21040061
2024.42	18.6230111903153	ParkersburgWWTP-01	SARS-CoV-2	2024	10	42	2024	42	53.3361327363216	59.4106278867087	-0.102245934211816	4	46.65026973	7	-33.6939849
2024.45	13.2256254796879	ParkersburgWWTP-01	SARS-CoV-2	2024	11	45	2024	45	44.6732573645521	60.2599649009856	-0.258657759957948	4	-42.21040061	4	-5.39738571
2024.49	89.413473431604	ParkersburgWWTP-01	SARS-CoV-2	2024	12	49	2024	49	43.3947765467065	65.9133078749901	-0.341638616756905	4	-33.6939849	4	76.18784795
2024.5	51.8473539056601	ParkersburgWWTP-01	SARS-CoV-2	2024	12	50	2024	50	43.277366001817	67.8576919561439	-0.362233451297062	4	-5.39738571	5	-37.56611952
2025.01	190.54614814396	ParkersburgWWTP-01	SARS-CoV-2	2025	1	1	2025	1	86.2581502402282	80.2053820270698	0.0754658610205922	4	76.18784795	7	138.69879423
2025.02	85.142539407167	ParkersburgWWTP-01	SARS-CoV-2	2025	1	1	2025	2	104.237378722098	82.8558674029803	0.258056695190046	4	-37.56611952	4	-105.40360873
2025.03	60.8827420359056	ParkersburgWWTP-01	SARS-CoV-2	2025	1	2	2025	3	97.1046958731734	80.7865010168569	0.20199160318766	4	138.69879423	7	-24.25979737
2025.05	55.9710327473838	ParkersburgWWTP-01	SARS-CoV-2	2025	1	4	2025	5	98.1356155836043	72.1759131695293	0.359672656348662	4	-105.40360873	3	-4.91170928999999
2025.06	84.4024914298565	ParkersburgWWTP-01	SARS-CoV-2	2025	2	5	2025	6	71.5997014050784	70.3979947938757	0.0170701823925702	4	-24.25979737	4	28.43145868
2025.07	72.0533205119788	ParkersburgWWTP-01	SARS-CoV-2	2025	2	6	2025	7	68.3273966812814	72.4126775893101	-0.0564166530507065	4	-4.91170929000002	5	-12.34917092
2025.08	47.8214406924888	ParkersburgWWTP-01	SARS-CoV-2	2025	2	7	2025	8	65.0620713454272	68.5205145884353	-0.0504731066860945	4	28.43145868	6	-24.23187982
2025.09	69.1068062196515	ParkersburgWWTP-01	SARS-CoV-2	2025	2	8	2025	9	68.3460147134941	69.9196654329715	-0.0225065539105869	4	-12.34917092	5	21.28536553
2025.1	20.1316569156245	ParkersburgWWTP-01	SARS-CoV-2	2025	3	9	2025	10	52.2783060849361	70.0453859100806	-0.253650966359906	4	-24.23187982	4	-48.9751493
2025.11	35.5524829947131	ParkersburgWWTP-01	SARS-CoV-2	2025	3	10	2025	11	43.1530967056197	71.905957369666	-0.399867573088957	4	21.28536553	6	15.42082607
2025.12	23.2162027839348	ParkersburgWWTP-01	SARS-CoV-2	2025	3	11	2025	12	37.0017872284812	66.3895181490269	-0.442656186396444	4	-48.9751493	3	-12.33628021
2025.13	108.592956313824	ParkersburgWWTP-01	SARS-CoV-2	2025	3	12	2025	13	46.8733247520243	71.1183183497072	-0.340910670559785	4	15.42082607	6	85.37675353
2025.14	11.8211135047012	ParkersburgWWTP-01	SARS-CoV-2	2025	4	13	2025	14	44.7956888992935	56.2245654631023	-0.203271941182171	4	-12.33628021	5	-96.77184281
2025.15	4.85349611612508	ParkersburgWWTP-01	SARS-CoV-2	2025	4	14	2025	15	37.1209421796465	49.5338118555155	-0.250593871355509	4	85.37675353	7	-6.96761738
2025.16	16.0160349381824	ParkersburgWWTP-01	SARS-CoV-2	2025	4	15	2025	16	35.3209002182084	45.7949195973719	-0.228715749940188	4	-96.77184281	3	11.16253882
2025.17	6.69649600439961	ParkersburgWWTP-01	SARS-CoV-2	2025	4	16	2025	17	9.84678514085226	41.6887082021232	-0.763802104562435	3	-6.96761738	5	-9.31953894
2025.18	5.54589793295418	ParkersburgWWTP-01	SARS-CoV-2	2025	4	17	2025	18	8.2779812479155	35.1173254107147	-0.764276431900768	3	11.16253882	5	-1.15059807
2025.19	0.715986864258064	ParkersburgWWTP-01	SARS-CoV-2	2025	5	19	2025	19	7.24360393494875	29.1725476067379	-0.751697930787652	3	-9.31953894	5	-4.82991107
2025.2	0.104437610554839	ParkersburgWWTP-01	SARS-CoV-2	2025	5	19	2025	20	3.26570460304186	25.1961306832434	NA	2	-1.15059807	5	-0.61154925
2025.21	8.63070442653784	ParkersburgWWTP-01	SARS-CoV-2	2025	5	20	2025	21	3.74925670857642	20.1564555338173	-0.813992261571677	3	-4.82991107	5	8.52626682
2025.22	20.0306125720674	ParkersburgWWTP-01	SARS-CoV-2	2025	5	21	2025	22	7.37043536835472	20.1480351718542	-0.634185899245856	3	-0.611549250000001	5	11.39990814
2025.23	21.4090477541549	ParkersburgWWTP-01	SARS-CoV-2	2025	6	22	2025	23	12.5437005908289	18.9694155684744	-0.338740798547555	4	8.52626682	5	1.37843518
2025.24	6.69601686376261	ParkersburgWWTP-01	SARS-CoV-2	2025	6	23	2025	24	14.1915954041309	17.59273340846	-0.193326297020655	4	11.39990814	5	-14.71303089
2025.25	120.224843752441	ParkersburgWWTP-01	SARS-CoV-2	2025	6	24	2025	25	42.0901302356067	18.5620573616781	1.26753583482093	5	1.37843518	5	113.52882689
2025.26	3.33436446247871	ParkersburgWWTP-01	SARS-CoV-2	2025	6	25	2025	26	37.9160682082095	17.8548282748262	1.12357507026085	5	-14.71303089	5	-116.89047929
2025.27	0.867490553212906	ParkersburgWWTP-01	SARS-CoV-2	2025	7	26	2025	27	32.780678907974	17.5226611445835	NA	2	113.52882689	7	-2.46687391
2025.28	3.29996930412543	ParkersburgWWTP-01	SARS-CoV-2	2025	7	27	2025	28	31.9316670180647	16.4629890084121	0.93960325198228	5	-116.89047929	3	2.43247875
2025.29	1.66727568070323	ParkersburgWWTP-01	SARS-CoV-2	2025	7	28	2025	29	2.29227500013026	16.0438873147708	-0.857124713284425	3	-2.46687391	5	-1.63269362
2025.3	1.02484362629032	ParkersburgWWTP-01	SARS-CoV-2	2025	7	29	2025	30	1.71489479108316	15.6671327892154	-0.890541887009242	3	2.43247875	5	-0.64243205
2025.31	16.4028989219072	ParkersburgWWTP-01	SARS-CoV-2	2025	7	30	2025	31	5.59874688325673	16.9743754606862	-0.670164778891347	3	-1.63269362	5	15.37805529
2025.32	7.34869455964467	ParkersburgWWTP-01	SARS-CoV-2	2025	8	31	2025	32	6.61092819713654	17.578063539777	-0.623910325379311	3	-0.64243205	5	-9.05420436
