Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
A01-0254	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	05/15/2022 12:00 AM	05/16/2022 12:00 AM	11.9	05/17/2022	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	266136.46030426	231626.983880997	248881.722092629	11988483.8565842	10433956.9025303	11211220.3795572	248.064969719089	215.898793712347	231.981881715718	295566.336226491	198626.752100818	10173740.1316584	5278722.93933929	210.514404313409	109.227010001227	281145.372404974	192725.574654696	9666199.15234474	4989557.37764585	200.012397623422	103.243614005253	266724.408583458	188632.233304282	9158658.17303104	4778816.68801519	189.510390933435	98.8829806326601
A01-0113	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	11/30/2021 12:00 AM	11/30/2021 11:55 PM	NA	12/03/2021	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	144557.4537	114948.2936	129752.87365	NA	NA	NA	NA	NA	NA	291883.679694	747718.363844617	6751330.05414588	19052705.422016	139.698105738824	394.23740734183	260766.047597	724483.041034723	5993056.90162194	18417456.487403	124.007964360659	381.092875504945	229648.4155	701885.485140354	5234783.74909801	17801813.619826	108.317822982495	368.354031199844
A03-0092	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	11/12/2021 06:00 AM	11/12/2021 02:00 PM	NA	11/15/2021	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1321	2234	1777.5	NA	NA	NA	NA	NA	NA	2011.3759546	2609.65173279202	NA	NA	NA	NA	2674.9571589	3018.5424693636	NA	NA	NA	NA	3338.5383632	3721.80215903265	NA	NA	NA	NA
A02-0495	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	05/04/2022 09:00 AM	05/06/2022 09:00 AM	NA	05/06/2022	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	16678.64392	23351.96223	20015.303075	NA	NA	NA	NA	NA	NA	363574.6678036	987119.471370393	NA	NA	NA	NA	377600.6282776	1023751.91279872	NA	NA	NA	NA	391626.5887516	1060425.50186462	NA	NA	NA	NA
A03-0110	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	11/08/2021 06:00 AM	11/08/2021 02:00 PM	NA	11/10/2021	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1852	4923.266172	3387.633086	NA	NA	NA	NA	NA	NA	2590.0613224	4105.93499782748	NA	NA	NA	NA	3014.4990682	3264.81332508108	NA	NA	NA	NA	3438.936814	3619.61013433755	NA	NA	NA	NA
D01-0023	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	01/24/2022 08:00 AM	01/25/2022 08:00 AM	NA	01/26/2022	24-hr flow-weighted composite	Charles Town	25414	NA	-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1257515.588	121366.1979	689440.89295	NA	NA	NA	NA	NA	NA	829440.34954	953110.345107197	NA	NA	NA	NA	499690.481137	648516.35108949	NA	NA	NA	NA	169940.612734	460642.960982858	NA	NA	NA	NA
A04-0074	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	05/11/2022 08:00 AM	05/12/2022 08:00 AM	0.632	05/13/2022	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	566613.9507	610278.5075	588446.2291	1355555.38475539	1460017.55872776	1407786.47174158	677.777692377695	730.008779363882	703.893235870788	195763.159082	397819.497606721	499635.022723289	922935.831569586	249.817511361644	461.467915784793	194014.851767	414950.722070824	493888.921587244	962101.703543226	246.944460793622	481.050851771613	192266.544452	434972.541701616	488142.8204512	1009950.69289768	244.0714102256	504.975346448841
K01-0037	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	02/21/2022 06:25 AM	02/22/2022 06:25 AM	7.462	03/02/2022	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	78155.8992	32322.69824	55239.29872	2207648.53727919	913010.51130959	1560329.52429439	45.9448186738646	19.0012593404701	32.4730390071674	172350.59586	119288.507678845	4369209.32672889	2504186.44156973	90.9304750619957	52.1162630919819	109063.856587	71438.82759	2747168.87915726	1293013.9421018	57.1731296390688	26.9097594610156	45777.117314	33384.1746616401	1125128.43158562	455393.251160711	23.4157842161419	9.47748701687224
D01-0034	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	04/19/2022 08:00 AM	04/20/2022 08:00 AM	1.22	04/22/2022	24-hr flow-weighted composite	Charles Town	25414	NA	-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	25638.46238	14241.65413	19940.058255	118403.552091008	65770.8099514968	92087.1810212527	6.96491482888285	3.86887117361746	5.41689300125016	86891.675458	152051.463527035	399990.204868483	693847.361073806	23.528835580499	40.8145506514004	77598.549562	133230.907959141	357582.40478444	607844.490533224	21.034259104967	35.7555582666602	68305.423666	117357.478849862	315174.604700397	535642.552608578	18.5396826294351	31.5083854475634
E01-0097	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	04/20/2022 09:30 AM	04/21/2022 09:30 AM	2.152	04/28/2022	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	57632.28603	75986.46507	66809.37555	469484.26216449	619001.118041833	544242.690103161	13.0412295045692	17.194475501162	15.1178525028656	39933.69304	41140.3376231628	414562.769968097	523209.0213578	11.5156324991138	14.5335839266056	38641.4300562	43668.5483005868	385736.262592042	426312.201897064	10.7148961831123	11.8420056082518	37349.1670724	52887.1182459524	356909.755215987	435817.183220482	9.91415986711074	12.1060328672356
G01-0077	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	01/09/2022 09:00 AM	01/10/2022 08:00 AM	1.369	01/14/2022	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	33554.33866	4791.832594	19173.085627	173886.175947415	24832.3608459057	99359.2683966605	21.2887091022791	3.04020088710892	12.164454994694	19267.625483	34151.5777866252	90600.7996417795	136163.667488805	11.0921645007076	16.6703804467195	13242.9553871	16409.6985261346	63685.9625101402	57414.8203648969	7.79700814276936	7.02923853634879	7218.2852912	9531.90626672559	36771.1253785008	56311.717152721	4.50185178483115	6.89418672290903
A02-0161	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	10/09/2021 09:00 AM	10/11/2021 09:00 AM	NA	10/11/2021	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	10605.7135	14141.67836	12373.69593	NA	NA	NA	NA	NA	NA	5759.2358826	6299.98517966072	NA	NA	NA	NA	12549.8406423	21791.1158437808	NA	NA	NA	NA	19340.445402	40193.1315679099	NA	NA	NA	NA
C01-0137	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	03/29/2022 07:00 AM	03/30/2022 07:00 AM	7.574	04/05/2022	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	16924.92932	19746.4155	18335.67241	485249.492184753	566143.462857554	525696.477521154	9.70498984369507	11.3228692571511	10.5139295504231	9422.4285176	11974.3614532713	297706.977399273	313543.677158842	5.95413954798545	6.27087354317684	10633.6399903	11324.1104372952	338946.58363784	274061.203652489	6.77893167275681	5.48122407304977	11844.851463	11817.0540433333	380186.189876408	286863.590061327	7.60372379752816	5.73727180122654
A0047	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	12/23/2020 12:00 PM	12/23/2020 11:59 AM	9.563	01/07/2021	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	53163	79761	66462	1924493.99875029	2887338.29607663	2405916.14741346	39.8215113133233	59.74462622241	49.7830687678667	51359.88	32474.2076509571	2181372.20752729	1431343.87042817	45.1368193909801	29.6172792258767	49288.32	38508.1707093945	2063607.95434205	1495190.13962308	42.7000487159007	30.9383822964551	47216.76	58536.8477444163	1945843.70115681	2260360.59353569	40.2632780408212	46.7712422102237
A02-0437	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	04/02/2022 09:00 AM	04/04/2022 09:00 AM	NA	04/04/2022	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2488	1530	2009	NA	NA	NA	NA	NA	NA	5641.462472	14283.0955147315	NA	NA	NA	NA	4161.6743137	9121.36169929983	NA	NA	NA	NA	2681.8861554	4288.33477178169	NA	NA	NA	NA
A0104	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	11/05/2020 12:00 AM	11/05/2020 11:59 PM	6.009	11/09/2020	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	13708.8	13708.8	13708.8	311827.612505472	311827.612505472	311827.612505472	6.45231775586559	6.45231775586559	6.45231775586559	11479.2	4067.06102193843	304706.029822632	72540.7491667712	6.30495840553369	1.50100871475689	12768	5392.09549162978	339403.214927509	120445.87503576	7.0229104230986	2.49225862927827	14056.8	8172.01897127333	374100.400032386	203824.150067209	7.74086244066352	4.2175167618608
