"capacity_mgd","concentration_method","county_names","extraction_method","flow_rate","inhibition_adjust","inhibition_detect","inhibition_method","institution_type","lab_id","lod_ref","lod_sewage","ntc_amplify","num_no_target_control","other_jurisdiction","pcr_target","pcr_target_ref","pcr_type","population_served","quant_stan_type","rec_eff_percent","rec_eff_spike_conc","rec_eff_spike_matrix","rec_eff_target_name","reporting_jurisdiction","sample_collect_date","sample_collect_time","sample_id","sample_location","sample_location_specify","sample_matrix","sample_type","sars_cov2_avg_conc","sars_cov2_units","stan_ref","test_result_date","wwtp_jurisdiction","wwtp_name","zipcode"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","9.511","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-12-05","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","45379.52051","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-09","WV","StarCityWWTP-01","26505"
"2.4","Ceres Nanotrap","54057","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.649","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","8985","rna","-1","","","","WV","2021-12-06","09:00","","wwtp","","raw wastewater","24-hr time-weighted composite","162644.0272","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-14","WV","KeyserWWTP-01","26726"
"2.34","Ceres Nanotrap","54051","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","1.2","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","12000","rna","-1","","","","WV","2021-11-29","08:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","95816.61746","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-09","WV","MoundsvilleWWTP-01","26041"
"10","Ceres Nanotrap","54069","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","6.108","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","50000","rna","-1","","","","WV","2021-12-01","07:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","2746.061403","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-14","WV","WheelingWWTP-01","26003"
"2.34","Ceres Nanotrap","54051","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","1.2","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","12000","rna","-1","","","","WV","2021-12-03","08:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","34493.25353","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-14","WV","MoundsvilleWWTP-01","26041"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.2","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-12-08","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","62083.15596","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-14","WV","StarCityWWTP-01","26505"
"10","Ceres Nanotrap","54069","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","6.043","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","50000","rna","-1","","","","WV","2021-12-02","07:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","216194.9006","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-09","WV","WheelingWWTP-01","26003"
"0.5","Ceres Nanotrap","54055","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.102","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","2390","rna","-1","","","","WV","2021-12-08","08:00","","wwtp","","raw wastewater","24-hr time-weighted composite","12697.32803","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-14","WV","AthensWWTP-01","24740"
"14","Ceres Nanotrap","54039","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","6.899","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","50000","rna","-1","","","","WV","2021-12-02","07:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","8157.2136","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-09","WV","CharlestonWWTP-01","25312"
"2.4","Ceres Nanotrap","54057","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.534","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","8985","rna","-1","","","","WV","2021-12-05","09:00","","wwtp","","raw wastewater","24-hr time-weighted composite","66722.86548","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-14","WV","KeyserWWTP-01","26726"
"0.5","Ceres Nanotrap","54055","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.06","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","2390","rna","-1","","","","WV","2021-12-06","08:00","","wwtp","","raw wastewater","24-hr time-weighted composite","45576.53524","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-14","WV","AthensWWTP-01","24740"
"2.34","Ceres Nanotrap","54051","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","1.2","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","12000","rna","-1","","","","WV","2021-12-04","08:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","114918.3449","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-14","WV","MoundsvilleWWTP-01","26041"
"14","Ceres Nanotrap","54039","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.295","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","50000","rna","-1","","","","WV","2021-12-07","07:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","13229.02808","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-14","WV","CharlestonWWTP-01","25312"
"2.34","Ceres Nanotrap","54051","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","1.3","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","12000","rna","-1","","","","WV","2021-11-28","08:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","67253.35412","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-09","WV","MoundsvilleWWTP-01","26041"
"10","Ceres Nanotrap","54069","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","6.245","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","50000","rna","-1","","","","WV","2021-11-30","07:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","12841.7946","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-14","WV","WheelingWWTP-01","26003"
"2.4","Ceres Nanotrap","54057","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.555","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","8985","rna","-1","","","","WV","2021-12-07","09:00","","wwtp","","raw wastewater","24-hr time-weighted composite","92810.736","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-14","WV","KeyserWWTP-01","26726"
"4.9","Ceres Nanotrap","54055","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","1.614","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","36000","rna","-1","","","","WV","2021-12-02","08:00","","wwtp","","raw wastewater","24-hr time-weighted composite","213639.1917","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-14","WV","PrincetonWWTP-01","24740"
"2.34","Ceres Nanotrap","54051","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","1.2","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","12000","rna","-1","","","","WV","2021-11-30","08:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","80767.83612","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-09","WV","MoundsvilleWWTP-01","26041"
"14","Ceres Nanotrap","54039","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","6.349","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","50000","rna","-1","","","","WV","2021-12-05","07:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","21987.46182","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-09","WV","CharlestonWWTP-01","25312"
"2.34","Ceres Nanotrap","54051","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","1.6","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","12000","rna","-1","","","","WV","2021-11-24","08:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","104611.3372","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-09","WV","MoundsvilleWWTP-01","26041"
"10","Ceres Nanotrap","54069","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","5.703","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","50000","rna","-1","","","","WV","2021-12-05","07:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","14598.82429","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-14","WV","WheelingWWTP-01","26003"
"2.34","Ceres Nanotrap","54051","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","1.5","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","12000","rna","-1","","","","WV","2021-12-07","08:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","135002.8485","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-14","WV","MoundsvilleWWTP-01","26041"
"2.4","Ceres Nanotrap","54057","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.572","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","8985","rna","-1","","","","WV","2021-12-04","09:00","","wwtp","","raw wastewater","24-hr time-weighted composite","77810.66582","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-14","WV","KeyserWWTP-01","26726"
"0.5","Ceres Nanotrap","54055","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.158","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","2390","rna","-1","","","","WV","2021-12-07","08:00","","wwtp","","raw wastewater","24-hr time-weighted composite","97710.13498","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-14","WV","AthensWWTP-01","24740"
"2.4","Ceres Nanotrap","54057","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.633","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","8985","rna","-1","","","","WV","2021-12-03","09:00","","wwtp","","raw wastewater","24-hr time-weighted composite","126977.9603","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-14","WV","KeyserWWTP-01","26726"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.3","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-12-07","00:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","325704.8553","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-14","WV","StarCityWWTP-01","26505"
"4.9","Ceres Nanotrap","54055","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","1.522","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","36000","rna","-1","","","","WV","2021-12-01","08:00","","wwtp","","raw wastewater","24-hr time-weighted composite","352548.4961","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-14","WV","PrincetonWWTP-01","24740"
"2.34","Ceres Nanotrap","54051","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","1.3","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","12000","rna","-1","","","","WV","2021-11-23","08:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","77808.92462","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-14","WV","MoundsvilleWWTP-01","26041"
"2.34","Ceres Nanotrap","54051","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","2.4","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","12000","rna","-1","","","","WV","2021-12-06","08:00","","wwtp","","raw wastewater","24-hr flow-weighted composite","24988.91596","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-14","WV","MoundsvilleWWTP-01","26041"
"4.9","Ceres Nanotrap","54055","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","1.637","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","36000","rna","-1","","","","WV","2021-12-07","08:00","","wwtp","","raw wastewater","24-hr time-weighted composite","303598.1637","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-14","WV","PrincetonWWTP-01","24740"
