capacity_mgd,concentration_method,county_names,dashboard_ignore,epaid,extraction_method,flow_rate,inhibition_adjust,inhibition_detect,inhibition_method,institution_type,lab_id,lod_ref,lod_sewage,major_lab_method,major_lab_method_desc,ntc_amplify,num_no_target_control,other_jurisdiction,pasteurized,pcr_gene_target,pcr_gene_target_ref,pcr_target,pcr_target_avg_conc,pcr_target_units,pcr_type,population_served,pretreatment,quant_stan_type,rec_eff_percent,rec_eff_spike_conc,rec_eff_spike_matrix,rec_eff_target_name,reporting_jurisdiction,sample_collect_date,sample_collect_time,sample_id,sample_location,sample_location_specify,sample_matrix,sample_type,site_id,stan_ref,test_result_date,wwtp_jurisdiction,wwtp_name,zipcode
4.5,ceres nanotrap,54079,no,WV0028151,qiagen ez1 virus mini kit v2.0,2.47,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,0,copies/L wastewater,ddpcr,28759,no,dna,-1,,,,WV,3/15/2022,8:00,1077,wwtp,,raw wastewater,grab,54079-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,3/21/2022,WV,Hurricane,25526
4.5,ceres nanotrap,54079,no,WV0028151,qiagen ez1 virus mini kit v2.0,2.47,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,6712.141633,copies/L wastewater,ddpcr,28759,no,dna,-1,,,,WV,3/15/2022,8:00,1077,wwtp,,raw wastewater,grab,54079-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,3/21/2022,WV,Hurricane,25526
4.5,ceres nanotrap,54079,no,WV0028151,qiagen ez1 virus mini kit v2.0,2.53,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,29743.5,copies/L wastewater,ddpcr,28759,no,dna,-1,,,,WV,3/16/2022,9:00,1078,wwtp,,raw wastewater,24-hr time-weighted composite,54079-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,3/21/2022,WV,Hurricane,25526
4.5,ceres nanotrap,54079,no,WV0028151,qiagen ez1 virus mini kit v2.0,2.53,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,7460.417598,copies/L wastewater,ddpcr,28759,no,dna,-1,,,,WV,3/16/2022,9:00,1078,wwtp,,raw wastewater,24-hr time-weighted composite,54079-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,3/21/2022,WV,Hurricane,25526
5,ceres nanotrap,54039,no,WV0028118,qiagen ez1 virus mini kit v2.0,1.99,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,48654.52,copies/L wastewater,ddpcr,9000,no,dna,-1,,,,WV,3/15/2022,9:00,1084,wwtp,,raw wastewater,72-hr time-weighted composite,54039-003-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,3/21/2022,WV,Dunbar,25064
5,ceres nanotrap,54039,no,WV0028118,qiagen ez1 virus mini kit v2.0,1.99,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,40681.57971,copies/L wastewater,ddpcr,9000,no,dna,-1,,,,WV,3/15/2022,9:00,1084,wwtp,,raw wastewater,72-hr time-weighted composite,54039-003-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,3/21/2022,WV,Dunbar,25064
17,ceres nanotrap,"54011, 54099",no,WV0023159,qiagen ez1 virus mini kit v2.0,19.52,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,27037.75,copies/L wastewater,ddpcr,56000,no,dna,-1,,,,WV,3/17/2022,0:01,1087,wwtp,,raw wastewater,24-hr time-weighted composite,54011-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,3/21/2022,WV,Huntington,25755
17,ceres nanotrap,"54011, 54099",no,WV0023159,qiagen ez1 virus mini kit v2.0,19.52,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,27129.49514,copies/L wastewater,ddpcr,56000,no,dna,-1,,,,WV,3/17/2022,0:01,1087,wwtp,,raw wastewater,24-hr time-weighted composite,54011-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,3/21/2022,WV,Huntington,25755
17,ceres nanotrap,"54011, 54099",no,WV0023159,qiagen ez1 virus mini kit v2.0,18.96,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,25460.12,copies/L wastewater,ddpcr,56000,no,dna,-1,,,,WV,3/19/2022,0:01,1095,wwtp,,raw wastewater,24-hr time-weighted composite,54011-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,3/28/2022,WV,Huntington,25755
17,ceres nanotrap,"54011, 54099",no,WV0023159,qiagen ez1 virus mini kit v2.0,18.96,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,63876.13416,copies/L wastewater,ddpcr,56000,no,dna,-1,,,,WV,3/19/2022,0:01,1095,wwtp,,raw wastewater,24-hr time-weighted composite,54011-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,3/28/2022,WV,Huntington,25755
4.5,ceres nanotrap,54079,no,WV0028151,qiagen ez1 virus mini kit v2.0,2.15,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,18147.88,copies/L wastewater,ddpcr,28759,no,dna,-1,,,,WV,3/20/2022,8:00,1105,wwtp,,raw wastewater,grab,54079-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,3/28/2022,WV,Hurricane,25526
4.5,ceres nanotrap,54079,no,WV0028151,qiagen ez1 virus mini kit v2.0,2.15,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,12139.19967,copies/L wastewater,ddpcr,28759,no,dna,-1,,,,WV,3/20/2022,8:00,1105,wwtp,,raw wastewater,grab,54079-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,3/28/2022,WV,Hurricane,25526
4.5,ceres nanotrap,54079,no,WV0028151,qiagen ez1 virus mini kit v2.0,2.14,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,6950.42,copies/L wastewater,ddpcr,28759,no,dna,-1,,,,WV,3/21/2022,9:00,1106,wwtp,,raw wastewater,24-hr time-weighted composite,54079-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,3/28/2022,WV,Hurricane,25526
4.5,ceres nanotrap,54079,no,WV0028151,qiagen ez1 virus mini kit v2.0,2.14,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,6974.364072,copies/L wastewater,ddpcr,28759,no,dna,-1,,,,WV,3/21/2022,9:00,1106,wwtp,,raw wastewater,24-hr time-weighted composite,54079-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,3/28/2022,WV,Hurricane,25526
17,ceres nanotrap,"54011, 54099",no,WV0023159,qiagen ez1 virus mini kit v2.0,7.29,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,88714.63,copies/L wastewater,ddpcr,56000,no,dna,-1,,,,WV,3/20/2022,0:01,1113,wwtp,,raw wastewater,24-hr time-weighted composite,54011-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,3/28/2022,WV,Huntington,25755
17,ceres nanotrap,"54011, 54099",no,WV0023159,qiagen ez1 virus mini kit v2.0,7.29,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,95376.62268,copies/L wastewater,ddpcr,56000,no,dna,-1,,,,WV,3/20/2022,0:01,1113,wwtp,,raw wastewater,24-hr time-weighted composite,54011-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,3/28/2022,WV,Huntington,25755
17,ceres nanotrap,"54011, 54099",no,WV0023159,qiagen ez1 virus mini kit v2.0,8.03,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,54128.43,copies/L wastewater,ddpcr,56000,no,dna,-1,,,,WV,3/21/2022,0:01,1115,wwtp,,raw wastewater,24-hr time-weighted composite,54011-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,3/28/2022,WV,Huntington,25755
17,ceres nanotrap,"54011, 54099",no,WV0023159,qiagen ez1 virus mini kit v2.0,8.03,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,81477.73147,copies/L wastewater,ddpcr,56000,no,dna,-1,,,,WV,3/21/2022,0:01,1115,wwtp,,raw wastewater,24-hr time-weighted composite,54011-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,3/28/2022,WV,Huntington,25755
4.5,ceres nanotrap,54079,no,WV0028151,qiagen ez1 virus mini kit v2.0,2.34,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,0,copies/L wastewater,ddpcr,28759,no,dna,-1,,,,WV,3/22/2022,8:00,1133,wwtp,,raw wastewater,grab,54079-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,3/28/2022,WV,Hurricane,25526
4.5,ceres nanotrap,54079,no,WV0028151,qiagen ez1 virus mini kit v2.0,2.34,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,21289.09081,copies/L wastewater,ddpcr,28759,no,dna,-1,,,,WV,3/22/2022,8:00,1133,wwtp,,raw wastewater,grab,54079-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,3/28/2022,WV,Hurricane,25526
4.5,ceres nanotrap,54079,no,WV0028151,qiagen ez1 virus mini kit v2.0,2.18,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,32726.54,copies/L wastewater,ddpcr,28759,no,dna,-1,,,,WV,3/23/2022,9:00,1134,wwtp,,raw wastewater,24-hr time-weighted composite,54079-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,3/28/2022,WV,Hurricane,25526
4.5,ceres nanotrap,54079,no,WV0028151,qiagen ez1 virus mini kit v2.0,2.18,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,39406.1476,copies/L wastewater,ddpcr,28759,no,dna,-1,,,,WV,3/23/2022,9:00,1134,wwtp,,raw wastewater,24-hr time-weighted composite,54079-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,3/28/2022,WV,Hurricane,25526
5,ceres nanotrap,54039,no,WV0028118,qiagen ez1 virus mini kit v2.0,1.79,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,6839.82,copies/L wastewater,ddpcr,9000,no,dna,-1,,,,WV,3/22/2022,9:00,1141,wwtp,,raw wastewater,72-hr time-weighted composite,54039-003-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,3/28/2022,WV,Dunbar,25064
5,ceres nanotrap,54039,no,WV0028118,qiagen ez1 virus mini kit v2.0,1.79,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,13726.978,copies/L wastewater,ddpcr,9000,no,dna,-1,,,,WV,3/22/2022,9:00,1141,wwtp,,raw wastewater,72-hr time-weighted composite,54039-003-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,3/28/2022,WV,Dunbar,25064
17,ceres nanotrap,"54011, 54099",no,WV0023159,qiagen ez1 virus mini kit v2.0,13.23,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,52158.96,copies/L wastewater,ddpcr,56000,no,dna,-1,,,,WV,3/24/2022,0:01,1144,wwtp,,raw wastewater,24-hr time-weighted composite,54011-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,3/28/2022,WV,Huntington,25755
17,ceres nanotrap,"54011, 54099",no,WV0023159,qiagen ez1 virus mini kit v2.0,13.23,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,22426.76318,copies/L wastewater,ddpcr,56000,no,dna,-1,,,,WV,3/24/2022,0:01,1144,wwtp,,raw wastewater,24-hr time-weighted composite,54011-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,3/28/2022,WV,Huntington,25755
17,ceres nanotrap,"54011, 54099",no,WV0023159,qiagen ez1 virus mini kit v2.0,7.92,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,7098.94,copies/L wastewater,ddpcr,56000,no,dna,-1,,,,WV,3/26/2022,0:01,1152,wwtp,,raw wastewater,24-hr time-weighted composite,54011-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,4/4/2022,WV,Huntington,25755
17,ceres nanotrap,"54011, 54099",no,WV0023159,qiagen ez1 virus mini kit v2.0,7.92,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,14247.29675,copies/L wastewater,ddpcr,56000,no,dna,-1,,,,WV,3/26/2022,0:01,1152,wwtp,,raw wastewater,24-hr time-weighted composite,54011-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,4/4/2022,WV,Huntington,25755
17,ceres nanotrap,"54011, 54099",no,WV0023159,qiagen ez1 virus mini kit v2.0,7.8,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,116370.16,copies/L wastewater,ddpcr,56000,no,dna,-1,,,,WV,3/27/2022,0:01,1170,wwtp,,raw wastewater,24-hr time-weighted composite,54011-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,4/4/2022,WV,Huntington,25755
17,ceres nanotrap,"54011, 54099",no,WV0023159,qiagen ez1 virus mini kit v2.0,7.8,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n2,https://www.fda.gov/media/134922/download,sars-cov-2,64855.05104,copies/L wastewater,ddpcr,56000,no,dna,-1,,,,WV,3/27/2022,0:01,1170,wwtp,,raw wastewater,24-hr time-weighted composite,54011-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,4/4/2022,WV,Huntington,25755
17,ceres nanotrap,"54011, 54099",no,WV0023159,qiagen ez1 virus mini kit v2.0,7.46,,not tested,none,not institution specific,MUIDSL,"Environ. Sci.: Water Res. Technol., 2021, 7, 504-532",71000,1,Nanotrap concentration of raw influent and quantification by ddPCR,no,1,,no,n1,https://www.fda.gov/media/134922/download,sars-cov-2,82463.36,copies/L wastewater,ddpcr,56000,no,dna,-1,,,,WV,3/28/2022,0:01,1172,wwtp,,raw wastewater,24-hr time-weighted composite,54011-001-01-00-00,https://www.idtdna.com/pages/landing/coronavirus-research-reagents/cdc-assays 2019-nCoV_N_Positive Control 10006637,4/4/2022,WV,Huntington,25755
