"capacity_mgd","concentration_method","county_names","extraction_method","flow_rate","inhibition_adjust","inhibition_detect","inhibition_method","institution_type","lab_id","lod_ref","lod_sewage","ntc_amplify","num_no_target_control","other_jurisdiction","pcr_target","pcr_target_ref","pcr_type","population_served","quant_stan_type","rec_eff_percent","rec_eff_spike_conc","rec_eff_spike_matrix","rec_eff_target_name","reporting_jurisdiction","sample_collect_date","sample_collect_time","sample_id","sample_location","sample_location_specify","sample_matrix","sample_type","sars_cov2_avg_conc","sars_cov2_units","stan_ref","test_result_date","wwtp_jurisdiction","wwtp_name","zipcode"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","8.1","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-12-12","00:00","A01-0124","wwtp","","raw wastewater","24-hr flow-weighted composite","60678.18537","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-21","WV","StarCityWWTP-01","26505"
"14","Ceres Nanotrap","54039","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.056","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","50000","rna","-1","","","","WV","2021-11-24","07:00","B01-0059","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-06","WV","CharlestonWWTP-01","25312"
"15.5","Ceres Nanotrap","54107","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","4.913","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48050","rna","-1","","","","WV","2021-12-14","06:02","K01-0022","wwtp","","raw wastewater","24-hr flow-weighted composite","68764.18971","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-21","WV","ParkersburgWWTP-01","26101               "
"10","Ceres Nanotrap","54069","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","13.779","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","50000","rna","-1","","","","WV","2021-12-06","07:00","C01-0053","wwtp","","raw wastewater","24-hr flow-weighted composite","31737.46582","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-21","WV","WheelingWWTP-01","26003"
"2.4","Ceres Nanotrap","54057","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.558","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","8168","rna","-1","","","","WV","2021-12-14","09:00","G01-0013","wwtp","","raw wastewater","24-hr time-weighted composite","112765.9066","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-21","WV","KeyserWWTP-01","26726"
"2.34","Ceres Nanotrap","54051","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","3.7","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","12000","rna","-1","","","","WV","2021-12-10","08:00","H01-0088","wwtp","","raw wastewater","24-hr flow-weighted composite","36061.99466","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-21","WV","MoundsvilleWWTP-01","26041"
"2.34","Ceres Nanotrap","54051","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","2.2","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","12000","rna","-1","","","","WV","2021-12-11","08:00","H01-0089","wwtp","","raw wastewater","24-hr flow-weighted composite","5474.010604","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-21","WV","MoundsvilleWWTP-01","26041"
"2.34","Ceres Nanotrap","54051","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","1.4","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","12000","rna","-1","","","","WV","2021-12-14","08:00","H01-0092","wwtp","","raw wastewater","24-hr flow-weighted composite","19369.64728","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-21","WV","MoundsvilleWWTP-01","26041"
"14","Ceres Nanotrap","54039","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","6.929","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","50000","rna","-1","","","","WV","2021-12-01","07:00","B01-0054","wwtp","","raw wastewater","24-hr flow-weighted composite","19868.1042","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-09","WV","CharlestonWWTP-01","25312"
"2.34","Ceres Nanotrap","54051","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","2.2","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","12000","rna","-1","","","","WV","2021-12-12","08:00","H01-0090","wwtp","","raw wastewater","24-hr flow-weighted composite","10865.71125","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-21","WV","MoundsvilleWWTP-01","26041"
"0.5","Ceres Nanotrap","54055","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.107","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","2391","rna","-1","","","","WV","2021-12-15","08:00","E02-0022","wwtp","","raw wastewater","24-hr time-weighted composite","39823.68037","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-21","WV","AthensWWTP-01","24740"
"0.5","Ceres Nanotrap","54055","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.092","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","2391","rna","-1","","","","WV","2021-12-13","08:00","E02-0020","wwtp","","raw wastewater","24-hr time-weighted composite","44380.08405","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-21","WV","AthensWWTP-01","24740"
"2.34","Ceres Nanotrap","54051","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","1.4","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","12000","rna","-1","","","","WV","2021-11-13","08:00","H01-0038","wwtp","","raw wastewater","24-hr flow-weighted composite","2653.735033","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-03","WV","MoundsvilleWWTP-01","26041"
"15.5","Ceres Nanotrap","54107","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","4.913","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48050","rna","-1","","","","WV","2021-12-14","06:02","K01-0012","wwtp","","raw wastewater","24-hr flow-weighted composite","29830.437","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-21","WV","ParkersburgWWTP-01","26101               "
"10","Ceres Nanotrap","54069","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","5.172","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","50000","rna","-1","","","","WV","2021-12-07","07:00","C01-0054","wwtp","","raw wastewater","24-hr flow-weighted composite","67320.13978","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-21","WV","WheelingWWTP-01","26003"
"14","Ceres Nanotrap","54039","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.226","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","50000","rna","-1","","","","WV","2021-11-29","07:00","B01-0060","wwtp","","raw wastewater","24-hr flow-weighted composite","17496.04102","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-06","WV","CharlestonWWTP-01","25312"
"14","Ceres Nanotrap","54039","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","6.747","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","50000","rna","-1","","","","WV","2021-12-09","07:00","B01-0031","wwtp","","raw wastewater","24-hr flow-weighted composite","0","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-21","WV","CharlestonWWTP-01","25312"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","9.6","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48328","rna","-1","","","","WV","2021-12-11","00:00","A01-0123","wwtp","","raw wastewater","24-hr flow-weighted composite","52696.00756","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-21","WV","StarCityWWTP-01","26505"
"15.5","Ceres Nanotrap","54107","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","4.913","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","48050","rna","-1","","","","WV","2021-12-14","06:02","K01-0015","wwtp","","raw wastewater","24-hr flow-weighted composite","38750.11124","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-21","WV","ParkersburgWWTP-01","26101               "
"10","Ceres Nanotrap","54069","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","6.748","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","ddpcr","50000","rna","-1","","","","WV","2021-12-08","07:00","C01-0055","wwtp","","raw wastewater","24-hr flow-weighted composite","126909.2976","copies/L wastewater","https://doi.org/10.1038/s41598-020-80715-1","2021-12-21","WV","WheelingWWTP-01","26003"
