Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Internal	Assay Control, Internal Concentration (CN/Rxn)	Assay Control, Internal Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Created by	Date Added to Database	Date Created	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	QC Check, Sample	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status	Volume Tested (mL)
A02-0003	16102	OneStep RT-ddPCR				BRSV	0	0		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	C02	JL	SARS-CoV-2 N1	70.2458381652832	0	2236.36169433594	74636.199	SARS-CoV-2 N2	74.6431732177734	0	2276.70715332032	79308.37154																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	C06	JL	Eric Lundstrum		08/12/2021 09:59 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	C06	JL		Pass	EL	08/12/2021 09:59 AM	Composite	08/12/2021 09:00 AM	08/11/2021 09:00 AM	JL	08/12/2021	NaN	CollegePark-02		10
A02-0015	21184	OneStep RT-ddPCR	Human RNase P	21.113076210022	22432.6434731484	None				08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	B04	JL	SARS-CoV-2 N1	99.061975479126	0	1714.01901245117	105253.34692	SARS-CoV-2 N2	72.307538986206	0	1783.14178466797	76826.7622	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B06	JL	Eric Lundstrum		08/16/2021 10:33 AM	WVU Morgantown	G	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A12	JL		Pass	Alexander Brun	08/16/2021 10:15 AM	Composite	08/16/2021 09:00 AM	08/14/2021 09:00 AM	Josh Lambert	08/16/2021	7.18	CollegePark-02		10
A01-0026																																																																																	Monongalia County													Pass	DW	08/31/2021 11:55 PM	Composite	08/31/2021 11:55 PM	08/31/2021 12:00 AM	JL	09/03/2021	6.42	StarCityWWTP-01		
A05-0004	17870	OneStep RT-ddPCR				BRSV	410.418701171876	436069.869995118		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A06	JL	SARS-CoV-2 N1	0	0	2236.36169433594	0	SARS-CoV-2 N2	0	0	2276.70715332032	0																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A06	JL	Eric Lundstrum		08/11/2021 09:07 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A06	JL	NaN	Pass	EL	08/11/2021 09:07 AM	Composite	08/11/2021 09:00 AM	08/10/2021 09:00 AM	JL	08/11/2021	7.19	Evansdale-01		10
A02-0002 100K	11472	OneStep RT-ddPCR				BRSV	0	0		2021-08-13	Manual	DQ	XXXXXX	QX 200	BRSV Triplex	100k	AP000000	B05	JL	SARS-CoV-2 N1	1951.31072998047	0	2236.36169433594	2073267.65060425	SARS-CoV-2 N2	1940.17150878906	0	2276.70715332032	2061432.22808838																																					0.005		2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425	Spike with 100K HI-SARS	CP000000	C01	JL						2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	Spike with 100K HI-SARS	EP000000	C01	JL													
A02-0019	17835	OneStep RT-ddPCR	Human RNase P	36.9689512252808	39279.5106768608	None				08/18/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G4	AP000000	A04	JL	SARS-CoV-2 N1	30.3630900382996	0	1685.59967041016	32260.78367	SARS-CoV-2 N2	39.6118140220642	1.368028819561	1874.41497802734	42087.55088																																					0.005	NaN	2021-08-18	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A04	JL	Eric Lundstrum		08/18/2021 10:25 AM	WVU Morgantown	G	2021-08-18	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A04	JL	NaN	Pass	EL	08/18/2021 10:24 AM	Composite	08/18/2021 10:24 AM	08/16/2021 10:33 AM	JL	08/18/2021	7.04	CollegePark-02		
A02-0037	19154	OneStep RT-ddPCR	Human RNase P	36.3416719436646	38613.0264401436	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	L3	AP0004	C02	JL		18.1651401519775	-20	2835.2719116211			28.7667322158814	-20	3151.89849853516																																						0.005		2021-08-25	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	A03	JL				WVU Morgantown		2021-08-25	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	L3	EP0004	A03	JL		Pass	EL	08/25/2021 09:24 AM	Composite	08/23/2021 09:35 AM	08/25/2021 09:35 AM	JL	08/25/2021	7.43	OaklandE-02		
A02-0030	17182	OneStep RT-ddPCR	Human RNase P	17.4512541294098	18541.9575124979	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	I6	AP0004	F01	JL		190.769062042236	-20	2835.2719116211			150.413856506348	-20	3151.89849853516																																						0.005		2021-08-23	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A06	JL				WVU Morgantown	H	2021-08-23	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000002	A06	JL		Pass	EL	08/23/2021 09:55 AM	Composite	08/23/2021 09:00 AM	08/21/2021 09:00 AM	JL	08/23/2021	7.28	NorthHighSt-02 (MUB)		
A01-0014	9330	OneStep RT-ddPCR	Human RNase P	23.8269710540772	25316.156744957	None				2021-08-30	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	E1	AP0005	A04	JL	SARS-CoV-2 N1	115.898885726929	0	2615.09490966796	123142.566084862	SARS-CoV-2 N2	150.067472457886	0	2786.11602783204	159446.689486504																																					0.005		2021-08-27	10	XXXXXX	Halcyon	Nanotrap	0.425		CP000000	A01	JL				Monongalia County		2021-08-30	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	E1	EP0006	A01	JL		Pass	GG	08/24/2021 11:55 PM	Composite	08/24/2021 11:55 PM	08/24/2021 12:00 AM	JL	08/27/2021	7.16	StarCityWWTP-01		
A01-0028																																																																																	Monongalia County													Pass	DW	09/05/2021 11:55 PM	Composite	09/05/2021 11:55 PM	09/05/2021 12:00 AM	JL	09/07/2021	6.60	StarCityWWTP-01		
A01-0013	10679	OneStep RT-ddPCR	Human RNase P	13.3063864707947	14138.0356252193	None				2021-08-30	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	B7	AP0005	G01	JL	SARS-CoV-2 N1	39.9378681182862	0	2615.09490966796	42433.9848756791	SARS-CoV-2 N2	10.644611120224	0	2786.11602783204	11309.899315238																																					0.005		2021-08-27	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	B01	JL				Monongalia County	Star City	2021-08-27	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	B7	EP0005	A07	JL		Pass	JL	08/23/2021 11:59 PM	Composite	08/23/2021 11:59 PM	08/23/2021 12:00 AM	JL	08/24/2021	6.99	StarCityWWTP-01		
A06-0017	17517	OneStep RT-ddPCR				BRSV	1378.82507324219	1465001.64031982		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A08	JL	SARS-CoV-2 N1	0	0	2236.36169433594	0	SARS-CoV-2 N2	1.34327128529549	0	2276.70715332032	1427.22571																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B02	JL	Eric Lundstrum		08/11/2021 09:35 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	B02	JL	NaN	Pass	EL	08/11/2021 09:35 AM	Composite	08/11/2021 09:00 AM	08/10/2021 09:00 AM	JL	08/11/2021	7.55	NorthHighSt-02 (MUB)		10
A02-0087																																																																																	WVU Morgantown													Pass	EL	09/08/2021 09:34 AM	Composite	09/08/2021 09:34 AM	09/06/2021 09:34 AM	JL	09/08/2021	7.4	OaklandE-02		
A02-0040	14933	OneStep RT-ddPCR	Human RNase P	453.35578918457	481690.526008606	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	L6	AP0004	F02	JL		17.5450110435486	-20	2835.2719116211			20.470552444458	-20	3151.89849853516																																						0.005	Very Dense Fecal Sample	2021-08-25	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	A06	JL				WVU Morgantown		2021-08-25	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	L6	EP0004	A06	JL		Pass	EL	08/25/2021 09:39 AM	Grab			JL	08/25/2021	7.02	HonorsSummit-01 (MUB)		
A02-0088																																																																																	WVU Morgantown													Pass	EL	09/08/2021 09:45 AM	Composite	09/08/2021 08:38 AM	09/06/2021 08:38 AM	JL	09/08/2021	7.21	HonorsSummit-01 (MUB)		
A02-0063	14806	OneStep RT-ddPCR	Human RNase P	1192.12295532227	1266630.64002991	None				2021-08-30	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	E5	AP0005	E04	JL	SARS-CoV-2 N1	78.6194133758544	0	2615.09490966796	83533.1267118453	SARS-CoV-2 N2	123.882913589478	0	2786.11602783204	131625.59568882																																					0.005		2021-08-27	10	XXXXXX	Halcyon	Nanotrap	0.425		CP000000	A05	JL				WVU Morgantown		2021-08-30	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	E5	EP0006	A05	JL		Pass	EL	08/30/2021 10:19 AM	Grab			JL	08/30/2021	8.58	NorthHighSt-02 (MUB)		
A04-0009	18412	OneStep RT-ddPCR				BRSV	493.307991027832	524139.740467071		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A05	JL	SARS-CoV-2 N1	0	0	2236.36169433594	0	SARS-CoV-2 N2	1.27797365188599	0	2276.70715332032	1357.84701																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A05	JL	Eric Lundstrum		08/10/2021 10:00 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A05	JL	NaN	Pass	EL	08/10/2021 10:00 AM	Composite	08/10/2021 09:00 AM	08/09/2021 09:00 AM	JL	08/10/2021	7.29	NorthHighSt-02 (MUB)		10
A02-0027	11916	OneStep RT-ddPCR	Human RNase P	1076.2198638916	1143483.60538483	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	I3	AP0004	C01	JL		18.3324611186981	-20	2835.2719116211			30.5618023872376	-20	3151.89849853516																																						0.005		2021-08-23	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A03	JL				WVU Morgantown	G	2021-08-23	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000002	A03	JL		Pass	EL	08/23/2021 09:35 AM	Grab			JL	08/23/2021	8.48	OaklandE-02		
A02-0025	13137	OneStep RT-ddPCR	Human RNase P	1.64609745144844	1748.97854216397	None				2021-08-30	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	B4	AP0005	D01	JL	SARS-CoV-2 N1	0	0	2615.09490966796	0	SARS-CoV-2 N2	26.352608203888	0	2786.11602783204	27999.646216631																																					0.005		2021-08-27	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	A04	JL				WVU Morgantown	G	2021-08-27	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	B4	EP0005	A04	JL		Pass	EL	08/23/2021 09:13 AM	Composite	08/23/2021 09:16 AM	08/21/2021 09:16 AM	JL	08/23/2021	7.15	Evansdale-01		
A02-0082																																																																																	WVU Morgantown													Pass	EL	09/06/2021 08:20 AM	Composite	09/06/2021 08:20 AM	09/04/2021 09:00 AM	JL	09/07/2021	6.38	Evansdale-01		
A02-0034	14372	OneStep RT-ddPCR	Human RNase P	682.919616699218	725602.092742919	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	J1	AP0004	C04	JL		18.4740829467773	-20	2835.2719116211			18.4740829467773	-20	3151.89849853516																																						0.005		2021-08-23	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	B03	JL				WVU Morgantown	G	2021-08-23	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000002	A09	JL		Pass	EL	08/23/2021 10:12 AM	Composite	08/23/2021 09:00 AM	08/21/2021 09:00 AM	JL	08/23/2021	8.07	CollegePark-02		
A02-0059	10882	OneStep RT-ddPCR	Human RNase P	1265.88790893555	1345005.90324402	None				2021-08-30	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	D7	AP0005	G03	JL	SARS-CoV-2 N1	9.16140139102936	0	2615.09490966796	9733.98897796869	SARS-CoV-2 N2	13.7433660030365	0	2786.11602783204	14602.3263782263																																					0.005		2021-08-27	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	D06	JL				WVU Morgantown		2021-08-27	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	D7	EP0005	B11	JL		Pass	EL	08/27/2021 10:59 AM	Grab			JL	08/27/2021	8.24	CollegePark-02		
A02-0070																																																																																	WVU Morgantown													Pass	EL	09/01/2021 10:19 AM	Composite	09/01/2021 10:04 AM	08/30/2021 10:04 AM	JL	09/01/2021	7.09	HonorsSummit-01 (MUB)		
A02-0051	8920	OneStep RT-ddPCR	Human RNase P	61.5469646453858	65393.6499357224	None				2021-08-30	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	D3	AP0005	C03	JL	SARS-CoV-2 N1	25.3286480903626	0	2615.09490966796	26911.6885960103	SARS-CoV-2 N2	43.4327220916748	0	2786.11602783204	46147.2672224045																																					0.005		2021-08-27	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	D02	JL				WVU Morgantown		2021-08-27	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	D3	EP0005	B07	JL		Pass	EL	08/27/2021 09:32 AM	Composite	08/27/2021 09:33 AM	08/25/2021 09:32 AM	JL	08/27/2021	7.61	Evansdale-01		
A02-0023	9947	OneStep RT-ddPCR	Human RNase P	0	0	None				2021-08-30	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	B3	AP0005	C01	JL	SARS-CoV-2 N1	0	0	2615.09490966796	0	SARS-CoV-2 N2	0	0	2786.11602783204	0																																					0.005		2021-08-27	10	NT04155	Kookaburra	Nanotrap	0.425	7.16	CP0005	A03	JL				WVU Morgantown	G	2021-08-27	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	B3	EP0005	A03	JL		Pass	EL	08/20/2021 09:56 AM	Composite	08/20/2021 09:56 AM	08/18/2021 09:56 AM	Jl	08/20/2021	7.16	NorthHighSt-02 (MUB)		
A02-0039	17859	OneStep RT-ddPCR	Human RNase P	79.851803779602	84842.5415158271	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	L5	AP0004	E02	JL		295.568962097168	-20	2835.2719116211			308.093585968018	-20	3151.89849853516																																						0.005		2021-08-25	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	A05	JL				WVU Morgantown		2021-08-25	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	L5	EP0004	A05	JL		Pass	EL	08/25/2021 09:38 AM	Composite	08/25/2021 09:55 AM	08/23/2021 09:55 AM	JL	08/25/2021	7.09	HonorsSummit-01 (MUB)		
A01-0011	17755	OneStep RT-ddPCR	Human RNase P	15.1216208934784	16066.7221993208	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	K1	AP0004	F03	JL		48.752703666687	-20	2835.2719116211			21.8448042869568	-20	3151.89849853516																																						0.005		2021-08-24	10	NT04155	Halcyon	Nanotrap	0.425		CP0003	A01	JL				Monongalia County	Star City	2021-08-24	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K1	EP0003	A01	JL		Pass	GG	08/21/2021 11:59 PM	Composite	08/21/2021 11:59 PM	08/21/2021 12:00 AM	JL	08/24/2021	7.23	StarCityWWTP-01		
A02-0005	16325	OneStep RT-ddPCR	Human RNase P	11.5333187580109	12254.1511803865	None				08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A04	JL	SARS-CoV-2 N1	0	0	1714.01901245117	0	SARS-CoV-2 N2	2.88279980421066	0	1783.14178466797	3062.97486	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A04	JL	Eric Lundstrum		08/13/2021 09:12 AM	WVU Morgantown	G	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A04	JL	NaN	Pass	Eric Lundstrom	08/13/2021 09:12 AM	Composite	08/13/2021 09:00 AM	08/12/2021 09:00 AM	Josh Lambert	08/13/2021	7.34	Evansdale-01		10
A01-0012	15896	OneStep RT-ddPCR	Human RNase P	31.1731576919556	33121.4800477028	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	K2	AP0004	G03	JL		74.8650789260864	-20	2835.2719116211			72.783203125	-20	3151.89849853516																																						0.005		2021-08-24	10	NT04155	Halcyon	Nanotrap	0.425		CP0003	A02	JL				Monongalia County	Star City	2021-08-24	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K2	EP0003	A02	JL		Pass	GG	08/22/2021 11:59 PM	Composite	08/22/2021 11:59 PM	08/22/2021 12:00 AM	JL	08/24/2021	7.06	StarCityWWTP-01		
