Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Internal	Assay Control, Internal Concentration (CN/Rxn)	Assay Control, Internal Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Created by	Date Added to Database	Date Created	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	QC Check, Sample	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status	Volume Tested (mL)
A1095	11895	OneStep RT-ddPCR		85.21		BRSV		202373.75												SARS-CoV-2 N1	1.98			4702.5	SARS-CoV-2 N2	0			0																																				N1/N2/BRSV Triplex	0.005			10				0.95					Josh Lambert		7/9/21 12:23		A1095		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	7/19/21 23:55	Composite	7/19/21 23:55	7/19/21 0:00	JL			StarCityWWTP-01	Available	
A0218	16501	OneStep RT-ddPCR	Human RNase P		0					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				41088	SARS-CoV-2 N2				61632																																				CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				4				MS	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0218	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GS	1/12/21 0:00	Composite	1/12/21 23:59	1/12/21 0:00	TD	1/15/21		StarCityWWTP-01	Available	
A02-0001 10K	17989	OneStep RT-ddPCR				BRSV	0	0		2021-08-13	Manual	DQ	XXXXXX	QX 200	BRSV Triplex	10k	AP000000	B03	JL	SARS-CoV-2 N1	678.05908203125	0	2236.36169433594	720437.774658203	SARS-CoV-2 N2	711.738967895508	0	2276.70715332032	756222.653388977																																					0.005		2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425	Spike with 10K HI-SARS	CP000000	B05	JL						2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	Spike with 10K HI-SARS	EP000000	B05	JL													
A02-0025	13137	OneStep RT-ddPCR	Human RNase P	1.64609745144844	1748.97854216397	None					Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	B4	AP0005	D01	JL		0	0	2615.09490966796			26.352608203888	0	2786.11602783204																																						0.005		2021-08-27	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	A04	JL				WVU Morgantown	G	2021-08-27	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	B4	EP0005	A04	JL		Pass	EL	08/23/2021 09:13 AM	Composite	08/23/2021 09:16 AM	08/21/2021 09:16 AM	JL	08/23/2021	7.15	Evansdale-01		
A1081	12866	OneStep RT-ddPCR		58.59		BRSV		139151.25												SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0																																				N1/N2/BRSV Triplex	0.005		7/9/21	10				0.95	pH - 6.47				Josh Lambert		7/9/21 12:13		A1081	7/9/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	6/29/21 23:55	Composite	6/29/21 23:55	6/29/21 0:00	JL	7/9/21	6.47	StarCityWWTP-01	Available	
A1078	10954	OneStep RT-ddPCR		40.85		BRSV		97018.75												SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0																																				N1/N2/BRSV Triplex	0.005		7/9/21	10				0.95	pH - 6.39				Josh Lambert		7/9/21 12:06		A1078	7/9/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	6/24/21 23:55	Composite	6/24/21 23:55	6/24/21 0:00	JL	7/9/21	6.39	StarCityWWTP-01	Available	
A1094	12740	OneStep RT-ddPCR		90.67		BRSV		215341.25												SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0																																				N1/N2/BRSV Triplex	0.005			10				0.95					Josh Lambert		7/9/21 12:23		A1094		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	7/18/21 23:55	Composite	7/18/21 23:55	7/18/21 0:00	JL			StarCityWWTP-01	Available	
A01-0014	9330	OneStep RT-ddPCR	Human RNase P	23.8269710540772	25316.156744957	None					Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	E1	AP0005	A04	JL		115.898885726929	0	2615.09490966796			150.067472457886	0	2786.11602783204																																						0.005		2021-08-27	10	XXXXXX	Halcyon	Nanotrap	0.425		CP000000	A01	JL				Monongalia County		2021-08-30	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	E1	EP0006	A01	JL		Pass	GG	08/24/2021 11:55 PM	Composite	08/24/2021 11:55 PM	08/24/2021 12:00 AM	JL	08/27/2021	7.16	StarCityWWTP-01		
A1074	10295	OneStep RT-ddPCR		87.01		BRSV		206648.75												SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	4.57			10853.75																																				N1/N2/BRSV Triplex	0.005		7/7/21	10				0.95	pH - 6.47				Josh Lambert		7/9/21 11:56		A1074	7/7/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	6/20/21 23:55	Composite	6/20/21 23:55	6/20/21 0:00	JL	6/25/21	6.47	StarCityWWTP-01	Available	
A02-0075	13958	OneStep RT-ddPCR	Human RNase P	1949.31579589844	2071148.03314209						Manual	DQ	XXXXXX	QX One	BRSV Triplex	I7	AP000000	F04	JL		7.79635906219482	0	3138.02612304688			7.79635906219482	0	3336.0806274414																																						0.005		2021-09-03	10	NT04155	Halcyon	Nanotrap	0.425		CP0008	B01	JL				WVU Morgantown		2021-09-03	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	I7	EP0008	A07	JL		Pass	EL	09/03/2021 09:51 AM	Grab			JL	09/03/2021	8.39	OaklandE-02		
A0205	17242	OneStep RT-ddPCR	Human RNase P		4896					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				29484	SARS-CoV-2 N2				29484																																				CDC N1/N2/RP Triplex	0.005		1/4/21 0:00	100				6				MS	Timothy Driscoll	2/20/21 16:13	2/20/21 16:13	Monongalia County	A0205	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GG	12/30/20 0:00	Composite	12/30/20 23:59	12/30/20 0:00	TD	1/7/21		StarCityWWTP-01	Available	
A0244	12491	OneStep RT-ddPCR	Human RNase P		37976.4					11/20/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				66502.8	SARS-CoV-2 N2				71240.4																																				CDC N1/N2/RP Triplex	0.005		11/16/20 17:00	100				4.2				MS	Timothy Driscoll	11/19/20 19:25	11/19/20 19:25	Monongalia County	A0244	11/17/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	DW	11/16/20 0:00	Composite	11/16/20 23:59	11/16/20 0:00	TD	12/7/20		StarCityWWTP-01	Available	
A1086	12032	OneStep RT-ddPCR		86.2		BRSV		204725												SARS-CoV-2 N1	1.96			4655	SARS-CoV-2 N2	1.96			4655																																				N1/N2/BRSV Triplex	0.005		7/9/21	10				0.95	pH - 6.52				Josh Lambert		7/9/21 12:21		A1086	7/9/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	7/6/21 23:55	Composite	7/6/21 23:55	7/6/21 0:00	JL	7/9/21	6.52	StarCityWWTP-01	Available	
A0046	18937	OneStep RT-ddPCR	Human RNase P		22410					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				67140	SARS-CoV-2 N2				22410																																				CDC N1/N2/RP Triplex	0.005		1/3/21 13:00	100				15				MS	Timothy Driscoll	2/20/21 16:13	2/20/21 16:13	Monongalia County	A0046	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GG	12/22/20 0:00	Composite	12/22/20 11:59	12/22/20 12:00	TD	1/7/21		StarCityWWTP-01	Available	
A0243	15333	OneStep RT-ddPCR	Human RNase P		0					3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				13800	SARS-CoV-2 N2				4590																																				CDC N1/N2/RP Triplex	0.005		2/22/21 0:00	100				5				AT	Timothy Driscoll	2/24/21 10:44	2/24/21 10:44	Monongalia County	A0243	2/24/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	GG	2/16/21 8:00	Composite	2/16/21 11:55	2/16/21 12:00	TD	2/18/21		StarCityWWTP-01	Available	
A0041	11546	OneStep RT-ddPCR	Human RNase P		34248					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				73416	SARS-CoV-2 N2				83208																																				CDC N1/N2/RP Triplex	0.005		12/14/20 17:00	100				4				AT	Timothy Driscoll	12/21/20 16:22	12/21/20 16:22	Monongalia County	A0041	12/21/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	GG	12/15/20 0:00	Composite	12/15/20 11:59	12/15/20 12:00	TD	12/18/20		StarCityWWTP-01	Available	
A1035	9076	OneStep RT-ddPCR	Human RNase P		43554						Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				10878	SARS-CoV-2 N2				10878																																				CDC N1/N2/RP Triplex	0.005		4/23/21 11:00	100				7				MVS	Mathilda Santee	4/23/21 10:59	4/23/21 10:59	Monongalia County	A1035	4/26/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	EL	4/23/21 10:58	Composite	4/22/21 11:59	4/22/21 12:00	MVS	4/23/21		StarCityWWTP-01	Available	
A1033	11036	OneStep RT-ddPCR	Human RNase P		97296						Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				5112	SARS-CoV-2 N2				5112																																				CDC N1/N2/RP Triplex	0.005		4/23/21 11:00	100				4				MVS	Mathilda Santee	4/23/21 10:57	4/23/21 10:57	Monongalia County	A1033	4/26/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	EL	4/23/21 10:56	Composite	4/20/21 11:59	4/20/21 12:00	MVS	4/23/21		StarCityWWTP-01	Available	
A1013	12334	OneStep RT-ddPCR	Human RNase P		64128					3/30/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				9168	SARS-CoV-2 N2				9168																																				CDC N1/N2/RP Triplex	0.005		3/26/21 11:00	100				4				MVS	Mathilda Santee	3/26/21 10:53	3/26/21 10:53	Monongalia County	A1013	3/29/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	EL	3/26/21 10:53	Composite	3/23/21 12:00	3/23/21 12:00	MVS	3/26/21		StarCityWWTP-01	Available	
A0228	11614	OneStep RT-ddPCR	Human RNase P		30390					3/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				1872270	SARS-CoV-2 N2				1312800																																				CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				5				MS	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0228	2/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GS	1/26/21 0:00	Composite	1/26/21 23:59	1/26/21 0:00	TD	1/29/21		StarCityWWTP-01	Available	
A0206	15486	OneStep RT-ddPCR	Human RNase P		7296					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				51072	SARS-CoV-2 N2				62016																																				CDC N1/N2/RP Triplex	0.005		1/4/21 0:00	100				4				MS	Timothy Driscoll	2/20/21 16:13	2/20/21 16:13	Monongalia County	A0206	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GG	12/31/20 0:00	Composite	12/31/20 23:59	12/31/20 0:00	TD	1/7/21		StarCityWWTP-01	Available	
A1063	13878	OneStep RT-ddPCR		3.39		BRSV		8051.25												SARS-CoV-2 N1	1.7			4037.5	SARS-CoV-2 N2	1.7			4037.5																																				N1/N2/BRSV Triplex	0.005		7/7/21	10				0.95	pH - 				Josh Lambert		7/8/21 11:42		A1063	7/7/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	6/3/21 23:55	Composite	6/3/21 23:55	6/3/21 0:00	JL	6/4/21		StarCityWWTP-01	Available	
A1011	12587	OneStep RT-ddPCR	Human RNase P		50490					3/30/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				CDC N1/N2/RP Triplex	0.005		3/26/21 11:00	100				9				MVS	Mathilda Santee	3/26/21 10:52	3/26/21 10:52	Monongalia County	A1011	3/29/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	EL	3/26/21 10:52	Composite	3/22/21 12:00	3/22/21 12:00	MVS	3/26/21		StarCityWWTP-01	Available	
A02-0016	17093	OneStep RT-ddPCR	Human RNase P	6.8837696313858	7314.00523334741	None				08/18/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G1	AP000000	A01	JL	SARS-CoV-2 N1	23.4130358695984	0	1685.59967041016	24876.35112	SARS-CoV-2 N2	24.7910022735596	1.368028819561	1874.41497802734	26340.43992																																					0.005	NaN	2021-08-18	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A01	JL	Eric Lundstrum		08/18/2021 09:23 AM	WVU Morgantown	G	2021-08-18	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A01	JL	NaN	Pass	EL	08/18/2021 09:23 AM	Composite	08/18/2021 09:23 AM	08/16/2021 09:28 AM	JL	08/18/2021	6.91	Evansdale-01		
A02-0041	15702	OneStep RT-ddPCR	Human RNase P	14.6750867366791	15592.2796577215	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	L7	AP0004	G02	JL		50.3418493270874	-20	2835.2719116211			54.5404767990112	-20	3151.89849853516																																						0.005		2021-08-25	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	B01	JL				WVU Morgantown		2021-08-25	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	L7	EP0004	A07	JL		Pass	EL	08/25/2021 09:48 AM	Composite	08/23/2021 09:48 AM	08/25/2021 09:48 AM	JL	08/25/2021	7.22	OaklandE-02		
A07-0012	18494	OneStep RT-ddPCR				BRSV	1238.12591552734	1315508.7852478		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	B01	JL	SARS-CoV-2 N1	3.81712794303894	0	2236.36169433594	4055.69844	SARS-CoV-2 N2	6.36222422122956	0	2276.70715332032	6759.86311																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B03	JL	Eric Lundstrum		08/11/2021 09:19 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	B03	JL	NaN	Pass	EL	08/11/2021 09:19 AM	Composite	08/11/2021 09:00 AM	08/10/2021 09:00 AM	JL	08/11/2021	7.13	OaklandE-02		10
A1046	12846	OneStep RT-ddPCR	Human RNase P		30792						Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				CDC N1/N2/RP Triplex	0.005		5/14/21 12:00	100				4				MVS	Mathilda Santee	5/14/21 10:54	5/14/21 10:54	Monongalia County	A1046	5/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	EL	5/14/21 10:53	Composite	5/11/21 11:59	5/11/21 12:00	MVS	5/14/21		StarCityWWTP-01	Available	
A0440	9990	OneStep RT-ddPCR	Human RNase P		16956					3/15/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				25452	SARS-CoV-2 N2				8496																																				CDC N1/N2/RP Triplex	0.005			100				6					Mathilda Santee	3/3/21 11:45	3/3/21 11:45	Monongalia County	A0440		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	EL	2/23/21 12:00	Composite	2/23/21 12:00	2/23/21 12:00				StarCityWWTP-01	Available	
A1104	15713	OneStep RT-ddPCR				BRSV	1146.0572052002	1217685.78052521		2021-08-13	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A01	JL	SARS-CoV-2 N1	19.4748902320862	0	2236.36169433594	20692.0708715916	SARS-CoV-2 N2	22.4724578857422	0	2276.70715332032	23876.9865036011																																					0.005		2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A01	JL						2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A01	JL													
A0030	10315	OneStep RT-ddPCR	Human RNase P		26014.8					12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				57250.8	SARS-CoV-2 N2				52029.6																																				CDC N1/N2/RP Triplex	0.005		12/4/20 17:00	100				3.8				MS	Timothy Driscoll	12/7/20 15:15	12/7/20 15:15	Monongalia County	A0030	12/7/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GG	11/30/20 0:00	Composite	11/30/20 23:59	11/30/20 0:00	TD	12/4/20		StarCityWWTP-01	Available	
