Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.day03.mean	n1.day03.ci	n1.day05.mean	n1.day05.ci	n1.day07.mean	n1.day07.ci	n1.day10.mean	n1.day10.ci	n1.day14.mean	n1.day14.ci	n1.load.day03.mean	n1.load.day03.ci	n1.load.day05.mean	n1.load.day05.ci	n1.load.day07.mean	n1.load.day07.ci	n1.load.day10.mean	n1.load.day10.ci	n1.load.day14.mean	n1.load.day14.ci	n1n2.day03.mean	n1n2.day03.ci	n1n2.day05.mean	n1n2.day05.ci	n1n2.day07.mean	n1n2.day07.ci	n1n2.day10.mean	n1n2.day10.ci	n1n2.day14.mean	n1n2.day14.ci	n1n2.load.day03.mean	n1n2.load.day03.ci	n1n2.load.day05.mean	n1n2.load.day05.ci	n1n2.load.day07.mean	n1n2.load.day07.ci	n1n2.load.day10.mean	n1n2.load.day10.ci	n1n2.load.day14.mean	n1n2.load.day14.ci	n2.day03.mean	n2.day03.ci	n2.day05.mean	n2.day05.ci	n2.day07.mean	n2.day07.ci	n2.day10.mean	n2.day10.ci	n2.day14.mean	n2.day14.ci	n2.load.day03.mean	n2.load.day03.ci	n2.load.day05.mean	n2.load.day05.ci	n2.load.day07.mean	n2.load.day07.ci	n2.load.day10.mean	n2.load.day10.ci	n2.load.day14.mean	n2.load.day14.ci
A02-0135	higher ed dorm	upstream	Sewer Network	Dormitory	105612	OaklandE-02	09/01/2021 09:44 AM	10/01/2021 09:44 AM	NA	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	23514.39223	49404.83749	36459.61486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K01-0068	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	04/12/2022 06:00 AM	04/13/2022 06:00 AM	7.673	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	7402.07185037433	17273.5346853733	12337.8032678738	214996.514710382	501717.604091663	358357.059401023	10380.5308137089	17636.856443791	9502.04576924443	5389.00120272377	9239.93018056665	3180.96644285096	9053.64850396291	3387.26707806961	13885.517406743	7103.25795444005	328861.432940393	484265.221421923	297314.662182553	173903.620841303	261390.281364352	127953.924038091	237741.024931818	105946.330144844	349986.493845818	187446.273265871	11619.6411522105	10425.4316158678	9948.06749001146	6661.01300221739	8714.28144896137	4772.22123880505	8523.59114284627	3308.16049900157	11353.525944287	4933.63456970534	365056.423238778	71183.1239346081	320404.534997093	234853.875614479	261164.348637026	189134.726139452	233898.735117258	128479.483440211	296561.301530418	147976.920615581	12858.7514907122	19268.1566061056	10394.0892107785	11976.8386091549	8188.63271735608	8679.37815081032	7993.53378172964	5391.60802415138	8821.53448183089	4713.72320871682	401251.413537163	407372.179509762	343494.407811632	382031.359449792	260938.4159097	288777.424787302	230056.445302698	184609.661570246	243136.109215019	152208.362435009
O01-0018	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	03/24/2022 07:30 AM	03/25/2022 07:30 AM	1.99	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8651.41147747637	2883.60564038157	5767.50855892897	65170.7876466981	21722.102958042	43446.4453023701	8503.88612598182	39446.4624681513	18375.0968053937	51061.2558947652	14408.5085132559	30666.3673085523	12451.9719653763	19193.6109991198	15387.8866337961	15971.8652686303	62995.7684175124	289783.58271716	123210.319395531	326926.47962327	97034.5883802867	196876.529731226	85019.3954898965	123555.29990337	105951.06184877	105416.36770298	5247.05761345104	16247.5257397524	14911.8080581539	45618.6018715805	11731.057166388	27168.5690394552	10446.460227482	16823.2360627783	12884.2515365929	12444.2058740152	39169.3362309	117677.106365034	99202.5145712032	291077.594301198	78436.698268352	173635.585731465	70907.0481248342	107576.725787458	88760.3799130638	80877.6329491951	1990.22910092026	8078.17439906644	11448.519310914	41089.8780907897	9053.60581952014	24220.4497573743	8440.94848958775	14899.5939657983	10380.6164393898	10354.3131889145	15342.9040442876	62460.6756024166	75194.7097468754	263121.777001694	59838.8081564173	155105.930939854	56794.7007597718	95372.2869915741	71569.6979773572	67248.1132080083
A02-0122	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	09/20/2021 10:03 AM	09/22/2021 10:03 AM	NA	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	34541.23586	29828.25756	32184.74671	NA	NA	NA	17721.5325566667	80886.4450514163	39091.127176	84294.6459244614	74583.5851114286	92420.9224159197	99650.046118	94689.311263845	151519.922756429	177538.427227958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16625.5428016667	75415.0949461574	38980.910925	79722.9911345319	68179.9393728571	81518.0826389304	85910.17616605	76837.025283174	144391.600767536	180066.012024765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15529.5530466667	69956.5804776763	38870.694674	75937.1428894026	61776.2936342857	75494.8800863301	72170.3062141	70689.1545139901	137263.278778643	186132.124305734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A01-0172	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	02/07/2022 12:00 AM	02/08/2022 12:00 AM	11.9	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	181249.9881	157434.7794	169342.38375	8164655.65769809	7091866.74063379	7628261.19916594	372725.974166667	1818077.0388458	414574.88386	525151.439580591	414556.376414286	319174.221936018	1807565.94539	3028285.16361204	1455724.12955714	2054422.89576979	14853038.6342413	53001497.6275637	14900149.5747903	14993120.800248	14393876.5675099	9253367.62066762	62519299.5027763	100954685.238357	51806501.7049358	68213903.7429996	367832.045116667	1830152.03383884	415284.29489	529451.927140305	412377.590764286	327082.954592908	1791028.941085	3016509.85927081	1437476.16856786	2047183.58752901	14625764.0506379	53746387.8389398	14879710.9430721	15148315.2507656	14291568.1706772	9545706.33687511	61871157.2051355	100516135.363551	51136640.485638	67945574.7749914	362938.116066667	1842586.27114105	415993.70592	534472.489772987	410198.805114286	336091.878631598	1774491.93678	3005000.6463335	1419228.20757857	2040196.03505682	14398489.4670345	54510105.1217203	14859272.3113539	15336985.8172663	14189259.7738445	9877410.49011146	61223014.9074948	100090197.621146	50466779.2663402	67690583.8075918
E02-0105	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	04/07/2022 08:00 AM	04/08/2022 08:00 AM	0.216	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	40016.3293629886	50693.8008964061	45355.0651296974	32719.2940801333	41449.7133038732	37084.5036920033	19687.4001249672	82893.1970519768	22850.4076749087	24943.5857127826	20948.9979009543	15011.6257199322	18379.8331366852	10710.5126203157	26686.9587165171	32165.2868177298	14440.2005519085	74305.595686943	14764.5372573703	20784.4727953598	13521.9785022194	12268.0835269152	11300.2042506066	8473.95498976122	14687.9668780724	15945.3795857487	22906.1079770327	93005.5173634935	24226.4607399702	26104.7096800248	22532.3249213397	15671.9840470807	20200.7942972705	10867.0553622091	26012.645269345	27772.1554403731	16717.8722624461	83355.8632471878	15868.279579764	23329.9029156675	14832.07548251	13904.5351944733	12669.6139702546	9450.50757261561	14689.3798322672	14194.5919176358	26124.8158290982	103828.527694603	25602.5138050318	29584.0498327783	24115.6519417252	18438.0695798603	22021.7554578558	13035.564866159	25338.3318221729	24077.6089366662	18995.5439729837	92654.326644413	16972.0219021578	26638.1089580134	16142.1724628005	16370.6870269657	14039.0236899026	11188.8739452078	14690.792786462	13035.3699922858
N02-0044	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	02/15/2022 07:00 AM	02/16/2022 07:00 AM	NA	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	118116.8371	146289.0226	132202.92985	NA	NA	NA	95925.0751266667	277076.44955677	91001.906642	79188.1581424274	101308.707501429	51473.1724589801	152003.118941	101109.861649494	157540.717125833	81413.2569596689	2801031.95911523	10017826.8975265	3298284.17995114	3060617.41289495	4388327.11619034	3052260.34969903	5341967.14638453	2881577.18589093	5604426.01348569	2674598.0128859	112394.283755	300445.058907646	100905.948516	88870.6139849727	109132.059147143	54372.3916492109	160821.177023	103736.235529457	163520.52574	82888.789893974	3254899.72458687	11422041.9379746	3595005.40258856	3320166.56587746	4654518.61916945	3143690.72382159	5550562.20069559	2908286.19193252	5757101.60912749	2652461.54088288	128863.492383333	324740.056857924	110809.99039	101253.91266933	116955.410792857	59805.2408619823	169639.235105	106968.551382274	169500.334354167	85259.2032526685	3708767.49005852	12910947.648438	3891726.62522597	3691466.08225168	4920710.12214857	3298272.94677309	5759157.25500666	2970614.19500175	5909777.2047693	2672290.08641071
A02-0237	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	11/29/2021 09:00 AM	12/01/2021 09:00 AM	NA	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	35587.38157	25416.47203	30501.9268	NA	NA	NA	12717.468319	92859.8586005514	23808.3037828	56532.4778933976	17952.2975441429	35093.4784083242	12812.6833774	23008.0930186356	15635.2669042857	16933.1746091672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12144.487214	74722.5065641958	21641.9135962	48894.2665254105	18025.9831301429	29514.1952095546	13725.86544735	19552.2946858414	16799.4843558929	15138.8889290668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11571.506109	56701.8041643638	19475.5234096	41370.0110265439	18099.6687161429	24623.9488265106	14639.0475173	16887.5827298233	17963.7018075	13937.2892243592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P01-0022	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	01/24/2022 10:00 AM	01/25/2022 10:00 AM	0.241	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2408856.325	1612854.931	2010855.628	2197560.6259136	1471381.44142997	1834471.03367178	1200789.4268	5138985.80609467	777055.446846	1790751.01963856	NA	NA	NA	NA	NA	NA	1105070.21455139	4513616.94796309	724084.932557141	1588572.03862673	NA	NA	NA	NA	NA	NA	1068692.37608333	4068353.07832088	690673.660979	1484928.28989562	NA	NA	NA	NA	NA	NA	991551.83632054	3487443.31290377	648288.715892398	1306866.19624516	NA	NA	NA	NA	NA	NA	936595.325366667	3010920.92643005	604291.875112	1189253.994931	NA	NA	NA	NA	NA	NA	878033.458089685	2461580.4577245	572492.499227654	1036582.6250182	NA	NA	NA	NA	NA	NA
A02-0278	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	01/24/2022 09:00 AM	01/26/2022 09:00 AM	NA	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	176762.073	57557.93676	117160.00488	NA	NA	NA	1253409.1854	6559332.88106129	911546.30256	2040171.27408899	699552.722928572	1264672.41904511	490278.7965397	842807.644359739	350199.1403855	585716.250852598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1189687.00896	6873432.7592441	817033.222057	2141257.42617062	632695.089887143	1298561.00519673	443421.9765844	850525.050198409	316817.418575143	585635.135929161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1125964.83252	7199192.54767542	722520.141554	2250250.05274273	565837.456845714	1341374.27541029	396565.1566291	865036.721647651	283435.696764786	590461.621617756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A01-0055	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	10/04/2021 12:00 AM	10/04/2021 11:55 PM	8.904	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	109951.5587	144125.6988	127038.62875	3705949.24230452	4857798.5667471	4281873.90452581	145695.956933333	207855.989637652	195022.57536	167044.576252111	300159.311514286	458430.802688033	295964.533267	299019.014571001	276734.745033571	203729.805223738	4469619.53305111	4408453.74739328	5688468.88548276	4422770.192613	9662558.6829165	16442851.8396889	9021816.44142133	10441475.8082119	8431169.7543367	7043535.73567814	144452.170516667	154385.295167526	207103.94095	180046.399693748	311136.297862143	462496.225445309	292741.0910095	298004.572141348	314907.680833214	244908.72876623	4456335.17894221	2957427.83770662	6030779.91199386	4713308.20690836	9986797.61904084	16583164.0071596	8985099.71441286	10508042.196915	9466362.31982932	7975315.33938341	143208.3841	125602.391879862	219185.30654	202231.667086456	322113.28421	467984.845786489	289517.648752	301064.818382479	353080.616632857	372125.563319477	4443050.82483331	3098646.72694639	6373090.93850496	5285449.83440372	10311036.5551652	16754266.1414033	8948382.98740439	10655976.6094706	10501554.8853219	11164408.769624
