Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.day10.mean	n1.day10.ci	n1.day14.mean	n1.day14.ci	n1.day3.mean	n1.day3.ci	n1.day5.mean	n1.day5.ci	n1.day7.mean	n1.day7.ci	n1.load.day10.mean	n1.load.day10.ci	n1.load.day14.mean	n1.load.day14.ci	n1.load.day3.mean	n1.load.day3.ci	n1.load.day5.mean	n1.load.day5.ci	n1.load.day7.mean	n1.load.day7.ci	n1n2.day10.mean	n1n2.day10.ci	n1n2.day14.mean	n1n2.day14.ci	n1n2.day3.mean	n1n2.day3.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.day7.mean	n1n2.day7.ci	n1n2.load.day10.mean	n1n2.load.day10.ci	n1n2.load.day14.mean	n1n2.load.day14.ci	n1n2.load.day3.mean	n1n2.load.day3.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.load.day7.mean	n1n2.load.day7.ci	n2.day10.mean	n2.day10.ci	n2.day14.mean	n2.day14.ci	n2.day3.mean	n2.day3.ci	n2.day5.mean	n2.day5.ci	n2.day7.mean	n2.day7.ci	n2.load.day10.mean	n2.load.day10.ci	n2.load.day14.mean	n2.load.day14.ci	n2.load.day3.mean	n2.load.day3.ci	n2.load.day5.mean	n2.load.day5.ci	n2.load.day7.mean	n2.load.day7.ci
K01-0071	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	04/18/2022 06:26 AM	04/19/2022 06:24 AM	9.889	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	3016.42819773406	592	1804.21409886703	112916.730301343	22160.88033808	67538.8053197113	9922.56439430639	4758.1938870505	10371.7267792672	4261.65183754612	11515.3775596991	42803.4626883141	11313.3776122704	12816.6475882432	10531.9608861048	7582.56206019235	270832.332891198	124927.603661553	269524.071415216	111108.988217247	292863.786453839	977489.46240066	302166.84274363	303165.43883757	310483.804075621	176176.552934589	8934.80931052454	4206.42706468859	9037.05915863546	3096.30794867523	8914.04098750527	32974.3616911773	10496.0418720551	10031.1090292298	10330.8775358972	5811.43818244476	253601.22998879	135067.886301361	241386.377744117	98372.3762207183	224078.68034174	759076.419260852	282612.773255402	258205.146332335	311195.670734031	162822.534754367	7947.05422674269	5492.62929617776	7702.39153800372	3700.42037625343	6312.70441531142	24119.0067762211	9678.70613183975	11318.2335586781	10129.7941856895	6777.24282938931	236370.127086383	184023.076528188	213248.684073018	125899.618122783	155293.574229642	569613.93642056	263058.703767174	330214.05141972	311907.537392441	226582.838747426
B01-0148	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	04/27/2022 07:00 AM	04/28/2022 07:00 AM	9.1	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	95100.1346111296	132623.15377593	113861.64419353	3275936.30508068	4568500.41406798	3922218.35957433	27745.5733632669	24536.4637948997	25121.247626708	17275.7822308684	45388.8854756951	201870.734186791	34472.7281704545	62755.8666496974	30803.6574668118	37886.912480421	1072297.66806348	819702.889190252	990798.747302879	586331.898289636	1736239.11068624	6238810.20396813	1283863.14514606	2080459.22099295	1223021.3676129	1238791.6103184	31852.1230104379	29954.973841613	27824.4997038772	20706.6379808365	53593.9214006065	245698.808594488	41062.526397407	75617.0886299112	36864.8983910679	45744.137363969	1227853.68540337	1010819.06253634	1095461.88266404	703131.480696278	2031421.45888438	7678488.38751446	1516301.17987522	2505595.8555902	1453394.24897827	1500920.91767397	35958.6726576089	35526.2541938913	30527.7517810464	24592.2849022041	61798.957325518	289858.882171498	47652.3246243595	88594.3339276971	42926.1393153241	53680.1182032666	1383409.70274326	1208557.44996755	1200125.0180252	841775.351968106	2326603.80708252	9147121.11014441	1748739.21460437	2940029.05053468	1683767.13034365	1769335.38851461
H01-0030	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	11/03/2021 08:00 AM	11/04/2021 08:00 AM	NA	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	31237.5	40800	36018.75	NA	NA	NA	15507.9244739	15513.1843278664	25142.9572692143	17716.0901287702	18275	53972.5902068957	14141.6686558	18298.3976533353	11928.2633255714	11993.6833241811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16563.89711635	14089.2545569413	20820.2285057857	11341.6318955991	20860.4166666667	63446.0884772481	17047.7210919	20109.2062693757	14957.4436370714	12510.4845614676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17619.8697588	13610.3396488336	16497.4997423571	9460.38608239322	23445.8333333333	72940.4583778208	19953.773528	22129.0339022654	17986.6239485714	13471.369035363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O01-0032	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	02/24/2022 09:00 AM	02/25/2022 09:00 AM	1.97	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	49153.19078	57833.2673	53493.22904	366548.010423724	431277.577889083	398912.794156404	49234.2975474	47086.1234976791	NA	NA	86455.26006	327509.762602912	61598.4570708	112426.262166858	52281.2685734286	69072.8091097039	292500.388208786	292255.482450749	NA	NA	549230.253223059	1919234.45071026	358589.645965357	719786.071549026	305841.827343888	437540.979218331	45279.3615649	37576.9349721139	NA	NA	79742.6037066667	209059.547247448	55432.7416498	85525.9503434529	47877.1861298571	53515.0826282686	273038.736916536	237459.623391612	NA	NA	510291.360187414	1186112.77857195	329641.679969222	563030.458717787	285164.70877522	347825.608375193	41324.4255824	30292.7406521206	NA	NA	73029.9473533333	92790.5830882893	49267.0262288	65537.6214404215	43473.1036862857	41829.4470619575	253577.085624285	196460.261562504	NA	NA	471352.467151769	453150.190669958	300693.713973087	448472.347282713	264487.590206552	281744.582409908
I01-0005	not institution specific	wwtp	WWTP	WWTP	17884	WarmSpringsWWTP-01	11/03/2021 07:00 AM	11/04/2021 07:00 AM	NA	24-hr flow-weighted composite	Warm Springs	25411		-78.22662	39.62802	3255	Morgan	1.8	Complete	paused	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5312.5	5312.5	5312.5	NA	NA	NA	NA	NA	NA	NA	42186.9709666667	258594.918585989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41006.1220833333	256405.606582139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39825.2732	254289.199534989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
B01-0123	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	02/24/2022 07:00 AM	02/25/2022 07:00 AM	5.4	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	44226.68427	34911.92736	39569.305815	904047.117673504	713642.178318215	808844.64799586	157299.752274	90804.5881141162	193184.990552857	81776.2460037909	80590.7291333333	151542.163442867	92994.635684	56006.9676682897	112394.613462857	92042.8940039189	4753996.12784715	3020472.38835427	6806865.33978063	3439065.01499427	1701499.62760587	3325324.68079737	2314020.24902651	2669498.52273249	3266513.67794632	3078205.14914909	149529.3002225	97130.4092774742	192538.504580357	91109.2802929731	79530.25934	162499.378369798	81065.668931	45661.4226569421	103281.593753571	101367.172799619	4475820.45970276	3158096.77404138	6812808.79264297	3796680.80888985	1690700.97992738	3790066.92343462	1951323.86476606	1732142.99099839	2931299.24119971	3169040.48549308	141758.848171	105430.602086963	191892.018607857	101545.828654893	78469.7895466667	176668.372738319	69136.702178	55352.5345923241	94168.5740442857	114122.019766109	4197644.79155837	3386996.44276107	6818752.24550532	4191409.99290997	1679902.33224888	4285142.77343069	1588627.4805056	1292678.90267063	2596084.8044531	3456522.5198454
G01-0080	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	11/30/2021 09:00 AM	12/01/2021 08:00 AM	0.58	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	61838.73385	77885.89418	69862.314015	135769.277671815	171001.42475899	153385.351215402	155976.062224	273074.127783494	116665.701017929	187618.539501353	62746.5789	16076.0824498436	263742.85296	703670.255465389	212858.102415714	420255.648488526	716303.66204223	2908435.00121474	716303.66204223	2908435.00121474	141364.632697114	62813.3634922094	716303.66204223	2908435.00121474	716303.66204223	2908435.00121474	138961.591712	236715.391526502	104079.530069321	162929.141683986	62076.59956	37990.5976798934	234597.800536	607228.9141393	189201.855655714	363443.108953698	635838.923305926	2512308.94134078	635838.923305926	2512308.94134078	139214.363134307	63481.6083907588	635838.923305926	2512308.94134078	635838.923305926	2512308.94134078	121947.1212	200619.863509585	91493.3591207143	138419.100518339	61406.62022	88435.5753225977	205452.748112	511234.961175715	165545.608895714	307046.362238852	555374.184569622	2117457.46575735	555374.184569622	2117457.46575735	137064.093571499	177809.168203351	555374.184569622	2117457.46575735	555374.184569622	2117457.46575735
B01-0111	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	03/29/2022 07:00 AM	03/30/2022 07:00 AM	8.35	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	7853.79239358006	15709.0573757887	11781.4248846844	248244.032609259	496534.611055384	372389.321832321	6721.54668369144	3253.02334558927	6232.92566464093	2385.98800872799	6989.47682976722	4547.34179614425	6721.49797528981	1518.80110856013	6762.18219101429	1512.00927918752	179436.996078211	101617.450195293	165562.392462052	71880.3944195842	227458.174110334	117410.548478979	227713.03974143	93393.0595823559	194182.005524042	92225.7800688325	6455.0199923709	3458.21179367088	5946.47135259054	2451.63782104457	6846.49624363706	20539.8576111052	5918.73972907066	6177.75932700353	6391.36827582334	4101.71998366507	176993.938241734	112750.881504416	163826.148884867	79118.0947201856	220584.586746612	632206.304702453	225386.973136466	228790.848364794	201370.242364657	145792.288981174	6188.49330105036	4968.2781783214	5660.01704054016	3380.48238484649	6703.51565750689	37062.3922903113	5115.98148285151	11069.2470713695	6020.55436063239	7057.0018566254	174550.880405258	154561.076693714	162089.905307682	106569.863421902	213710.99938289	1165118.3115562	223060.906531502	383822.064430675	208558.479205273	230119.662642129
H01-0151	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	03/08/2022 08:00 AM	03/09/2022 08:00 AM	3.3	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	4376.065191	2405	3390.5325955	54665.1630843889	30042.906465	42354.0347746945	15996.7482844419	10496.510480429	17574.1346331728	11589.1991838229	19114.369917	71008.9492053057	16474.9070848838	20999.8307549364	18438.3556263456	14413.8794559364	141122.748573764	92817.0109931097	167029.461239299	136114.289334906	186006.466076535	560003.71879477	146289.076320109	187548.683901303	160990.710243264	128227.248936213	12815.542563607	7758.89538736314	14386.2147912193	8932.00451099455	16284.9953351667	58799.8002193352	13430.920193014	17879.2341028954	14500.1754485814	10727.4323789772	113649.695108954	70918.2719340495	137981.782302929	105435.198837625	159593.393047018	483383.34639815	120650.266153924	166747.149900968	127319.946287993	99268.8478459723	9634.33684277207	6394.94632095044	11198.2949492658	6904.05939192052	13455.6207533333	47393.1443483649	10386.9333011441	15554.811745781	10561.9952708172	9350.12465880275	86176.6416441432	60688.574653992	108934.10336656	79172.0173419795	133180.3200175	417923.412195171	95011.45598774	151594.878188457	93649.1823327221	89346.5800427053
A03-0110	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	11/08/2021 06:00 AM	11/08/2021 02:00 PM	NA	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1855	4923.266172	3389.133086	NA	NA	NA	2380.60136011111	1695.30656609769	NA	NA	2784.54515033333	4838.89221562027	3193.6613224	3057.50920995954	2612.61523028571	2307.51361320773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2643.35478322222	1338.80659949347	NA	NA	3471.01382416667	6378.4561338376	3260.4990682	2577.38390642561	2810.78504871429	1820.64852043443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2906.10820633333	1616.01319410167	NA	NA	4157.482498	10185.7955099095	3327.336814	3674.18157145318	3008.95486714286	2228.30597196233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
