Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
E02-0124	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	05/10/2022 08:00 AM	05/11/2022 08:00 AM	0.104	05/13/2022	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2550.851572	2278	2414.425786	1004.22598111311	896.80905392	950.517517516555	0.420002501511129	0.375076977800084	0.397539739655606	8895.6133444	14317.0874084913	4325.93416000781	7044.21189207319	1.80925728147546	2.9461362994869	8804.2467247	12290.3216701551	4527.55341464201	7450.17832540635	1.89358152013467	3.11592569025778	8712.880105	11511.1904701467	4729.1726692762	8636.0603770557	1.97790575879389	3.61190312716675
A01-0144	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	01/04/2022 12:00 AM	01/05/2022 12:00 AM	11	01/10/2022	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	35852.66836	44820.62481	40336.646585	1492887.5427029	1866308.85498224	1679598.19884257	30.8907371027749	38.61754790147	34.7541425021224	28981.1131264	38639.992674752	1381431.41346857	1703342.11450726	28.5844937400382	35.2454501429245	31353.0330852	42011.7865779561	1492385.03538749	1850100.81271789	30.8803392523483	38.2821720890145	33724.953044	45478.7491433532	1603338.65730641	2002834.71064103	33.1761847646584	41.4425324996075
B01-0093	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	02/22/2022 07:00 AM	02/23/2022 07:00 AM	6.57	02/25/2022	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	91200.04043	101942.5097	96571.275065	2268158.11093991	2535324.86537764	2401741.48815878	45.3631622187982	50.7064973075529	48.0348297631755	127238.029454	143902.995880456	4005850.9947493	4481963.14306918	80.1170198949861	89.6392628613836	116190.330664	164062.792618141	3569746.64735492	4883093.19820251	71.3949329470984	97.6618639640501	105142.631874	189396.278211438	3133642.29996054	5598354.94421158	62.6728459992107	111.967098884232
A04-0047	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	03/31/2022 08:00 AM	04/01/2022 08:00 AM	0.58	04/05/2022	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	32902.74315	40499.35542	36701.049285	72239.2163095161	88917.8657002449	80578.5410048805	36.119608154758	44.4589328501224	40.2892705024402	42896.298656	43459.6384756922	97890.986674072	100153.980153966	48.945493337036	50.0769900769828	43269.637457	45845.2641027226	98039.3554924812	103641.795286105	49.0196777462406	51.8208976430524	43642.976258	52713.6083503011	98187.7243108904	118953.929898757	49.0938621554452	59.4769649493787
A03-0165	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	01/05/2022 06:00 AM	01/05/2022 02:00 PM	NA	01/10/2022	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1312671.525	10615.94876	661643.73688	NA	NA	NA	NA	NA	NA	269079.523914	1074562.65548631	NA	NA	NA	NA	138462.9525661	538861.046410487	NA	NA	NA	NA	7846.3812182	12988.2507267932	NA	NA	NA	NA
D01-0075	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	03/22/2022 07:35 AM	03/23/2022 07:35 AM	1.28	03/25/2022	24-hr flow-weighted composite	Charles Town	25414	NA	-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	894	4061.414036	2477.707018	4331.7203712	19678.8701516989	12005.2952614494	0.254807080658824	1.15758059715876	0.706193838908791	423281.723772	961761.499268776	2043741.11903236	4643386.48182378	120.220065825433	273.140381283752	436605.7328686	1000440.3485292	2108205.54042751	4831259.57555654	124.012090613383	284.19173973862	449929.7419652	1039887.66561139	2172669.96182266	5022833.98903212	127.804115401333	295.460822884242
G01-0142	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	03/06/2022 09:00 AM	03/07/2022 08:00 AM	0.986	03/11/2022	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	42959.50212	33409.14164	38184.32188	160342.658315188	124696.756671496	142519.707493342	19.6305899014677	15.2664981233467	17.4485440124072	19792.9520644	32078.4930318882	77759.4890593566	119148.601780842	9.52001580060683	14.5872431171452	17468.9269174	28293.4197715358	68605.928796279	104370.436793994	8.3993546518461	12.7779672862383	15144.9017704	24640.0147572854	59452.3685332013	90222.4983270922	7.27869350308538	11.0458494523864
H01-0103	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	01/19/2022 08:00 AM	01/20/2022 08:00 AM	2.4	01/21/2022	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1650249.195	1806442.337	1728345.766	14992487.5325879	16411499.7285676	15701993.6305777	1249.37396104899	1367.62497738063	1308.49946921481	1203058.13488	1069512.03252671	6123121.22357061	10372659.9755169	510.260101964217	864.388331293076	1195279.6241	1089063.34915523	6359832.67452562	10930448.4472623	529.986056210469	910.870703938529	1187501.11332	1151998.60917133	6596544.12548064	11488952.4535629	549.71201045672	957.412704463572
L01-0071	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	03/09/2022 09:00 AM	03/10/2022 09:00 AM	0.439	03/16/2022	24-hr time-weighted composite	West Union	26456		-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	6442.512609	3221.13235	4831.8224795	10706.135176648	5352.86160135693	8029.49838900248	18.982509178454	9.49088936410802	14.236699271281	32921.2321478	31688.5029588118	34716.9046705792	27577.9798763384	61.5547955152114	48.8971274403164	38303.8436509	41117.553120217	40217.7827689911	39453.7344895125	71.3081254769346	69.9534299459441	43686.455154	53796.2427333141	45718.660867403	54403.9823665189	81.0614554386578	96.4609616427639
A03-0358	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	05/16/2022 06:00 AM	05/16/2022 02:00 PM	NA	05/17/2022	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1334	37	685.5	NA	NA	NA	NA	NA	NA	1881.84063498676	1341.16202382895	NA	NA	NA	NA	1601.22031749338	959.011186985457	NA	NA	NA	NA	1320.6	1712.19564776855	NA	NA	NA	NA
A01-0239	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	04/27/2022 12:00 AM	04/28/2022 12:00 AM	9.6	04/29/2022	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	155544.8547	127906.0288	141725.44175	5652490.0649273	4648096.90060616	5150293.48276673	116.96097634761	96.1781348412133	106.569555594412	80372.198806	81033.462106003	3206155.53466446	3143146.6879493	66.3415728907561	65.037797714561	75407.933943	73844.7726819872	3019070.91856892	2906119.50282969	62.4704295350298	60.1332457960125	70443.66908	68731.5265535851	2831986.30247338	2749868.48916983	58.5992861793035	56.9001094431765
A02-0133	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	09/27/2021 10:34 AM	09/29/2021 10:34 AM	NA	09/29/2021	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	4075.31172	6113.216467	5094.2640935	NA	NA	NA	NA	NA	NA	34189.3780628	119999.337427227	NA	NA	NA	NA	32246.5441569	115145.797744253	NA	NA	NA	NA	30303.710251	110433.389301222	NA	NA	NA	NA
H01-0172	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	03/29/2022 08:00 AM	03/30/2022 08:00 AM	1.9	04/01/2022	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	741	2463	1602	5329.478739	17714.583177	11522.030958	0.44412322825	1.47621526475	0.9601692465	2736.3804882	3141.00045207467	20164.1330700906	22279.613778702	1.68034442250755	1.8566344815585	2825.8884814	1551.22501019842	21204.7253220815	13925.8440224626	1.76706044350679	1.16048700187188	2915.3964746	3037.86583011398	22245.3175740725	26755.0489857448	1.85377646450604	2.22958741547873
R01-0025	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	04/21/2022 09:00 AM	04/22/2022 08:30 AM	NA	04/27/2022	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	704	1530	1117	NA	NA	NA	NA	NA	NA	959.2	987.251684540974	1262.77620991376	2696.28857398084	0.601035797198365	1.28333582769197	1433.8762019	2236.33040854328	1317.41754767758	2450.07934384937	0.627043097419125	1.16614914033764	1908.5524038	3737.93247929651	1372.0588854414	3150.59879982636	0.653050397639884	1.49957106131669
A02-0213	higher ed dorm	upstream	Sewer Network	Dormitory	105612	OaklandE-02	11/08/2021 09:30 AM	11/10/2021 09:30 AM	NA	11/10/2021	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1857386.42	1882746.198	1870066.309	NA	NA	NA	NA	NA	NA	410740.162136	1491672.84570487	NA	NA	NA	NA	414805.1791932	1500970.2526749	NA	NA	NA	NA	418870.1962504	1510413.28830271	NA	NA	NA	NA
E01-0017	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	12/07/2021 08:00 AM	12/08/2021 08:00 AM	1.637	12/09/2021	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	303598.1637	48252.59931	175925.381505	1881311.6501821	299007.662388808	1090159.65628545	52.2586569495027	8.30576839968911	30.2822126745959	419253.564826	753797.481973407	2608420.08414895	4812468.30746385	72.4561134485818	133.679675207329	405741.39011	847017.472549894	2526295.93936866	5402522.79012966	70.1748872046849	150.070077503602	392229.215394	951037.463204108	2444171.79458837	6057403.34905128	67.8936609607879	168.261204140313
C01-0126	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	03/14/2022 07:00 AM	03/15/2022 07:00 AM	9.988	03/22/2022	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	13016.07605	19525.62913	16270.85259	492120.59019102	738238.167508753	615179.378849886	9.8424118038204	14.7647633501751	12.3035875769977	65898.318832	186886.364233457	3216857.88726902	9623435.91055504	64.3371577453804	192.468718211101	51060.9963109	149667.981462422	2486194.29483271	7711603.54418692	49.7238858966541	154.232070883738	36223.6737898	113312.512138142	1755530.70239639	5828965.65577523	35.1106140479279	116.579313115505
A01-0031	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	09/06/2021 12:00 AM	09/06/2021 11:55 PM	9.768	09/07/2021	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	69030.38412	69030.38412	69030.38412	2552459.5364433	2552459.5364433	2552459.5364433	52.8153355496462	52.8153355496462	52.8153355496462	77726.23372	14126.2298316192	3164045.18465503	830529.17250767	65.4702281214829	17.1852584941994	73646.334632	21292.3916876059	2975654.83584325	771053.329298398	61.5720666247982	15.9545880089885	69566.435544	34365.9129235523	2787264.48703147	1195588.2923718	57.6739051281136	24.7390393223763
I01-0007	not institution specific	wwtp	WWTP	WWTP	17884	WarmSpringsWWTP-01	11/09/2021 07:00 AM	11/10/2021 07:00 AM	NA	11/12/2021	24-hr flow-weighted composite	Warm Springs	25411		-78.22662	39.62802	3255	Morgan	1.8	Complete	paused	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	3064.852208	4597.419221	3831.1357145	NA	NA	NA	NA	NA	NA	26526.0784262	82096.952568666	NA	NA	NA	NA	25847.7630952	80962.7043208944	NA	NA	NA	NA	25169.4477642	79865.2245303266	NA	NA	NA	NA
