Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci
C01-0005	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	09/19/2021 07:00 AM	09/20/2021 07:00 AM	5.511	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	44097.27722	29389.5407	36743.40896	919930.696903256	613106.803010402	766518.749956829	121261.574302	293966.253941128	NA	NA	110122.0219315	271124.241474253	NA	NA	98982.469561	248434.345927958	NA	NA
G01-0031	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	01/15/2022 09:00 AM	01/16/2022 08:00 AM	0.896	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	824926.0497	321164.5174	573045.28355	2797924.25274421	1089302.48072678	1943613.36673549	390063.96358	858882.311100802	1405630.12112405	2978814.69435324	273048.3651623	616708.402706119	980713.9269002	2149583.16547232	156032.7667446	375389.681178895	555797.732676353	1323085.88278851
A02-0340	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	02/21/2022 09:00 AM	02/23/2022 09:00 AM	NA	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	28471.78873	31061.09217	29766.44045	NA	NA	NA	17117.208404	22641.0064143843	826622.52549552	3866972.94432662	15986.0463587	27106.3589761495	907418.33167716	13060490.6945306	14854.8843134	32215.0693944522	988214.1378588	22254008.4447345
N02-0020	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	03/22/2022 07:00 AM	03/23/2022 07:00 AM	7.23	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	12140.4209174216	3034.77530367672	7587.59811054916	332265.283486472	83057.2912959632	207661.287391218	9732.10407367945	8952.6126530497	334090.093485361	298639.857504359	8102.12096636817	7604.05795344218	286338.453999478	308231.331218032	6472.13785905688	8961.13064891361	238586.814513595	394489.75736778
H01-0185	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	04/11/2022 08:00 AM	04/12/2022 08:00 AM	2.9	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1950	1676	1813	21406.49355	18398.606764	19902.550157	996.4	1232.67960629288	10528.739374	13417.405074502	1569.82231370807	589.261608214194	16887.5014344875	6902.74631010094	2143.24462741613	1488.95703517715	23246.263494975	17881.7952080829
H01-0088	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	12/10/2021 08:00 AM	12/11/2021 08:00 AM	3.7	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	36061.99466	25755.40312	30908.69889	505084.910261869	360730.613940573	432907.762101221	51421.084708	88309.8388266558	369382.863000203	487781.8384787	47331.844714	96378.0414745623	331243.927754891	530906.126344075	43242.60472	104458.894957684	293104.992509579	579119.250509767
A1087	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	07/07/2021 12:00 AM	07/07/2021 11:55 PM	7.73	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2357	4868.75	3612.875	68968.6938901	142465.561466875	105717.127678488	2916.4	2690.7974233541	81484.27005457	84633.5218143938	3301.75	4434.15930440616	95646.6034785445	143755.680580135	3687.1	6574.18110819	109808.936902519	210095.013499636
C01-0129	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	03/17/2022 07:00 AM	03/18/2022 07:00 AM	8.382	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8373.14265780149	12560.3411905467	10466.7419241741	265674.010762385	398530.916886672	332102.463824529	13253.3645434727	15915.4949277648	468253.218323485	553385.853707591	11982.7669532917	11010.2359201554	423544.7741387	396955.580620375	10712.1693631107	11382.1721157199	378836.329953914	426898.328913056
A01-0055	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	10/04/2021 12:00 AM	10/04/2021 11:55 PM	8.904	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	109951.5587	144125.6988	127038.62875	3705949.24230452	4857798.5667471	4281873.90452581	195022.57536	167044.576252111	5688468.88548276	4422770.192613	207103.94095	180046.399693748	6030779.91199386	4713308.20690836	219185.30654	202231.667086456	6373090.93850496	5285449.83440372
C01-0091	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	03/03/2022 07:00 AM	03/04/2022 07:00 AM	11.48	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	6153.540183	9230.64949	7692.0948365	267411.360806613	401131.782330602	334271.571568607	9839.996992	15383.7494677857	641022.173909686	1166238.67469431	12761.8282375	22085.7684889632	836822.359566116	1660306.88344341	15683.659483	28809.2893873477	1032622.54522255	2155596.49817214
N03-0031	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	03/09/2022 07:30 AM	03/10/2022 07:30 AM	0.87	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	9632.30520486832	9632.30520486832	9632.30520486832	31722.1352676377	31722.1352676377	31722.1352676377	42357.7677911816	50738.1369816182	103346.143560342	125923.350758126	42078.6569308518	53720.2667794241	103912.053593206	135454.094644601	41799.5460705219	58314.7686390043	104477.96362607	147106.729035708
A0242	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	02/15/2021 12:00 PM	02/15/2021 11:55 AM	9.8	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	41256	68784	55020	1530474.574608	2551681.286112	2041077.93036	45710.4	47708.6039374466	1604301.58936771	1590700.51595248	54679.2	49608.9276431734	1925659.65670739	1659242.61866482	63648	56021.9847034527	2247017.72404708	1898177.10634748
B01-0106	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	03/16/2022 07:00 AM	03/17/2022 07:00 AM	6.6	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2818	1638	2228	70404.083508	40923.310428	55663.696968	4572.69849361171	3939.03786521242	101304.638103153	76461.049686764	4185.67980251171	3238.60360582108	92653.8229516824	61657.4809188183	3798.66111141171	2801.69147906501	84003.007800212	53568.8447244581
C01-0168	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	05/04/2022 07:00 AM	05/05/2022 07:00 AM	12.627	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	37937.0044916867	75908.3828330041	56922.6936623454	1813327.0559149	3628297.12588393	2720812.09089942	69966.9007211923	76457.3738905202	2178694.58946253	2038447.46300225	69637.6090943813	57077.4687649706	2240174.04444804	1682748.95509861	69308.3174675703	44716.8148597552	2301653.49943354	1865145.75044309
G01-0107	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	04/17/2022 08:00 AM	04/18/2022 08:00 AM	0.897	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	4962.3210914433	2481.087022461	3721.70405695215	16849.6246348361	8424.5626682476	12637.0936515418	3027.83811195492	3198.37355816536	12094.3569788562	9973.33221379051	2580.13644062206	2503.916228457	10522.6220708458	9307.12298189026	2132.4347692892	3254.35633942177	8950.8871628354	14102.3004146376
M04-0009	not institution specific	wwtp	WWTP	WWTP	56072	FarmingtonWWTP-01	02/22/2022 10:00 AM	02/23/2022 10:00 AM	0.113	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5092.868675	1148	3120.4343375	2178.48134924659	491.05852684	1334.76993804329	2486.7746676	3268.96949388331	1138.94758740222	1366.71449691059	2541.445653	1529.93023717328	1284.40868476471	521.426092252732	2596.1166384	2360.20785750275	1429.8697821272	1499.20468888196
C01-0001	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	09/12/2021 07:00 AM	09/13/2021 07:00 AM	NA	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	14397.60476	8637.567945	11517.5863525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
B01-0041	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	01/03/2022 07:00 AM	01/04/2022 07:00 AM	16	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1751	350	1050.5	106052.04656	21198.296	63625.17128	6312.4744252	15965.478047998	236489.895775302	366122.853911114	11581.4734891	37490.9766155012	371796.188360514	922746.982412532	16850.472553	59037.8477793793	507102.480945726	1492465.60407514
A1011	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	03/22/2021 12:00 PM	03/22/2021 12:00 PM	9.663	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	927	416	671.5	33908.19240141	15216.62140128	24562.406901345	7433.8	23973.7196033106	277753.68274095	909593.372339719	8372.7	25172.442704781	313924.564980137	954683.592161796	9311.6	26885.3508654716	350095.447219324	1018159.55696382
C01-0083	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	02/21/2022 07:00 AM	02/22/2022 07:00 AM	16.27	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	38273.0902	60159.1292	49216.1097	2357186.83534469	3705117.78994109	3031152.31264289	14935.1076334	25257.5562350418	785242.942525285	1644248.59583828	19636.6770746	32324.4463479572	1022494.74092508	2111309.98169603	24338.2465158	39457.6916373892	1259746.53932487	2580648.93968157
A04-0054	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	04/11/2022 08:00 AM	04/12/2022 08:00 AM	0.758	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	77012.5588774681	21549.2568165064	49280.9078469872	220975.27575927	61832.1613622948	141403.718560783	89295.5427244305	209961.825974123	237257.173860358	425705.322778258	83292.5865668803	202934.707934313	222555.776826356	411972.697744395	77289.6304093301	198828.266471055	207854.379792354	411215.045041286
A1083	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	07/01/2021 12:00 AM	07/01/2021 11:55 PM	8.588	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	4275	8573.75	6424.375	138976.407117	278724.90538465	208850.656250825	3379.2	3356.01149063628	101083.208374192	103630.561859951	3211.525	4417.97856811514	98109.3211944595	144996.659900174	3043.85	6601.12016515215	95135.434014727	214766.28239401
M03-0055	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	04/21/2022 11:00 AM	04/22/2022 11:00 AM	0.225	24-hr time-weighted composite	Mannington	26582	NA	-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2787.7058275044	8363.67381736637	5575.68982243539	2374.33714121102	7123.48526362429	4748.91120241765	2300.05771212578	1222.5360286108	2657.57572743108	2114.60527218578	3005.34812040925	2938.43791462069	3165.49111761865	2163.61581255898	3710.63852869272	5502.81396740007	3673.40650780622	4004.56268878657
A03-0310	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	04/13/2022 06:00 AM	04/13/2022 02:00 PM	NA	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1820	204	1012	NA	NA	NA	2032.2	924.633964121085	NA	NA	1770.6	1564.48057854636	NA	NA	1509	2318.37472627107	NA	NA
P01-0051	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	04/15/2022 10:15 AM	04/16/2022 10:15 AM	0.255	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	395	3200.95937233418	1797.97968616709	381.28542225	3089.82062249502	1735.55302237251	2091.1124711141	2225.52906034388	2250.5038152884	2330.30491550809	2344.74802778363	2077.83613095927	2447.58498288537	1906.93688248123	2598.38358445316	3125.34315810819	2644.66615048234	2846.24881354711
A02-0233	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	11/27/2021 09:00 AM	11/29/2021 09:00 AM	NA	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	626	2680.037515	1653.0187575	NA	NA	NA	15347.35772	50293.0541743852	826622.52549552	3866972.94432662	15041.7224225	47180.1264975274	907418.33167716	13060490.6945306	14736.087125	44098.5906765747	988214.1378588	22254008.4447345
A02-0363	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	02/19/2022 09:00 AM	02/21/2022 09:00 AM	NA	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	860313.499	990636.2379	925474.86845	NA	NA	NA	199068.258178	682123.364226012	NA	NA	209714.050657	737882.829116715	NA	NA	220359.843136	793809.858557936	NA	NA
K01-0038	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	02/17/2022 06:22 AM	02/18/2022 06:45 AM	10.137	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	144589.6107	23572.4216	84081.01615	5548293.92367774	904537.489910053	3226415.70679389	191073.3701	72257.1009216529	4974922.35125448	1179561.99072722	129604.613363	53704.6032678615	3398047.4140238	1518575.77056634	68135.856626	83911.5898075869	1821172.47679311	2677882.75617913
E01-0062	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	02/10/2022 09:45 AM	02/11/2022 09:45 AM	2.45	24-hr time-weighted composite	Princeton	24740	NA	-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	427423.1493	317411.2362	372417.19275	3964031.0657997	2943752.58567841	3453891.82573905	285908.378426	247885.341748902	3437573.76571548	1703083.9705437	274779.510398	202887.680097559	3333933.00825628	1195147.66629463	263650.64237	180223.499281661	3230292.25079709	1183655.62725304
A02-0206	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	11/01/2021 11:11 AM	11/03/2021 11:11 AM	NA	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8359.107487	6269.068271	7314.087879	NA	NA	NA	4313.4844694	5497.94464854293	1295895.35912418	4811118.73246562	7924.0348743	9023.20413551209	922519.61920656	5831997.08711889	11534.5852792	16154.5825880081	549143.87928894	6852875.44177216
E01-0063	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	02/14/2022 09:15 AM	02/15/2022 09:15 AM	2.368	24-hr time-weighted composite	Princeton	24740	NA	-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	468548.1352	546191.7901	507369.96265	4199995.61403488	4895981.75833666	4547988.68618577	361108.79926	184539.219763494	3807297.04974078	1346668.26379972	358033.81338	170415.778138577	3780610.8509736	975329.262256345	354958.8275	197866.819688345	3753924.65220642	1349775.32676176
L01-0031	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	02/11/2022 09:00 AM	02/12/2022 09:00 AM	0.333	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	233281.5832	220638.5127	226960.04795	294061.12380775	278124.008375782	286092.566091766	167742.8964	106849.068692489	194302.781286741	124101.978255112	168135.588116	92316.4260413283	197099.285148391	119162.825454235	168528.279832	88380.2225197349	199895.789010042	127825.992136007
A0220	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	01/14/2021 12:00 AM	01/14/2021 11:59 PM	7.173	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	43776	52536	48156	1188638.60583168	1426496.66017848	1307567.63300508	91626	97676.3640534452	2582716.2183199	2871861.13482216	99913.8	96253.9235225869	2812551.48228352	2836127.99647362	108201.6	95362.0278215432	3042386.74624714	2813273.29574299
A03-0112	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	12/22/2021 06:00 AM	12/22/2021 11:00 AM	NA	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5048.089558	7572.36287	6310.226214	NA	NA	NA	75880.5958268	265602.233995851	NA	NA	74364.7862956	246946.543694628	NA	NA	72848.9767644	228703.409136671	NA	NA
A03-0235	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	04/06/2022 06:00 AM	04/06/2022 02:00 PM	NA	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	63	96	79.5	NA	NA	NA	1339.8	1986.96581335685	NA	NA	1078.9	1522.5974984913	NA	NA	818	1298.51214694086	NA	NA
J01-0040	not institution specific	wwtp	WWTP	WWTP	33432	AlpineLakeWWTP-01	05/02/2022 07:30 AM	05/03/2022 07:30 AM	0.132	24-hr time-weighted composite	Alpine Lake	26764	NA	-79.50179	39.45709	700	Preston	0.15	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1814	726	1270	906.40885368	362.76341112	634.5861324	1549.8	984.092178718819	1130.67168372	766.826109040768	1334.6	874.801289636068	911.075885669	532.711148045349	1119.4	1531.81084317545	691.480087618	1050.1781782695
D01-0002	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	12/19/2021 07:00 AM	12/20/2021 07:00 AM	NA	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	425932.6816	70104.16254	248018.42207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
