Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.day03.mean	n1.day03.ci	n1.day05.mean	n1.day05.ci	n1.day07.mean	n1.day07.ci	n1.day10.mean	n1.day10.ci	n1.day14.mean	n1.day14.ci	n1.load.day03.mean	n1.load.day03.ci	n1.load.day05.mean	n1.load.day05.ci	n1.load.day07.mean	n1.load.day07.ci	n1.load.day10.mean	n1.load.day10.ci	n1.load.day14.mean	n1.load.day14.ci	n1n2.day03.mean	n1n2.day03.ci	n1n2.day05.mean	n1n2.day05.ci	n1n2.day07.mean	n1n2.day07.ci	n1n2.day10.mean	n1n2.day10.ci	n1n2.day14.mean	n1n2.day14.ci	n1n2.load.day03.mean	n1n2.load.day03.ci	n1n2.load.day05.mean	n1n2.load.day05.ci	n1n2.load.day07.mean	n1n2.load.day07.ci	n1n2.load.day10.mean	n1n2.load.day10.ci	n1n2.load.day14.mean	n1n2.load.day14.ci	n2.day03.mean	n2.day03.ci	n2.day05.mean	n2.day05.ci	n2.day07.mean	n2.day07.ci	n2.day10.mean	n2.day10.ci	n2.day14.mean	n2.day14.ci	n2.load.day03.mean	n2.load.day03.ci	n2.load.day05.mean	n2.load.day05.ci	n2.load.day07.mean	n2.load.day07.ci	n2.load.day10.mean	n2.load.day10.ci	n2.load.day14.mean	n2.load.day14.ci
B01-0141	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	04/07/2022 07:00 AM	04/08/2022 07:00 AM	13.39	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	15374.8222254217	23064.3498525023	19219.586038962	779298.077666466	1169054.3955014	974176.236583934	11624.4797967375	36988.3784035702	14189.4970983267	16268.7445425503	13662.5426861325	9792.14885487405	11660.6229292229	6796.37117918741	10212.3624385734	4890.46967307092	418811.3386238	1527069.13219539	489757.606583843	618119.450022368	436309.452886205	398001.568621096	373654.069253444	263569.315311138	315245.729205124	192471.989116107	12522.0932578668	36953.2720368111	13674.3438178673	12987.6859931846	14113.5427848037	7677.76718271412	11975.9788224537	6102.04928840597	10253.8841017421	4703.5782760651	491767.230033633	1961712.40414008	497033.920062686	619689.084260603	456068.026251432	388791.411902661	386853.288856026	268860.869933141	329740.773205216	196695.912980849	13419.7067189962	42396.5691656184	13159.190537408	12460.6647608361	14564.5428834749	7820.42844996227	12291.3347156845	6929.5227363725	10295.4057649108	5481.04276057859	564723.121443465	2451274.58545487	504310.233541529	720380.852147079	475826.599616659	435386.178174708	400052.508458608	312374.148143611	344235.817205309	225388.292344006
A01-0041	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	09/18/2021 12:00 AM	09/18/2021 11:55 PM	7.348	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	111111.2869	59078.40401	85094.845455	3090581.85404626	1643277.19076503	2366929.52240565	132514.444	269158.987918986	155653.69452	119076.678351841	144803.159742857	72589.4071396097	138203.24337	47712.3981363697	121322.891495714	38318.3359588949	3832422.52292002	8104227.51781993	4603681.29194496	3624957.43642996	4337477.96793912	2167614.92838642	4322462.47459693	1389123.51618483	3980270.53248134	1035149.48151568	121265.907588333	309753.020198986	147739.031313	135628.183135652	136357.144852857	82293.5466668845	135674.328842	52990.150370218	119262.824436429	40891.1675949329	3515885.05663102	9303353.11528047	4377042.32683479	4108206.48221284	4089228.46417725	2460174.0265614	4266633.37538464	1608478.36637359	3928508.43414479	1157892.67350685	110017.371176667	356738.320261242	139824.368106	153338.536954121	127911.129962857	92999.3929357509	133145.414314	60548.509521396	117202.757377143	45019.4778185938	3199347.59034202	10650224.2937957	4150403.36172462	4618162.4047151	3840978.96041539	2777693.39676227	4210804.27617235	1886266.80220691	3876746.33580825	1325936.48202564
A01-0160	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	01/24/2022 12:00 AM	01/25/2022 12:00 AM	11	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2016091.053	1836357.694	1926224.3735	83949043.562304	76465034.5628899	80207039.062597	1088828.4956	3767541.90677097	864113.88258	1197101.74325046	876374.154485714	706014.618572074	714832.6687	503096.426186752	543486.949493571	398632.008089014	43816787.5186283	162858300.762056	36809414.4807284	48717204.5580496	36214745.4217278	28103760.5110288	29045080.1676201	20600569.4402165	22354693.7827647	16095638.7165374	1033208.78146667	3634984.67868203	828120.26452	1138518.27519102	865143.742564286	682226.433168906	666774.6526205	522387.168055043	498956.138295	406555.692355288	41587654.8085503	156913198.068185	35481686.7620347	46523869.626183	35795005.2143742	26861457.8246451	27280552.1175731	21229830.1095117	20634602.7257149	16410110.0492098	977589.067333333	3504201.89891845	792126.64646	1082149.18927015	853913.330642857	665590.866018349	618716.636541	550982.360417545	454425.327096429	420746.49349835	39358522.0984722	151029858.197404	34153959.043341	44500120.9747014	35375265.0070205	25885163.1661216	25516024.0675261	22187920.463609	18914511.668665	16949998.8388181
B01-0119	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	03/08/2022 07:00 AM	03/09/2022 07:00 AM	5.6	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8070.042618	5379.855707	6724.9491625	171071.152148979	114043.773714275	142557.462931627	11568.0546316667	28784.9542881727	16905.853715	35113.205997079	27026.1843792857	30176.310809427	36584.9720865	30697.5809609933	49829.8988296429	27038.8343153693	227379.500552741	453360.084008773	320909.666472229	642391.166811164	529222.875975093	591574.478574519	709405.52437327	565993.530989161	1144510.48515372	746047.735430138	10672.811522	22419.1023087399	19479.4371752	46897.3708022573	32714.6385465714	39839.7264560016	40146.7107776	32536.3803736827	49834.7253068571	26033.7832510029	211262.370199638	349538.457219919	368687.352228042	862356.705917305	640566.752220965	780540.814814154	779971.370055407	607770.41795707	1109922.15185191	631454.991805627	9777.56841233333	18920.6441284975	22053.0206354	59243.7853367057	38403.0927138571	49728.2906663756	43708.4494687	35867.5879478378	49839.5517840714	27260.1368299108	195145.239846534	330069.826658382	416465.037983855	1092456.0261399	751910.628466837	973389.269200634	850537.215737544	678780.521749608	1075333.8185501	586904.43331677
A02-0459	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	04/20/2022 09:00 AM	04/22/2022 09:00 AM	NA	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	64473.7013429404	64473.7013429404	64473.7013429404	NA	NA	NA	60614.1346693038	251948.046787461	164396.592378616	343543.281427801	119456.507709397	221289.536022624	84085.2553965778	146720.863813899	62272.0120788324	101112.871035811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59329.946343787	249099.274449926	158944.879177026	343091.860048074	114963.395269491	220086.233212108	81006.274967799	145208.107175549	59225.7181621787	100064.941089384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58045.7580182702	246370.000547088	153493.165975437	343386.636553324	110470.282829585	219292.083607866	77927.2945390202	143952.400808524	56179.4242455251	99233.6673701839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A01-0243	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	05/02/2022 12:00 AM	05/03/2022 12:00 AM	11.4	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	193142.116963863	190781.337618828	191961.727291345	8334791.95112841	8232915.64888684	8283853.80000763	124377.549290657	290205.810349938	124935.401111841	89606.1595071184	105292.692674058	68520.8110439662	93648.683734238	46063.2296604858	78849.58027862	37187.9710247089	5504437.66250344	11834281.9129174	5036400.4249689	3897246.52610391	4206049.77674197	2964814.3328831	3655186.82746399	2018794.18444833	3075255.35605393	1547945.40834835	125778.294280171	273816.925830658	125682.52569437	79072.329552592	106330.068039575	64336.8645755353	91967.026060447	45651.9305227046	77778.8893206577	36275.1318583545	5576603.81522251	11102511.0747736	5063166.87137084	3531506.72988421	4248742.35632884	2816018.36271553	3600282.34166706	2010527.06795759	3047965.31103892	1520913.71571803	127179.039269686	259392.653186199	126429.650276899	72300.1722449105	107367.443405092	62074.6853390784	90285.368386656	46756.6651957616	76708.1983626953	36251.3819700761	5648769.96794158	10482891.1226623	5089933.31777277	3281042.15516785	4291434.9359157	2727046.11618039	3545377.85587013	2048164.3822638	3020675.26602392	1522535.42448795
A0220	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	01/14/2021 12:00 AM	01/14/2021 11:59 PM	7.173	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	43776	52536	48156	1188638.60583168	1426496.66017848	1307567.63300508	55732	107962.868385787	91626	97676.3640534452	92526	62648.9798711232	73487.4	50375.1025745085	64947.4285714286	35486.9878141165	1519446.78192124	2906896.86456986	2582716.2183199	2871861.13482216	2852952.96356018	2084752.6949445	2379510.49605772	1579579.47813601	2239601.59904475	1101658.53811724	65338	126478.375496255	99913.8	96253.9235225869	96272.1428571429	60099.8856389106	76073.7	49329.3121551027	66230.7857142857	35279.2100528333	1781802.35177846	3409586.22643734	2812551.48228352	2836127.99647362	2934154.05412269	1884675.11138745	2438351.35047652	1435968.463507	2258014.06635786	1016784.96233289	74944	146288.432651207	108201.6	95362.0278215432	100018.285714286	60010.0512418385	78660	49931.8914508553	67514.1428571429	36403.2288910345	2044157.92163568	3948218.9032133	3042386.74624714	2813273.29574299	3015355.14468521	1758978.07820364	2497192.20489533	1358420.9919424	2276426.53367096	995394.855613009
J01-0015	not institution specific	wwtp	WWTP	WWTP	33432	AlpineLakeWWTP-01	03/25/2022 07:30 AM	03/26/2022 07:30 AM	0.138	24-hr time-weighted composite	Alpine Lake	26764	NA	-79.50179	39.45709	700	Preston	0.15	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2812.77566682547	2553	2682.88783341273	1469.35626090018	1333.65293874	1401.50459982009	6636.22959051281	15510.0056350077	4515.11214016378	7080.00637505167	9079.75233792196	17507.0934843554	8664.23464644537	10786.36038549	8156.42113167526	7391.47219221553	3495.62045005179	8258.63040274343	2323.82280667499	3812.03402649297	4468.54145604579	8423.69354952649	6004.2817425085	6255.80414200474	5276.29749568365	4344.81806029118	6109.170763392	14133.5559261426	4851.80110346824	5879.02111992043	10326.366568477	20632.7973299722	8809.24700693393	12889.428538109	7946.55206359566	8649.16991989404	3233.11067786862	7856.15035836358	2449.78554313695	3201.52073070861	5042.2402477926	9918.20016560704	5489.22331330644	6346.56135418619	4734.64631740089	4333.85742772268	5582.11193627119	13681.6316286796	5188.4900667727	5839.43607887306	11572.9807990321	23917.8022655894	8954.25936742249	15244.4571007854	7736.68299551606	10393.138313555	2970.60090568545	7883.28928634784	2575.7482795989	2998.51161961008	5615.9390395394	11488.6360758956	4974.16488410438	7164.38938249155	4192.99513911812	4923.27232302745
A03-0198	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	02/02/2022 06:00 AM	02/02/2022 02:00 PM	NA	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5895.591918	2947.692443	4421.6421805	NA	NA	NA	25945.948676	177122.293435334	18626.1427936	52765.6048135908	14561.863076	31707.1678341882	147087.4887992	406166.495862516	108342.664437571	273379.872036597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17577.7410018333	116935.909120555	12653.5552391	34838.930596919	13642.2756475	22973.484366554	91904.67008475	232208.714245654	69822.8143196786	156344.032387683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9209.53332766667	56753.1706555258	6680.9676846	17226.0981436491	12722.688219	26189.9644827733	36721.8513703	62269.1697854561	31302.9642017857	42335.6295893396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D01-0041	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	02/21/2022 07:35 AM	02/22/2022 07:35 AM	NA	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	164612.6711	64336.67734	114474.67422	NA	NA	NA	110490.7009	436265.083635104	96341.28795	130974.108757258	154990.921135714	175395.285940584	150063.604175	153392.755967704	209387.609125	134682.79629049	254130.072752726	1140120.88928887	330450.486640868	679606.388845932	559979.533129131	1059031.30410362	859250.896560818	851911.943506938	990867.000537634	853476.369661115	92271.59819	378332.855900173	78471.50724	111239.990973195	109261.369629286	100198.913485939	105421.8027255	97496.3087767511	159323.074771786	98436.4712494295	196519.837609071	758762.947327115	254917.782979436	503575.635087238	406810.604470633	733419.989757164	697694.288577655	676272.858494288	796802.834599164	670105.196645205	74052.49548	359977.80878087	60601.72653	107039.32463631	63531.8181228571	64649.6371810997	60780.001276	57813.5043330062	109258.540418571	76028.8807555458	138909.602465415	596773.78557383	179385.079318004	354639.802606123	253641.675812135	417330.196801012	536137.680594492	533153.23599447	602738.668660695	513664.782490534
L01-0056	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	03/24/2022 09:00 AM	03/25/2022 09:00 AM	0.377	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8481.58760927616	8481.58760927616	8481.58760927616	12104.0700301153	12104.0700301153	12104.0700301153	8393.49670427539	27182.96420921	8406.00121087133	11305.1149114592	9339.79849819838	10410.7153222913	7859.80194869488	7206.60079324261	9264.72204016947	6359.02775480163	12154.4168052262	44074.2079498333	10728.2847888686	15922.963263198	11862.4783492548	13511.021082647	14093.5736178634	12683.8099527928	13079.0993438635	8636.87265686452	9323.31394915778	27493.3443986556	8469.82737756669	8988.99213027721	9109.50189969581	8978.09857125143	8219.3107054159	6465.98046475028	9216.30582669723	5660.45542257681	13371.866703555	45925.6982732532	10487.5744995977	16059.5780735841	11494.0240762406	12687.2263180754	13999.1191073627	11412.0627215535	12727.2785417865	8038.91732541079	10253.1311940402	28306.5820245948	8533.65354426205	8992.88381979938	8879.20530119325	8373.93398153408	8578.81946213692	6393.25867143753	9167.88961322499	5447.01355754306	14589.3166018838	48263.46730937	10246.8642103268	17662.9614915797	11125.5698032264	12604.758327469	13904.664596862	10896.2918598059	12375.4577397096	8060.25339737489
A02-0257	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	12/11/2021 09:00 AM	12/13/2021 09:00 AM	NA	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	51	1745	898	NA	NA	NA	1229.33333333333	6071.04737351268	1694.6	2057.80510904561	1952.25140057143	1353.0771478728	1918.4743467	1248.06925406312	2408.05563642857	1372.92549493197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1623.53140266667	3900.12660284402	3266.5525592	5040.72369004863	3690.67689235714	3051.5129904254	3642.3901278	2219.94168196975	4138.41061275	2128.29008288022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2017.729472	1764.78685244091	4838.5051184	8925.19073199146	5429.10238414286	5335.29091970802	5366.3059089	3757.41786276478	5868.76558907143	3567.84594889885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
L01-0015	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	01/24/2022 09:00 AM	01/25/2022 09:00 AM	0.331	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1383510.976	1481475.785	1432493.3805	1733498.72989151	1856245.76617926	1794872.24803539	2050298.67633333	3423320.37329239	1468012.78022	1826231.01351841	1654609.26348571	1407543.10025955	1571615.53591	920535.186201381	NA	NA	2577766.17839939	4191374.76407233	1992316.70498446	2164040.96009639	2244909.50190171	1532173.48160644	2065227.32419631	1042899.34937515	NA	NA	2017812.70733333	3534224.88360912	1452991.10557	1812495.6834477	1645054.72260714	1421798.56638753	1571966.65281	929123.032046726	NA	NA	2535063.55766858	4301087.67881595	1975535.02532921	2153111.06998108	2230712.82631873	1548515.9643509	2064103.49974104	1050124.42650679	NA	NA	1985326.73833333	3743921.65197908	1437969.43092	1816053.61316849	1635500.18172857	1443756.57363931	1572317.76971	942536.682521567	NA	NA	2492360.93693777	4545414.51547359	1958753.34567396	2166691.25725196	2216516.15073576	1576947.94015192	2062979.67528577	1064702.00996581	NA	NA
R01-0019	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	04/25/2022 09:00 AM	04/26/2022 08:30 AM	0.181	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1405	375	890	962.64869005	256.93470375	609.7916969	2068	3324.23796136047	2142.2	974.698355483517	1919.42857142857	1064.86447694131	2261.94260192066	1396.30839869129	3817.58685800486	3005.94987705191	1453.74507099	2120.8067976924	1362.230512994	1006.91896133968	1771.55441375202	1302.75573401353	3245.68292233845	3326.46421446358	3755.47885488066	3185.23457730212	1674.16666666667	4165.54793011281	1516.9	1247.55596485498	1713.34014424682	1517.93971691594	1940.79010220096	1240.58261210742	3175.19765482071	2072.46232436631	1091.18859561667	2730.17902714089	1425.79992138016	1791.51912517762	1597.18929321464	1253.06450157936	2619.96805500206	1943.22592719659	3283.3600629586	2712.09920342992	1280.33333333333	5021.7194463751	891.6	1722.06272074156	1507.25171706506	2444.71334216354	1619.63760248125	1585.46714029496	2532.80845163656	2324.42025272722	728.632120243333	3630.67809858133	1489.36932976631	2942.30323256053	1422.82417267725	1763.16205611007	1994.25318766568	1922.39216081576	2811.24127103654	2794.50741308418
H01-0050	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	11/24/2021 08:00 AM	11/25/2021 08:00 AM	1.6	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	104611.3372	86659.41373	95635.375465	633594.883120403	524866.258124287	579230.570622345	61183.4206066667	251276.67520991	37241.452364	92397.4005000858	29356.6886114286	56181.8508862207	34389.68214	36397.7465371737	30233.5165332857	27711.1166225218	340685.312053312	1479112.06933962	207026.224168187	532075.302110524	161722.918244861	323017.373933408	170525.680413863	215258.485156573	144839.605531908	179045.202304099	50336.6519216667	222207.192694798	30785.091153	79098.82634869	25205.4489414286	47679.9733960571	32295.3040295	31681.5860783728	29513.6493284286	22566.8215820357	283910.235879932	1346010.68605918	173215.595870259	467213.137830413	139736.840830684	280903.52805478	160559.244036745	189757.720451804	149114.598811381	153717.530311639	39489.8832366667	203928.492114418	24328.729942	68439.5156995381	21054.2092714286	41036.4551429427	30200.925919	29012.8293140807	28793.7821235714	20307.7818528772	227135.159706551	1256109.93839354	139404.967572331	413747.493109654	117750.763416506	246763.094874816	150592.807659627	173861.776844834	153389.592090855	143283.953269009
A03-0301	k12	upstream	Sewer Network	K-12 School	105612	MorgantownHS-01	04/20/2022 06:00 AM	04/20/2022 02:00 PM	NA	8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2496.90301716328	2496.90301716328	2496.90301716328	NA	NA	NA	4191.05987530201	13956.4505108218	3511.50990602374	4253.07312931831	2799.93564715981	2937.45116673561	2450.05495301187	1930.23172922436	3558.65920786562	4115.66846283889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3068.16657042007	4857.97922365904	2720.97392309457	1615.98810260173	2292.05280221041	1439.71380709347	1953.43696154728	1084.31913938811	2909.01895056949	3245.37245236839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1945.27326553812	4245.42984346962	1930.4379401654	1287.29063563948	1784.169957261	1073.01342886664	1456.8189700827	873.220705156868	2259.37869327336	2527.2148670334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
B01-0011	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	09/20/2021 07:00 AM	09/21/2021 07:00 AM	NA	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	871	5483.457893	3177.2289465	NA	NA	NA	32775.52148	144409.311812783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29931.0814105	111329.732243371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27086.641341	88590.1510570178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K01-0035	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	02/07/2022 06:25 AM	02/08/2022 06:23 AM	9.554	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	223994.5284	144214.8024	184104.6654	8100942.91452965	5215644.73033161	6658293.82243063	75850.8428	600265.741255209	231612.99752	429569.542738099	350782.691228571	364225.032505305	478656.25751	350284.654632598	603227.712862857	371320.004674806	2744508.77732272	21703557.5797286	5509522.81782564	9258420.65886957	7987878.8560846	7730218.99891301	13309642.5653842	13880417.4668641	15892063.1313097	11327066.6466642	62523.5551333333	492648.455278888	230855.16141	447348.591618663	344988.25855	361829.66143299	471204.20177	356141.979401207	601382.997442143	376971.481430321	2258978.96089943	17825458.7434786	5370317.5048368	9294747.38149563	7771736.36556845	7581506.54294896	13133081.2895733	14272187.4411899	15823219.5341655	11553026.8066826	49196.2674666667	385040.988915368	230097.3253	468984.263217995	339193.825871429	362382.977865044	463752.14603	363859.331547149	599538.282021428	383665.053076187	1773449.14447614	13947610.6022338	5231112.19184795	9545630.38106605	7555593.87505231	7539289.65048045	12956520.0137625	14694902.2928169	15754375.9370214	11801517.9612012
A01-0003	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	08/11/2021 12:00 AM	08/11/2021 11:55 PM	10.042	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	25285.73	32876.44184	29081.08592	961188.659911371	1249735.05114718	1105461.85552927	23420.4462366667	63614.3253972573	16261.417742	25541.5953136132	16195.65553	16955.4281268356	17906.908871	16055.4804655799	13605.1849078571	11965.7584240442	777401.070740717	2131837.44267814	527019.753539097	870972.713195933	516280.170976275	568019.427724187	524021.753412014	455544.474951591	397552.009500963	342071.285769514	25682.58375	68553.9491099334	18695.55025	27225.3772513301	18260.0358928571	18247.4683447317	20108.062625	17263.3477425194	15212.1965178571	13017.6474286821	855853.070144163	2352674.03480318	602015.564462108	939859.240068731	579924.373747797	616866.275011238	587437.603966884	492282.232189505	444105.646969152	373496.068167026	27944.7212633333	73902.5059228422	21129.682758	29674.8761667023	20324.4162557143	19949.1022395509	22309.216379	18635.6911595486	16819.2081278571	14182.3345465607	934305.069547609	2588388.38856178	677011.375385119	1025655.43129072	643568.576519319	674966.419103779	650853.454521755	533439.216894309	490659.284437342	407923.793585493
G01-0013	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	12/14/2021 09:00 AM	12/15/2021 08:00 AM	0.558	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	112765.9066	101750.9946	107258.4506	238190.77630051	214924.431717583	226557.604009046	89514.2934566667	173873.871576826	104799.528714	76779.4858052205	95504.4535528571	48899.3843405306	85826.686902	44395.5488274188	137530.258290714	182456.980418008	204794.195412776	441864.257674666	241788.30727863	203891.302123031	216042.232721115	131003.683200425	195455.489681962	111119.105127175	334679.604129613	477778.628826798	81610.8122483333	146707.293004445	81858.284079	53184.572797671	74985.6635642857	35882.5738503113	72123.0800065	36496.4846707045	118409.164645	158862.955398223	185458.609934796	353792.532193395	188091.582805816	138167.905583764	169224.229047567	93490.9648128083	164101.898410868	89921.5260983823	288164.4301205	415896.952466906	73707.33104	128953.776415977	58917.039444	56510.3445531532	54466.8735757143	38330.8977961405	58419.473111	37642.3058405988	99288.0709992857	136321.114644923	166123.024456816	283865.783618351	134394.858333001	127537.018239094	122406.225374019	87455.4846019451	132748.307139774	88413.8074536891	241649.256111386	356121.048786862
L01-0043	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	02/25/2022 09:00 AM	02/26/2022 09:00 AM	0.344	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	16820.54965	13455.90016	15138.224905	21903.4008366086	17522.018064485	19712.7094505468	76704.3008966667	279222.653657768	147989.888358	205752.70692184	123647.690608571	131547.500807	159284.579747	184303.499784211	194012.183805	139506.679550845	95258.0719405878	311793.485398247	185588.315744236	260693.395434321	157431.483668224	165081.158164922	191355.181541392	185671.298357752	226964.881359868	139957.101185186	84211.8181883333	323055.16063576	154907.363133	207707.1291206	132541.382722857	129997.924762446	157778.294102	168310.090967833	193718.721492143	136110.437274386	104331.378400419	361481.475609245	193980.124435462	261774.903140727	168667.660032742	162053.325623098	189509.273243675	170760.519105599	225780.251102959	137663.76548844	91719.33548	366894.617369163	161824.837908	210526.32537761	141435.074837143	129396.417330328	156272.008457	153953.337221018	193425.259179286	135626.150163129	113404.684860251	411234.704336323	202371.933126688	263783.951657184	179903.83639726	160174.22642748	187663.364945958	158882.870731247	224595.620846049	139305.417279749
