Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci
C01-0095	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	3/9/22 7:00	3/10/22 7:00	16.564	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	12075.70771	788	6431.853855	757165.364223674	49408.80661712	403287.085420397	58614.7655246	193926.987467323	2910813.40342028	9928454.23104426	47986.9003198	152928.394862057	2337161.46356262	7863379.39355101	37359.035115	112401.09425673	1763509.52370496	5812014.55424385
H01-0147	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	3/4/22 8:00	3/5/22 8:00	1.6	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	10621.32949	7965.744697	9293.5370935	64329.7389835854	48245.7754135532	56287.7571985693	17502.055382	16095.0590820575	147703.098595336	152019.323680081	13835.0723529	7216.83318376678	116127.608511896	76284.4122811312	10168.0893238	5425.94767912493	84552.1184284571	53113.4942168009
J01-0029	not institution specific	wwtp	WWTP	WWTP	33432	AlpineLakeWWTP-01	4/17/22 7:30	4/18/22 7:30	0.135	24-hr time-weighted composite	Alpine Lake	26764	NA	-79.50179	39.45709	700	Preston	0.15	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	717	1223	970	366.40876095	624.99011805	495.6994395	1440.8228416	1596.5586248988	1477.91267038194	2195.90139201955	1527.6114208	1474.53363492523	1417.48388541197	1543.57826444965	1614.4	2138.24495464664	1357.055100442	2020.23634193261
N03-0074	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	4/29/22 7:30	4/30/22 7:30	0.55365	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	6003.260761	6003.260761	6003.260761	12581.5873566215	12581.5873566215	12581.5873566215	4760.728502	5780.70818622051	11798.7347341229	17732.8378135127	3980.3868605	3936.61002456632	9240.2438053239	8903.93593967727	3200.045219	5022.50730934719	6681.75287652489	10024.833846912
A02-0110	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	9/15/21 9:30	9/17/21 9:30	NA	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5201.830938	2600.78026	3901.305599	NA	NA	NA	20034.3940554	45485.021857067	NA	NA	18890.9772236	45501.8876128169	NA	NA	17747.5603918	46078.0279618096	NA	NA
A01-0181	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	2/21/22 0:00	2/22/22 0:00	10.2	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	110520.7685	113094.4924	111807.63045	4267337.50733337	4366712.02925402	4317024.76829369	126749.482496	75535.1382594228	4718776.29980737	1861977.93955848	116533.47035	80766.4007977189	4325286.63353764	2126582.68225648	106317.458204	91471.8921504826	3931796.9672679	2701501.64448183
A02-0140	higher ed dorm	upstream	Sewer Network	Dormitory	105612	OaklandE-02	10/2/21 9:00	10/4/21 9:00	NA	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1858	3145.733718	2501.866859	NA	NA	NA	55805.990126	114184.575284193	NA	NA	39331.3471608	72424.9288204829	NA	NA	22856.7041956	39732.266330873	NA	NA
A02-0471	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	4/23/22 9:00	4/25/22 9:00	NA	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	727507.8249	894043.1893	810775.5071	NA	NA	NA	213444.275745	539450.924372001	NA	NA	225151.335958	610016.841778511	NA	NA	236858.396171	681603.035436589	NA	NA
A02-0108	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	9/13/21 10:00	9/15/21 10:00	NA	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	245716.6016	245716.6016	245716.6016	NA	NA	NA	178758.58272	88910.6594439902	NA	NA	170291.793957	107436.092517009	NA	NA	161825.005194	133798.64603949	NA	NA
K01-0019	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	1/17/22 6:20	1/18/22 6:21	5.092	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1136615.446	1221850.634	1179233.04	21908612.480955	23551546.9582271	22730079.7195911	355776.546356	810594.758325099	7725504.55054916	14876791.193323	370359.723848	839692.292947688	8023909.97697812	15419676.4772151	384942.90134	869021.197565716	8322315.40340708	15970756.7032118
A01-0003	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	8/11/21 0:00	8/11/21 23:55	10.042	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	25285.73	32876.44184	29081.08592	961188.659911371	1249735.05114718	1105461.85552927	15737.017742	26778.3541323468	511176.917818173	906892.641762102	18562.05025	27576.9166354763	597982.348274573	949837.480577662	21387.082758	28949.4323169843	684787.778730973	1005287.71140758
A0027	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	11/25/20 0:00	11/25/20 23:59	7.45	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	15891.6	15891.6	15891.6	448163.8505922	448163.8505922	448163.8505922	48469.92	62935.2398181576	1532968.31368316	2012360.1920027	41633.88	54080.9444849608	1328337.51810524	1768847.85870724	34797.84	47089.5113569284	1123706.72252733	1586683.97900304
M04-0014	not institution specific	wwtp	WWTP	WWTP	56072	FarmingtonWWTP-01	2/23/22 13:15	2/24/22 13:15	0.122	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1519	1582	1550.5	701.50461038	730.59927164	716.05194101	2732.5446628	2538.99389305791	1440.83346481948	1317.94238029853	2432.7156482	1758.25901670916	1298.18170750796	1078.24203162754	2132.8866336	2625.77241173102	1155.52995019645	1448.49832417805
A1043	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	5/4/21 0:00	5/4/21 23:55	11.798	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1517	483	1000	67749.62531206	21570.90904794	44660.26718	7693.2	15103.9728293288	277336.037698568	506746.026333481	7196.8	14849.3484205603	254325.025440196	477351.961364906	6700.4	14938.8493510212	231314.013181824	468701.193460198
A03-0299	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	4/13/22 6:00	4/13/22 14:00	NA	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1532	821	1176.5	NA	NA	NA	849.4	1200.43831135643	NA	NA	1335.1	367.363081633155	NA	NA	1820.8	1416.12478100253	NA	NA
A04-0006	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	2/1/22 9:00	2/2/22 9:00	0.511	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	629906.5447	641883.0156	635894.78015	1218456.26655351	1241622.8872881	1230039.57692081	905975.8601	602288.187518749	2018025.51921742	1559950.99055313	891460.68794	641554.566458602	1986331.16609544	1644252.2145904	876945.51578	686004.888168217	1954636.81297346	1739125.49026613
A04-0057	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	4/14/22 8:00	4/15/22 8:00	0.649	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	10016.75276	6677.569393	8347.1610765	24608.4679263353	16404.9923334155	20506.7301298754	54344.983861	89547.9136650828	145829.852021731	229536.320713477	44293.9010968	73415.5022765303	119459.786115628	181909.704718532	34242.8183326	61731.1948056917	93089.7202095252	150204.382344083
A03-0252	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	3/11/22 6:00	3/11/22 13:30	NA	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2788	6790.629057	4789.3145285	NA	NA	NA	1639.4	1455.16969679481	NA	NA	2091.8398155	2989.75919503978	NA	NA	2544.279631	4633.91927734758	NA	NA
S01-0048	not institution specific	wwtp	WWTP	WWTP	21939	FollansbeeWWTP-01	3/9/22 7:00	3/10/22 7:00	0.886	24-hr time-weighted composite	Follansbee	26037		-80.59829	40.3258	6468	Brooke	1.6	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	3268.865934	3268.865934	3268.865934	10963.3620465675	10963.3620465675	10963.3620465675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
H01-0056	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	12/28/21 8:00	12/29/21 8:00	3.5	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1419	3475.991311	2447.4956555	18800.238765	46053.1829400038	32426.7108525019	5056.4247832	8866.99876707417	48683.7866797518	87382.8397530509	5761.3076166	7425.86665630904	57954.3367087449	75055.8496926883	6466.19045	7010.52752917828	67224.886737738	77185.2322303371
A02-0265	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	12/13/21 9:00	12/15/21 9:00	NA	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	22410.31241	33619.96282	28015.137615	NA	NA	NA	6760.2918024	16426.1073886164	NA	NA	7838.1470468	20838.6096250224	NA	NA	8916.0022912	25521.3109144548	NA	NA
C01-0125	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	2/9/22 7:00	2/10/22 7:00	12.235	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	65924.92841	74172.83893	70048.88367	3053279.52659431	3435277.30702843	3244278.41681137	95759.529444	85818.5290045716	5375084.61890101	6320765.98847909	91993.526187	70043.8103913824	5129514.06042556	5465525.65906465	88227.52293	55251.2886007723	4883943.50195011	4666675.57472445
A03-0229	k12	upstream	Sewer Network	K-12 School	105612	MorgantownHS-01	3/23/22 6:00	3/23/22 14:00	NA	8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	66	1641	853.5	NA	NA	NA	4959.135876	16621.5662439292	NA	NA	4469.6791385	12982.1188955638	NA	NA	3980.222401	9523.04404445097	NA	NA
A02-0247	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	12/4/21 9:00	12/6/21 9:00	NA	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	152541.292	137262.1626	144901.7273	NA	NA	NA	40603.8073674	117974.793586952	NA	NA	38353.737255	111601.048176184	NA	NA	36103.6671426	105357.929226965	NA	NA
A02-0112	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	9/15/21 10:21	9/17/21 10:21	NA	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	126517.1802	41241.37327	83879.276735	NA	NA	NA	86625.927678	67558.6495696903	NA	NA	64666.759575	32170.9211174793	NA	NA	42707.591472	16744.6473989003	NA	NA
M04-0031	not institution specific	wwtp	WWTP	WWTP	56072	FarmingtonWWTP-01	4/27/22 12:00	4/28/22 12:00	0.091	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	36905.76352	39543.13472	38224.44912	12713.0136120481	13621.5149616396	13167.2642868439	8647.552704	29133.7966177722	3086.18759840963	9938.07272688285	9226.2055502	29942.6133509551	3289.03605779302	10202.791046957	9804.8583964	30844.7176756554	3491.88451717641	10510.7721053641
H01-0141	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	2/26/22 8:00	2/27/22 8:00	4.4	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	11995.35342	8996.193632	10495.773526	199792.25547425	149838.83788064	174815.546677445	17804.9123214	41653.1806669858	199676.092421104	517108.966385591	15782.0330227	31811.3219325444	171008.670535789	398184.258919245	13759.153724	22378.5464743449	142341.248650474	281292.37330825
L01-0051	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	3/30/22 9:00	3/31/22 9:00	0.306	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1082	1393	1237.5	1253.31896772	1613.56129578	1433.44013175	1672.9225162	1715.64568473742	2011.6401325181	2112.37521520916	1149.7612581	759.232244294878	1389.66442566905	920.753675756548	626.6	941.011288566916	767.68871882	1115.35828709898
E02-0107	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	4/13/22 8:00	4/14/22 8:00	0.142	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	9430.736806	6286.921464	7858.829135	5069.28716861767	3379.39770382371	4224.34243622069	14291.7973624	27113.4104727537	10106.8764371234	23468.071920033	16501.913453	30536.3012001487	11733.4347299802	26386.365349732	18712.0295436	34459.123361196	13359.993022837	29511.8375566695
A1109	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	7/27/21 0:00	7/27/21 23:55	7.447	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	4726.25	4726.25	4726.25	133232.743011088	133232.743011088	133232.743011088	19169.2	38095.3990008985	510689.898931043	973807.262984931	21328.975	40790.5106648686	567692.716294717	1039936.56577183	23488.75	43535.7580942394	624695.53365839	1107441.94239889
A01-0229	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	4/16/22 0:00	4/17/22 0:00	7.7	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	77343.29358	69049.67867	73196.486125	2254375.79252014	2012636.34983338	2133506.07117676	50994.908856	38464.4890440508	1769372.02015514	1009600.4220855	46940.178641	35952.4883138898	1643176.21559802	1062467.85798638	42885.448426	36805.3489949857	1516980.41104089	1213904.21121189
A04-0036	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	3/16/22 8:00	3/17/22 8:00	0.699	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	143472.1676	149460.8447	146466.50615	379627.583590346	395473.632718943	387550.608154645	79537.11303	87840.2074148184	219477.768981403	230905.198785909	75044.579128	87203.1892303148	207584.810224963	230656.614320358	70552.045226	90192.5850930265	195691.851468523	240286.298312995
A03-0071	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	11/5/21 6:00	11/5/21 14:00	NA	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1794	2	898	NA	NA	NA	2941.4613224	3421.48006889935	NA	NA	2391.272451	3727.72838879487	NA	NA	1841.0835796	4666.23835881361	NA	NA
B01-0065	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	11/25/21 7:00	11/26/21 7:00	10.588	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2581.488742	7744.943993	5163.2163675	103465.865048268	310416.74400846	206941.304528364	8691.9034704	12722.5455721209	232154.88067531	308490.203416977	11340.2124612	12022.9474588273	310054.584143206	282967.768819831	13988.521452	12522.685534473	387954.287611102	297812.587262823
K01-0017	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	1/20/22 6:33	1/21/22 6:48	10.989	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1222855.332	1283090.072	1252972.702	50868177.728542	53373814.6420608	52120996.1853014	976296.147396	1069879.76189027	28052127.1826071	34021901.7066021	992058.529698	1074348.062041	28463051.3535771	34471321.903572	1007820.912	1080178.15276894	28873975.5245472	34953024.280536
R01-0043	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	4/5/22 9:00	4/6/22 9:00	0.181	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2683	1727	2205	1838.28216043	1183.26995567	1510.77605805	13759.8286086	18416.0815796909	8544.45907324604	11151.9236807652	14965.5332016	21849.3215659799	9260.92054565441	12314.3826418058	16171.2377946	25990.084230201	9977.38201806278	13806.7533605641
H01-0077	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	11/29/21 8:00	11/30/21 8:00	1.2	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	95816.61746	106476.4349	101146.52618	435246.21827911	483668.353721771	459457.286000441	72426.358372	63466.1223053394	372918.204097468	366465.523831957	68376.985426	60212.3350216802	350548.926686862	335316.465873305	64327.61248	65071.2478017135	328179.649276256	340175.046889945
E01-0099	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	4/25/22 7:45	4/26/22 7:45	2.099	24-hr time-weighted composite	Princeton	24740	NA	-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	79848.25283	105546.0986	92697.175715	634440.328590196	838624.504655893	736532.416623045	51711.979676	43660.4729214765	490569.354706193	470883.462621885	53052.830649	51591.8604947404	482558.512757211	397628.340042905	54393.681622	65728.1404175095	474547.670808228	463310.523069528
