Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.day10.mean	n1.day10.ci	n1.day14.mean	n1.day14.ci	n1.day3.mean	n1.day3.ci	n1.day5.mean	n1.day5.ci	n1.day7.mean	n1.day7.ci	n1.load.day10.mean	n1.load.day10.ci	n1.load.day14.mean	n1.load.day14.ci	n1.load.day3.mean	n1.load.day3.ci	n1.load.day5.mean	n1.load.day5.ci	n1.load.day7.mean	n1.load.day7.ci	n1n2.day10.mean	n1n2.day10.ci	n1n2.day14.mean	n1n2.day14.ci	n1n2.day3.mean	n1n2.day3.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.day7.mean	n1n2.day7.ci	n1n2.load.day10.mean	n1n2.load.day10.ci	n1n2.load.day14.mean	n1n2.load.day14.ci	n1n2.load.day3.mean	n1n2.load.day3.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.load.day7.mean	n1n2.load.day7.ci	n2.day10.mean	n2.day10.ci	n2.day14.mean	n2.day14.ci	n2.day3.mean	n2.day3.ci	n2.day5.mean	n2.day5.ci	n2.day7.mean	n2.day7.ci	n2.load.day10.mean	n2.load.day10.ci	n2.load.day14.mean	n2.load.day14.ci	n2.load.day3.mean	n2.load.day3.ci	n2.load.day5.mean	n2.load.day5.ci	n2.load.day7.mean	n2.load.day7.ci
A02-0016	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	08/16/2021 09:28 AM	08/18/2021 09:23 AM	NA	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	24876.35112	26340.43992	25608.39552	NA	NA	NA	NA	NA	NA	NA	8789.45037333333	65258.6268794237	23243.270224	71249.0083450402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9600.12765	64933.816293916	20047.07659	56067.693068743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10410.8049266667	64609.2389303383	16850.882956	41495.9223721091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A1041	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	05/02/2021 12:00 AM	05/02/2021 11:55 PM	11.991	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	10290	5130	7710	467071.8599799	232855.0672203	349963.4636001	12840.9	9383.97096649721	16444.4285714286	15285.9922877232	11934	38312.4849485778	8146.8	14494.3091673409	11493.8571428571	13028.2574261782	426323.800028883	295148.76016221	555390.744841006	498006.002025952	424012.80608826	1243566.45226107	291063.222912132	490075.897368971	389528.677615444	413801.012823567	12225.75	9780.47341845683	17300.5714285714	17949.0145117598	11074	40115.6304325592	7704.9	14031.012720448	11866.0714285714	14929.0349828544	402103.098113557	305532.960188292	583941.231647399	588560.565543048	384976.67396166	1239413.04033818	268282.674363921	453705.196414426	395110.729454715	467555.288263742	11610.6	10866.2452004361	18156.7142857143	20907.273847526	10214	42986.2860387085	7263	14224.7593271155	12238.2857142857	17181.5667829951	377882.396198232	340629.127530139	612491.718453792	690184.047715187	345940.54183506	1313762.3778839	245502.12581571	448492.847827827	400692.781293986	538741.135454413
B01-0119	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	03/08/2022 07:00 AM	03/09/2022 07:00 AM	5.6	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8070.042618	5379.855707	6724.9491625	171071.152148979	114043.773714275	142557.462931627	36659.2720865	30606.7648135558	49882.9702582143	26976.8151331993	11568.0546316667	28784.9542881727	17054.453715	34828.0648518923	27132.3272364286	29996.7420495356	710614.925014171	564431.207161457	1145374.34275436	745202.225325756	227379.500552741	453360.084008773	323328.467754029	637530.134844278	530950.591176378	588635.457327111	40096.1107776	32600.4482848973	49798.5824497143	26077.5912181733	10672.811522	22419.1023087399	19378.2371752	47064.9245817065	32642.3528322857	39952.1172242869	779147.740547607	608860.122842552	1109333.84506063	632113.946455969	211262.370199638	349538.457219919	367040.093212442	865188.57798195	639390.138638393	782380.472786788	43532.9494687	36087.1403837835	49714.1946412143	27405.0738465169	9777.56841233333	18920.6441284975	21702.0206354	59765.6257256303	38152.3784281429	50095.7926686729	847680.556081044	682471.938719484	1073293.34736689	589282.932187586	195145.239846534	330069.826658382	410751.718670855	1101226.61682432	747829.686100408	979407.158281193
E02-0058	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	03/21/2022 08:00 AM	03/22/2022 08:00 AM	0.117	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1193	2565	1879	528.37131321	1136.02046805	832.19589063	100211.251227174	296524.082340116	95406.5036879815	196927.989556749	2018.33333333333	3650.72846966369	5355.09203082323	9563.91752199241	4573.42080924873	5814.5329691136	48878.5526050183	142317.118310248	66483.9684592805	104800.251875888	1017.93334129667	2009.13185841208	3021.41912103138	5678.81542624545	2744.4087773992	3408.65261636893	98305.8879614942	291207.489493162	94400.6966457101	193561.976012986	2019.37784198423	3532.03571534348	4048.86603454947	6696.06680284195	4021.36397034888	3859.84632060773	48084.011704781	139719.827649973	67003.3672072252	106195.435404485	970.342984426603	1068.62675543769	2231.2943336547	4004.6379520393	2423.74821104672	2345.34322239049	96400.5246958143	285902.116821403	93394.8896034388	190333.802322387	2020.42235063513	5933.02695759116	2742.64003827572	4676.51859637551	3469.30713144903	3375.2568599608	47289.4708045437	137133.269549151	67522.7659551698	108111.350581404	922.752627556539	2307.54405957604	1441.16954627802	2722.61812539285	2103.08764469423	2207.15318836525
A1046	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	05/11/2021 12:00 PM	05/11/2021 11:59 AM	12.067	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1793	2657	2225	81901.62664871	121367.88734279	101634.75699575	6022.8	6018.46337159661	9184.5	6985.97623376879	5437.66666666667	18723.118622294	3898.8	6513.41708125211	4925.14285714286	4857.6300825849	235477.333911059	212113.5232482	323373.77469514	220251.6887575	254909.826112637	870906.25526524	179891.444909986	307878.107088231	215121.070838501	229144.194824293	5743.55	5851.52644073135	9048.46428571429	7356.34924744498	5581.66666666667	17817.153997889	3782.2	6735.57989021141	4473.28571428571	4315.93345475408	221727.014353551	201226.624687687	315735.069180098	230735.121656663	261487.536228317	828604.990837445	175171.35434318	317510.689050894	195019.806665097	203717.217962414	5464.3	5897.21359832866	8912.42857142857	8009.58656598293	5725.66666666667	16943.148047057	3665.6	7027.63543533775	4021.42857142857	4121.16077809415	207976.694796042	200279.500156262	308096.363665056	251843.139013784	268065.246343997	787640.390169529	170451.263776374	330001.07742412	174918.542491693	193249.120939716
N03-0067	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	04/17/2022 07:30 AM	04/18/2022 07:30 AM	0.38456	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	40760.9517127275	48917.8993552922	44839.4255340098	59336.4213335491	71210.6308840536	65273.5261088013	10597.3299491555	16669.0512411538	15248.9241035155	15506.1330001026	14805.3172375758	105184.013190604	9768.5903425455	31915.1423937842	13307.1098831041	25858.9010600634	23680.9026984057	36782.1262539417	31228.5370572127	30577.7263726426	22218.4475797544	150408.524827571	15291.598237845	45377.669039973	27428.4719754522	56976.6201421781	10210.605534073	15986.4614546174	14474.7748892198	15605.7848966931	16728.4156073505	114052.861355636	10775.1493644103	35119.3474105869	12983.1927874333	24873.4773340298	21956.06328957	31939.0312266916	28904.6065168145	28318.4521648014	25228.3377664328	162527.185933276	16745.6119542004	50048.6796793112	25743.5865265338	49997.4229785283	9823.88111899047	15833.1734428721	13700.6256749241	16212.3536863659	18651.5139771252	123037.006174624	11781.7083862751	38408.6824129037	12659.2756917625	24706.5155420266	20231.2238807344	28153.1087903731	26580.6759764162	27265.7969553228	28238.2279531112	174931.711077742	18199.6256705559	54972.3113176553	24058.7010776155	44475.0398670681
A01-0194	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	03/07/2022 12:00 AM	03/07/2022 11:59 PM	11.9	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	89798.12756	92794.71695	91296.422255	4045080.48755811	4180065.98892742	4112573.23824276	94535.114561	53238.3137651663	103376.997892143	40747.8132249898	83393.4988	115701.480346799	95544.15268	45468.1934072172	84055.67561	36583.7707227789	3700888.95188749	2012211.86218833	4089995.5759831	1530982.60102041	2988561.25785877	5384199.46816272	3441063.6605984	1945241.99536894	3120694.59635097	1325713.98422239	89571.279104	58881.9825023763	97576.8994964286	44135.3439414496	81806.96487	70184.1323201691	85042.095857	27706.0160693902	73645.5840192857	30823.2933142116	3528784.32031139	2280362.81275991	3869971.73601105	1681803.32400097	2951076.69125612	4972927.53069536	3065352.77485227	1511758.78164766	2736049.66007067	1194762.24341501	84607.443647	68887.6271350135	91776.8011007143	50633.4762517708	80220.43094	51163.3911464563	74540.039034	49611.2055771381	63235.4924285714	41988.8563338962	3356679.6887353	2697199.28947714	3649947.89603899	1951560.80977994	2913592.12465347	5131845.34353157	2689641.88910613	2186901.20649383	2351404.72379036	1665183.75712095
R01-0015	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	04/26/2022 09:00 AM	04/27/2022 08:30 AM	0.156	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	14	2120	1067	8.26733544	1251.9107952	630.08906532	1356.4	897.326494928128	3373.8722752471	3198.24040303419	451	2796.0134069431	795.2	1769.7169468899	1220.42857142857	1419.07097890309	1787.68915198576	1517.76603259061	2512.48927756331	2426.09485700464	298.56664293	1838.08711006488	829.737645376	1542.51903320279	906.549454622857	913.852024386774	1501.18810097277	964.947879109843	2953.87592920581	2143.56624717384	1108.33333333333	3027.0701619198	1170.4	987.595968855183	1585.84014424682	1518.59114917051	1913.40445583822	1505.43379394708	2223.26148824554	1429.20265086885	710.04828075	1987.40566333425	1199.98393761716	2043.57424709839	1146.2415319894	1225.16144038224	1645.97620194554	1487.00084097836	2533.87958316452	2295.41520350368	1765.66666666667	4138.02104880148	1545.6	1325.39978867859	1951.25171706506	2177.77728644212	2039.11975969068	1909.08611839752	1934.03369892776	1297.21365872751	1121.52991857	2564.20793546987	1570.23022985831	2829.38612539507	1385.93360935594	1753.83930944459
R01-0036	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	03/22/2022 09:00 AM	03/23/2022 08:15 AM	0.166	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	210326.425731182	79179.504364729	144752.965047956	132164.511367694	49754.6633444699	90959.5873560821	NA	NA	NA	NA	75321.5452935546	547043.598121406	48189.7731302306	167017.158015017	NA	NA	NA	NA	NA	NA	47118.6606187702	344608.779691816	29947.5337950603	105277.203372646	NA	NA	NA	NA	NA	NA	51804.9219660225	376614.755706039	33028.5156355828	115086.219657768	NA	NA	NA	NA	NA	NA	32406.3827624442	237251.310311358	20530.0885551791	72537.4922172333	NA	NA	NA	NA	NA	NA	28288.2986384904	206219.775891519	17867.258140935	63165.0448877666	NA	NA	NA	NA	NA	NA	17694.1049061181	129912.399764079	11112.6433152979	39803.0925777678	NA	NA
C01-0102	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	01/09/2022 07:00 AM	01/10/2022 07:00 AM	22.516	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	20975.10863	3495.122753	12235.1156915	1787756.57425483	297897.321521686	1042826.94788826	37097.0201644	22096.8312569067	35270.5913981429	16048.0552076774	46964.0364866667	114591.728836204	40512.741007	45471.2287213217	35604.2523734286	31915.9781296481	1913497.67965366	1063141.83686096	1592224.78870965	827703.233630209	2544487.87087944	3066339.15829474	2085813.80451426	1824739.03641177	1793140.26784248	1354578.82668596	32584.0527658	19348.6259150126	33430.7192845	13930.0903970004	30431.9317738333	82892.2696251995	25786.0036878	30900.6138661292	25597.1164311429	23953.739694729	1666726.83473201	962077.766246506	1452863.43744177	703012.500290455	1623138.34766859	2389532.90672627	1315548.02381651	1224654.92768778	1264495.02168804	942558.153450488	28071.0853672	24089.6667584794	31590.8471708571	17484.7843486969	13899.827061	52073.2372298874	11059.2663686	17159.3688875683	15589.9804888571	22378.691794759	1419955.98981036	1229349.91100124	1313502.0861739	833717.888454532	701788.824457749	1830027.93555212	545282.243118766	682920.191375738	735849.775533609	885899.397923852
A02-0410	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	03/19/2022 09:00 AM	03/21/2022 09:00 AM	NA	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	384	1076	730	NA	NA	NA	4992.95343887492	9695.01759970356	10045.5237575535	10209.6470787059	1759.91409558306	6011.87390443928	1860.54845734984	1814.97191336168	6443.23262467846	15339.2141250654	1295895.35912418	4811118.73246562	1295895.35912418	4811118.73246562	1295895.35912418	4811118.73246562	1295895.35912418	4811118.73246562	1295895.35912418	4811118.73246562	5009.71128267492	8715.64118071183	8565.09715216066	8219.59145072025	1931.58076224973	5209.87890052156	1908.74845734984	1452.92932941048	6046.64925567846	13829.1991619041	922519.61920656	5831997.08711889	922519.61920656	5831997.08711889	922519.61920656	5831997.08711889	922519.61920656	5831997.08711889	922519.61920656	5831997.08711889	5026.46912647492	7848.76814250403	7084.6705467678	6842.62784773974	2103.24742891639	4410.62148701829	1956.94845734984	1509.72483778871	5650.06588667846	12334.8172399804	549143.87928894	6852875.44177216	549143.87928894	6852875.44177216	549143.87928894	6852875.44177216	549143.87928894	6852875.44177216	549143.87928894	6852875.44177216
A03-0240	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	02/18/2022 06:00 AM	02/18/2022 02:00 PM	NA	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	696	1578	1137	NA	NA	NA	8625.539	13059.3361222486	6636.17071428571	9013.7190347694	735	1866.48062774571	1454.2410424	1915.22899798705	9225.490346	20017.0721154186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8186.4683249	11662.7392944985	7292.66879432143	8031.86774863887	1426.79484966667	1632.17774216454	1869.3179522	1249.11472231575	8956.43171871429	17949.7637520896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7747.3976498	10302.4818585283	7949.16687435714	7715.11545626812	2118.58969933333	2227.99496025091	2284.394862	817.315415116201	8687.37309142857	15908.9971524014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E01-0082	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	03/17/2022 08:25 AM	03/18/2022 08:25 AM	2.983	24-hr time-weighted composite	Princeton	24740	NA	-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	12494.190428406	9370.29378488659	10932.2421066463	141082.874401154	105808.214524206	123445.54446268	58255.823478153	49642.0623792436	49592.4828184664	35341.9178299244	22093.2029560209	67730.9872171313	37472.334086895	70063.4647087414	31668.3123973615	42694.8293003844	778873.645313018	618572.837833815	705404.245092332	446784.076775615	266780.640793223	908567.620253284	521881.114500299	989366.033074674	470797.856520285	585463.458626159	55602.3662744238	49427.0252889259	47814.2265097313	34826.223241486	17817.1418900838	65388.473515936	35211.7042084366	76638.64626067	30201.9889513197	45873.9931576749	761936.564681791	679762.91894973	695041.257417907	481660.017482583	216434.900347622	864016.347324605	492435.140537051	1079015.82136131	452433.57251469	632690.430706007	52948.9090706946	51583.5520162323	46035.9702009961	35844.2816356848	13541.0808241467	65060.7990633897	32951.0743299781	83421.6843782376	28735.665505278	49320.8872900907	744999.484050565	762084.212848734	684678.269743482	530929.614442236	166089.159902022	839014.814188217	462989.166573803	1170959.31060844	434069.288509095	682804.456303427
K01-0073	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	04/20/2022 06:22 AM	04/21/2022 06:23 AM	6.083	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	9680.50885945559	3226.58793535084	6453.54839740321	222909.679938489	74297.5079517561	148603.593945123	10912.1632757597	5200.92453880644	9817.8387074066	3872.3558381885	10027.2331433371	33641.8363876722	12322.2807822749	13085.5602177837	11947.4513276613	8039.25651966419	306590.952986878	130117.601723138	259824.880018443	106942.366523193	271220.529965281	875825.52942867	315867.243791203	323933.814945214	315939.867616093	201106.838771886	9268.4889996387	4017.59623705486	8370.5539798984	2912.3442640204	5667.21456089367	16378.725036562	8387.91050926596	9369.75250550858	9668.23413486991	6102.60922768024	268668.392101061	123466.754412531	227380.316600078	97424.3668812781	152277.880351878	399035.994860294	212306.175352229	220724.973810896	257479.814573276	161899.203106977	7624.81472351775	5770.30174466182	6923.2692523902	4053.37950625538	1307.19597845028	7916.83732997125	4453.54023625702	8440.9043138913	7389.01694207851	8336.21597858336	230745.831215243	189344.302290765	194935.753181713	135031.491928427	33335.2307384754	175215.52072098	108745.106913254	202811.840592149	199019.761530459	238595.699205257
A02-0155 b	higher ed dorm	upstream	Sewer Network	Dormitory	105612	OaklandE-02	08/10/2021 09:00 AM	08/11/2021 09:00 AM	11.84	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5016	10056	7536	224813.3800704	450702.4222464	337757.9011584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
H01-0119	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	02/04/2022 08:00 AM	02/05/2022 08:00 AM	NA	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8258.204833	8258.204833	8258.204833	NA	NA	NA	409392.1515813	281105.196665071	582335.046650929	416890.508582411	162612.708204333	1137830.87918758	296856.3841426	559576.311805055	350796.098359	419403.76082893	4875696.88154708	4020311.01176839	5578046.15949664	3521138.1546173	2357274.52049108	8234415.15466491	3406172.53729076	3542760.99419873	3502618.18762448	2171171.10541657	418680.3785538	282250.204223608	573443.425163429	396193.756190848	164429.202379333	1147754.11647715	303268.9357976	563746.58867548	360458.109548286	423076.591810391	4735613.47261793	3798237.49750143	5566928.71784658	3526231.09032571	2452648.98902142	8022969.94200071	3470348.90107987	3471793.93734359	3414321.1940679	2007139.71600451	427968.6055263	283880.800075196	564551.803675929	379639.644058605	166245.696554333	1157681.81615337	309681.4874526	568254.293846978	370120.120737571	427001.746767059	4595530.06368879	3623701.93074845	5555811.27619653	3569574.65853886	2548023.45755176	7811915.31813812	3534525.26486899	3408305.188431	3326024.20051132	2052064.75361465
F01-0012	not institution specific	wwtp	WWTP	WWTP	16166	WestonWWTP-01	10/04/2021 10:00 AM	10/05/2021 10:00 AM	NA	24-hr time-weighted composite	Weston	26452		-80.45991	39.06224	10364	Lewis	2.5	Complete	paused	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	30917.42858	37105.88291	34011.655745	NA	NA	NA	NA	NA	NA	NA	46809.53453	145863.255811904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47391.29218	56439.3058699371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47973.04983	108794.709552521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0218	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	01/12/2021 12:00 AM	01/12/2021 11:59 PM	7.288	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	41088	61632	51360	1133538.54127104	1700307.81190656	1416923.1765888	68932.2	51689.668397275	62267.3571428571	35590.8515113079	110674	291959.295992372	104314.8	95780.1739253441	86452.2857142857	69054.2402341709	2390578.08248856	1588813.26776204	2237538.00252146	1092901.4748047	3162926.4290356	8533900.3253414	3309173.78808571	3096186.68646556	2885944.09009721	2084939.63632699	70211.1	50400.8733371264	63718.5	34755.5270172077	118305	281147.756090492	105850.2	92564.7500818073	86213.5714285714	69232.6775564063	2425446.27833551	1459214.38509915	2276897.42948182	998496.957096195	3378091.177557	8254687.62251085	3322118.90002246	2788224.45033299	2837880.15745562	1958390.0481417	71490	50431.2615426682	65169.6428571429	35287.7755007027	125936	270340.019603807	107385.6	93004.065606362	85974.8571428571	71569.2796319367	2460314.47418246	1391350.90472391	2316256.85644217	974888.303494773	3593255.9260784	7975572.47267461	3335064.0119592	2603896.53083494	2789816.22481402	1928206.3859553
J01-0020	not institution specific	wwtp	WWTP	WWTP	33432	AlpineLakeWWTP-01	04/01/2022 07:30 AM	04/02/2022 07:30 AM	0.188	24-hr time-weighted composite	Alpine Lake	26764	NA	-79.50179	39.45709	700	Preston	0.15	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	133	1233	683	94.65039164	877.47317964	486.06178564	3331.3462000154	2846.84856018808	6289.86242677062	7640.57744220037	1429.73550555607	7625.18391271171	1824.98025986701	2488.76810199112	2903.78017616698	3481.41969511949	1838.49318526067	1515.1585077217	4241.90173304908	4538.68479278104	1227.40303456195	6062.09515212039	1199.29573233035	1744.65437589279	1737.93901781056	1973.32144981574	3449.17892923243	2722.64882443479	6624.7262107016	8968.56186740948	2179.31212788324	10998.9719477219	2100.95675499663	3105.98781673728	2958.56512505774	3585.76512251689	1944.09557414234	1535.93736484432	4104.9234849863	4539.95943347034	1822.23377101691	8753.28619377373	1472.22445808773	2604.77123250001	1858.53101725868	2224.72408178157	3567.01165844947	3095.76873162914	6959.58999463258	10460.461470055	2928.8887502104	14552.6644443726	2376.93325012624	4285.1087188077	3013.3500739485	4011.75955733332	2049.69796302401	1806.86474656594	3967.94523692353	4992.16877382604	2417.06450747187	11613.7233059222	1745.15318384512	3650.7438889535	1979.1230167068	2689.86798983463
A02-0151 c	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	08/09/2021 09:00 AM	08/10/2021 09:00 AM	11.943	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	13752	9168	11460	621716.25321576	414477.50214384	518096.8776798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
H01-0161	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	03/18/2022 08:00 AM	03/19/2022 08:00 AM	2.2	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	18554.6082258225	15461.6019688547	17008.1050973386	154520.958953044	128762.705959629	141641.832456336	34696.3365389382	42817.916652825	29908.3265231287	29370.7822444789	34049.816429615	98348.658196861	27937.8446526825	33231.7784889026	26125.1868201153	19785.8468488141	355638.935255413	451598.206183696	301678.928226506	309222.458129941	308742.742543033	985275.142516814	265144.680446882	312071.291339285	257116.82634914	183692.563969314	34611.1143710567	44730.5810975901	28840.6219701526	30779.9696119758	34823.7098846584	111325.471606564	27395.4727426171	36592.261902914	25472.5647824151	22064.2598853394	354814.153391817	471240.247236175	292325.929671694	323944.005214582	316651.917442932	1104958.69830784	260128.302886556	341571.296406709	250622.267863797	205286.202323089	34525.8922031751	46800.0348214796	27772.9174171765	32355.4219182204	35597.6033397019	124317.435227268	26853.1008325517	41030.9755706991	24819.9427447149	25018.2189792499	353989.371528221	492489.110214413	282972.931116883	340032.936712273	324561.092342832	1224727.35715407	255111.925326229	383577.551566778	244127.709378454	234808.748826526
E01-0022	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	12/14/2021 07:40 AM	12/15/2021 07:40 AM	1.985	24-hr time-weighted composite	Princeton	24740	NA	-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	91314.74733	40559.77508	65937.261205	686142.559015554	304767.725698382	495455.142356968	321922.719414	327508.353572238	261220.931852143	231109.499232832	101546.019903333	150496.984146605	151521.546362	166494.147942806	300227.55593	485318.469646684	2109974.89902752	2119184.91724896	1728422.85948982	1493635.24531947	786609.311176061	1768281.97960251	1035159.86871513	1007461.38478075	1951560.75437678	3049012.20463472	305396.87589555	360357.258836988	247074.592427893	250419.097601454	74856.1733435	55711.5036067565	104463.7251121	83997.8124003306	278983.247137214	538171.264866952	1988544.4342806	2335975.55464147	1624719.27706099	1619932.81758167	552628.968763574	280744.925663933	702067.660860964	440099.355458106	1791995.00180908	3398395.39524538	288871.0323771	397601.765667841	232928.253003643	272992.060507921	48166.3267836667	231536.147011867	57405.9038622	74791.6520258465	257738.938344429	598480.33698356	1867113.96953367	2583094.15183222	1521015.69463217	1769054.27814079	318648.626351086	1404731.83156615	368975.453006799	452599.777137097	1632429.24924138	3799486.83629048
