Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci
A02-0108	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	09/13/2021 10:00 AM	09/15/2021 10:00 AM	NA	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	245716.6016	245716.6016	245716.6016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E02-0014	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	11/22/2021 08:00 AM	11/23/2021 08:00 AM	0.116	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	111690.3032	20285.20245	65987.752825	49044.0565138122	8907.38575192552	28975.7211328689	68484.334156	63083.8488203258	30909.4274901459	29890.848702365	60003.253091	23593.1888941423	26980.1276469455	13444.1269100064	51522.172026	32265.885991202	23050.8278037451	15082.8149455326
A02-0459	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	04/20/2022 09:00 AM	04/22/2022 09:00 AM	NA	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	64473.7013429404	64473.7013429404	64473.7013429404	NA	NA	NA	164396.592378616	343543.281427801	NA	NA	158944.879177026	343091.860048074	NA	NA	153493.165975437	343386.636553324	NA	NA
N03-0008	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	04/04/2022 07:30 AM	04/05/2022 07:30 AM	0.45093	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	17059.2618919909	795	8927.13094599545	29119.391210872	1357.0291703835	15238.2101906278	16926.5445480108	44454.6668524318	28457.0948407173	70022.733204693	16249.843689657	48207.5038567389	27259.1896091032	75972.9503153926	15573.1428313032	53008.8143360516	26061.2843774892	83859.3385770818
H01-0050	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	11/24/2021 08:00 AM	11/25/2021 08:00 AM	1.6	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	104611.3372	86659.41373	95635.375465	633594.883120403	524866.258124287	579230.570622345	61738.358944	61564.0770366861	331504.307692771	390046.810108604	55671.990592	49601.5312213676	308372.80163873	321292.638684152	49605.62224	44598.7845314077	285241.295584688	295248.253292322
A02-0104	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	09/13/2021 10:14 AM	09/13/2021 10:14 AM	NA	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8454.800919	27065.43341	17760.1171645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A02-0091	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	09/08/2021 09:09 AM	09/10/2021 09:09 AM	NA	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	9018.759057	15033.07253	12025.9157935	NA	NA	NA	16217.8668144	24352.617614888	NA	NA	16322.1364821	28124.4397812938	NA	NA	16426.4061498	32913.0366127767	NA	NA
A02-0487	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	04/30/2022 09:00 AM	05/02/2022 08:00 AM	NA	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	71987.4197244645	92910.1797938346	82448.7997591496	NA	NA	NA	386130.239803344	1327668.6588257	NA	NA	400069.014160218	1369041.21240468	NA	NA	414007.788517093	1410514.22010995	NA	NA
G01-0047	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	01/10/2022 09:00 AM	01/11/2022 08:00 AM	1.252	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	37832.90617	7091.068989	22461.9875795	179302.752803915	33606.9395339864	106454.846168951	25417.0764662	34219.8762526877	114529.786887466	147965.959542003	16979.0877776	14381.6113151954	78612.1035204119	55271.7162031059	8541.099089	6702.33218264763	42694.4201533581	46039.7513562388
L01-0030	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	02/14/2022 09:00 AM	02/15/2022 09:00 AM	0.282	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	394145.3218	412267.0931	403206.20745	420744.463211772	440089.193483451	430416.828347612	250825.6274	251631.396909373	286857.23610943	242579.174603205	254620.985824	296379.909664232	289321.413517087	294158.565753069	258416.344248	344848.086288179	291785.590924745	350830.701324944
A03-0027	k12	upstream	Sewer Network	K-12 School	105612	UniversityHS-01	09/24/2021 06:00 AM	09/24/2021 02:00 PM	NA	8-hr time-weighted composite	University High	26508		-79.92615	39.68782	1310	Monongalia	-1	Complete	inactive	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	171	457	314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A03-0081	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	11/12/2021 06:00 AM	11/12/2021 02:00 PM	NA	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	7368.669463	1788	4578.3347315	NA	NA	NA	2634.2472788	5006.51121909958	NA	NA	3291.691488	3347.69397640179	NA	NA	3949.1356972	5559.07330181815	NA	NA
H01-0098	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	12/20/2021 08:00 AM	12/21/2021 08:00 AM	NA	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	11592.24529	23187.69906	17389.972175	NA	NA	NA	13254.9270596	11917.730992398	169671.476639477	348084.497947731	15186.3604498	8996.36960667501	174735.308333301	276161.771912086	17117.79384	9866.03403987596	179799.140027125	220325.253219386
A1074	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	06/20/2021 12:00 AM	06/20/2021 11:55 PM	7.122	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2652	10853.75	6752.875	71497.09793304	292613.735554575	182055.416743807	2209.45	2896.08823132352	73535.290623898	78795.5033806729	3185.625	3995.29294329791	106467.881797861	90827.2671451529	4161.8	7163.37183653617	139400.472971824	184641.11447343
A01-0044	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	09/23/2021 12:00 AM	09/23/2021 11:55 PM	9.101	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	63778.55927	96913.09035	80345.82481	2197236.19201693	3338754.46599166	2767995.3290043	195683.931414	223690.731222439	6003089.6677035	6214255.74949474	312328.489276	654447.543008687	9089214.13249725	17726983.122396	428973.047138	1343875.82401175	12175338.597291	37187442.0230546
A02-0055	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	08/27/2021 10:18 AM	08/27/2021 10:18 AM	NA	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8191.112801	9829.692543	9010.402672	NA	NA	NA	14090.4302602	7795.07258036247	NA	NA	14561.8149156	9920.83437913507	NA	NA	15033.199571	12610.4839400067	NA	NA
A03-0342	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	05/02/2022 06:00 AM	05/02/2022 02:00 AM	NA	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2550	1498	2024	NA	NA	NA	36600.9721503616	143774.004792927	NA	NA	38950.9155234606	146444.101391724	NA	NA	41300.8588965596	149278.721697096	NA	NA
P01-0057	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	04/21/2022 10:06 AM	04/22/2022 10:06 AM	0.241	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1637	144	890.5	1493.40859697	131.36886864	812.388732805	2396.92362473905	3698.81172138517	2457.12630166116	4129.33826436817	2585.87439801469	2590.28551883365	2642.25629582476	2788.44819327951	2774.82517129033	3236.26977007382	2827.38628998837	3144.11470826191
A01-0126	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	12/14/2021 12:00 AM	12/15/2021 12:00 AM	7.2	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	9999.228213	20000.84314	15000.0356765	272528.484982361	545122.019740229	408825.252361295	44214.6525748	66068.7870229095	1696849.64095076	3037785.18072044	47860.4206134	60826.0872941022	1787412.18133188	2735125.01691981	51506.188652	57522.3228393919	1877974.721713	2477219.74068044
B01-0136	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	04/10/2022 07:00 AM	04/11/2022 07:00 AM	10.793	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	36671.4233905076	19554.097764194	28112.7605773508	1498245.11181023	798900.852009099	1148572.98190966	19576.5862204135	23523.8662625409	733387.534120215	977495.45172153	17349.7003773227	16583.6279678722	670729.421618945	759035.053297941	15122.814534232	12792.9615166181	608071.309117675	710114.817151167
G01-0117	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	04/11/2022 09:00 AM	04/12/2022 08:00 AM	1.427	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1790	1335	1562.5	9669.1863253	7211.37639345	8440.281359375	2425.97593159974	3519.74515106722	18562.4803421604	36174.3372481909	3614.81653516367	3288.85101647139	27047.4368670691	33970.4564241843	4803.65713872761	5223.90049753072	35532.3933919777	45283.438516216
A1059	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	05/30/2021 12:00 AM	05/30/2021 11:55 PM	8.082	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	3491.25	6982.5	5236.875	106810.197938325	213620.39587665	160215.296907488	3165.95	4200.84479290701	89279.203360915	120021.964885747	3352.875	4786.15982486928	95602.2138681795	140506.724675693	3539.8	5835.26749392182	101925.224375444	174086.077141722
A02-0427	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	03/28/2022 09:00 AM	03/30/2022 09:00 AM	NA	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2800.55886134505	1031	1915.77943067252	NA	NA	NA	2033.91177226901	1301.4124280271	NA	NA	2183.58100667447	591.929461529735	NA	NA	2333.25024107993	1455.65659448353	NA	NA
R01-0032	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	03/30/2022 09:00 AM	03/31/2022 08:30 AM	0.117	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	22763.1115168333	35776.1574536562	29269.6344852448	10081.6220661315	15845.0086298374	12963.3153479845	50828.4648265689	121510.650552805	27957.7853986552	63641.9858635069	36760.8124930411	69783.2038789698	20241.445646307	36195.5091295506	22693.1601595133	26946.2924350775	12525.1058939588	13159.5289616994
B01-0142	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	04/17/2022 07:00 AM	04/18/2022 07:00 AM	8.8	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	35085.0303098559	37785.0953489542	36435.0628294051	1168738.77635004	1258682.28450699	1213710.53042851	16805.1237780601	21186.1838354088	606497.939894668	674865.234457357	16831.2721000984	21621.7764583962	607991.479191011	680340.077035448	16857.4204221368	22640.7973453146	609485.018487354	714653.028485278
A02-0416	higher ed dorm	upstream	Sewer Network	Dormitory	105612	OaklandE-02	03/21/2022 09:00 AM	03/23/2022 09:00 AM	NA	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	318	1642	980	NA	NA	NA	3891.03801548779	6560.4634241068	NA	NA	3964.73801548779	6339.6623729156	NA	NA	4038.43801548779	6174.51206521865	NA	NA
A02-0332	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	02/05/2022 09:00 AM	02/07/2022 09:00 AM	NA	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	41142.91169	48861.70104	45002.306365	NA	NA	NA	593254.83595	1261584.83479764	NA	NA	604557.002724	1308542.83111042	NA	NA	615859.169498	1356272.76047117	NA	NA
B01-0166	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	04/24/2022 07:00 AM	04/25/2022 07:00 AM	8.332	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	21833.3103507757	32754.2293444276	27293.7698476017	688623.397082636	1033069.57660601	860846.486844323	22908.7952300906	19824.809363453	904234.203516317	725312.910709999	26741.5174730122	22443.373633687	1058641.17932465	884120.582070842	30574.2397159338	25939.6080900105	1213048.15513299	1070398.73192285
A02-0318	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	01/29/2022 09:00 AM	01/31/2022 09:00 AM	NA	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	671699.2342	635786.3331	653742.78365	NA	NA	NA	1471760.72078	2050311.50378108	NA	NA	1498686.95742	2204269.74996962	NA	NA	1525613.19406	2368619.07434017	NA	NA
L01-0062	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	03/22/2022 09:00 AM	03/23/2022 09:00 AM	0.287	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	702	5286.54964640736	2994.27482320368	762.66169434	5743.37451644098	3253.01810539049	8217.2198749125	18033.9407899529	9308.18302500904	22190.7063178528	7687.86925472021	14673.1398088313	8541.26814473397	18727.538130029	7158.51863452791	12492.2577634871	7774.35326445889	16242.7670117695
G02-0011	higher ed dorm	upstream	Sewer Network	Campus	26868	PotomacState-01	10/12/2021 09:25 AM	10/13/2021 09:25 AM	NA	48-hr time-weighted composite	WVU Keyser	26726		-78.98272	39.43807	1193	Mineral	-1	Complete	discontinued	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	209	3612.5	1910.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R01-0042	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	03/28/2022 09:00 AM	03/29/2022 08:30 AM	0.169	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	6759.41697321831	6759.41697321831	6759.41697321831	4324.23081817577	4324.23081817577	4324.23081817577	144270.184351131	224591.427035967	81733.6318121226	124981.343736215	111159.355195239	201161.348138157	62662.4164582329	109675.386453595	78048.526039347	191411.922197444	43591.2011043433	102737.983061772
K01-0063	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	04/04/2022 06:00 AM	04/05/2022 06:00 AM	5.186	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	9144.05236020683	2315	5729.52618010341	179508.137851795	45446.0804419	112477.109146847	8605.25123868138	7832.91776315161	178167.387681082	172535.927830146	7330.61479568109	4714.23831761047	151937.543281614	109677.777455304	6055.9783526808	4766.59487307975	125707.698882145	104559.805644478
N03-0032	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	03/07/2022 07:30 AM	03/08/2022 07:30 AM	0.74587	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	69096.72931	73707.23337	71401.98134	195089.347044123	208106.753737489	201598.050390806	67098.750786	24608.0016125678	154951.084618442	82111.3964623843	66335.213688	33243.5719020447	154313.683503422	99514.3215173496	65571.67659	42544.154574991	153676.282388401	117817.176535456
E02-0119	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	05/03/2022 08:00 AM	05/04/2022 12:00 AM	0.118	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	22136.0074728727	13833.6355984211	17984.8215356469	9887.67595765067	6179.18593861307	8033.43094813187	24386.8169589877	45225.8913651684	9282.31413444731	15412.6152645476	17693.9717033401	26423.9937776343	6788.13602331989	8911.44245014433	11001.1264476925	9793.54460220712	4293.95791219246	3412.55982860526
C01-0046	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	11/25/2021 07:00 AM	11/26/2021 07:00 AM	5.489	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	200094.7398	106598.302	153346.5209	4157591.6125059	2214911.8299939	3186251.7212499	132696.560258	102370.754527772	2930892.10106721	2117916.70104159	102872.442537	62770.4331472332	2271073.60984235	1234735.99590019	73048.324816	49504.8751570856	1611255.11861749	990619.285592891
A01-0202	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	03/15/2022 12:00 AM	03/16/2022 12:00 AM	10.6	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	28157.0475921035	30973.794311285	29565.4209516943	1129811.27697162	1242834.21367314	1186322.74532238	29282.5667224824	20765.7777420408	1252650.21147352	881861.536388563	31204.286548309	30757.2161549478	1322814.13261852	1222276.360174	33126.0063741356	42450.6745617579	1392978.05376353	1663410.18949051
