Sample ID	type	category	group	level	county_population	Location	status	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	flua	flub	flua.load	flub.load	flua.loadcap	flub.loadcap	flua.day5.mean	flua.day5.ci	flua.load.day5.mean	flua.load.day5.ci	flua.loadcap.day5.mean	flua.loadcap.day5.ci	flub.day5.mean	flub.day5.ci	flub.load.day5.mean	flub.load.day5.ci	flub.loadcap.day5.mean	flub.loadcap.day5.ci
H01-0462	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	active	01/12/2023 08:00 AM	01/13/2023 08:00 AM	01/25/2023	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	NA	NA	3.4	2427.41636931896	2852	31241.8050751845	36706.363688	2.60348375626538	3.05886364066667	2017.11575689912	3133.91644277102	17575.9041096897	26014.9257990303	1.46465867580748	2.16791048325252	1516.90903645605	2005.7965685823	14904.9000051204	25686.8478078202	1.2420750004267	2.14057065065168
N03-0243	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	active	01/12/2023 07:30 AM	01/13/2023 07:30 AM	01/18/2023	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	NA	NA	0.72895	1385	2700	3821.7338480075	7450.31147265	2.06245755424042	4.02067537649757	4701.07431927473	9245.99932815897	10412.9610733121	19188.3458125002	5.61951488036273	10.3552864611442	1836.4	1487.44779104789	4345.06089040954	3986.58392320215	2.34487905580655	2.15142143723807
H01-0501	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	active	02/17/2023 08:00 AM	02/18/2023 08:00 AM	02/27/2023	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	NA	NA	1.8	1852	1318	12619.042776	8980.506684	1.051586898	0.748375557	1309.4	1067.51390388343	10799.8504382	8809.9568652003	0.899987536516667	0.734163072100025	2041.98022875637	1124.90158854961	16852.6545360996	10884.1944907117	1.4043878780083	0.90701620755931
C01-0343	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	active	01/25/2023 07:00 AM	01/26/2023 07:00 AM	02/01/2023	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	NA	NA	13.75	6165.13987071813	78	320891.754122708	4059.852225	6.41783508245416	0.0811970445	2881.143801561	3661.09974580437	134828.183878773	200309.898333735	2.69656367757546	4.00619796667471	1094.2	1902.78698120496	48009.806902632	87486.6793426198	0.96019613805264	1.7497335868524
Q01-0227	not institution specific	wwtp	WWTP	WWTP	21809	MadisonWWTP-01	active	01/09/2023 08:00 AM	01/10/2023 08:00 AM	01/17/2023	24-hr time-weighted composite	Danville	25053		-81.8472888	38.102484	4555	Boone	0.5	NA	NA	0.412	2631.08456041664	10525.266174227	4103.41032800886	16415.0885053752	0.900858469376259	3.60375159283759	2295.84002123475	717.482080582401	3723.74673296779	1061.1060354481	0.817507515470427	0.232954124137892	3238.8532348454	7632.56389137253	5113.57535385904	11859.8934225917	1.12262905682965	2.60370876456459
A02-0904	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	active	01/07/2023 09:00 AM	01/09/2023 09:00 AM	01/09/2023	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	NA	NA	NA	1581	271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A02-0957	higher ed dorm	upstream	Sewer Network	Residential	105612	UPlace-01	active	01/16/2023 09:00 AM	01/18/2023 09:00 AM	01/18/2023	48-hr time-weighted composite	University Place Apartments	26505	Captures UPlace and associated dining	-79.9567559	39.64019	-1	Monongalia	-1	NA	NA	NA	1931	2320	NA	NA	NA	NA	1541.17894346714	1606.53728545903	NA	NA	NA	NA	2350.61542007327	1278.70886891947	NA	NA	NA	NA
M03-0218	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	active	02/23/2023 11:00 AM	02/24/2023 11:00 AM	03/01/2023	24-hr time-weighted composite	Mannington	26582		-80.32371	39.51814	1091	Marion	0.25	NA	NA	0.418	691	1119	1093.37025358	1770.59524422	1.00217255140238	1.62291039800183	1690.6	1816.94751643919	2052.526524364	2379.14238059194	1.88132587017782	2.18069879064339	1715	1189.61515769765	2110.219201092	1559.57495181059	1.93420641713291	1.42949124822235
R01-0190	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	active	01/30/2023 09:00 AM	01/31/2023 09:00 AM	02/01/2023	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	NA	NA	0.162	2411	2785	1478.51300862	1707.8634297	0.7037187094812	0.812881213564969	1433.76852878034	1833.03589622273	1077.87124472146	1442.05015340812	0.513027722380513	0.686363709380351	1797	1701.04685259025	1330.775270058	1228.24149614757	0.633400890079962	0.584598522678519
K01-0201	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	active	02/21/2023 06:30 AM	02/22/2023 06:30 AM	03/02/2023	24-hr flow-weighted composite	Parkersburg	26101	NA	-81.55739	39.28171	48050	Wood	15.5	NA	NA	6.578	381	763	9487.06267938	18999.02578574	0.197441470954839	0.395401160993548	1138.14339865074	2046.84279690914	35033.925541362	67629.2880826094	0.729113955075171	1.40747737945077	1558.31213291287	1316.10835994821	44346.7481919467	32969.0010694258	0.922929202746029	0.686139460341847
N02-0206	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	active	01/18/2023 07:00 AM	01/19/2023 07:00 AM	01/30/2023	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	NA	NA	13.08	153	1783	7575.5139084	88281.9692724	0.285890025979319	3.33164651190279	2160.2	2080.16419685736	87228.04299102	91826.4985826524	3.29187270703525	3.4654124304722	896	1225.77952923328	41298.83067082	63088.2401655011	1.55856406788512	2.38086799628278
M04-0135	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	active	11/18/2022 12:00 AM	11/19/2022 12:00 AM	12/14/2022	24-hr time-weighted composite	Mannington	26582		-80.32371	39.51814	1091	Marion	0.25	NA	NA	0.081	896	1617	274.72991616	495.80164557	0.251814771915674	0.454446971191567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O01-0189	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	active	12/14/2022 06:00 AM	12/15/2022 06:00 AM	12/21/2022	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	NA	NA	1.9	1741	1379	12521.757739	9918.152741	2.06255274897052	1.63369341805304	3504.00937299728	4669.89933461738	24304.5743324695	29511.0177385025	4.00338895280341	4.86098134384821	1624.6	1191.00886589431	11490.74075894	8246.46882446378	1.89272619979246	1.35833780669804
N03-0250	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	active	01/15/2023 07:30 AM	01/16/2023 07:30 AM	01/18/2023	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	NA	NA	0.6346	1921	1061	4614.666898306	2548.756678346	2.49037609190826	1.37547581130383	1853.68493272066	2319.17113569196	4771.17865644418	5566.91276790357	2.57484007363421	3.00427024711472	1434.8	1402.97494910044	3784.57714166262	4012.93197639413	2.04240536517141	2.16564057009937
A01-0444	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	12/23/2022 12:00 AM	12/24/2022 12:00 AM	12/28/2022	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	NA	NA	8	1233	2628	37339.28424	79584.45984	0.772622170170502	1.64675674226122	717.6	897.388078638962	21513.7720694	26054.8473594412	0.445161646858964	0.539125297124674	1628.6	2172.9536214723	49060.2763476	62481.9486958506	1.01515221709154	1.29287263482558
R01-0188	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	active	02/26/2023 09:00 AM	02/27/2023 09:00 AM	03/01/2023	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	NA	NA	0.197	501	1474	373.60861077	1099.19978498	0.177824184088529	0.523179336020942	1232.4	1462.6278903563	1077.084662678	1389.10922782457	0.512653337781057	0.661165743847963	3148.2763946414	6091.24499791409	2851.11970389388	5917.02056276387	1.35702984478528	2.8162877500066
O01-0263	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	active	02/22/2023 07:00 AM	02/23/2023 07:00 AM	03/01/2023	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	NA	NA	2.7	919	1190	9392.737833	12162.52233	1.54714838296821	2.00338038708615	2474.24031808973	4770.11281212112	18660.9001106901	33318.8041595793	3.07377699072477	5.48819043972645	1713.4	2041.98174217659	13932.29992566	16323.3160203509	2.29489374496129	2.68873596118447
Q01-0198	not institution specific	wwtp	WWTP	WWTP	21809	MadisonWWTP-01	active	12/05/2022 08:00 AM	12/06/2022 08:00 AM	12/08/2022	24-hr time-weighted composite	Danville	25053		-81.8472888	38.102484	4555	Boone	0.5	NA	NA	0.355	12212.6457095146	2828	16411.6042743151	3800.3245154	3.60298666834578	0.834319322810099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A02-0996	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	active	01/28/2023 09:00 AM	01/30/2023 09:00 AM	01/30/2023	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	NA	NA	NA	2108	1241	NA	NA	NA	NA	26187.2314809442	59943.041624164	NA	NA	NA	NA	1225	835.392469737093	NA	NA	NA	NA
M03-0163	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	active	12/12/2022 11:00 AM	12/13/2022 11:00 AM	12/14/2022	24-hr time-weighted composite	Mannington	26582		-80.32371	39.51814	1091	Marion	0.25	NA	NA	0.169	48	2503	30.70724592	1601.25492787	0.0281459632630614	1.46769470932172	3088.64543727636	5168.85415580378	3335.23494609141	4002.24537399218	3.05704394692155	3.66841922455745	1892.23900287002	1033.15230299307	2009.26682331139	1092.44771276769	1.84167444849806	1.0013269594571
H01-0426	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	active	12/07/2022 08:00 AM	12/08/2022 08:00 AM	12/09/2022	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	NA	NA	2	77503.8492679595	912	586767.692114853	6904.58784	48.8973076762378	0.57538232	33428.3150569975	59020.6564567511	236326.683813153	424807.740784743	19.6938903177627	35.4006450653953	1529.6569124788	1551.29778185171	10975.7558020709	11409.2379400831	0.914646316839241	0.950769828340262
H01-0500	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	active	01/25/2023 08:00 AM	01/26/2023 08:00 AM	01/30/2023	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	NA	NA	2.8	1436	1722	15220.376528	18251.732856	1.26836471066667	1.520977738	1129.8	1328.34162471456	9575.573136	11348.8745007327	0.797964428	0.945739541727723	1572.2	1586.92307995745	13306.0189828	13228.7770597486	1.10883491523333	1.10239808831238
K01-0200	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	active	01/03/2023 06:30 AM	01/04/2023 06:30 AM	01/17/2023	24-hr flow-weighted composite	Parkersburg	26101	NA	-81.55739	39.28171	48050	Wood	15.5	NA	NA	16.112	11094.9318297207	702	676685.727341213	42815.34919584	14.0829495804623	0.891058255896774	8759.50684216618	21705.6519387073	264837.294539159	600598.578944736	5.51170227969113	12.4994501341256	1265	1920.01395339696	30858.127820108	37892.7769539565	0.642208695527742	0.788611383016784
A01-0464	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	01/15/2023 12:00 AM	01/16/2023 12:00 AM	01/18/2023	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	NA	NA	12.9	2444.7649391368	1771	119382.245662526	86481.098319	2.47025007578476	1.78946156097914	6347.87940001935	11344.4416435996	303910.443671529	581043.361982605	6.28849618588662	12.0229134659536	1234.4	2079.03451507314	54308.6716044	81131.6360333945	1.12375168855322	1.67877081678105
R01-0191	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	active	01/25/2023 09:00 AM	01/26/2023 09:00 AM	02/01/2023	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	NA	NA	0.229	2625.8426439017	2493	2276.23503960729	2161.07921277	1.08340554003203	1.02859553201809	18488.2892737478	33516.3492831311	13489.2304454724	23581.8186083442	6.4203857427284	11.2240926265322	1801.55301295668	1945.6094063922	1405.9007455944	1470.09754998252	0.669157898902617	0.699713255584253
O01-0243	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	active	01/09/2023 07:00 AM	01/10/2023 07:00 AM	01/11/2023	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	NA	NA	1.8	9012.73503899573	2760	61410.4152191367	18805.91688	10.115370650492	3.09766379179707	4158.84056094139	6903.32561251083	30825.6095962371	47727.221779756	5.07751764062546	7.86150910554374	1816.2	1721.08649052678	14774.2281054	15176.5682127031	2.43357405788173	2.4998465183171
C01-0363	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	active	02/21/2023 07:00 AM	02/22/2023 07:00 AM	03/01/2023	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	NA	NA	9.203	413	1224	14387.73395899	42640.64495352	0.2877546791798	0.8528128990704	1253.12026306689	1718.73053661847	43090.1245524892	63800.7413802026	0.861802491049785	1.27601482760405	1308.4	781.85149146623	43631.05962592	26983.0764873365	0.8726211925184	0.539661529746729
A02-0939	higher ed dorm	upstream	Sewer Network	Dormitory	105612	Seneca-01	active	12/07/2022 09:00 AM	12/09/2022 09:00 AM	12/09/2022	48-hr time-weighted composite	WVU Seneca Hall	26505	Captures Seneca Hall and associated dining	-79.95614	39.6392	474	Monongalia	-1	NA	NA	NA	23788.3134931326	555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
N02-0250	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	active	02/15/2023 07:00 AM	02/16/2023 07:00 AM	02/27/2023	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	NA	NA	6.412	1432	2411	34757.57405344	58519.90994612	1.31170556470073	2.20846516514907	1135.8	573.910936260072	46975.544312038	32637.5999432713	1.77279584542373	1.23170050355767	1124.4	1883.0162330894	40669.792435316	67164.0725693342	1.53482498435037	2.53468460145423
A04-0247	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	active	01/10/2023 08:00 AM	01/11/2023 08:00 AM	01/11/2023	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	NA	NA	0.665	4785.48942133785	905	12046.5012744336	2278.15437325	6.02325063721682	1.139077186625	13225.0526212156	25387.6791337047	45367.840362175	91258.1068851812	22.6839201810875	45.6290534425906	990.2	518.225389224604	3237.149385568	2395.85252748448	1.618574692784	1.19792626374224
J01-0184	not institution specific	wwtp	WWTP	WWTP	33432	AlpineLakeWWTP-01	active	11/30/2022 07:30 AM	12/01/2022 07:30 AM	12/07/2022	24-hr time-weighted composite	Alpine Lake	26764		-79.50179	39.45709	700	Preston	0.15	NA	NA	0.221	1907.6382368803	912	1595.88362167746	762.95695632	2.27983374525352	1.08993850902857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q01-0283	not institution specific	wwtp	WWTP	WWTP	21809	MadisonWWTP-01	active	02/23/2023 08:00 AM	02/24/2023 08:00 AM	03/06/2023	24-hr time-weighted composite	Danville	25053		-81.8472888	38.102484	4555	Boone	0.5	NA	NA	0.633	1220	2255	2923.3207266	5403.35101515	0.641782815938529	1.18624610650933	978.8	1550.88821717637	2362.173062364	3542.96629413367	0.51858903674292	0.777819164464034	1899.2	1433.91853105856	4525.134380986	3231.48221909266	0.993443332818002	0.709436272029124
M04-0156	not institution specific	wwtp	WWTP	WWTP	56072	FarmingtonWWTP-01	active	12/21/2022 12:00 AM	12/22/2022 12:00 AM	01/11/2023	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	NA	NA	0.084	2671	308	849.30972924	97.93612752	1.39231103154098	0.160551028721311	1789.2	2247.5554430321	1116.85115181	2578.53817690096	1.83090352755738	4.22711176541141	1444	2180.00173003909	1014.15676392	2639.88058912922	1.662552072	4.32767309693315
