epi_date	mean_abundance	location_id	target	cal_year	cal_month	cal_week	epi_year	epi_week	rolling_mean	rolling_mean_basis	abundance_fold_change	abundance_level	trend_slope	trend_level	spike_slope
2022.46	346.795025784885	MadisonWWTP-01	SARS-CoV-2	2022	11	46	2022	46	281.017527222034	245.97421437637	0.142467424622174	4	-13.3053	5	35.5798000000001
2022.47	22.1164760203842	MadisonWWTP-01	SARS-CoV-2	2022	11	47	2022	47	226.626004262478	191.574476334893	0.182965542164974	4	84.8379	7	-324.67852
2022.48	83.4788007250298	MadisonWWTP-01	SARS-CoV-2	2022	12	49	2022	48	190.901385094091	175.089581861833	0.0903069335372288	4	35.5798000000001	6	61.36232
2022.49	294.943098210287	MadisonWWTP-01	SARS-CoV-2	2022	12	49	2022	49	186.833350185147	188.942522072581	-0.0111630344736501	4	-324.67852	3	211.4643
2022.5	927.193460937615	MadisonWWTP-01	SARS-CoV-2	2022	12	51	2022	50	331.932958973329	236.694958546199	0.402365986213182	4	61.36232	2	632.2504
2022.51	507.156057583416	MadisonWWTP-01	SARS-CoV-2	2022	12	52	2022	51	453.192854364087	273.573431242836	0.656567497454874	5	211.4643	7	-420.0374
2022.52	855.057142621583	MadisonWWTP-01	SARS-CoV-2	2022	12	52	2022	52	646.087439838225	337.12084778718	0.916486162392698	5	632.2504	7	347.901
2023.01	916.434288636289	MadisonWWTP-01	SARS-CoV-2	2023	1	1	2023	1	801.460237444726	410.912224635913	0.950441455361559	5	-420.0374	3	61.3772000000002
2023.04	366.859354438234	MadisonWWTP-01	SARS-CoV-2	2023	1	4	2023	4	661.376710819881	424.775732338414	0.557002108333648	5	347.901	7	-549.5749
2023.05	301.023326295294	MadisonWWTP-01	SARS-CoV-2	2023	1	5	2023	5	609.84352799785	429.887462208138	0.418612035962525	4	61.3772000000001	7	-65.8361
2023.06	142.408625615566	MadisonWWTP-01	SARS-CoV-2	2023	2	6	2023	6	431.681398746346	422.890074559554	0.0207886746832445	4	-549.5749	3	-158.6147
2023.07	373.043733559728	MadisonWWTP-01	SARS-CoV-2	2023	2	7	2023	7	295.833759977205	428.042449202359	-0.308868172938268	4	-65.8360999999999	3	230.6351
2023.08	315.975287215682	MadisonWWTP-01	SARS-CoV-2	2023	2	8	2023	8	283.112743171568	425.474137654926	-0.334594707137801	4	-158.6147	3	-57.0683999999999
2023.09	491.817628946457	MadisonWWTP-01	SARS-CoV-2	2023	2	9	2023	9	330.811318834358	464.615900398765	-0.287989673727409	4	230.6351	7	175.8423
2023.1	291.32387101313	MadisonWWTP-01	SARS-CoV-2	2023	3	10	2023	10	368.040130183749	481.936322922773	-0.23633037669434	4	-57.0684000000001	3	-200.4937
2023.11	241.672771642925	MadisonWWTP-01	SARS-CoV-2	2023	3	11	2023	11	335.197389704549	477.49712904216	-0.298011717103009	4	175.8423	7	-49.6510999999999
2023.12	97.3443793550807	MadisonWWTP-01	SARS-CoV-2	2023	3	12	2023	12	280.539662739398	408.343038910282	-0.312980420853859	4	-200.4937	3	-144.32842
2023.13	326.602580310687	MadisonWWTP-01	SARS-CoV-2	2023	4	13	2023	13	239.235900580456	393.296915804221	-0.391716815039698	4	-49.6511	3	229.25822
2023.14	58.915724634569	MadisonWWTP-01	SARS-CoV-2	2023	4	14	2023	14	181.133863985815	326.951797638637	-0.445992145343659	4	-144.32842	3	-267.68688
2023.15	18.2759256321262	MadisonWWTP-01	SARS-CoV-2	2023	4	15	2023	15	125.284652483116	252.10526738829	-0.50304627197593	3	229.25822	7	-40.63979
2023.16	9.55116464590665	MadisonWWTP-01	SARS-CoV-2	2023	4	16	2023	16	103.336348805822	222.329584905596	-0.535210984855209	3	-267.68688	3	-8.724765
2023.17	272.630349331361	MadisonWWTP-01	SARS-CoV-2	2023	4	17	2023	17	89.8432910609908	219.963503491935	-0.591553645787948	3	-40.63979	4	263.079135
2023.18	460.044254132552	MadisonWWTP-01	SARS-CoV-2	2023	5	18	2023	18	190.125423435487	246.433139201684	-0.228490843190185	4	-8.72476499999991	5	187.414
2023.19	235.37996831634	MadisonWWTP-01	SARS-CoV-2	2023	5	19	2023	19	244.40143410654	234.961158764735	0.0401780251316257	4	263.079135	7	-224.6643
2023.2	183.151748986993	MadisonWWTP-01	SARS-CoV-2	2023	5	20	2023	20	287.801580191812	223.892530579011	0.285445206445813	4	187.414	7	-52.2283
2023.21	199.433076933742	MadisonWWTP-01	SARS-CoV-2	2023	5	21	2023	21	269.502262092407	199.527151244618	0.350704705656828	4	-224.6643	3	16.2814
2023.22	90.5801787718969	MadisonWWTP-01	SARS-CoV-2	2023	5	22	2023	22	177.136243252243	182.798510224515	-0.03097545469773	4	-52.2283	3	-108.85292
2023.23	207.82826435883	MadisonWWTP-01	SARS-CoV-2	2023	6	23	2023	23	170.248317262865	179.978134617507	-0.0540611078969095	4	16.2814	6	117.24812
2023.24	55.6937453195263	MadisonWWTP-01	SARS-CoV-2	2023	6	24	2023	24	138.383816345999	176.507248447877	-0.215987912321553	4	-108.85292	3	-152.13455
2023.25	15.974571038207	MadisonWWTP-01	SARS-CoV-2	2023	6	25	2023	25	92.519189872115	150.621581008504	-0.385750771883802	4	117.24812	7	-39.71918
2023.26	9.11393671740833	MadisonWWTP-01	SARS-CoV-2	2023	6	26	2023	26	72.1526293584929	146.471432015407	-0.507394524886579	3	-152.13455	3	-6.860633
2023.27	1.39852820496472	MadisonWWTP-01	SARS-CoV-2	2023	7	27	2023	27	20.5451953200265	145.064982229811	-0.858372468639751	3	-39.71918	4	-7.715409
2023.28	124.638949877094	MadisonWWTP-01	SARS-CoV-2	2023	7	28	2023	28	37.7814964594184	154.655630999076	-0.755705652517469	3	-6.86063299999999	5	123.240372
2023.29	32.3072252426012	MadisonWWTP-01	SARS-CoV-2	2023	7	29	2023	29	41.864660010517	134.62870399168	-0.689036150766895	3	-7.71540900000001	5	-92.33167
2023.3	42.7579542464316	MadisonWWTP-01	SARS-CoV-2	2023	7	30	2023	30	50.2756643927728	99.8548456678361	-0.496512522186323	4	123.240372	7	10.45072
2023.31	72.2906646417493	MadisonWWTP-01	SARS-CoV-2	2023	7	31	2023	31	67.9986985019689	86.2640703616202	-0.211737885577189	4	-92.33167	3	29.53271
2023.32	16.9851760259387	MadisonWWTP-01	SARS-CoV-2	2023	8	32	2023	32	41.0852550391801	72.416855948199	-0.432656188932463	4	10.45072	5	-55.30548
2023.33	51.1341408947433	MadisonWWTP-01	SARS-CoV-2	2023	8	33	2023	33	45.7919839522156	60.0586112782825	-0.237545075092766	4	29.53271	6	34.14896
2023.34	128.052950810517	MadisonWWTP-01	SARS-CoV-2	2023	8	34	2023	34	67.115733093237	63.1813422815009	0.0622714027537866	4	-55.30548	3	76.91886
2023.35	49.8808114515532	MadisonWWTP-01	SARS-CoV-2	2023	8	35	2023	35	61.513269795688	50.0190545392278	0.229796731712429	4	34.14896	6	-78.17219
2023.38	97.5930421007592	MadisonWWTP-01	SARS-CoV-2	2023	9	38	2023	38	81.6652363143932	53.5106626043305	0.526148852206217	5	76.91886	7	47.71223
2023.39	52.2156890683878	MadisonWWTP-01	SARS-CoV-2	2023	9	39	2023	39	81.9356233578043	56.5307557735123	0.449399043700661	4	-78.17219	3	-45.37735
2023.4	35.236737707558	MadisonWWTP-01	SARS-CoV-2	2023	10	40	2023	40	58.7315700820645	58.7076558560247	0.000407344249928912	4	47.71223	7	-16.97895
2023.41	340.940041713592	MadisonWWTP-01	SARS-CoV-2	2023	10	41	2023	41	131.496377647574	87.0027819817437	0.511404286763691	5	-45.37735	3	305.70326
2023.42	41.1748607319361	MadisonWWTP-01	SARS-CoV-2	2023	10	42	2023	42	117.391832305368	80.0474412196472	0.466528230218498	4	-16.9789500000001	4	-299.76514
2023.43	0.611991514581778	MadisonWWTP-01	SARS-CoV-2	2023	10	43	2023	43	104.490907916917	77.4061717423122	NA	2	305.70326	7	-40.5628685
2023.45	125.311113325574	MadisonWWTP-01	SARS-CoV-2	2023	11	45	2023	45	127.009501821421	84.2856016655741	0.506894407960275	5	-299.76514	3	124.6991085
2023.46	488.703566868133	MadisonWWTP-01	SARS-CoV-2	2023	11	46	2023	46	163.950383110056	118.986676851106	0.37788857919963	4	-40.5628685	4	363.3925
2023.47	236.39079333569	MadisonWWTP-01	SARS-CoV-2	2023	11	47	2023	47	212.754366260995	137.270478293585	0.549891636612274	5	124.6991085	7	-252.3128
2023.48	8.39543503463342	MadisonWWTP-01	SARS-CoV-2	2023	11	48	2023	48	214.700227141008	133.70891947191	NA	2	363.3925	7	-227.995365
2023.49	40.8912822167615	MadisonWWTP-01	SARS-CoV-2	2023	12	49	2023	49	193.595269363804	126.445447089097	0.531057652296428	5	-252.3128	3	32.495845
2023.5	24.1413142148416	MadisonWWTP-01	SARS-CoV-2	2023	12	50	2023	50	77.4547062004815	124.300488986037	-0.376875289612239	4	-227.995365	3	-16.74997
2024.01	222.581745498051	MadisonWWTP-01	SARS-CoV-2	2024	1	1	2024	1	74.0024442410718	134.716214269145	-0.450679009631128	4	32.495845	6	198.44039
2024.04	12.182174648405	MadisonWWTP-01	SARS-CoV-2	2024	1	4	2024	4	74.9491291445147	131.38008806748	-0.429524441283528	4	-16.74997	4	-210.39953
2024.08	104.118808096656	MadisonWWTP-01	SARS-CoV-2	2024	2	8	2024	8	90.7560106144883	137.120260599904	-0.338128368357611	4	198.44039	7	91.93663
2024.09	36.936603252652	MadisonWWTP-01	SARS-CoV-2	2024	2	9	2024	9	93.9548328739409	111.786640728159	-0.159516447923161	4	-210.39953	3	-67.1822
2024.1	20.6752889845552	MadisonWWTP-01	SARS-CoV-2	2024	3	10	2024	10	43.478218745567	110.078343082544	-0.605024771194421	3	91.93663	7	-16.26131
2024.11	17.4987304161918	MadisonWWTP-01	SARS-CoV-2	2024	3	11	2024	11	44.8073576875136	111.485571324345	-0.598088280346562	3	-67.1822	3	-3.17656
2024.12	4.86834355271327	MadisonWWTP-01	SARS-CoV-2	2024	3	12	2024	12	19.994741551528	101.448673843274	-0.802907807524251	3	-16.26131	4	-12.630386
2024.13	20.645973002385	MadisonWWTP-01	SARS-CoV-2	2024	3	13	2024	13	15.9220839889612	62.4438743544612	-0.745017679419123	3	-3.17655999999999	5	15.777626
2024.14	5.14039894586773	MadisonWWTP-01	SARS-CoV-2	2024	4	14	2024	14	12.0383614792893	43.1730081553093	-0.721160002657612	3	-12.630386	5	-15.505571
2024.15	27.7440584078999	MadisonWWTP-01	SARS-CoV-2	2024	4	15	2024	15	14.5996934772164	44.7853934364149	-0.674007698560366	3	15.777626	6	22.603661
2024.19	7.38466428431106	MadisonWWTP-01	SARS-CoV-2	2024	5	19	2024	19	15.2287736601158	41.9931752753773	-0.637351222901089	3	-15.505571	4	-20.359396
2024.2	46.1693909748529	MadisonWWTP-01	SARS-CoV-2	2024	5	20	2024	20	21.6096281532328	43.8288483387116	-0.506954232832392	3	22.603661	6	38.784726
2024.22	15.9591744654426	MadisonWWTP-01	SARS-CoV-2	2024	5	22	2024	22	24.3143220331265	26.6103007526609	-0.0862815772311328	4	-20.359396	4	-30.21022
2024.28	9.00218206206664	MadisonWWTP-01	SARS-CoV-2	2024	7	28	2024	28	19.6288529466682	26.345301370466	-0.25493913807823	4	38.784726	6	-6.956988
2024.3	18.3973074537579	MadisonWWTP-01	SARS-CoV-2	2024	7	30	2024	30	22.3820137390299	19.2018429835579	0.165617996053565	4	-30.21022	4	9.395128
2024.31	32.7275812755008	MadisonWWTP-01	SARS-CoV-2	2024	7	31	2024	31	19.0215613141919	18.8510911521286	0.00904298646097474	4	-6.956988	5	14.33027
2024.32	225.544205449284	MadisonWWTP-01	SARS-CoV-2	2024	8	32	2024	32	71.4178190601522	35.9235008575227	0.988052872224362	5	9.39512800000002	5	192.81662
2024.34	81.0607649170429	MadisonWWTP-01	SARS-CoV-2	2024	8	34	2024	34	89.4324647738963	41.2203370659269	1.16961992889238	5	14.33027	5	-144.48344
2024.37	111.817781439306	MadisonWWTP-01	SARS-CoV-2	2024	9	37	2024	37	112.787583270283	50.132790223143	1.24977669840959	5	192.81662	7	30.75704
2024.38	33.6237347428031	MadisonWWTP-01	SARS-CoV-2	2024	9	38	2024	38	113.011621637109	51.2142703681778	1.20664320363586	5	-144.48344	3	-78.19407
2024.39	12.9545388890748	MadisonWWTP-01	SARS-CoV-2	2024	9	39	2024	39	59.8642049970566	51.8654486967784	0.154221287991576	4	30.75704	6	-20.66919
2024.41	1.00948703811405	MadisonWWTP-01	SARS-CoV-2	2024	10	41	2024	41	39.8513855273244	49.6375677492963	NA	2	-78.19407	3	-11.945053
2024.42	1.96140916981884	MadisonWWTP-01	SARS-CoV-2	2024	10	42	2024	42	12.3872924599526	49.1856298230886	-0.748152204119225	3	-20.66919	4	0.951922
2024.43	14.0063456371899	MadisonWWTP-01	SARS-CoV-2	2024	10	43	2024	43	7.48294518354929	46.50537604495	-0.839095050509502	3	-11.945053	5	12.044941
2024.44	3.75876663718575	MadisonWWTP-01	SARS-CoV-2	2024	10	44	2024	44	5.18400212057703	45.4886753925952	-0.886037523057423	3	0.951922	5	-10.247583
2024.45	5.63048480427109	MadisonWWTP-01	SARS-CoV-2	2024	11	45	2024	45	6.33925156211629	45.2077006211123	-0.859774961455221	3	12.044941	5	1.871718
2024.47	0.983650426750339	MadisonWWTP-01	SARS-CoV-2	2024	11	47	2024	47	6.09481187634916	43.7565625355283	-0.86071090773183	3	-10.247583	5	-4.6468346
2024.49	0.160990038463227	MadisonWWTP-01	SARS-CoV-2	2024	12	49	2024	49	2.63347297666749	41.0426799324419	-0.935835745107232	3	1.871718	5	-0.8226604
2024.5	0.79286929107135	MadisonWWTP-01	SARS-CoV-2	2024	12	50	2024	50	1.89199864013889	22.3134019192575	-0.915207970215155	3	-4.6468346	5	0.6318793
2024.51	1.70974130054665	MadisonWWTP-01	SARS-CoV-2	2024	12	51	2024	51	0.911812764207784	15.7008166178828	-0.941925774537787	3	-0.8226604	5	0.9168717
2024.52	3.66057951540135	MadisonWWTP-01	SARS-CoV-2	2024	12	52	2024	52	1.58104503637054	6.68771645755739	-0.763589702642986	3	0.6318793	5	1.950839
2025.01	74.9902208402342	MadisonWWTP-01	SARS-CoV-2	2024	12	53	2025	1	20.2883527368133	10.1349236323433	1.00182591135345	5	0.9168717	5	71.32964
2025.02	318.714753984676	MadisonWWTP-01	SARS-CoV-2	2025	1	1	2025	2	99.7688239102145	35.6149415569768	1.80131932129116	6	1.95083900000003	5	243.72458
2025.06	2.6897375881974	MadisonWWTP-01	SARS-CoV-2	2025	2	5	2025	6	100.013822982127	35.7549624361504	NA	2	71.32964	7	-316.025062
2025.08	53.8628184764124	MadisonWWTP-01	SARS-CoV-2	2025	2	7	2025	8	112.56438272238	40.0800798783665	1.80848698565437	6	243.72458	7	51.173082
2025.09	49.5445022554564	MadisonWWTP-01	SARS-CoV-2	2025	2	8	2025	9	106.202953076185	43.0415929298887	1.46744940990408	5	-316.025062	3	-4.31831999999999
2025.11	10.5404925783826	MadisonWWTP-01	SARS-CoV-2	2025	3	10	2025	11	29.1593877246121	43.6067367583218	-0.331310024728062	4	51.173082	7	-39.00401
2025.12	16.2282492294736	MadisonWWTP-01	SARS-CoV-2	2025	3	11	2025	12	32.5440156349312	44.4898837937553	-0.268507515420863	4	-4.31832	5	5.68776
2025.13	14.9696518445089	MadisonWWTP-01	SARS-CoV-2	2025	3	12	2025	13	22.8207239769553	45.6553839119019	-0.500152621189411	3	-39.00401	4	-1.2586
2025.14	70.2774111824441	MadisonWWTP-01	SARS-CoV-2	2025	3	13	2025	14	28.0039512087022	51.4984190072336	-0.456217263586894	4	5.68775999999999	5	55.30776
2025.15	37.6786007690845	MadisonWWTP-01	SARS-CoV-2	2025	4	14	2025	15	34.7884782563777	54.5722299637347	-0.362524157808909	4	-1.2586	5	-32.59881
2025.16	6.78084498895168	MadisonWWTP-01	SARS-CoV-2	2025	4	15	2025	16	32.4266271962472	54.9948219377685	-0.410369448364779	4	55.30776	7	-30.897755
2025.17	7.47536820539643	MadisonWWTP-01	SARS-CoV-2	2025	4	16	2025	17	30.5530562864691	55.312720995268	-0.447630567856482	4	-32.59881	4	0.694523
2025.18	0.602825088171241	MadisonWWTP-01	SARS-CoV-2	2025	4	17	2025	18	13.1344097629009	49.1137713492628	NA	2	-30.897755	4	-6.8725429
2025.19	0.895317195167947	MadisonWWTP-01	SARS-CoV-2	2025	5	18	2025	19	3.93858886942173	22.6288182834705	-0.825948097683089	3	0.694522999999999	5	0.2924921
2025.21	2.38042464885824	MadisonWWTP-01	SARS-CoV-2	2025	5	20	2025	21	2.83848378439837	22.6030422051922	-0.874420276764942	3	-6.8725429	5	1.4851078
2025.22	0.487141130272228	MadisonWWTP-01	SARS-CoV-2	2025	5	21	2025	22	1.09142701561732	18.1550690930139	-0.939883070120769	3	0.2924921	5	-1.8932839
2025.23	1.38540955702391	MadisonWWTP-01	SARS-CoV-2	2025	6	22	2025	23	1.28707313283048	14.1418113681445	-0.908988099238142	3	1.4851078	5	0.8982689
2025.24	19.107550483491	MadisonWWTP-01	SARS-CoV-2	2025	6	23	2025	24	5.84013145491125	14.8557328602368	-0.60687692018594	3	-1.8932839	5	17.72214
2025.25	9.85158643857416	MadisonWWTP-01	SARS-CoV-2	2025	6	24	2025	25	7.70792190234023	14.3243442943286	-0.461900541905292	4	0.898268899999998	5	-9.255964
2025.27	0.681835861023052	MadisonWWTP-01	SARS-CoV-2	2025	6	26	2025	27	7.75659558502793	13.1336929623714	-0.409412447264382	4	17.72214	6	-9.1697501
2025.28	1.83997513563631	MadisonWWTP-01	SARS-CoV-2	2025	7	27	2025	28	7.87023697968103	7.43057329180409	0.0591695513402567	4	-9.255964	5	1.1581391
2025.29	1.68415974401787	MadisonWWTP-01	SARS-CoV-2	2025	7	28	2025	29	3.51438929481275	4.4310365397152	-0.206869710210372	4	-9.1697501	5	-0.155815
2025.3	1.47556195949506	MadisonWWTP-01	SARS-CoV-2	2025	7	29	2025	30	1.42038317504297	3.98892962059382	-0.643918717515119	3	1.1581391	5	-0.208598
2025.31	2.5375672677175	MadisonWWTP-01	SARS-CoV-2	2025	7	30	2025	31	1.88431602671659	3.57744620912057	-0.473279005030854	4	-0.155814999999999	5	1.062005
2025.32	4.23285880802776	MadisonWWTP-01	SARS-CoV-2	2025	8	31	2025	32	2.48253694481445	3.87994901910862	-0.360162483427478	4	-0.208598	5	1.695292
2025.33	10.6528637819982	MadisonWWTP-01	SARS-CoV-2	2025	8	32	2025	33	4.72471295430953	4.69307790134447	0.00674079008064126	4	1.062005	5	6.420001
2025.34	5.78629366755271	MadisonWWTP-01	SARS-CoV-2	2025	8	33	2025	34	5.80239588132394	4.97690031956901	0.165865399897424	4	1.695292	5	-4.866566
2025.35	8.77279375190023	MadisonWWTP-01	SARS-CoV-2	2025	8	34	2025	35	7.36120250236963	5.66737137137134	0.298874208165473	4	6.420001	5	2.9865
2025.36	0.00324938597145993	MadisonWWTP-01	SARS-CoV-2	2025	9	35	2025	36	6.30380014685555	5.55219135711697	NA	2	-4.866566	5	-8.769544614
2025.37	0.435183365484083	MadisonWWTP-01	SARS-CoV-2	2025	9	36	2025	37	3.74938004272702	3.99616076394973	-0.0617544527860273	4	2.9865	5	0.431934014
2025.38	2.25540843028483	MadisonWWTP-01	SARS-CoV-2	2025	9	37	2025	38	2.86665873341005	3.36314592992562	-0.147625826193795	4	-8.769544614	5	1.8202246
2025.39	0.448682860553238	MadisonWWTP-01	SARS-CoV-2	2025	9	38	2025	39	0.785631010573304	3.3437165132198	-0.76504257838031	3	0.431934014	5	-1.8067251
2025.4	1.83893764271532	MadisonWWTP-01	SARS-CoV-2	2025	9	39	2025	40	1.24455307475927	3.34363005547639	-0.627783859425217	3	1.8202246	5	1.3902551
2025.41	25.4470368588269	MadisonWWTP-01	SARS-CoV-2	2025	10	40	2025	41	7.49751644809497	5.32386981504381	0.40828320536859	4	-1.8067251	5	23.608102
2025.42	1.83809536241745	MadisonWWTP-01	SARS-CoV-2	2025	10	41	2025	42	7.39318818112813	5.354080931954	0.380851032154633	4	1.39025509999999	5	-23.608945
2025.45	0.5013245753809	MadisonWWTP-01	SARS-CoV-2	2025	11	44	2025	45	7.40634860983504	5.18439404092596	0.428585202314645	4	23.608102	6	-1.3367704
2025.46	1.36436712010341	MadisonWWTP-01	SARS-CoV-2	2025	11	45	2025	46	7.28770597918207	4.94535306693226	0.473647256433975	4	-23.608945	4	0.8630424
2025.47	0.861521087929748	MadisonWWTP-01	SARS-CoV-2	2025	11	46	2025	47	1.14132703645778	4.12940784242655	-0.723609999300262	3	-1.3367704	5	-0.5028459
2025.49	0.302649970098793	MadisonWWTP-01	SARS-CoV-2	2025	12	48	2025	49	0.757465688378114	3.6724375343054	-0.793743070834456	3	0.8630424	5	-0.5588711
2025.5	7.58180093421066	MadisonWWTP-01	SARS-CoV-2	2025	12	49	2025	50	2.52758477808555	3.57318813283126	-0.292624769778694	4	-0.5028459	5	7.279151
2025.51	11.0715933626341	MadisonWWTP-01	SARS-CoV-2	2025	12	50	2025	51	4.95439133871823	4.49555013088648	0.102065641461607	4	-0.558871100000001	5	3.489789
2025.52	4.96690052388037	MadisonWWTP-01	SARS-CoV-2	2025	12	52	2025	52	5.98073619770588	4.87319322741951	0.227272533347266	4	7.279151	5	-6.104689
2026.01	27.0935321352093	MadisonWWTP-01	SARS-CoV-2	2026	1	1	2026	1	12.6784567389835	6.94303686949655	0.826067897562936	5	3.489789	5	22.126629
2026.02	19.3592453167404	MadisonWWTP-01	SARS-CoV-2	2026	1	2	2026	2	15.6228178346159	8.51891707417881	0.833897160704774	5	-6.104689	5	-7.73428
2026.05	1.58535545485309	MadisonWWTP-01	SARS-CoV-2	2026	2	5	2026	5	13.2512583576707	8.49778522519029	0.559377885709503	5	22.126629	6	-17.773895
2026.06	2.14167885968534	MadisonWWTP-01	SARS-CoV-2	2026	2	6	2026	6	12.5449529416219	6.55567205859516	0.913602881519098	5	-7.73428	5	0.556324
2026.07	12.9424592972152	MadisonWWTP-01	SARS-CoV-2	2026	2	7	2026	7	9.00718473212341	7.48103571982831	0.204002369384507	4	-17.773895	4	10.800781
2026.08	0.75128130586169	MadisonWWTP-01	SARS-CoV-2	2026	2	8	2026	8	4.35519372940373	7.50186544736837	-0.419451900336133	4	0.556324	5	-12.1911787
2026.09	0.316491024665203	MadisonWWTP-01	SARS-CoV-2	2026	3	9	2026	9	4.03797762185676	7.41454243941519	-0.455397598051209	4	10.800781	5	-0.4347903
2026.1	0.803786729308452	MadisonWWTP-01	SARS-CoV-2	2026	3	10	2026	10	3.70350458926254	7.40973124286341	-0.500183681718616	3	-12.1911787	5	0.4872957
2026.11	6.41001362932626	MadisonWWTP-01	SARS-CoV-2	2026	3	11	2026	11	2.0703931722903	7.9186782144657	-0.738543085573531	3	-0.4347903	5	5.6062273
2026.12	0.198220854709111	MadisonWWTP-01	SARS-CoV-2	2026	3	12	2026	12	1.93212805950216	7.30337987450724	-0.735447410281049	3	0.487295699999999	5	-6.2117931
2026.13	4.45026008242746	MadisonWWTP-01	SARS-CoV-2	2026	3	13	2026	13	2.96557032394272	6.75160210115669	-0.560760501061717	3	5.6062273	5	4.2520391
2026.14	0.918391159745335	MadisonWWTP-01	SARS-CoV-2	2026	4	14	2026	14	2.99422143155194	6.4142263208121	-0.53319055459009	3	-6.2117931	5	-3.5318688
