assay_id	sample_id	collection_start_datetime	collection_end_datetime	event_type	sample_flow	sample_qc	location_id	target	target_genetic_locus	lab_id	target_copies_per_l	target_copies_per_ld	target_copies_per_ldcap	target_copies_flownorm	target_copies_fn_per_cap	target_per_capita_basis	nc_copies_per_rxn	pc_copies_per_rxn	target_result_validated	z	is.outlier	is.extreme
mu6280	6674	12/09/2024 8:30	12/10/2024 8:30	Routine Surveillance	0.597	Pass	SRCM	SARS-CoV-2	N2	MUIDSL	8178.287745	8178.287745	113.587329791667	18482.0288110419	256.694844597804	100	0	NA	yes	-0.567315639878468	FALSE	FALSE
mu413	2314	08/21/2022 8:0	08/24/2022 8:0	Routine Surveillance	2.19	Pass	HRSB	SARS-CoV-2	N2	MUIDSL	20761.85644	6920.61881333333	24.0641844755845	172116.784380523	598.479725931095	100	0	NA	yes	NA	NA	NA
mu8962	7934	12/02/2025 8:30	12/03/2025 8:30	Routine Surveillance	0.715	Pass	SRCM	SARS-CoV-2	N1	MUIDSL	63789.31999	63789.31999	885.962777638889	172650.141795092	2397.91863604295	100	0	NA	yes	NA	NA	NA
mu6700	6889	02/12/2025 8:30	02/13/2025 8:30	Routine Surveillance	0.121	Pass	SRO	SARS-CoV-2	N1	MUIDSL	175543.5348	175543.5348	4334.40826666667	80405.0145001394	1985.30900000344	100	0	NA	yes	NA	NA	NA
mu752	2963	11/19/2022 9:0	11/20/2022 9:0	Routine Surveillance	0.816	Pass	DUN	SARS-CoV-2	N1	MUIDSL	129000	129000	1433.33333333333	398467.39824	4427.415536	100	0	NA	yes	NA	NA	NA
mu6930	3249_50	01/06/2023 5:0	01/07/2023 5:0	Routine Surveillance	1.201	Pass	DUN	SARS-CoV-2	del69/70	MUIDSL	12438.23692	12438.23692	138.202632444444	56547.675529624	628.307505884711	100	0	NA	yes	NA	NA	NA
mu7630	7162	04/22/2025 8:30	04/23/2025 8:30	Routine Surveillance	0.569	Pass	SRCM	SARS-CoV-2	N2	MUIDSL	23135.92285	23135.92285	321.332261805556	49832.4246641869	692.117009224818	100	0	NA	yes	-0.550748753397841	FALSE	FALSE
mu5227	6023	07/22/2024 8:30	07/23/2024 8:30	Routine Surveillance	0.127	Pass	SRO	SARS-CoV-2	N2	MUIDSL	983881.4735	983881.4735	24293.3697160494	472998.135612408	11678.9663114175	100	0	NA	yes	0.816119412694259	FALSE	FALSE
mu3246	5225	01/24/2024 8:30	01/25/2024 8:30	Routine Surveillance	1.2	Pass	SRCM	SARS-CoV-2	N1	MUIDSL	53559.45379	53559.45379	743.881302638889	243293.390365445	3379.07486618673	100	0	NA	yes	NA	NA	NA
mu1687	3890	04/23/2023 23:40	04/24/2023 23:40	Routine Surveillance	6.25	Pass	HSB	SARS-CoV-2	N1	MUIDSL	14789.6722	14789.6722	26.4101289285714	349906.081516262	624.832288421897	100	0	NA	yes	NA	NA	NA
mu4719	4022_23_42_43	05/16/2023 7:0	05/17/2023 7:0	Routine Surveillance	8.77225	Pass	CSB	Influenza Virus B (FluB)	NEP/NS1	MUIDSL	0	0	0	0	0	100	0	NA	yes	-0.286678759755547	FALSE	FALSE
mu7315	6997	03/11/2025 0:0	03/12/2025 0:0	Routine Surveillance	8.54	Pass	HSB	SARS-CoV-2	N2	MUIDSL	325029.0155	325029.0155	580.40895625	10507343.4507153	18763.1133048488	100	0	NA	yes	-0.00812149402954346	FALSE	FALSE
mu3717	5635	04/23/2024 0:0	04/24/2024 0:0	Routine Surveillance	6.89	Pass	HSB	SARS-CoV-2	N2	MUIDSL	0	0	0	0	0	100	0	NA	yes	-0.308841291220283	FALSE	FALSE
mu7082	5099_5112_16_25	12/27/2023 9:15	12/28/2023 9:15	Routine Surveillance	1.367	Pass	PRPSD	SARS-CoV-2	del69/70	MUIDSL	717915.0105	717915.0105	10255.9287214286	3714962.83607893	53070.8976582705	100	0	NA	yes	NA	NA	NA
mu6051	6535	10/29/2024 9:0	10/30/2024 9:0	Routine Surveillance	0.541	Pass	SRCM	SARS-CoV-2	N2	MUIDSL	91560.75716	91560.75716	1271.67718277778	187507.89811672	2604.27636273223	100	0	NA	yes	-0.477995160411681	FALSE	FALSE
mu5816	6391	10/02/2024 7:0	10/03/2024 7:0	Routine Surveillance	6.505	Pass	CSB	SARS-CoV-2	N1	MUIDSL	603765.9168	603765.9168	1219.72912484848	14867187.5119358	30034.722246335	100	0	NA	yes	NA	NA	NA
mu9151	8016	01/01/2026 0:0	01/02/2026 0:0	Routine Surveillance	8.257	Pass	HSB	Respiratory Syncitial Virus, Human (RSV)	G	MUIDSL	3995.621204	3995.621204	7.13503786428571	124887.65726136	223.013673681001	100	0	NA	yes	-0.360308942165013	FALSE	FALSE
mu3182	5176	01/14/2024 0:0	01/15/2024 0:0	Routine Surveillance	17.94	Pass	HSB	SARS-CoV-2	N1	MUIDSL	29039.19294	29039.19294	51.8557016785714	1972059.00916528	3521.53394493799	100	0	NA	yes	NA	NA	NA
mu2272	4418	08/01/2023 8:30	08/02/2023 8:30	Routine Surveillance	0.488	Pass	SRCM	SARS-CoV-2	N2	MUIDSL	583166.79	583166.79	8099.53875	1077272.39448454	14962.1165900631	100	0	NA	yes	-0.00780564590387013	FALSE	FALSE
mu5084	5940	07/02/2024 8:30	07/03/2024 8:30	Routine Surveillance	0.597	Pass	SRCM	SARS-CoV-2	N1	MUIDSL	112406.0988	112406.0988	1561.19581666667	254025.392763729	3528.1304550518	100	0	NA	yes	NA	NA	NA
mu1538	3750	04/03/2023 7:0	04/04/2023 7:0	Routine Surveillance	12.1	Pass	CSB	SARS-CoV-2	N2	MUIDSL	71664.86	71664.86	144.777494949495	3282498.62008046	6631.31034359689	100	0	NA	yes	-0.457096892759101	FALSE	FALSE
mu7094	5222_36_40_49	01/24/2024 9:30	01/25/2024 9:30	Routine Surveillance	3.028	Pass	PRPSD	SARS-CoV-2	del69/70	MUIDSL	33542.08469	33542.08469	479.172638428571	384466.803617697	5492.38290882425	100	0	NA	yes	NA	NA	NA
mu947	3176	12/28/2022 7:0	12/29/2022 7:0	Routine Surveillance	9.713	Pass	CSB	SARS-CoV-2	N2	MUIDSL	846020.1263	846020.1263	1709.13156828283	31106203.4786855	62840.8151084556	100	0	NA	yes	1.81939831331729	FALSE	FALSE
mu3194	5184	01/16/2024 8:30	01/17/2024 8:30	Routine Surveillance	0.737	Pass	PRPSD	SARS-CoV-2	N1	MUIDSL	1043166.947	1043166.947	14902.3849571429	2910276.35492549	41575.3764989356	100	0	NA	yes	NA	NA	NA
mu5092	5946	07/03/2024 7:0	07/04/2024 7:0	Routine Surveillance	6.435	Pass	CSB	SARS-CoV-2	N1	MUIDSL	678212.1181	678212.1181	1370.12549111111	16520645.8601415	33375.0421417	100	0	NA	yes	NA	NA	NA
mu7878	7363	06/15/2025 0:0	06/16/2025 0:0	Routine Surveillance	13.73	Pass	HSB	SARS-CoV-2	N2	MUIDSL	7945.811749	7945.811749	14.1889495517857	412973.071620698	737.45191360839	100	0	NA	yes	-0.297022016545812	FALSE	FALSE
mu5499	6185	08/22/2024 8:10	08/23/2024 8:10	Routine Surveillance	0.571	Pass	PRPSD	SARS-CoV-2	N1	MUIDSL	1025016.88	1025016.88	14643.0982857143	2215542.32334858	31650.6046192654	100	0	NA	yes	NA	NA	NA
mu7489	7094	04/06/2025 7:0	04/07/2025 7:0	Routine Surveillance	21.983	Pass	CSB	SARS-CoV-2	N1	MUIDSL	16321.02728	16321.02728	32.9717722828283	1358148.86701377	2743.73508487631	100	0	NA	yes	NA	NA	NA
mu8111	7498	07/23/2025 7:0	07/24/2025 7:0	Routine Surveillance	8.957	Pass	CSB	SARS-CoV-2	N1	MUIDSL	0	0	0	0	0	100	0	NA	yes	NA	NA	NA
mu8945	7929	12/02/2025 0:0	12/03/2025 0:0	Routine Surveillance	17.54	Pass	HSB	SARS-CoV-2	N1	MUIDSL	7595235.443	7595235.443	13562.9204339286	504293946.677947	900524.904782049	100	0	NA	yes	NA	NA	NA
mu5617	6268	09/09/2024 7:0	09/10/2024 7:0	Routine Surveillance	5.071	Pass	CSB	SARS-CoV-2	N1	MUIDSL	1704019.928	1704019.928	3442.4645010101	32710049.7776236	66080.9086416638	100	0	NA	yes	NA	NA	NA
mu6950	3439_40_63_64	02/06/2023 4:0	02/07/2023 4:0	Routine Surveillance	8.74	Pass	CSB	SARS-CoV-2	del69/70	MUIDSL	131891.346	131891.346	266.447163636364	4363557.04734066	8815.26676230436	100	0	NA	yes	NA	NA	NA
mu7650	7179	04/26/2025 8:0	04/27/2025 8:0	Routine Surveillance	1.348	Pass	DUN	SARS-CoV-2	N2	MUIDSL	114437.7589	114437.7589	1271.53065444444	583945.292164991	6488.28102405545	100	0	NA	yes	-0.408415330029825	FALSE	FALSE
mu3148	5145	01/08/2024 8:45	01/09/2024 8:45	Routine Surveillance	0.976	Pass	PRPSD	SARS-CoV-2	N1	MUIDSL	1159655.285	1159655.285	16566.5040714286	4284416.21529444	61205.9459327778	100	0	NA	yes	NA	NA	NA
mu7048	4753_54_73_74	10/10/2023 7:0	10/11/2023 7:0	Routine Surveillance	5.44	Pass	CSB	SARS-CoV-2	del69/70	MUIDSL	8000	8000	16.1616161616162	164741.0432	332.810188282828	100	0	NA	yes	NA	NA	NA
mu6386	6694	12/12/2024 0:0	12/13/2024 0:0	Routine Surveillance	8.02	Pass	HSB	Influenza Virus A (FluA)	M	MUIDSL	83900.36622	83900.36622	149.822082535714	2547130.22804866	4548.44683580118	100	0	NA	yes	-7.62858975449099e-05	FALSE	FALSE
mu4008	2385_86_16	08/31/2022 8:0	09/03/2022 8:0	Routine Surveillance	2.05	Pass	HRSB	Respiratory Syncitial Virus, Human (RSV)	G	MUIDSL	0	0	0	0	0	100	0	NA	yes	NA	NA	NA
mu8674	7781	10/15/2025 7:0	10/16/2025 7:0	Routine Surveillance	5.28	Pass	CSB	SARS-CoV-2	N1	MUIDSL	13776.48115	13776.48115	27.831275050505	275350.043812914	556.262714773563	100	0	NA	yes	NA	NA	NA
mu4471	4165_81_88_93	06/14/2023 10:0	06/15/2023 10:0	Routine Surveillance	0.58175	Pass	PRPSD	Influenza Virus A (FluA)	M	MUIDSL	210585	210585	3008.35714285714	463742.341101488	6624.89058716411	100	0	NA	yes	0.173167528793153	FALSE	FALSE
mu8122	7504	07/22/2025 7:45	07/23/2025 7:45	Routine Surveillance	0.741	Pass	PRPSD	SARS-CoV-2	N2	MUIDSL	0	0	0	0	0	100	0	NA	yes	-0.64691441339135	FALSE	FALSE
mu2496	4608	09/10/2023 23:40	09/11/2023 23:40	Routine Surveillance	5.94	Pass	HSB	SARS-CoV-2	N2	MUIDSL	256941.1039	256941.1039	458.823399821429	5777406.89923775	10316.7980343531	100	0	NA	yes	-0.143492110509066	FALSE	FALSE
mu415	2315	08/22/2022 9:0	08/25/2022 9:0	Routine Surveillance	2.13	Pass	HRSB	SARS-CoV-2	N2	MUIDSL	14590.07412	4863.35804	16.9107341701728	117638.648570875	409.049857682378	100	0	NA	yes	NA	NA	NA
mu3340	5308	02/13/2024 0:0	02/14/2024 0:0	Routine Surveillance	20.26	Pass	HSB	SARS-CoV-2	N1	MUIDSL	52833.24122	52833.24122	94.3450736071429	4051908.41764012	7235.55074578593	100	0	NA	yes	NA	NA	NA
mu786	2995	11/26/2022 9:0	11/27/2022 9:0	Routine Surveillance	1.28	Pass	DUN	SARS-CoV-2	N1	MUIDSL	1814000	1814000	20155.5555555556	8789419.1872	97660.2131911111	100	0	NA	yes	NA	NA	NA
mu8339	7615	08/26/2025 7:0	08/27/2025 7:0	Routine Surveillance	5.191	Pass	CSB	SARS-CoV-2	N1	MUIDSL	15651.85785	15651.85785	31.6199148484849	307559.997671621	621.333328629536	100	0	NA	yes	NA	NA	NA
mu6895	2765_66	10/21/2022 6:0	10/22/2022 6:0	Routine Surveillance	0.982	Pass	DUN	SARS-CoV-2	del69/70	MUIDSL	312273.0255	312273.0255	3469.70028333333	1160803.96765571	12897.8218628412	100	0	NA	yes	NA	NA	NA
mu2819	4885	11/08/2023 7:0	11/09/2023 7:0	Routine Surveillance	7.321	Pass	CSB	SARS-CoV-2	N2	MUIDSL	36549.80958	36549.80958	73.8379991515151	1012904.38348859	2046.27148179513	100	0	NA	yes	-0.642791803828504	FALSE	FALSE
mu6770	2238	08/11/2022 10:0	08/12/2022 10:0	Routine Surveillance	1.159	Pass	PRPSD	SARS-CoV-2	del69/70	MUIDSL	438982.0576	438982.0576	6271.17225142857	1925941.67489449	27513.4524984928	100	0	NA	yes	NA	NA	NA
mu5540	6209	08/27/2024 7:0	08/28/2024 7:0	Routine Surveillance	5.213	Pass	CSB	SARS-CoV-2	N2	MUIDSL	19821.32941	19821.32941	40.0430897171717	391141.078683227	790.183997339852	100	0	NA	yes	-0.693663576293625	FALSE	FALSE
mu5614	6266	09/08/2024 0:0	09/09/2024 0:0	Routine Surveillance	4.47	Pass	HSB	SARS-CoV-2	N2	MUIDSL	623476.696	623476.696	1113.35124285714	10549713.69153	18838.7744491606	100	0	NA	yes	-0.0069088592389843	FALSE	FALSE
mu6912	2994_95	11/25/2022 6:0	11/26/2022 6:0	Routine Surveillance	1.28	Pass	DUN	SARS-CoV-2	del69/70	MUIDSL	1118184.376	1118184.376	12424.2708444444	5417966.48800532	60199.6276445036	100	0	NA	yes	NA	NA	NA
mu7612	7148	04/21/2025 7:0	04/22/2025 7:0	Routine Surveillance	8.92	Pass	CSB	Influenza Virus A (FluA)	M	MUIDSL	0	0	0	0	0	100	0	NA	yes	-0.453043367718717	FALSE	FALSE
mu545	2729	10/19/2022 8:45	10/20/2022 8:45	Routine Surveillance	0.549	Pass	PRPSD	SARS-CoV-2	N2	MUIDSL	859326.1719	859326.1719	12276.08817	1785843.13452022	25512.0447788602	100	0	NA	yes	-0.0509044647177841	FALSE	FALSE
mu194	1653	05/25/2022 9:0	05/28/2022 9:0	Routine Surveillance	2.05	Pass	HRSB	SARS-CoV-2	N2	MUIDSL	12029.35204	4009.78401333333	13.9427101545024	93348.8604867596	324.590077842622	100	0	NA	yes	NA	NA	NA
mu7621	7158	04/21/2025 9:0	04/22/2025 9:0	Routine Surveillance	0.687	Pass	PRPSD	Influenza Virus B (FluB)	NEP/NS1	MUIDSL	0	0	0	0	0	100	0	NA	yes	-0.246261819330718	FALSE	FALSE
mu3893	5776	05/23/2024 8:0	05/24/2024 8:0	Routine Surveillance	0.689	Pass	PRPSD	SARS-CoV-2	N2	MUIDSL	1114524.579	1114524.579	15921.7797	2906844.48326216	41526.3497608879	100	0	NA	yes	0.323220195736327	FALSE	FALSE
mu6921	3070_79_93_94	12/06/2022 20:40	12/07/2022 20:40	Routine Surveillance	8.07	Pass	HSB	SARS-CoV-2	del69/70	MUIDSL	392440.6528	392440.6528	700.78688	11988378.5861313	21407.8189038059	100	0	NA	yes	NA	NA	NA
mu5171	5994	07/13/2024 8:30	07/14/2024 8:30	Routine Surveillance	0.814	Pass	DUN	SARS-CoV-2	N2	MUIDSL	425875.33	425875.33	4731.94811111111	1312259.76460933	14580.6640512148	100	0	NA	yes	-0.109885923149744	FALSE	FALSE
mu8677	7782	10/14/2025 8:30	10/15/2025 8:30	Routine Surveillance	0.634	Pass	SRCM	SARS-CoV-2	N2	MUIDSL	0	0	0	0	0	100	0	NA	yes	-0.57708233228894	FALSE	FALSE
mu1291	3509	02/20/2023 9:0	02/23/2023 9:0	Routine Surveillance	2.67	Pass	HRSB	SARS-CoV-2	N2	MUIDSL	22746.82671	7582.27557	26.3648790639452	229903.194341124	799.413033628165	100	0	NA	yes	NA	NA	NA
mu8353	7625	08/31/2025 0:0	09/01/2025 0:0	Routine Surveillance	7.1	Pass	HSB	SARS-CoV-2	N1	MUIDSL	0	0	0	0	0	100	0	NA	yes	NA	NA	NA
mu8791	7842	11/01/2025 8:30	11/02/2025 7:30	Routine Surveillance	0.93	Pass	DUN	SARS-CoV-2	N2	MUIDSL	0	0	0	0	0	100	0	NA	yes	-0.647769137095293	FALSE	FALSE
mu8046	7468	07/14/2025 0:0	07/15/2025 0:0	Routine Surveillance	8.24	Pass	HSB	SARS-CoV-2	N2	MUIDSL	14866.58305	14866.58305	26.5474697321429	463715.164060796	828.062792965707	100	0	NA	yes	-0.29556977965842	FALSE	FALSE
mu2568	4666	09/25/2023 8:30	09/26/2023 8:30	Routine Surveillance	0.482	Pass	SRCM	SARS-CoV-2	N2	MUIDSL	136189.5323	136189.5323	1891.52128194444	248487.010817524	3451.20848357672	100	0	NA	yes	-0.445771196078477	FALSE	FALSE
mu2601	4699	10/01/2023 7:0	10/02/2023 7:0	Routine Surveillance	5.224	Pass	CSB	SARS-CoV-2	N1	MUIDSL	685187.8166	685187.8166	1384.21781131313	13549576.6302543	27372.8820813217	100	0	NA	yes	NA	NA	NA
mu8876	7880	11/17/2025 7:0	11/18/2025 7:0	Routine Surveillance	5.44	Pass	CSB	Respiratory Syncitial Virus, Human (RSV)	G	MUIDSL	0	0	0	0	0	100	0	NA	yes	-0.470186134442597	FALSE	FALSE
mu9120	8015	12/30/2025 0:0	12/31/2025 0:0	Routine Surveillance	8.218	Pass	HSB	SARS-CoV-2	N1	MUIDSL	545844.9364	545844.9364	974.723100714286	16980416.8655755	30322.172974242	100	0	NA	yes	NA	NA	NA
mu3714	5634	04/22/2024 0:0	04/23/2024 0:0	Routine Surveillance	12.09	Pass	HSB	SARS-CoV-2	N1	MUIDSL	5092.69461	5092.69461	9.09409751785714	233070.259583009	416.196892112516	100	0	NA	yes	NA	NA	NA
mu6020	6527	10/28/2024 0:0	10/29/2024 0:0	Routine Surveillance	5.6	Pass	HSB	SARS-CoV-2	N1	MUIDSL	161336.72	161336.72	288.101285714286	3420063.54622912	6107.256332552	100	0	NA	yes	NA	NA	NA
mu3197	5187	01/13/2024 9:0	01/14/2024 9:0	Routine Surveillance	1.226	Pass	DUN	SARS-CoV-2	N2	MUIDSL	125273.3767	125273.3767	1391.92640777778	581382.799887979	6459.80888764421	100	0	NA	yes	-0.409465672057252	FALSE	FALSE
mu257	1855	06/19/2022 0:0	06/22/2022 0:0	Routine Surveillance	1.94	Pass	HRSB	SARS-CoV-2	N1	MUIDSL	711422.8	237140.933333333	824.579899625625	5224472.34381512	18166.3908474395	100	0	NA	yes	NA	NA	NA
mu7097	5267_71_83	02/01/2024 15:0	02/02/2024 15:0	Routine Surveillance	1.163	Pass	PRPSD	SARS-CoV-2	del69/70	MUIDSL	439910.078	439910.078	6284.42968571429	1936674.12972498	27666.7732817855	100	0	NA	yes	NA	NA	NA
mu5087	5941	07/02/2024 8:30	07/03/2024 8:30	Routine Surveillance	0.072	Pass	SRO	SARS-CoV-2	N2	MUIDSL	1114669.037	1114669.037	27522.6922716049	303802.510993212	7501.29656773364	100	0	NA	yes	0.351886128388911	FALSE	FALSE
mu383	2229	08/10/2022 8:0	08/13/2022 8:0	Routine Surveillance	2.1	Pass	HRSB	SARS-CoV-2	N2	MUIDSL	121921.0863	40640.3621	141.313543934073	969194.728510854	3370.05712476392	100	0	NA	yes	NA	NA	NA
mu6438	6759	01/05/2025 7:0	01/06/2025 7:0	Routine Surveillance	10	Pass	CSB	SARS-CoV-2	N1	MUIDSL	258165.5741	258165.5741	521.546614343434	9772625.45853881	19742.6776940178	100	0	NA	yes	NA	NA	NA
mu4199	4057_58_78_79	05/23/2023 7:0	05/24/2023 7:0	Routine Surveillance	8.57175	Pass	CSB	Respiratory Syncitial Virus, Human (RSV)	G	MUIDSL	10490.04793	10490.04793	21.192016020202	340376.755089976	687.629808262578	100	0	NA	yes	-0.0764916548106122	FALSE	FALSE
mu8333	7599	08/21/2025 0:0	08/22/2025 0:0	Routine Surveillance	7.8	Pass	HSB	Influenza Virus B (FluB)	NEP/NS1	MUIDSL	0	0	0	0	0	100	0	NA	yes	-0.37828853439893	FALSE	FALSE
mu4401	3305_06_28_29	01/16/2023 4:0	01/17/2023 4:0	Routine Surveillance	14.41925	Pass	CSB	Influenza Virus A (FluA)	M	MUIDSL	13798.00922	13798.00922	27.8747661010101	753133.607073383	1521.48203449168	100	0	NA	yes	-0.338768293835059	FALSE	FALSE
mu4894	5861	06/11/2024 8:30	06/12/2024 8:30	Routine Surveillance	0.067	Pass	SRO	SARS-CoV-2	N1	MUIDSL	10856.7372	10856.7372	268.067585185185	2753.51250480488	67.9879630816021	100	0	NA	yes	NA	NA	NA
mu8604	7754	10/06/2025 8:15	10/07/2025 8:15	Routine Surveillance	0.893	Pass	PRPSD	Respiratory Syncitial Virus, Human (RSV)	G	MUIDSL	0	0	0	0	0	100	0	NA	yes	-0.526936334989832	FALSE	FALSE
mu2748	4826	10/25/2023 8:30	10/26/2023 8:30	Routine Surveillance	0.097	Pass	SRO	SARS-CoV-2	N1	MUIDSL	145090.4608	145090.4608	3582.48051358025	53275.007478042	1315.43228340844	100	0	NA	yes	NA	NA	NA
mu4078	1832_34_59_61	06/19/2022 7:0	06/20/2022 7:0	Routine Surveillance	9.743	Pass	CSB	Respiratory Syncitial Virus, Human (RSV)	G	MUIDSL	8391.971886	8391.971886	16.9534785575758	309506.410015508	625.265474778804	100	0	NA	yes	-0.112197631374552	FALSE	FALSE
mu4882	5806_09_18_19	05/30/2024 0:0	05/31/2024 0:0	Routine Surveillance	7.82	Pass	HSB	Influenza Virus B (FluB)	NEP/NS1	MUIDSL	0	0	0	0	0	100	0	NA	yes	-0.37828853439893	FALSE	FALSE
mu7211	6232_40_41	09/01/2024 0:0	09/02/2024 0:0	Routine Surveillance	5.29	Pass	HSB	SARS-CoV-2	del69/70	MUIDSL	70012.47406	70012.47406	125.022275107143	1401987.11379245	2503.54841748651	100	0	NA	yes	NA	NA	NA
mu2813	4881	11/06/2023 8:30	11/07/2023 8:30	Routine Surveillance	0.092	Pass	SRO	SARS-CoV-2	N2	MUIDSL	362268.8532	362268.8532	8944.90995555556	126162.924842447	3115.13394672708	100	0	NA	yes	-0.135515414570707	FALSE	FALSE
mu6161	6613	11/19/2024 0:0	11/20/2024 0:0	Routine Surveillance	11.88	Pass	HSB	SARS-CoV-2	N1	MUIDSL	16824.20522	16824.20522	30.0432236071429	756595.794420262	1351.06391860761	100	0	NA	yes	NA	NA	NA
mu543	2727	10/19/2022 7:0	10/20/2022 7:0	Routine Surveillance	6.164	Pass	CSB	SARS-CoV-2	N2	MUIDSL	464897.3942	464897.3942	939.186654949495	10847575.1380482	21914.2932081782	100	0	NA	yes	0.161866703723574	FALSE	FALSE
