,geo_value,time_value,value,location_name
88,54067,2021-01-08,0.7142857142857143,Nicholas County
89,54069,2021-01-08,8.428571428571429,Ohio County
90,54071,2021-01-08,,Pendleton County
91,54073,2021-01-08,,Pleasants County
92,54075,2021-01-08,0.2857142857142857,Pocahontas County
93,54077,2021-01-08,1.0,Preston County
94,54079,2021-01-08,,Putnam County
95,54081,2021-01-08,2.4285714285714284,Raleigh County
96,54083,2021-01-08,2.0,Randolph County
97,54085,2021-01-08,,Ritchie County
98,54087,2021-01-08,0.1428571428571428,Roane County
99,54089,2021-01-08,0.1428571428571428,Summers County
100,54091,2021-01-08,0.5714285714285714,Taylor County
101,54093,2021-01-08,,Tucker County
102,54095,2021-01-08,0.0,Tyler County
103,54097,2021-01-08,1.4285714285714286,Upshur County
104,54099,2021-01-08,,Wayne County
105,54101,2021-01-08,0.0,Webster County
106,54103,2021-01-08,0.7142857142857143,Wetzel County
107,54105,2021-01-08,,Wirt County
108,54107,2021-01-08,5.7142857142857135,Wood County
109,54109,2021-01-08,,Wyoming County
110,54001,2021-01-09,0.0,Barbour County
111,54003,2021-01-09,5.857142857142858,Berkeley County
112,54005,2021-01-09,1.8571428571428568,Boone County
113,54007,2021-01-09,0.0,Braxton County
114,54009,2021-01-09,,Brooke County
115,54011,2021-01-09,8.285714285714286,Cabell County
116,54013,2021-01-09,0.0,Calhoun County
117,54015,2021-01-09,,Clay County
118,54017,2021-01-09,,Doddridge County
119,54019,2021-01-09,1.1428571428571428,Fayette County
120,54021,2021-01-09,,Gilmer County
121,54023,2021-01-09,1.0,Grant County
122,54025,2021-01-09,0.4285714285714285,Greenbrier County
123,54027,2021-01-09,0.1428571428571428,Hampshire County
124,54029,2021-01-09,5.571428571428571,Hancock County
125,54031,2021-01-09,,Hardy County
126,54033,2021-01-09,6.142857142857142,Harrison County
127,54035,2021-01-09,0.0,Jackson County
128,54037,2021-01-09,1.0,Jefferson County
129,54039,2021-01-09,12.857142857142858,Kanawha County
130,54041,2021-01-09,1.4285714285714286,Lewis County
131,54043,2021-01-09,,Lincoln County
132,54045,2021-01-09,2.0,Logan County
133,54047,2021-01-09,0.4285714285714285,McDowell County
134,54049,2021-01-09,,Marion County
135,54051,2021-01-09,2.2857142857142856,Marshall County
136,54053,2021-01-09,1.0,Mason County
137,54055,2021-01-09,4.285714285714286,Mercer County
138,54057,2021-01-09,0.7142857142857143,Mineral County
139,54059,2021-01-09,,Mingo County
140,54061,2021-01-09,9.571428571428571,Monongalia County
141,54063,2021-01-09,,Monroe County
142,54065,2021-01-09,0.1428571428571428,Morgan County
143,54067,2021-01-09,0.7142857142857143,Nicholas County
144,54069,2021-01-09,8.142857142857142,Ohio County
145,54071,2021-01-09,,Pendleton County
146,54073,2021-01-09,,Pleasants County
147,54075,2021-01-09,0.2857142857142857,Pocahontas County
148,54077,2021-01-09,1.1428571428571428,Preston County
149,54079,2021-01-09,,Putnam County
150,54081,2021-01-09,2.8571428571428568,Raleigh County
151,54083,2021-01-09,1.8571428571428568,Randolph County
152,54085,2021-01-09,,Ritchie County
153,54087,2021-01-09,0.2857142857142857,Roane County
154,54089,2021-01-09,0.1428571428571428,Summers County
155,54091,2021-01-09,0.4285714285714285,Taylor County
156,54093,2021-01-09,,Tucker County
157,54095,2021-01-09,0.0,Tyler County
158,54097,2021-01-09,1.5714285714285714,Upshur County
159,54099,2021-01-09,,Wayne County
160,54101,2021-01-09,0.0,Webster County
161,54103,2021-01-09,0.5714285714285714,Wetzel County
162,54105,2021-01-09,,Wirt County
163,54107,2021-01-09,5.571428571428571,Wood County
164,54109,2021-01-09,,Wyoming County
165,54001,2021-01-10,0.0,Barbour County
166,54003,2021-01-10,5.7142857142857135,Berkeley County
167,54005,2021-01-10,1.7142857142857142,Boone County
168,54007,2021-01-10,0.0,Braxton County
169,54009,2021-01-10,,Brooke County
170,54011,2021-01-10,9.0,Cabell County
171,54013,2021-01-10,0.0,Calhoun County
172,54015,2021-01-10,,Clay County
173,54017,2021-01-10,,Doddridge County
174,54019,2021-01-10,1.0,Fayette County
175,54021,2021-01-10,,Gilmer County
176,54023,2021-01-10,0.8571428571428571,Grant County
177,54025,2021-01-10,0.4285714285714285,Greenbrier County
178,54027,2021-01-10,0.1428571428571428,Hampshire County
179,54029,2021-01-10,5.0,Hancock County
180,54031,2021-01-10,,Hardy County
181,54033,2021-01-10,6.571428571428571,Harrison County
182,54035,2021-01-10,0.0,Jackson County
183,54037,2021-01-10,1.4285714285714286,Jefferson County
184,54039,2021-01-10,12.571428571428573,Kanawha County
185,54041,2021-01-10,1.4285714285714286,Lewis County
186,54043,2021-01-10,,Lincoln County
187,54045,2021-01-10,2.142857142857143,Logan County
188,54047,2021-01-10,0.2857142857142857,McDowell County
189,54049,2021-01-10,,Marion County
190,54051,2021-01-10,2.4285714285714284,Marshall County
191,54053,2021-01-10,1.0,Mason County
192,54055,2021-01-10,3.7142857142857135,Mercer County
193,54057,2021-01-10,0.5714285714285714,Mineral County
194,54059,2021-01-10,,Mingo County
195,54061,2021-01-10,9.714285714285714,Monongalia County
196,54063,2021-01-10,,Monroe County
197,54065,2021-01-10,0.2857142857142857,Morgan County
198,54067,2021-01-10,0.7142857142857143,Nicholas County
199,54069,2021-01-10,8.142857142857142,Ohio County
200,54071,2021-01-10,,Pendleton County
201,54073,2021-01-10,,Pleasants County
202,54075,2021-01-10,0.4285714285714285,Pocahontas County
203,54077,2021-01-10,0.8571428571428571,Preston County
204,54079,2021-01-10,,Putnam County
205,54081,2021-01-10,3.2857142857142856,Raleigh County
206,54083,2021-01-10,2.142857142857143,Randolph County
207,54085,2021-01-10,,Ritchie County
208,54087,2021-01-10,0.4285714285714285,Roane County
209,54089,2021-01-10,0.0,Summers County
210,54091,2021-01-10,0.4285714285714285,Taylor County
211,54093,2021-01-10,,Tucker County
212,54095,2021-01-10,0.0,Tyler County
213,54097,2021-01-10,1.5714285714285714,Upshur County
214,54099,2021-01-10,,Wayne County
215,54101,2021-01-10,0.0,Webster County
216,54103,2021-01-10,0.5714285714285714,Wetzel County
217,54105,2021-01-10,,Wirt County
218,54107,2021-01-10,5.142857142857143,Wood County
219,54109,2021-01-10,,Wyoming County
220,54001,2021-01-11,0.0,Barbour County
221,54003,2021-01-11,5.7142857142857135,Berkeley County
222,54005,2021-01-11,1.2857142857142858,Boone County
223,54007,2021-01-11,0.0,Braxton County
224,54009,2021-01-11,,Brooke County
225,54011,2021-01-11,8.285714285714286,Cabell County
226,54013,2021-01-11,0.0,Calhoun County
227,54015,2021-01-11,,Clay County
228,54017,2021-01-11,,Doddridge County
229,54019,2021-01-11,1.0,Fayette County
230,54021,2021-01-11,,Gilmer County
231,54023,2021-01-11,0.8571428571428571,Grant County
232,54025,2021-01-11,0.4285714285714285,Greenbrier County
233,54027,2021-01-11,0.1428571428571428,Hampshire County
234,54029,2021-01-11,4.857142857142857,Hancock County
235,54031,2021-01-11,,Hardy County
236,54033,2021-01-11,6.428571428571429,Harrison County
237,54035,2021-01-11,0.0,Jackson County
238,54037,2021-01-11,1.5714285714285714,Jefferson County
239,54039,2021-01-11,12.714285714285715,Kanawha County
240,54041,2021-01-11,1.1428571428571428,Lewis County
241,54043,2021-01-11,,Lincoln County
242,54045,2021-01-11,1.8571428571428568,Logan County
243,54047,2021-01-11,0.1428571428571428,McDowell County
244,54049,2021-01-11,,Marion County
245,54051,2021-01-11,2.7142857142857144,Marshall County
246,54053,2021-01-11,0.7142857142857143,Mason County
247,54055,2021-01-11,3.7142857142857135,Mercer County
248,54057,2021-01-11,0.7142857142857143,Mineral County
249,54059,2021-01-11,,Mingo County
250,54061,2021-01-11,11.142857142857142,Monongalia County
251,54063,2021-01-11,,Monroe County
252,54065,2021-01-11,0.2857142857142857,Morgan County
253,54067,2021-01-11,0.1428571428571428,Nicholas County
254,54069,2021-01-11,7.428571428571429,Ohio County
255,54071,2021-01-11,,Pendleton County
256,54073,2021-01-11,,Pleasants County
257,54075,2021-01-11,0.4285714285714285,Pocahontas County
258,54077,2021-01-11,1.1428571428571428,Preston County
259,54079,2021-01-11,,Putnam County
260,54081,2021-01-11,3.8571428571428568,Raleigh County
261,54083,2021-01-11,1.4285714285714286,Randolph County
262,54085,2021-01-11,,Ritchie County
263,54087,2021-01-11,0.4285714285714285,Roane County
264,54089,2021-01-11,0.0,Summers County
265,54091,2021-01-11,0.2857142857142857,Taylor County
266,54093,2021-01-11,,Tucker County
267,54095,2021-01-11,0.0,Tyler County
268,54097,2021-01-11,1.4285714285714286,Upshur County
269,54099,2021-01-11,,Wayne County
270,54101,2021-01-11,0.0,Webster County
271,54103,2021-01-11,0.5714285714285714,Wetzel County
272,54105,2021-01-11,,Wirt County
273,54107,2021-01-11,5.428571428571429,Wood County
274,54109,2021-01-11,,Wyoming County
275,54001,2021-01-12,0.0,Barbour County
276,54003,2021-01-12,6.428571428571429,Berkeley County
277,54005,2021-01-12,1.0,Boone County
278,54007,2021-01-12,0.1428571428571428,Braxton County
279,54009,2021-01-12,,Brooke County
280,54011,2021-01-12,9.714285714285714,Cabell County
281,54013,2021-01-12,0.0,Calhoun County
282,54015,2021-01-12,,Clay County
283,54017,2021-01-12,,Doddridge County
284,54019,2021-01-12,1.0,Fayette County
285,54021,2021-01-12,,Gilmer County
286,54023,2021-01-12,0.7142857142857143,Grant County
287,54025,2021-01-12,0.4285714285714285,Greenbrier County
288,54027,2021-01-12,0.0,Hampshire County
289,54029,2021-01-12,4.857142857142857,Hancock County
290,54031,2021-01-12,,Hardy County
291,54033,2021-01-12,5.7142857142857135,Harrison County
292,54035,2021-01-12,0.0,Jackson County
293,54037,2021-01-12,1.4285714285714286,Jefferson County
294,54039,2021-01-12,12.714285714285715,Kanawha County
295,54041,2021-01-12,1.4285714285714286,Lewis County
296,54043,2021-01-12,,Lincoln County
297,54045,2021-01-12,1.8571428571428568,Logan County
298,54047,2021-01-12,0.2857142857142857,McDowell County
299,54049,2021-01-12,,Marion County
300,54051,2021-01-12,2.142857142857143,Marshall County
301,54053,2021-01-12,0.5714285714285714,Mason County
302,54055,2021-01-12,3.8571428571428568,Mercer County
303,54057,2021-01-12,1.1428571428571428,Mineral County
304,54059,2021-01-12,,Mingo County
305,54061,2021-01-12,11.571428571428573,Monongalia County
306,54063,2021-01-12,,Monroe County
307,54065,2021-01-12,0.2857142857142857,Morgan County
308,54067,2021-01-12,0.4285714285714285,Nicholas County
309,54069,2021-01-12,6.2857142857142865,Ohio County
310,54071,2021-01-12,,Pendleton County
311,54073,2021-01-12,,Pleasants County
312,54075,2021-01-12,0.1428571428571428,Pocahontas County
313,54077,2021-01-12,1.0,Preston County
314,54079,2021-01-12,,Putnam County
315,54081,2021-01-12,4.0,Raleigh County
316,54083,2021-01-12,1.5714285714285714,Randolph County
317,54085,2021-01-12,,Ritchie County
318,54087,2021-01-12,0.4285714285714285,Roane County
319,54089,2021-01-12,0.1428571428571428,Summers County
320,54091,2021-01-12,0.2857142857142857,Taylor County
321,54093,2021-01-12,,Tucker County
322,54095,2021-01-12,0.0,Tyler County
323,54097,2021-01-12,1.1428571428571428,Upshur County
324,54099,2021-01-12,,Wayne County
325,54101,2021-01-12,0.0,Webster County
326,54103,2021-01-12,0.5714285714285714,Wetzel County
327,54105,2021-01-12,,Wirt County
328,54107,2021-01-12,5.428571428571429,Wood County
329,54109,2021-01-12,,Wyoming County
330,54001,2021-01-13,0.0,Barbour County
331,54003,2021-01-13,7.142857142857142,Berkeley County
332,54005,2021-01-13,1.1428571428571428,Boone County
333,54007,2021-01-13,0.1428571428571428,Braxton County
334,54009,2021-01-13,,Brooke County
335,54011,2021-01-13,9.857142857142858,Cabell County
336,54013,2021-01-13,0.0,Calhoun County
337,54015,2021-01-13,,Clay County
338,54017,2021-01-13,,Doddridge County
339,54019,2021-01-13,1.0,Fayette County
340,54021,2021-01-13,,Gilmer County
341,54023,2021-01-13,0.7142857142857143,Grant County
342,54025,2021-01-13,0.0,Greenbrier County
343,54027,2021-01-13,0.0,Hampshire County
344,54029,2021-01-13,4.0,Hancock County
345,54031,2021-01-13,,Hardy County
346,54033,2021-01-13,6.0,Harrison County
347,54035,2021-01-13,0.0,Jackson County
348,54037,2021-01-13,1.8571428571428568,Jefferson County
349,54039,2021-01-13,11.0,Kanawha County
350,54041,2021-01-13,1.0,Lewis County
351,54043,2021-01-13,,Lincoln County
352,54045,2021-01-13,1.2857142857142858,Logan County
353,54047,2021-01-13,0.2857142857142857,McDowell County
354,54049,2021-01-13,,Marion County
355,54051,2021-01-13,2.142857142857143,Marshall County
356,54053,2021-01-13,0.7142857142857143,Mason County
357,54055,2021-01-13,4.142857142857143,Mercer County
358,54057,2021-01-13,1.0,Mineral County
359,54059,2021-01-13,,Mingo County
360,54061,2021-01-13,11.428571428571427,Monongalia County
361,54063,2021-01-13,,Monroe County
362,54065,2021-01-13,0.1428571428571428,Morgan County
363,54067,2021-01-13,0.2857142857142857,Nicholas County
364,54069,2021-01-13,5.571428571428571,Ohio County
365,54071,2021-01-13,,Pendleton County
366,54073,2021-01-13,,Pleasants County
367,54075,2021-01-13,0.1428571428571428,Pocahontas County
368,54077,2021-01-13,1.1428571428571428,Preston County
369,54079,2021-01-13,,Putnam County
370,54081,2021-01-13,3.7142857142857135,Raleigh County
371,54083,2021-01-13,1.2857142857142858,Randolph County
372,54085,2021-01-13,,Ritchie County
373,54087,2021-01-13,0.4285714285714285,Roane County
374,54089,2021-01-13,0.2857142857142857,Summers County
375,54091,2021-01-13,0.2857142857142857,Taylor County
376,54093,2021-01-13,,Tucker County
377,54095,2021-01-13,0.0,Tyler County
378,54097,2021-01-13,1.0,Upshur County
379,54099,2021-01-13,,Wayne County
380,54101,2021-01-13,0.0,Webster County
381,54103,2021-01-13,0.7142857142857143,Wetzel County
382,54105,2021-01-13,,Wirt County
383,54107,2021-01-13,5.285714285714286,Wood County
384,54109,2021-01-13,,Wyoming County
385,54001,2021-01-14,0.0,Barbour County
386,54003,2021-01-14,6.7142857142857135,Berkeley County
387,54005,2021-01-14,1.1428571428571428,Boone County
388,54007,2021-01-14,0.2857142857142857,Braxton County
389,54009,2021-01-14,,Brooke County
390,54011,2021-01-14,10.571428571428571,Cabell County
391,54013,2021-01-14,0.0,Calhoun County
392,54015,2021-01-14,,Clay County
393,54017,2021-01-14,,Doddridge County
394,54019,2021-01-14,1.1428571428571428,Fayette County
395,54021,2021-01-14,,Gilmer County
396,54023,2021-01-14,0.8571428571428571,Grant County
397,54025,2021-01-14,0.0,Greenbrier County
398,54027,2021-01-14,0.0,Hampshire County
399,54029,2021-01-14,3.1428571428571432,Hancock County
400,54031,2021-01-14,,Hardy County
401,54033,2021-01-14,5.7142857142857135,Harrison County
402,54035,2021-01-14,0.0,Jackson County
403,54037,2021-01-14,2.0,Jefferson County
404,54039,2021-01-14,10.0,Kanawha County
405,54041,2021-01-14,0.8571428571428571,Lewis County
406,54043,2021-01-14,,Lincoln County
407,54045,2021-01-14,0.8571428571428571,Logan County
408,54047,2021-01-14,0.2857142857142857,McDowell County
409,54049,2021-01-14,,Marion County
410,54051,2021-01-14,2.8571428571428568,Marshall County
411,54053,2021-01-14,0.8571428571428571,Mason County
412,54055,2021-01-14,3.7142857142857135,Mercer County
413,54057,2021-01-14,1.0,Mineral County
414,54059,2021-01-14,,Mingo County
415,54061,2021-01-14,11.428571428571427,Monongalia County
416,54063,2021-01-14,,Monroe County
417,54065,2021-01-14,0.1428571428571428,Morgan County
418,54067,2021-01-14,0.2857142857142857,Nicholas County
419,54069,2021-01-14,5.428571428571429,Ohio County
420,54071,2021-01-14,,Pendleton County
421,54073,2021-01-14,,Pleasants County
422,54075,2021-01-14,0.1428571428571428,Pocahontas County
423,54077,2021-01-14,1.1428571428571428,Preston County
424,54079,2021-01-14,,Putnam County
425,54081,2021-01-14,3.8571428571428568,Raleigh County
426,54083,2021-01-14,1.4285714285714286,Randolph County
427,54085,2021-01-14,,Ritchie County
428,54087,2021-01-14,0.4285714285714285,Roane County
429,54089,2021-01-14,0.4285714285714285,Summers County
430,54091,2021-01-14,0.2857142857142857,Taylor County
431,54093,2021-01-14,,Tucker County
432,54095,2021-01-14,0.0,Tyler County
433,54097,2021-01-14,1.0,Upshur County
434,54099,2021-01-14,,Wayne County
435,54101,2021-01-14,0.0,Webster County
436,54103,2021-01-14,0.7142857142857143,Wetzel County
437,54105,2021-01-14,,Wirt County
438,54107,2021-01-14,4.857142857142857,Wood County
439,54109,2021-01-14,,Wyoming County
440,54001,2021-01-15,0.0,Barbour County
441,54003,2021-01-15,7.0,Berkeley County
442,54005,2021-01-15,1.0,Boone County
443,54007,2021-01-15,0.4285714285714285,Braxton County
444,54009,2021-01-15,,Brooke County
445,54011,2021-01-15,10.142857142857142,Cabell County
446,54013,2021-01-15,0.0,Calhoun County
447,54015,2021-01-15,,Clay County
448,54017,2021-01-15,,Doddridge County
449,54019,2021-01-15,0.8571428571428571,Fayette County
450,54021,2021-01-15,,Gilmer County
451,54023,2021-01-15,0.7142857142857143,Grant County
452,54025,2021-01-15,0.0,Greenbrier County
453,54027,2021-01-15,0.0,Hampshire County
454,54029,2021-01-15,2.7142857142857144,Hancock County
455,54031,2021-01-15,,Hardy County
456,54033,2021-01-15,5.571428571428571,Harrison County
457,54035,2021-01-15,0.0,Jackson County
458,54037,2021-01-15,1.8571428571428568,Jefferson County
459,54039,2021-01-15,9.571428571428571,Kanawha County
460,54041,2021-01-15,1.0,Lewis County
461,54043,2021-01-15,,Lincoln County
462,54045,2021-01-15,0.8571428571428571,Logan County
463,54047,2021-01-15,0.2857142857142857,McDowell County
464,54049,2021-01-15,,Marion County
465,54051,2021-01-15,3.0,Marshall County
466,54053,2021-01-15,0.7142857142857143,Mason County
467,54055,2021-01-15,4.0,Mercer County
468,54057,2021-01-15,0.8571428571428571,Mineral County
469,54059,2021-01-15,,Mingo County
470,54061,2021-01-15,11.857142857142858,Monongalia County
471,54063,2021-01-15,,Monroe County
472,54065,2021-01-15,0.1428571428571428,Morgan County
473,54067,2021-01-15,0.2857142857142857,Nicholas County
474,54069,2021-01-15,4.714285714285714,Ohio County
475,54071,2021-01-15,,Pendleton County
476,54073,2021-01-15,,Pleasants County
477,54075,2021-01-15,0.4285714285714285,Pocahontas County
478,54077,2021-01-15,1.1428571428571428,Preston County
479,54079,2021-01-15,,Putnam County
480,54081,2021-01-15,3.571428571428572,Raleigh County
481,54083,2021-01-15,1.0,Randolph County
482,54085,2021-01-15,,Ritchie County
483,54087,2021-01-15,0.2857142857142857,Roane County
484,54089,2021-01-15,0.4285714285714285,Summers County
485,54091,2021-01-15,0.4285714285714285,Taylor County
486,54093,2021-01-15,,Tucker County
487,54095,2021-01-15,0.0,Tyler County
488,54097,2021-01-15,1.4285714285714286,Upshur County
489,54099,2021-01-15,,Wayne County
490,54101,2021-01-15,0.0,Webster County
491,54103,2021-01-15,0.7142857142857143,Wetzel County
492,54105,2021-01-15,,Wirt County
493,54107,2021-01-15,4.857142857142857,Wood County
494,54109,2021-01-15,,Wyoming County
495,54001,2021-01-16,0.0,Barbour County
496,54003,2021-01-16,6.857142857142858,Berkeley County
497,54005,2021-01-16,0.7142857142857143,Boone County
498,54007,2021-01-16,0.4285714285714285,Braxton County
499,54009,2021-01-16,,Brooke County
500,54011,2021-01-16,10.0,Cabell County
501,54013,2021-01-16,0.0,Calhoun County
502,54015,2021-01-16,,Clay County
503,54017,2021-01-16,,Doddridge County
504,54019,2021-01-16,0.5714285714285714,Fayette County
505,54021,2021-01-16,,Gilmer County
506,54023,2021-01-16,0.7142857142857143,Grant County
507,54025,2021-01-16,0.0,Greenbrier County
508,54027,2021-01-16,0.0,Hampshire County
509,54029,2021-01-16,1.8571428571428568,Hancock County
510,54031,2021-01-16,,Hardy County
511,54033,2021-01-16,6.2857142857142865,Harrison County
512,54035,2021-01-16,0.0,Jackson County
513,54037,2021-01-16,1.8571428571428568,Jefferson County
514,54039,2021-01-16,9.714285714285714,Kanawha County
515,54041,2021-01-16,0.7142857142857143,Lewis County
516,54043,2021-01-16,,Lincoln County
517,54045,2021-01-16,0.8571428571428571,Logan County
518,54047,2021-01-16,0.2857142857142857,McDowell County
519,54049,2021-01-16,,Marion County
520,54051,2021-01-16,2.7142857142857144,Marshall County
521,54053,2021-01-16,0.7142857142857143,Mason County
522,54055,2021-01-16,4.142857142857143,Mercer County
523,54057,2021-01-16,0.7142857142857143,Mineral County
524,54059,2021-01-16,,Mingo County
525,54061,2021-01-16,10.857142857142858,Monongalia County
526,54063,2021-01-16,,Monroe County
527,54065,2021-01-16,0.1428571428571428,Morgan County
528,54067,2021-01-16,0.2857142857142857,Nicholas County
529,54069,2021-01-16,4.857142857142857,Ohio County
530,54071,2021-01-16,,Pendleton County
531,54073,2021-01-16,,Pleasants County
532,54075,2021-01-16,0.4285714285714285,Pocahontas County
533,54077,2021-01-16,1.0,Preston County
534,54079,2021-01-16,,Putnam County
535,54081,2021-01-16,3.2857142857142856,Raleigh County
536,54083,2021-01-16,1.0,Randolph County
537,54085,2021-01-16,,Ritchie County
538,54087,2021-01-16,0.1428571428571428,Roane County
539,54089,2021-01-16,0.4285714285714285,Summers County
540,54091,2021-01-16,0.2857142857142857,Taylor County
541,54093,2021-01-16,,Tucker County
542,54095,2021-01-16,0.0,Tyler County
543,54097,2021-01-16,1.1428571428571428,Upshur County
544,54099,2021-01-16,,Wayne County
545,54101,2021-01-16,0.0,Webster County
546,54103,2021-01-16,0.5714285714285714,Wetzel County
547,54105,2021-01-16,,Wirt County
548,54107,2021-01-16,4.571428571428571,Wood County
549,54109,2021-01-16,,Wyoming County
550,54001,2021-01-17,0.0,Barbour County
551,54003,2021-01-17,7.142857142857142,Berkeley County
552,54005,2021-01-17,0.4285714285714285,Boone County
553,54007,2021-01-17,0.4285714285714285,Braxton County
554,54009,2021-01-17,,Brooke County
555,54011,2021-01-17,9.142857142857142,Cabell County
556,54013,2021-01-17,0.0,Calhoun County
557,54015,2021-01-17,,Clay County
558,54017,2021-01-17,,Doddridge County
559,54019,2021-01-17,0.5714285714285714,Fayette County
560,54021,2021-01-17,,Gilmer County
561,54023,2021-01-17,0.7142857142857143,Grant County
562,54025,2021-01-17,0.0,Greenbrier County
563,54027,2021-01-17,0.0,Hampshire County
564,54029,2021-01-17,2.142857142857143,Hancock County
565,54031,2021-01-17,,Hardy County
566,54033,2021-01-17,5.857142857142858,Harrison County
567,54035,2021-01-17,0.0,Jackson County
568,54037,2021-01-17,1.2857142857142858,Jefferson County
569,54039,2021-01-17,10.142857142857142,Kanawha County
570,54041,2021-01-17,0.7142857142857143,Lewis County
571,54043,2021-01-17,,Lincoln County
572,54045,2021-01-17,0.5714285714285714,Logan County
573,54047,2021-01-17,0.2857142857142857,McDowell County
574,54049,2021-01-17,,Marion County
575,54051,2021-01-17,2.8571428571428568,Marshall County
576,54053,2021-01-17,0.8571428571428571,Mason County
577,54055,2021-01-17,4.571428571428571,Mercer County
578,54057,2021-01-17,0.7142857142857143,Mineral County
579,54059,2021-01-17,,Mingo County
580,54061,2021-01-17,10.428571428571429,Monongalia County
581,54063,2021-01-17,,Monroe County
582,54065,2021-01-17,0.0,Morgan County
583,54067,2021-01-17,0.2857142857142857,Nicholas County
584,54069,2021-01-17,4.857142857142857,Ohio County
585,54071,2021-01-17,,Pendleton County
586,54073,2021-01-17,,Pleasants County
587,54075,2021-01-17,0.2857142857142857,Pocahontas County
588,54077,2021-01-17,1.0,Preston County
589,54079,2021-01-17,,Putnam County
590,54081,2021-01-17,3.4285714285714284,Raleigh County
591,54083,2021-01-17,0.7142857142857143,Randolph County
