Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Internal	Assay Control, Internal Concentration (CN/Rxn)	Assay Control, Internal Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Created by	Date Added to Database	Date Created	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	QC Check, Sample	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status	Volume Tested (mL)
A02-0058	12693	OneStep RT-ddPCR	Human RNase P	3.36385041475296	3574.09106567502	None					Manual	DQ	XXXXXX	QX One	BRSV Triplex	G4	AP000000	D02	JL		5.04597425460816	0	3138.02612304688			5.04597425460816	0	3336.0806274414																																						0.005		2021-09-02	10	 NT04155	Kookaburra	Nanotrap	0.425		CP0007	B06	JL				WVU Morgantown		2021-09-02	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	G4	EP0007	A12	JL		Pass	EL	08/27/2021 10:58 AM	Composite	08/27/2021 10:03 AM	08/25/2021 10:03 AM	JL	08/27/2021	7.36	CollegePark-02		
A02-0055	13774	OneStep RT-ddPCR	Human RNase P	49.387845993042	52474.5863676071	None					Manual	DQ	XXXXXX	QX One	BRSV Triplex	G2	AP000000	B02	JL		7.70928263664246	0	3138.02612304688			9.25147533416748	0	3336.0806274414																																						0.005		2021-09-02	10	 NT04155	Kookaburra	Nanotrap	0.425		CP0007	B04	JL				WVU Morgantown		2021-09-02	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	G2	EP0007	A10	JL		Pass	EL	08/27/2021 10:18 AM	Grab			JL	08/27/2021	7.97	HonorsSummit-01 (MUB)		
A01-0005	14966	OneStep RT-ddPCR	Human RNase P	23.5946941375732	25069.3625211715	None				08/18/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G5	AP000000	A05	JL	SARS-CoV-2 N1	210.036067962646	0	1685.59967041016	223163.32626	SARS-CoV-2 N2	238.606586456298	1.368028819561	1874.41497802734	253519.49406																																					0.005	NaN	2021-08-18	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A05	JL	Josh Lambert		08/18/2021 01:14 PM	NaN	Star City	2021-08-18	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A05	JL	NaN	Pass	GG	08/14/2021 11:55 PM	Composite	08/14/2021 11:55 PM	08/14/2021 12:00 AM	JL	08/18/2021	6.85	StarCityWWTP-01		
A02-0006	17196	OneStep RT-ddPCR	Human RNase P	13.6870515346527	14542.4922555685	None				08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A05	JL	SARS-CoV-2 N1	23.272728919983	0	1714.01901245117	24727.27346	SARS-CoV-2 N2	17.7947211265564	0	1783.14178466797	18906.8917	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A05	JL	Eric Lundstrum		08/13/2021 09:23 AM	WVU Morgantown	G	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A05	JL	NaN	Pass	Eric Lundstrom	08/13/2021 09:22 AM	Composite	08/13/2021 09:22 AM	08/11/2021 09:45 AM	Josh Lambert	08/13/2021	7.34	OaklandE-02		10
A02-0062	11896	OneStep RT-ddPCR	Human RNase P	725.647811889648	771000.800132751	None					Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	E4	AP0005	D04	JL		6.29284918308258	0	2615.09490966796			14.6857857704163	0	2786.11602783204																																						0.005		2021-08-27	10	XXXXXX	Halcyon	Nanotrap	0.425		CP000000	A04	JL				WVU Morgantown		2021-08-30	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	E4	EP0006	A04	JL		Pass	EL	08/30/2021 10:04 AM	Grab			JL	08/30/2021	7.45	HonorsSummit-01 (MUB)		
A02-0016	17093	OneStep RT-ddPCR	Human RNase P	6.8837696313858	7314.00523334741	None				08/18/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G1	AP000000	A01	JL	SARS-CoV-2 N1	23.4130358695984	0	1685.59967041016	24876.35112	SARS-CoV-2 N2	24.7910022735596	1.368028819561	1874.41497802734	26340.43992																																					0.005	NaN	2021-08-18	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A01	JL	Eric Lundstrum		08/18/2021 09:23 AM	WVU Morgantown	G	2021-08-18	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A01	JL	NaN	Pass	EL	08/18/2021 09:23 AM	Composite	08/18/2021 09:23 AM	08/16/2021 09:28 AM	JL	08/18/2021	6.91	Evansdale-01		
A01-0006	16286	OneStep RT-ddPCR	Human RNase P	7.22492456436158	7676.48234963418	None				2021-09-09	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	F1	AP0007	A08	JL	SARS-CoV-2 N1	40.4881811141968	0	1303.83804321289	43018.6924338341	SARS-CoV-2 N2	34.6998882293702	0	1366.20712280273	36868.6312437058																																					0.005	NaN	2021-09-02	10	 NT04155	Kookaburra	Nanotrap	0.425		CP0007	A01	JL	Josh Lambert		08/18/2021 01:15 PM	Monongalia County	Star City	2021-09-02	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	F1	EP0007	A01	JL		Pass	GG	08/15/2021 11:55 PM	Composite	08/15/2021 11:55 PM	08/15/2021 12:00 AM	JL	08/18/2021	6.82	StarCityWWTP-01		
A02-0032	18675	OneStep RT-ddPCR	Human RNase P	22.6898860931396	24108.0039739608	None				2021-09-09	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	F5	AP0007	C01	JL	SARS-CoV-2 N1	3.78012865781784	0	1303.83804321289	4016.38669893146	SARS-CoV-2 N2	3.78012865781784	0	1366.20712280273	4016.38669893146																																					0.005		2021-09-02	10	 NT04155	Kookaburra	Nanotrap	0.425		CP0007	A05	JL				WVU Morgantown	G	2021-09-02	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	F5	EP0007	A05	JL		Pass	EL	08/23/2021 10:11 AM	Grab			JL	08/23/2021	7.78	CollegePark-02		
A02-0038	10367	OneStep RT-ddPCR	Human RNase P	460.497283935546	489278.364181518	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	L4	AP0004	D02	JL		2.60926604270936	-20	2835.2719116211			10.4385757446289	-20	3151.89849853516																																						0.005		2021-08-25	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	A04	JL				WVU Morgantown		2021-08-25	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	L4	EP0004	A04	JL		Pass	EL	08/25/2021 09:25 AM	Grab			JL	08/25/2021	8.43	OaklandE-02		
A01-0012	15896	OneStep RT-ddPCR	Human RNase P	31.1731576919556	33121.4800477028	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	K2	AP0004	G03	JL		74.8650789260864	-20	2835.2719116211			72.783203125	-20	3151.89849853516																																						0.005		2021-08-24	10	NT04155	Halcyon	Nanotrap	0.425		CP0003	A02	JL				Monongalia County	Star City	2021-08-24	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K2	EP0003	A02	JL		Pass	GG	08/22/2021 11:59 PM	Composite	08/22/2021 11:59 PM	08/22/2021 12:00 AM	JL	08/24/2021	7.06	StarCityWWTP-01		
A02-0009	19134	OneStep RT-ddPCR	Human RNase P	23.3762383460998	24837.253242731	None				08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A07	JL	SARS-CoV-2 N1	49.2401790618896	0	1714.01901245117	52317.69228	SARS-CoV-2 N2	46.7757177352906	0	1783.14178466797	49699.20111	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B01	JL	Eric Lundstrum		08/13/2021 10:18 AM	WVU Morgantown	G	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A07	JL		Pass	Eric Lundstrom	08/13/2021 10:18 AM	Composite	08/13/2021 09:55 AM	08/11/2021 09:55 AM	Josh Lambert	08/13/2021	7.8	CollegePark-02		10
A02-0065	18409	OneStep RT-ddPCR	Human RNase P	10.2274000644684	10866.6125684977	None				2021-09-09	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	G5	AP0007	C02	JL	SARS-CoV-2 N1	8.94873201847076	0	1303.83804321289	9508.02776962518	SARS-CoV-2 N2	10.2274000644684	0	1366.20712280273	10866.6125684977																																					0.005		2021-09-02	10	 NT04155	Kookaburra	Nanotrap	0.425		CP0007	C01	JL				WVU Morgantown		2021-09-02	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	G5	EP0007	B01	JL		Pass	EL	09/01/2021 09:08 AM	Composite	09/01/2021 09:08 AM	08/30/2021 09:08 AM	JL	09/01/2021	6.80	Evansdale-01		
A02-0027	11916	OneStep RT-ddPCR	Human RNase P	1076.2198638916	1143483.60538483	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	I3	AP0004	C01	JL		18.3324611186981	-20	2835.2719116211			30.5618023872376	-20	3151.89849853516																																						0.005		2021-08-23	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A03	JL				WVU Morgantown	G	2021-08-23	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000002	A03	JL		Pass	EL	08/23/2021 09:35 AM	Grab			JL	08/23/2021	8.48	OaklandE-02		
A01-0027	17102	OneStep RT-ddPCR	Human RNase P	45.4461860656738	48286.5726947784	None				2021-09-09	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	K1	AP0007	A01	JL	SARS-CoV-2 N1	71.652045249939	0	1303.83804321289	76130.2980780602	SARS-CoV-2 N2	82.6948356628418	0	1366.20712280273	87863.2628917694																																					0.005		2021-09-08	10	NT04155	Halcyon	Nanotrap	0.425		CP0009	A01	JL				Monongalia County		2021-09-08	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K1	EP0009	A01	JL		Pass	DW	09/04/2021 11:55 PM	Composite	09/04/2021 11:55 PM	09/04/2021 12:00 AM	JL	09/07/2021	6.38	StarCityWWTP-01		
A02-0022	13652	OneStep RT-ddPCR	Human RNase P	22.7001786231994	24118.9397871494	None				08/20/2021	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	B2	AP0005	B01	JL	SARS-CoV-2 N1	11.34801030159	0	2615.09490966796	0	SARS-CoV-2 N2	6.80830776691436	0	2786.11602783204	0																																					0.005		2021-08-27	10	NT04155	Kookaburra	Nanotrap	0.425	7.39	CP0005	A02	JL				WVU Morgantown	G	2021-08-27	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	B2	EP0005	A02	JL		Pass	EL	08/20/2021 09:42 AM	Composite	08/20/2021 09:42 AM	08/18/2021 09:42 AM	Jl	08/20/2021	7.39	HonorsSummit-01 (MUB)		
A02-0026	14246	OneStep RT-ddPCR	Human RNase P	116.90185546875	124208.221435547	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	I2	AP0004	B01	JL		8.18836569786072	-20	2835.2719116211			8.18836569786072	-20	3151.89849853516																																						0.005		2021-08-23	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A02	JL				WVU Morgantown	G	2021-08-23	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000002	A02	JL		Pass	EL	08/23/2021 09:13 AM	Grab			JL	08/23/2021	7.27	Evansdale-01		
A02-0030	17182	OneStep RT-ddPCR	Human RNase P	17.4512541294098	18541.9575124979	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	I6	AP0004	F01	JL		190.769062042236	-20	2835.2719116211			150.413856506348	-20	3151.89849853516																																						0.005		2021-08-23	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A06	JL				WVU Morgantown	H	2021-08-23	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000002	A06	JL		Pass	EL	08/23/2021 09:55 AM	Composite	08/23/2021 09:00 AM	08/21/2021 09:00 AM	JL	08/23/2021	7.28	NorthHighSt-02 (MUB)		
A02-0077																																																																				2021-09-03	10	NT04155	Halcyon	Nanotrap	0.425		CP0008	B03	JL				WVU Morgantown		2021-09-03	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	J1	EP0008	A09	JL		Pass	EL	09/03/2021 10:11 AM	Grab			JL	09/03/2021	8.36	HonorsSummit-01 (MUB)		
A02-0083	13219	OneStep RT-ddPCR	Human RNase P	26.7146968841552	28384.3654394149	None				2021-09-09	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	K5	AP0007	A05	JL	SARS-CoV-2 N1	55.2438402175904	0	1303.83804321289	58696.5802311898	SARS-CoV-2 N2	44.541358947754	0	1366.20712280273	47325.1938819886																																					0.005		2021-09-08	10	NT04155	Halcyon	Nanotrap	0.425		CP0009	A05	JL				WVU Morgantown		2021-09-08	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K5	EP0009	A05	JL		Pass	EL	09/06/2021 08:38 AM	Composite	09/06/2021 08:38 AM	09/04/2021 09:00 AM	JL	09/07/2021	6.88	HonorsSummit-01 (MUB)		
A02-0004	14984	OneStep RT-ddPCR				BRSV	0	0		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	B08	JL	SARS-CoV-2 N1	0	0	2236.36169433594	0	SARS-CoV-2 N2	0	0	2276.70715332032	0																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	C04	JL	Eric Lundstrum		08/12/2021 10:05 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	C04	JL	NaN	Pass	EL	08/12/2021 10:05 AM	Composite	08/12/2021 09:00 AM	08/11/2021 09:00 AM	JL	08/12/2021	NaN	NorthHighSt-02 (MUB)		10
A1106	18310	OneStep RT-ddPCR				BRSV	492.148246765136	522907.512187957		2021-08-13	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A02	JL	SARS-CoV-2 N1	8.99712562561036	0	2236.36169433594	9559.44597721101	SARS-CoV-2 N2	11.5683662891388	0	2276.70715332032	12291.38918221																																					0.005		2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A02	JL						2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A02	JL													
A02-0059	10882	OneStep RT-ddPCR	Human RNase P	1265.88790893555	1345005.90324402	None					Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	D7	AP0005	G03	JL		9.16140139102936	0	2615.09490966796			13.7433660030365	0	2786.11602783204																																						0.005		2021-08-27	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	D06	JL				WVU Morgantown		2021-08-27	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	D7	EP0005	B11	JL		Pass	EL	08/27/2021 10:59 AM	Grab			JL	08/27/2021	8.24	CollegePark-02		
