Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Internal	Assay Control, Internal Concentration (CN/Rxn)	Assay Control, Internal Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Created by	Date Added to Database	Date Created	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	QC Check, Sample	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status	Volume Tested (mL)
A0027	10133	OneStep RT-ddPCR	Human RNase P		42362.4					12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				15891.6	SARS-CoV-2 N2				15891.6																																				CDC N1/N2/RP Triplex	0.005		12/4/20 17:00	100				3.8				MS	Timothy Driscoll	12/7/20 15:15	12/7/20 15:15	Monongalia County	A0027	12/7/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GG	11/25/20 0:00	Composite	11/25/20 23:59	11/25/20 0:00	TD	11/30/20		StarCityWWTP-01	Available	
A02-0035	16385	OneStep RT-ddPCR	Human RNase P	23.59385252	25068.4683	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	L1	AP0004	A02	JL	SARS-CoV-2 N1	47.20788956	-20	2835.271912	50158.38265	SARS-CoV-2 N2	37.08511591	-20	3151.898499	39402.93565																																					0.005		8/25/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	A01	JL				WVU Morgantown		8/25/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	L1	EP0004	A01	JL		Pass	EL	8/25/21 9:12	Composite	8/25/21 9:16	8/23/21 9:16	JL	8/25/21	6.55	Evansdale-01		
A0437	10482	OneStep RT-ddPCR	Human RNase P		36378					3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				32328	SARS-CoV-2 N2				16164																																				CDC N1/N2/RP Triplex	0.005			100				3					Mathilda Santee	3/3/21 11:40	3/3/21 11:40	Monongalia County	A0437		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	EL	2/18/21 12:00	Composite	2/18/21 12:00	2/18/21 12:00				StarCityWWTP-01	Available	
A0029	10527	OneStep RT-ddPCR	Human RNase P		24138					12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				28170	SARS-CoV-2 N2				32202																																				CDC N1/N2/RP Triplex	0.005		12/4/20 17:00	100				3				MS	Timothy Driscoll	12/7/20 15:15	12/7/20 15:15	Monongalia County	A0029	12/7/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GG	11/29/20 0:00	Composite	11/29/20 23:59	11/29/20 0:00	TD	12/4/20		StarCityWWTP-01	Available	
A0439	13221	OneStep RT-ddPCR	Human RNase P		21360					3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				34176	SARS-CoV-2 N2				29904																																				CDC N1/N2/RP Triplex	0.005			100				4					Mathilda Santee	3/3/21 11:44	3/3/21 11:44	Monongalia County	A0439		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	EL	2/22/21 12:00	Composite	2/22/21 12:00	2/22/21 12:00				StarCityWWTP-01	Available	
A01-0034	13383	OneStep RT-ddPCR	Human RNase P	26.387140750885	28036.3370478153	None				2021-09-20	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	D2	AP0008	C02	JL	SARS-CoV-2 N1	109.258995056152	0	1320.22521972656	116087.682247162	SARS-CoV-2 N2	75.722451210022	0	1524.01962280273	80455.1044106484																																					0.005		2021-09-15	10	NT04155	Kookaburra	Nanotrap	0.425		CP0012	A02	JL				Monongalia County		2021-09-15	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	D2	EP0012	A02	JL		Pass	GG	09/12/2021 11:55 PM	Composite	09/12/2021 11:55 PM	09/12/2021 12:00 AM	JL	09/15/2021	6.73	StarCityWWTP-01		
A1053	12837	OneStep RT-ddPCR		75.27		BRSV		178766.25												SARS-CoV-2 N1	1.83			4346.25	SARS-CoV-2 N2	1.83			4346.25																																				N1/N2/BRSV Triplex	0.005		7/7/21	10				0.95	pH: 6.83				Josh Lambert		7/8/21 11:21	Monongalia County	A1053	7/7/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	5/20/21 23:55	Composite	5/20/21 23:55	5/20/21 0:00	JL	5/21/21	6.83	StarCityWWTP-01	Available	
A1024	12696	OneStep RT-ddPCR	Human RNase P		26676						Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				46728	SARS-CoV-2 N2				33372																																				CDC N1/N2/RP Triplex	0.005		4/9/21 12:00	100				6				MVS	Josh Lambert	4/9/21 12:58	4/9/21 12:58	Monongalia County	A1024	4/12/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	GG	4/7/21 11:55	Composite	4/7/21 11:55	4/7/21 12:00	Josh Lambert	4/9/21		StarCityWWTP-01	Available	
A1104	15713	OneStep RT-ddPCR				BRSV	1146.057205	1217685.781		8/13/21	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A01	JL	SARS-CoV-2 N1	19.47489023	0	2236.361694	20692.07087	SARS-CoV-2 N2	22.47245789	0	2276.707153	23876.9865																																					0.005		8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A01	JL						8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A01	JL													
A0217	15849	OneStep RT-ddPCR	Human RNase P		4440					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				129270	SARS-CoV-2 N2				142680																																				CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				5				MS	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0217	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GS	1/11/21 0:00	Composite	1/11/21 23:59	1/11/21 0:00	TD	1/15/21		StarCityWWTP-01	Available	
A01-0027	17102	OneStep RT-ddPCR	Human RNase P	45.44618607	48286.57269	None				9/9/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	K1	AP0007	A01	JL	SARS-CoV-2 N1	71.65204525	0	1303.838043	76130.29808	SARS-CoV-2 N2	82.69483566	0	1366.207123	87863.26289																																					0.005		9/8/21	10	NT04155	Halcyon	Nanotrap	0.425		CP0009	A01	JL				Monongalia County		9/8/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K1	EP0009	A01	JL		Pass	DW	9/4/21 23:55	Composite	9/4/21 23:55	9/4/21 0:00	JL	9/7/21	6.38	StarCityWWTP-01		
A0245	11511	OneStep RT-ddPCR	Human RNase P		44160					11/17/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				24528	SARS-CoV-2 N2				14712																																				CDC N1/N2/RP Triplex	0.005		11/16/20 17:00	100				4				MS	Timothy Driscoll	11/16/20 19:12	11/16/20 19:12	Monongalia County	A0245	11/17/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	DW	11/15/20 0:00	Composite	11/15/20 23:59	11/15/20 0:00	TD	11/16/20		StarCityWWTP-01	Available	
