Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Internal	Assay Control, Internal Concentration (CN/Rxn)	Assay Control, Internal Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Created by	Date Added to Database	Date Created	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	QC Check, Sample	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status	Volume Tested (mL)
A02-0026	14246	OneStep RT-ddPCR	Human RNase P	116.90185546875	124208.221435547	None				2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	I2	AP0004	B01	JL	SARS-CoV-2 N1	8.18836569786072	-20	2835.2719116211	8700.13855397701	SARS-CoV-2 N2	8.18836569786072	-20	3151.89849853516	8700.13855397701																																					0.005		2021-08-23	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A02	JL				WVU Morgantown	G	2021-08-23	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000002	A02	JL		Pass	EL	08/23/2021 09:13 AM	Grab			JL	08/23/2021	7.27	Evansdale-01		
A01-0027																																																																																	Monongalia County													Pass	DW	09/04/2021 11:55 PM	Composite	09/04/2021 11:55 PM	09/04/2021 12:00 AM	JL	09/07/2021	6.38	StarCityWWTP-01		
A02-0071																																																																																	WVU Morgantown													Pass	EL	09/01/2021 10:20 AM	Grab			JL	09/01/2021	8.16	HonorsSummit-01 (MUB)		
A02-0088																																																																																	WVU Morgantown													Pass	EL	09/08/2021 09:45 AM	Composite	09/08/2021 08:38 AM	09/06/2021 08:38 AM	JL	09/08/2021	7.21	HonorsSummit-01 (MUB)		
A02-0083																																																																																	WVU Morgantown													Pass	EL	09/06/2021 08:38 AM	Composite	09/06/2021 08:38 AM	09/04/2021 09:00 AM	JL	09/07/2021	6.88	HonorsSummit-01 (MUB)		
A02-0078																																																																																	WVU Morgantown													Pass	WL	09/03/2021 10:32 AM	Composite	09/03/2021 10:32 AM	09/01/2021 10:32 AM	JL	09/03/2021	6.92	NorthHighSt-02 (MUB)		
A02-0036	12144	OneStep RT-ddPCR	Human RNase P	168.152847290039	178662.400245666	None				2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	L2	AP0004	B02	JL	SARS-CoV-2 N1	1507.14767456055	-20	2835.2719116211	1601344.40422058	SARS-CoV-2 N2	1487.83218383789	-20	3151.89849853516	1580821.69532776																																					0.005		2021-08-25	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	A02	JL				WVU Morgantown		2021-08-25	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	L2	EP0004	A02	JL		Pass	EL	08/25/2021 09:13 AM	Grab			JL	08/25/2021	7.79	Evansdale-01		
A01-0011	17755	OneStep RT-ddPCR	Human RNase P	15.1216208934784	16066.7221993208	None				2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	K1	AP0004	F03	JL	SARS-CoV-2 N1	48.752703666687	-20	2835.2719116211	51799.7476458549	SARS-CoV-2 N2	21.8448042869568	-20	3151.89849853516	23210.1045548916																																					0.005		2021-08-24	10	NT04155	Halcyon	Nanotrap	0.425		CP0003	A01	JL				Monongalia County	Star City	2021-08-24	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K1	EP0003	A01	JL		Pass	GG	08/21/2021 11:59 PM	Composite	08/21/2021 11:59 PM	08/21/2021 12:00 AM	JL	08/24/2021	7.23	StarCityWWTP-01		
A02-0037	19154	OneStep RT-ddPCR	Human RNase P	36.3416719436646	38613.0264401436	None				2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	L3	AP0004	C02	JL	SARS-CoV-2 N1	18.1651401519775	-20	2835.2719116211	19300.4614114761	SARS-CoV-2 N2	28.7667322158814	-20	3151.89849853516	30564.652979374																																					0.005		2021-08-25	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	A03	JL				WVU Morgantown		2021-08-25	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	L3	EP0004	A03	JL		Pass	EL	08/25/2021 09:24 AM	Composite	08/23/2021 09:35 AM	08/25/2021 09:35 AM	JL	08/25/2021	7.43	OaklandE-02		
A01-0003	19784	OneStep RT-ddPCR	Human RNase P	32.1334409713746	34141.7810320855	None				08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A02	JL	SARS-CoV-2 N1	23.7983345985412	0	1714.01901245117	25285.73	SARS-CoV-2 N2	30.9425330162048	0	1783.14178466797	32876.44184	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A02	JL	Josh Lambert		08/16/2021 01:05 PM	Monongalia County	Star City	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A02	JL	NaN	Pass	GG	08/11/2021 11:55 PM	Composite	08/11/2021 11:55 PM	08/11/2021 12:00 AM	Josh Lambert	08/13/2021	6.87	StarCityWWTP-01		10
A01-0006	16217	OneStep RT-ddPCR	Human RNase P	27.8771901130676	29619.5144951343	None				2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	G6	AP0004	B03	JL	SARS-CoV-2 N1	182.599010467529	-20	2835.2719116211	194011.44862175	SARS-CoV-2 N2	81.846342086792	-20	3151.89849853516	86961.7384672165																																					0.005	NaN	2021-08-18	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A06	JL	Josh Lambert		08/18/2021 01:15 PM	Monongalia County	Star City	2021-08-18	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A06	JL		Pass	GG	08/15/2021 11:55 PM	Composite	08/15/2021 11:55 PM	08/15/2021 12:00 AM	JL	08/18/2021	6.82	StarCityWWTP-01		
A05-0004	17870	OneStep RT-ddPCR				BRSV	410.418701171876	436069.869995118		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A06	JL	SARS-CoV-2 N1	0	0	2236.36169433594	0	SARS-CoV-2 N2	0	0	2276.70715332032	0																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A06	JL	Eric Lundstrum		08/11/2021 09:07 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A06	JL	NaN	Pass	EL	08/11/2021 09:07 AM	Composite	08/11/2021 09:00 AM	08/10/2021 09:00 AM	JL	08/11/2021	7.19	Evansdale-01		10
A06-0005	17313	OneStep RT-ddPCR				BRSV	540.266151428222	574032.785892486		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A07	JL	SARS-CoV-2 N1	0	0	2236.36169433594	0	SARS-CoV-2 N2	1.35909959673882	0	2276.70715332032	1444.04335																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B01	JL	Eric Lundstrum		08/10/2021 09:07 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	B01	JL	NaN	Pass	EL	08/10/2021 09:07 AM	Composite	08/10/2021 09:00 AM	08/09/2021 09:00 AM	JL	08/10/2021	7.43	Evansdale-01		10
A02-0030	17182	OneStep RT-ddPCR	Human RNase P	17.4512541294098	18541.9575124979	None				2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	I6	AP0004	F01	JL	SARS-CoV-2 N1	190.769062042236	-20	2835.2719116211	202692.128419876	SARS-CoV-2 N2	150.413856506348	-20	3151.89849853516	159814.722537994																																					0.005		2021-08-23	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A06	JL				WVU Morgantown	H	2021-08-23	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000002	A06	JL		Pass	EL	08/23/2021 09:55 AM	Composite	08/23/2021 09:00 AM	08/21/2021 09:00 AM	JL	08/23/2021	7.28	NorthHighSt-02 (MUB)		
A02-0011	21209	OneStep RT-ddPCR	Human RNase P	12.2066426277161	12969.5577919483	None				08/20/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	F1	AP000000	A08	JL	SARS-CoV-2 N1	35.5278301239014	0	1047.21549987793	37748.32153	SARS-CoV-2 N2	41.0839033126832	0	1082.35214233398	43651.64828	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B03	JL	Eric Lundstrum		08/16/2021 09:42 AM	WVU Morgantown	G	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A09	JL		Pass	Eric Lundstrom	08/16/2021 09:41 AM	Composite	08/16/2021 09:00 AM	08/14/2021 09:00 AM	Josh Lambert	08/16/2021	7.31	OaklandE-02		10
A02-0004 1K	16637	OneStep RT-ddPCR				BRSV	0	0		2021-08-13	Manual	DQ	XXXXXX	QX 200	BRSV Triplex	1k	AP000000	B04	JL	SARS-CoV-2 N1	62.310848236084	0	2236.36169433594	66205.2762508392	SARS-CoV-2 N2	87.8492832183838	0	2276.70715332032	93339.8634195328																																					0.005		2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425	Spike with 1K HI-SARS	CP000000	B06	JL						2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	Spike with 1K HI-SARS	EP000000	B06	JL													
A02-0066																																																																																	WVU Morgantown													Pass	EL	09/01/2021 09:08 AM	Grab			JL	09/01/2021	7.36	Evansdale-01		
A02-0027	11916	OneStep RT-ddPCR	Human RNase P	1076.2198638916	1143483.60538483	None				2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	I3	AP0004	C01	JL	SARS-CoV-2 N1	18.3324611186981	-20	2835.2719116211	19478.2399386167	SARS-CoV-2 N2	30.5618023872376	-20	3151.89849853516	32471.91503644																																					0.005		2021-08-23	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A03	JL				WVU Morgantown	G	2021-08-23	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000002	A03	JL		Pass	EL	08/23/2021 09:35 AM	Grab			JL	08/23/2021	8.48	OaklandE-02		
A01-0016																																																																																	Monongalia County													Pass	GG	08/26/2021 11:55 PM	Composite	08/26/2021 11:55 PM	08/26/2021 12:00 AM	JL	08/27/2021	6.97	StarCityWWTP-01		
A02-0060																																																																																	WVU Morgantown													Pass	EL	08/30/2021 09:23 AM	Grab			JL	08/30/2021	6.11	Evansdale-01		
A1104	15713	OneStep RT-ddPCR				BRSV	1146.0572052002	1217685.78052521		2021-08-13	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A01	JL	SARS-CoV-2 N1	19.4748902320862	0	2236.36169433594	20692.0708715916	SARS-CoV-2 N2	22.4724578857422	0	2276.70715332032	23876.9865036011																																					0.005		2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A01	JL						2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A01	JL													
A02-0010	17250	OneStep RT-ddPCR	Human RNase P	8.18556666374206	8697.16458022594	None				08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A08	JL	SARS-CoV-2 N1	0	0	1714.01901245117	0	SARS-CoV-2 N2	0	0	1783.14178466797	0	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B02	JL	Eric Lundstrum		08/16/2021 09:28 AM	WVU Morgantown	G	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A08	JL	NaN	Pass	Alexander Brun	08/16/2021 09:28 AM	Composite	08/16/2021 09:00 AM	08/14/2021 09:00 AM	Josh Lambert	08/16/2021	6.85	Evansdale-01		10
A02-0001 10K	17989	OneStep RT-ddPCR				BRSV	0	0		2021-08-13	Manual	DQ	XXXXXX	QX 200	BRSV Triplex	10k	AP000000	B03	JL	SARS-CoV-2 N1	678.05908203125	0	2236.36169433594	720437.774658203	SARS-CoV-2 N2	711.738967895508	0	2276.70715332032	756222.653388977																																					0.005		2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425	Spike with 10K HI-SARS	CP000000	B05	JL						2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	Spike with 10K HI-SARS	EP000000	B05	JL													
A02-0076																																																																																	WVU Morgantown													Pass	EL	09/03/2021 10:00 AM	Grab			JL	09/03/2021	7.86	Evansdale-01		
A02-0062																																																																																	WVU Morgantown													Pass	EL	08/30/2021 10:04 AM	Grab			JL	08/30/2021	7.45	HonorsSummit-01 (MUB)		
A02-0063																																																																																	WVU Morgantown													Pass	EL	08/30/2021 10:19 AM	Grab			JL	08/30/2021	8.58	NorthHighSt-02 (MUB)		
A02-0067																																																																																	WVU Morgantown													Pass	EL	09/01/2021 09:27 AM	Grab			JL	09/01/2021	8.64	OaklandE-02		
A07-0018	19654	OneStep RT-ddPCR				BRSV	798.756942749024	848679.251670838		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	B02	JL	SARS-CoV-2 N1	0	0	2236.36169433594	0	SARS-CoV-2 N2	0	0	2276.70715332032	0																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B04	JL	Josh Lambert		08/13/2021 12:24 PM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	B04	JL	NaN	Pass	EL	08/11/2021 09:00 AM	Composite	08/11/2021 09:00 AM	08/10/2021 09:00 AM	JL	08/11/2021	NaN	TowersBB-01		10
A02-0048	15274	OneStep RT-ddPCR	Human RNase P	96.6748714447022	102717.050909996	None				2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	A1 NAB_9	AP0004	A04	JL	SARS-CoV-2 N1	14.300616979599	-20	2835.2719116211	15194.4055408239	SARS-CoV-2 N2	5.36185324192048	-20	3151.89849853516	5696.96906954051																																					0.005		2021-08-25	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	B03	JL				WVU Morgantown		2021-08-25	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	A1 NAB_9	EP0004	A09	JL		Pass	EL	08/25/2021 10:03 AM	Composite	08/25/2021 10:12 AM	08/23/2021 10:12 AM	JL	08/25/2021	7.33	CollegePark-02		
A02-0075																																																																																	WVU Morgantown													Pass	EL	09/03/2021 09:51 AM	Grab			JL	09/03/2021	8.39	OaklandE-02		
A02-0073																																																																																	WVU Morgantown													Pass	EL	09/01/2021 10:59 AM	Grab			JL	09/01/2021	7.76	CollegePark-02		
A02-0025	5001	OneStep RT-ddPCR	Human RNase P	0	0	None				2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	I1	AP0004	A01	JL	SARS-CoV-2 N1	0	-20	2835.2719116211	0	SARS-CoV-2 N2	0	-20	3151.89849853516	0																																					0.005		2021-08-23	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A01	JL				WVU Morgantown	G	2021-08-23	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000002	A01	JL		Pass	EL	08/23/2021 09:13 AM	Composite	08/23/2021 09:16 AM	08/21/2021 09:16 AM	JL	08/23/2021	7.15	Evansdale-01		
A02-0056																																																																																	WVU Morgantown													Pass	EL	08/27/2021 10:39 AM	Composite	08/27/2021 09:49 AM	08/25/2021 09:49 AM	JL	08/27/2021	7.17	NorthHighSt-02 (MUB)		
A02-0019	17835	OneStep RT-ddPCR	Human RNase P	36.9689512252808	39279.5106768608	None				08/18/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G4	AP000000	A04	JL	SARS-CoV-2 N1	30.3630900382996	0	1685.59967041016	32260.78367	SARS-CoV-2 N2	39.6118140220642	1.368028819561	1874.41497802734	42087.55088																																					0.005	NaN	2021-08-18	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A04	JL	Eric Lundstrum		08/18/2021 10:25 AM	WVU Morgantown	G	2021-08-18	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A04	JL	NaN	Pass	EL	08/18/2021 10:24 AM	Composite	08/18/2021 10:24 AM	08/16/2021 10:33 AM	JL	08/18/2021	7.04	CollegePark-02		
A02-0021	15351	OneStep RT-ddPCR	Human RNase P	113.261661529541	120340.515375137	None				2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	H1	AP0004	C03	JL	SARS-CoV-2 N1	12.3360800743103	-20	2835.2719116211	13107.0850789547	SARS-CoV-2 N2	34.9647617340088	-20	3151.89849853516	37150.0593423843																																					0.005		2021-08-20	10	NT04155	Kookaburra	Nanotrap	0.425	7.74	CP000000	A01	JL				WVU Morgantown	G	2021-08-20	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H1	EP000000	A01	JL		Pass	EL	08/20/2021 09:30 AM	Composite	08/20/2021 09:30 AM	08/18/2021 09:30 AM	Jl	08/20/2021	7.74	OaklandE-02		
A02-0035	16385	OneStep RT-ddPCR	Human RNase P	23.593852519989	25068.4683024883	None				2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	L1	AP0004	A02	JL	SARS-CoV-2 N1	47.2078895568848	-20	2835.2719116211	50158.3826541901	SARS-CoV-2 N2	37.0851159095764	-20	3151.89849853516	39402.9356539249																																					0.005		2021-08-25	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	A01	JL				WVU Morgantown		2021-08-25	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	L1	EP0004	A01	JL		Pass	EL	08/25/2021 09:12 AM	Composite	08/25/2021 09:16 AM	08/23/2021 09:16 AM	JL	08/25/2021	6.55	Evansdale-01		
A02-0007																																																																														Eric Lundstrum		08/12/2021 09:14 AM	WVU Morgantown	Building/Complex												Pass	EL	08/12/2021 09:14 AM	Composite	08/12/2021 09:00 AM	08/11/2021 09:00 AM	JL	08/12/2021		Evansdale-01		10
A02-0072																																																																																	WVU Morgantown													Pass	EL	09/01/2021 10:58 AM	Composite	09/01/2021 10:59 AM	08/30/2021 10:58 AM	JL	09/01/2021	6.98	CollegePark-02		
