Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Internal	Assay Control, Internal Concentration (CN/Rxn)	Assay Control, Internal Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Created by	Date Added to Database	Date Created	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	QC Check, Sample	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status	Volume Tested (mL)
A02-0006	17196	OneStep RT-ddPCR	Human RNase P	13.6870515346527	14542.4922555685	None				2021-08-16	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A05	JL	SARS-CoV-2 N1	23.272728919983	0	1714.01901245117	24727.2744774819	SARS-CoV-2 N2	17.7947211265564	0	1783.14178466797	18906.8911969662	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A05	JL	Eric Lundstrum		08/13/2021 09:23 AM	WVU Morgantown	G	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A05	JL	NaN	Pass	Eric Lundstrom	08/13/2021 09:22 AM	Composite	08/13/2021 09:22 AM	08/11/2021 09:45 AM	Josh Lambert	08/13/2021	7.34	OaklandE-02		10
A1106	18310	OneStep RT-ddPCR				BRSV	492.148246765136	522907.512187957		2021-08-13	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A02	JL	SARS-CoV-2 N1	8.99712562561036	0	2236.36169433594	9559.44597721101	SARS-CoV-2 N2	11.5683662891388	0	2276.70715332032	12291.38918221																																					0.005		2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A02	JL						2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A02	JL													
A02-0012	18304	OneStep RT-ddPCR	Human RNase P	30.8717465400696	32801.2306988239	None				2021-08-16	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	B02	JL	SARS-CoV-2 N1	3.85675370693206	0	1714.01901245117	4097.80081361531	SARS-CoV-2 N2	10.2860820293427	0	1783.14178466797	10928.9621561766	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B04	JL	Eric Lundstrum		08/16/2021 09:54 AM	WVU Morgantown	G	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A10	JL	NaN	Pass	Alexander Brun	08/16/2021 09:54 AM	Composite	08/16/2021 09:00 AM	08/14/2021 09:00 AM	Josh Lambert	08/16/2021	6.65	HonorsSummit-01 (MUB)		10
A02-0009	19134	OneStep RT-ddPCR	Human RNase P	23.3762383460998	24837.253242731	None				2021-08-16	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A07	JL	SARS-CoV-2 N1	49.2401790618896	0	1714.01901245117	52317.6902532577	SARS-CoV-2 N2	46.7757177352906	0	1783.14178466797	49699.2000937463	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B01	JL	Eric Lundstrum		08/13/2021 10:18 AM	WVU Morgantown	G	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A07	JL		Pass	Eric Lundstrom	08/13/2021 10:18 AM	Composite	08/13/2021 09:55 AM	08/11/2021 09:55 AM	Josh Lambert	08/13/2021	7.8	CollegePark-02		10
A02-0015	21184	OneStep RT-ddPCR	Human RNase P	21.113076210022	22432.6434731484	None				2021-08-16	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	B04	JL	SARS-CoV-2 N1	99.061975479126	0	1714.01901245117	105253.348946571	SARS-CoV-2 N2	72.307538986206	0	1783.14178466797	76826.7601728439	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B06	JL	Eric Lundstrum		08/16/2021 10:33 AM	WVU Morgantown	G	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A12	JL		Pass	Alexander Brun	08/16/2021 10:15 AM	Composite	08/16/2021 09:00 AM	08/14/2021 09:00 AM	Josh Lambert	08/16/2021	7.18	CollegePark-02		10
A02-0002	20957	OneStep RT-ddPCR				BRSV	0	0		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	C01	JL	SARS-CoV-2 N1	6.73744678497314	0	2236.36169433594	7158.53721	SARS-CoV-2 N2	5.61440527439118	0	2276.70715332032	5965.30548																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	C05	JL	Josh Lambert		08/16/2021 01:03 PM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	C05	JL	NaN	Pass	EL	08/12/2021 09:00 AM	Composite	08/12/2021 09:00 AM	08/11/2021 09:00 AM	JL	08/13/2021	6.65	OaklandE-02		10
A07-0012	18494	OneStep RT-ddPCR				BRSV	1238.12591552734	1315508.7852478		2021-08-13	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	B01	JL	SARS-CoV-2 N1	3.81712794303894	0	2236.36169433594	4055.69843947887	SARS-CoV-2 N2	6.36222422122956	0	2276.70715332032	6759.86323505641																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B03	JL	Eric Lundstrum		08/11/2021 09:19 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	B03	JL	NaN	Pass	EL	08/11/2021 09:19 AM	Composite	08/11/2021 09:00 AM	08/10/2021 09:00 AM	JL	08/11/2021	7.13	OaklandE-02		10
A02-0004	14984	OneStep RT-ddPCR				BRSV	0	0		2021-08-13	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	B08	JL	SARS-CoV-2 N1	0	0	2236.36169433594	0	SARS-CoV-2 N2	0	0	2276.70715332032	0																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	C04	JL	Eric Lundstrum		08/12/2021 10:05 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	C04	JL	NaN	Pass	EL	08/12/2021 10:05 AM	Composite	08/12/2021 09:00 AM	08/11/2021 09:00 AM	JL	08/12/2021	NaN	NorthHighSt-02 (MUB)		10
A1104	15713	OneStep RT-ddPCR				BRSV	1146.0572052002	1217685.78052521		2021-08-13	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A01	JL	SARS-CoV-2 N1	19.4748902320862	0	2236.36169433594	20692.0708715916	SARS-CoV-2 N2	22.4724578857422	0	2276.70715332032	23876.9865036011																																					0.005		2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A01	JL						2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A01	JL													
A02-0011	1477	OneStep RT-ddPCR	Human RNase P	0	0	None				2021-08-16	CHECK	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	B01	JL	SARS-CoV-2 N1	0	0	1714.01901245117	0	SARS-CoV-2 N2	0	0	1783.14178466797	0	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B03	JL	Eric Lundstrum		08/16/2021 09:42 AM	WVU Morgantown	G	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A09	JL	NaN	Pass	Eric Lundstrom	08/16/2021 09:41 AM	Composite	08/16/2021 09:00 AM	08/14/2021 09:00 AM	Josh Lambert	08/16/2021	7.31	OaklandE-02		10
A02-0001	16799	OneStep RT-ddPCR				BRSV	0	0		2021-08-13	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	B07	JL	SARS-CoV-2 N1	0	0	2236.36169433594	0	SARS-CoV-2 N2	0	0	2276.70715332032	0																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	C03	JL	Eric Lundstrum		08/12/2021 09:35 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	C03	JL	NaN	Pass	EL	08/12/2021 09:35 AM	Composite	08/12/2021 09:00 AM	08/11/2021 09:00 AM	JL	08/12/2021	NaN	Evansdale-01		10
A02-0008	18971	OneStep RT-ddPCR	Human RNase P	33.5114979743958	35605.9665977955	None				2021-08-16	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A06	JL	SARS-CoV-2 N1	6.202232837677	0	1714.01901245117	6589.87239003181	SARS-CoV-2 N2	1.24031588435173	0	1783.14178466797	1317.83562712371	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A06	JL	Eric Lundstrum		08/13/2021 10:02 AM	WVU Morgantown	G	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A06	JL	NaN	Pass	Eric Lundstrom	08/13/2021 10:02 AM	Composite	08/13/2021 09:45 AM	08/11/2021 09:45 AM	Josh Lambert	08/13/2021	7.5	NorthHighSt-02 (MUB)		10
A05-0004	17870	OneStep RT-ddPCR				BRSV	410.418701171876	436069.869995118		2021-08-13	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A06	JL	SARS-CoV-2 N1	0	0	2236.36169433594	0	SARS-CoV-2 N2	0	0	2276.70715332032	0																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A06	JL	Eric Lundstrum		08/11/2021 09:07 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A06	JL	NaN	Pass	EL	08/11/2021 09:07 AM	Composite	08/11/2021 09:00 AM	08/10/2021 09:00 AM	JL	08/11/2021	7.19	Evansdale-01		10
A04-0009	18412	OneStep RT-ddPCR				BRSV	493.307991027832	524139.740467071		2021-08-13	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A05	JL	SARS-CoV-2 N1	0	0	2236.36169433594	0	SARS-CoV-2 N2	1.27797365188599	0	2276.70715332032	1357.84700512886																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A05	JL	Eric Lundstrum		08/10/2021 10:00 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A05	JL	NaN	Pass	EL	08/10/2021 10:00 AM	Composite	08/10/2021 09:00 AM	08/09/2021 09:00 AM	JL	08/10/2021	7.29	NorthHighSt-02 (MUB)		10
A06-0005	17313	OneStep RT-ddPCR				BRSV	540.266151428222	574032.785892486		2021-08-13	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A07	JL	SARS-CoV-2 N1	0	0	2236.36169433594	0	SARS-CoV-2 N2	1.35909959673882	0	2276.70715332032	1444.04332153499																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B01	JL	Eric Lundstrum		08/10/2021 09:07 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	B01	JL	NaN	Pass	EL	08/10/2021 09:07 AM	Composite	08/10/2021 09:00 AM	08/09/2021 09:00 AM	JL	08/10/2021	7.43	Evansdale-01		10
A01-0001	19475	OneStep RT-ddPCR				BRSV	548.826522827148	583128.180503845		2021-08-13	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A03	JL	SARS-CoV-2 N1	8.45881879329682	0	2236.36169433594	8987.49496787787	SARS-CoV-2 N2	9.66746926307678	0	2276.70715332032	10271.6860920191																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A03	JL	Josh Lambert		08/13/2021 12:13 PM	Monongalia County	WWTP	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A03	JL	NaN	Pass	GG	08/09/2021 11:55 PM	Composite	08/09/2021 11:55 PM	08/09/2021 12:00 AM	JL	08/13/2021	NaN	StarCityWWTP-01		10
A02-0001 10K	17989	OneStep RT-ddPCR				BRSV	0	0		2021-08-13	Manual	DQ	XXXXXX	QX 200	BRSV Triplex	10k	AP000000	B03	JL	SARS-CoV-2 N1	678.05908203125	0	2236.36169433594	720437.774658203	SARS-CoV-2 N2	711.738967895508	0	2276.70715332032	756222.653388977																																					0.005		2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425	Spike with 10K HI-SARS	CP000000	B05	JL						2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	Spike with 10K HI-SARS	EP000000	B05	JL													
A07-0018	19654	OneStep RT-ddPCR				BRSV	798.756942749024	848679.251670838		2021-08-13	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	B02	JL	SARS-CoV-2 N1	0	0	2236.36169433594	0	SARS-CoV-2 N2	0	0	2276.70715332032	0																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B04	JL	Josh Lambert		08/13/2021 12:24 PM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	B04	JL	NaN	Pass	EL	08/11/2021 09:00 AM	Composite	08/11/2021 09:00 AM	08/10/2021 09:00 AM	JL	08/11/2021	NaN	TowersBB-01		10
A01-0002	15989	OneStep RT-ddPCR	Human RNase P	29.450421333313	31291.0726666451	None				2021-08-16	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A01	JL	SARS-CoV-2 N1	33.8711667060852	0	1714.01901245117	35988.1146252155	SARS-CoV-2 N2	38.2927417755126	0	1783.14178466797	40686.0381364821	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A01	JL	Josh Lambert		08/16/2021 10:17 AM	Monongalia County	Star City	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A01	JL	NaN	Pass	GG	08/10/2021 11:55 PM	Composite	08/10/2021 11:55 PM	08/10/2021 12:00 AM	Josh Lambert	08/13/2021	6.9	StarCityWWTP-01		10
