Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.day03.mean	n1.day03.ci	n1.day05.mean	n1.day05.ci	n1.day07.mean	n1.day07.ci	n1.day10.mean	n1.day10.ci	n1.day14.mean	n1.day14.ci	n1.load.day03.mean	n1.load.day03.ci	n1.load.day05.mean	n1.load.day05.ci	n1.load.day07.mean	n1.load.day07.ci	n1.load.day10.mean	n1.load.day10.ci	n1.load.day14.mean	n1.load.day14.ci	n1n2.day03.mean	n1n2.day03.ci	n1n2.day05.mean	n1n2.day05.ci	n1n2.day07.mean	n1n2.day07.ci	n1n2.day10.mean	n1n2.day10.ci	n1n2.day14.mean	n1n2.day14.ci	n1n2.load.day03.mean	n1n2.load.day03.ci	n1n2.load.day05.mean	n1n2.load.day05.ci	n1n2.load.day07.mean	n1n2.load.day07.ci	n1n2.load.day10.mean	n1n2.load.day10.ci	n1n2.load.day14.mean	n1n2.load.day14.ci	n2.day03.mean	n2.day03.ci	n2.day05.mean	n2.day05.ci	n2.day07.mean	n2.day07.ci	n2.day10.mean	n2.day10.ci	n2.day14.mean	n2.day14.ci	n2.load.day03.mean	n2.load.day03.ci	n2.load.day05.mean	n2.load.day05.ci	n2.load.day07.mean	n2.load.day07.ci	n2.load.day10.mean	n2.load.day10.ci	n2.load.day14.mean	n2.load.day14.ci
A02-0015	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	08/14/2021 09:00 AM	08/16/2021 09:00 AM	NA	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	105253.3469	76826.7622	91040.05455	NA	NA	NA	64458.7764666667	218598.509238386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60124.9906283333	196304.786387555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55791.20479	180614.913712035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C01-0004	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	09/15/2021 07:00 AM	09/16/2021 07:00 AM	NA	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	139836.6511	107365.7924	123601.22175	NA	NA	NA	182604.329843333	895441.330989868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	167449.704781667	821977.742694613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	152295.07972	749039.313172431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C01-0044	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	11/23/2021 07:00 AM	11/24/2021 07:00 AM	5.856	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	151742.9388	45055.40662	98399.17271	3363740.49751079	998759.461745113	2181249.97962795	132866.86526	187318.013720705	142919.914756	69480.7720491786	127835.765565714	52733.9035095869	103968.258678	51631.5747344219	79326.6537754286	47050.3998968498	3022277.64425576	4062612.29126517	3271142.99237965	1596198.99949579	3025069.18658636	1092685.99509422	2361943.56173954	1250451.49721849	1846714.91975755	1069298.69875406	94291.687355	117754.882351126	110268.617974	73824.1548318411	98259.7191942857	50146.0044763844	84605.77100625	41284.750456862	66615.3279981071	36885.8245047697	2148113.21378187	2598182.41278818	2528983.45759567	1736920.54750186	2327121.8802319	1095381.0737153	1912805.9343887	954541.857448768	1594770.14651831	788751.717193053	55716.50945	75690.5371319186	77617.321192	89071.688979967	68683.6728228571	56277.7346155804	65243.2833345	40219.373670447	53904.0022207857	32241.5672152778	1273948.78330798	1766142.95265639	1786823.92281169	2093811.82753356	1629174.57387743	1294463.32649483	1463668.30703786	866355.132216133	1342825.37327907	675780.720691529
A04-0066	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	04/28/2022 08:00 AM	04/29/2022 08:00 AM	0.626	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	264060.133695602	169363.125264645	216711.629480124	625734.495053611	401334.151373033	513534.323213322	145153.149589896	548391.505795154	189682.482853532	201751.882945535	141701.532422033	157993.548255722	104845.326873008	112973.121781804	93582.9596610606	78246.1339390185	370712.677856957	1206940.79153565	466293.911928853	455296.304666033	350074.539490159	369284.24754287	260653.064978122	266824.734179236	236505.102993653	184850.269229444	121234.917310067	466363.327988793	182616.518209688	214491.611243932	136929.148891608	159916.417784613	100603.500093101	113547.760753288	87082.6675235626	78521.2277395878	307569.102146042	1057009.364373	445672.718368877	497546.750336909	336006.080081536	376522.359810742	248688.51332517	268932.773054275	218834.09526273	185412.206029268	97316.6850302371	390238.932194412	175550.553565845	237348.335663084	132156.765361184	167104.014731717	96361.6733131931	116986.934733516	80582.3753860647	81023.5667989358	244425.526435127	926338.668968419	425051.524808902	563182.261225768	321937.620672913	396842.716009935	236723.961672217	278199.971370947	201163.087531807	191978.649637384
A02-0094	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	09/08/2021 09:40 AM	09/10/2021 09:40 AM	NA	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	167303.0466	165624.4487	166463.74765	NA	NA	NA	176750.748166667	110469.250470094	176915.590402	125743.081298997	468439.849587143	691698.463409616	352103.177454	464687.440834342	256747.641012571	330727.08338607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	164350.708045	221948.735447602	154227.583415	78399.2966065419	439738.194625	659952.214420406	334130.3897095	439231.66090899	243164.408758786	313001.184340085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151950.667923333	344427.927255243	131539.576428	115920.733436687	411036.539662857	635948.545713009	316157.601965	418707.915993153	229581.176505	298318.032299607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E01-0061	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	02/09/2022 09:40 AM	02/10/2022 09:40 AM	3.136	24-hr time-weighted composite	Princeton	24740	NA	-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	398846.122	291090.5671	344968.34455	4734720.56546054	3455549.44234845	4095135.0039045	303190.903933333	393686.840287044	276738.084266	227749.977983145	295793.875332857	138982.219100452	382801.847631	463924.096208042	377918.607463571	366589.676553985	3624152.85628977	4511355.75344905	3605585.92319965	2032024.8971591	3439495.45922927	1257655.0016666	4261023.39128988	4491160.7637801	4742922.27488354	4037488.8359773	303460.637166667	175353.481633628	271891.080998	197265.609153786	292911.973434286	125378.487826478	363062.8507965	403773.233342485	331070.567096071	308508.529916663	3633724.58098106	1989420.06866553	3544555.40099718	1547534.99365303	3402111.86370727	1004615.87131179	4079605.49636974	3865966.02153067	4046337.30902152	3249496.77183983	303730.3704	59454.6572793862	267044.07773	184993.46460681	290030.071535714	122408.078545124	343323.853962	345324.287356692	284222.526728571	259534.20875275	3643296.30567235	1287247.18443124	3483524.87879471	1368663.84399759	3364728.26818527	922153.063261679	3898187.60144959	3262346.66258008	3349752.34315949	2642482.97638753
M04-0026	not institution specific	wwtp	WWTP	WWTP	56072	FarmingtonWWTP-01	04/28/2022 10:00 AM	04/29/2022 10:00 AM	0.095	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	16039.7103242576	34760.4705020785	25400.090413168	5768.10358656206	12500.3501011109	9134.22684383649	17954.491282016	84544.5305602484	11439.4947692096	28722.0985645385	8751.639120864	17559.55029726	6452.9473846048	11385.2071011788	5323.63408803833	7673.4291648486	6317.90602230231	28721.0736467875	4061.60256927539	9819.7481959592	3124.81321300956	6017.14672047561	2306.98290553269	3917.18190356451	2313.33403749392	2625.85221827773	21492.34651121	88848.1225309328	13479.807906726	31960.7661223683	10491.6597377786	19547.7457548201	7751.56181644499	12752.9513154279	6017.30856126387	8729.07739549018	7580.12385541316	30434.6405839555	4780.79639901489	11036.6235324415	3743.24684073341	6754.30766937237	2772.19870469939	4419.45330532625	2395.42572714485	2971.49019715819	25030.201740404	98865.2772977298	15520.1210442424	36530.1181591547	12231.6803546931	22281.4492848235	9050.17624828517	14560.5070470422	6710.98303448941	10095.4409010791	8842.34168852401	34286.7784402761	5499.9902287544	12744.0538720785	4361.68046845726	7767.42837224094	3237.41450386608	5083.86214382903	2477.51741679577	3506.1771289441
A01-0066	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	10/18/2021 12:00 AM	10/18/2021 11:55 PM	7.491	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	29247.75258	31198.81615	30223.284365	829364.080588089	884689.427022005	857026.753805047	40107.73028	61783.7888232584	44083.417088	19912.7151070654	48163.4902771429	44348.255025278	54874.845272	37280.1114851562	83102.5733657143	52125.4000913036	1407146.61725504	3742523.99917326	1368394.14055184	1046238.44755445	1444044.42752905	1329906.742123	1612768.34707096	1050084.97333713	2478931.1980276	1501394.44612028	30556.672775	16550.5772718635	30969.084025	5334.61671249047	41361.219075	53884.7168499524	46989.0026545	39274.2223268961	71648.7049446429	42822.2359940662	1036910.99871395	1677735.08914974	953052.251708873	517392.957963771	1219220.24266194	1514537.16691857	1363890.1363576	1080753.50866494	2140453.14864827	1268033.38498525	21005.61527	42585.6918905974	17854.750962	15295.8560023109	34558.9478728571	67171.9373392208	39103.160037	44988.113836172	60194.8365235714	40996.2353373216	666675.380172866	889277.931331546	537710.362865908	434113.521279972	994396.057794825	1869195.75256234	1115011.92564423	1243119.81383251	1801975.09926894	1256097.03328198
R01-0022	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	04/13/2022 09:00 AM	04/14/2022 08:30 AM	0.208	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2035	1440	1737.5	1602.2883448	1133.8060032	1368.047174	4540.09738807877	10151.113546091	7141.04237069189	9367.63926402601	5732.31657315258	6248.91655374296	8347.92475318684	7221.1953929934	12167.6746823037	8245.46058611167	2886.82780569287	5331.06639697313	5086.77507961889	7678.12846065459	4062.9778781842	4977.0713622887	5493.51394965508	4634.76182624192	13188.7460302639	17549.0148756918	4930.57422625522	16541.9337504483	5623.47639983073	5495.17763272879	4708.69802253747	3772.98132684614	7631.39176775626	6855.04680308252	11229.2616078425	7365.35979778757	3041.26862525538	8361.97308607691	3833.31988942197	3757.2754216262	3209.00699464711	2577.6042572076	5183.90365936441	4535.23390134826	10005.9249626568	10730.2398633239	5321.05106443168	25827.1442011825	4105.91042896957	7903.64214372752	3685.07947192235	4645.21726002503	6914.85878232568	7376.55566295938	10290.8485333813	8210.57777105711	3195.70944481789	13767.6510195152	2579.86469922504	4203.12525833153	2355.03611111002	2472.05367885792	4874.29336907374	5377.02294717888	6823.10389504956	5257.23477297522
R01-0018	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	04/24/2022 09:00 AM	04/25/2022 08:30 AM	0.174	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	637	904	770.5	419.56727358	595.42985136	507.49856247	1434	4148.23050111932	1659.6	1698.44928412247	1689.71428571429	979.364640428982	2544.82921642363	1777.03077630782	3711.01542943343	3041.50031045171	1111.31309698	4425.86895179705	1181.536994972	1310.53246581284	1852.26857816266	1676.33680709152	3171.91881215594	3387.73363759213	4231.46686618649	3475.21742368627	1248.5	3920.2710024884	1844.07620194554	2595.00067912649	1706.34014424682	1545.57420481392	2673.61036884934	2417.91283541253	3207.51908339214	2050.38292994325	1510.43896094859	6786.27178141364	1371.58717206516	1939.39935809666	2087.67065172742	2091.55204244973	2663.64042268405	1924.45142111612	4094.92323428356	3337.64006403954	1063	4262.1323945265	2028.55240389109	3698.32753003342	1722.96600277935	2297.92415754017	2802.39152127505	3361.20243790791	2704.02273735085	2248.68347996335	1909.56482491719	9152.961375825	1561.63734915831	2697.15553319725	2323.07272529217	2884.44234857969	2155.36203321217	1811.46704024346	3958.37960238064	3796.7633945313
O01-0048	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	02/23/2022 08:45 AM	02/24/2022 08:45 AM	1.61	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	43005.886	65791.58641	54398.736205	262099.806586449	400967.487870768	331533.647228608	83303.9614466667	340050.513140237	60988.0626068	112740.371140865	45519.5270334286	73434.5618304758	47058.8548714	47562.9291729643	NA	NA	461611.547935347	2288833.95592615	341472.912185968	722430.096724908	254876.167124241	458137.330821351	274301.096196727	292756.731138349	NA	NA	71581.0896583333	249297.210754059	53954.3395338	85884.0110406631	40417.7248384286	57920.5811364428	42196.5848644	38098.8822189088	NA	NA	402576.676697563	1719493.08332671	306051.989443297	559092.763457477	229157.771805648	364577.911577259	248499.370372515	235974.365494464	NA	NA	59858.21787	182067.479088603	46920.6164608	64947.0536819481	35315.9226434286	45536.1451588214	37334.3148574	30565.6449088691	NA	NA	343541.805459778	1270618.83409105	270631.066700626	427981.369800846	203439.376487054	288617.494571517	222697.644548304	190349.333464466	NA	NA
