Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
E01-0072	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	03/01/2022 08:15 AM	03/02/2022 08:15 AM	3.562	03/04/2022	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	37576.66938	35070.51252	36323.59095	506669.922334451	472877.829459663	489773.875897057	14.0741645092903	13.1354952627684	13.6048298860294	57423.8250154	124972.060116035	1122972.25411373	2560250.2501656	31.1936737253814	71.1180625046001	55285.6789884	114522.032142261	1078225.96199468	2354831.98786622	29.9507211665188	65.4119996629506	53147.5329614	104155.893746963	1033479.66987562	2150879.45074789	28.7077686076562	59.7466514096635
S01-0019	not institution specific	wwtp	WWTP	WWTP	21939	FollansbeeWWTP-01	05/18/2022 06:00 AM	05/19/2022 06:00 AM	0.783	06/02/2022	24-hr time-weighted composite	Follansbee	26037		-80.59829	40.3258	6468	Brooke	1.6	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	253942.908346653	299362.034797668	276652.47157216	752680.693327966	887301.895432314	819991.29438014	116.369927849098	137.183348087865	126.776637968482	80004.3665505946	180863.01375758	239876.713211422	532925.644204556	37.0866903542706	82.3941935999623	85326.5167437493	198557.670131776	256231.361786969	585396.031583614	39.6152383715165	90.5064983895507	90648.666936904	216726.14210962	272586.010362515	639250.133176092	42.1437863887624	98.8327354941391
A02-0406	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	03/21/2022 09:00 AM	03/23/2022 09:00 AM	NA	NA	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	907	3169.251205	2038.1256025	NA	NA	NA	NA	NA	NA	3209.2171922	5632.90548393204	NA	NA	NA	NA	2536.3723805	2194.8611482923	NA	NA	NA	NA	1863.5275688	2110.99245348045	NA	NA	NA	NA
A01-0038	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	09/15/2021 12:00 AM	09/15/2021 11:55 PM	7.723	09/15/2021	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	88755.2017	73296.86612	81026.03391	2594733.59716296	2142813.4627102	2368773.52993658	53.6900678108542	44.3389642176421	49.0145160142481	140966.79758	111960.995887846	4291962.36079535	3321866.75237471	88.8090208739312	68.7358622822114	134345.665023	122642.517547903	4089143.52185686	3642396.19175098	84.6123059480396	75.3682377038359	127724.532466	134179.225331643	3886324.68291837	3991104.88128282	80.4155910221481	82.5836964344234
A03-0091	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	02/23/2022 06:00 AM	02/23/2022 02:00 PM	NA	02/28/2022	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2587	334	1460.5	NA	NA	NA	NA	NA	NA	5777.167792	15672.6270911968	NA	NA	NA	NA	3534.477209	9325.11598969395	NA	NA	NA	NA	1291.786626	2999.32284523443	NA	NA	NA	NA
H01-0094	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	12/16/2021 08:00 AM	12/17/2021 08:00 AM	NA	12/28/2021	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	20385.09853	13588.96505	16987.03179	NA	NA	NA	NA	NA	NA	22269.2416	22859.4509331633	169671.476639477	348084.497947731	14.1392897199564	29.0070414956443	26200.107682	27930.8191696713	174735.308333301	276161.771912086	14.5612756944417	23.0134809926739	30130.973764	34938.6593793619	179799.140027125	220325.253219386	14.9832616689271	18.3604377682821
A02-0446	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	04/09/2022 09:00 AM	04/11/2022 09:00 AM	NA	04/11/2022	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8740.418684	2913.270285	5826.8444845	NA	NA	NA	NA	NA	NA	28458.6574728	94529.2467560293	NA	NA	NA	NA	25295.0561231	87536.5730938957	NA	NA	NA	NA	22131.4547734	80620.8164731592	NA	NA	NA	NA
F01-0022	not institution specific	wwtp	WWTP	WWTP	16166	WestonWWTP-01	11/01/2021 10:00 AM	11/02/2021 10:00 AM	NA	11/03/2021	24-hr time-weighted composite	Weston	26452		-80.45991	39.06224	10364	Lewis	2.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	31142.43984	26222.63357	28682.536705	NA	NA	NA	NA	NA	NA	104142.6275	197374.150341022	NA	NA	NA	NA	106515.643486	197688.314234576	NA	NA	NA	NA	108888.659472	198264.018114554	NA	NA	NA	NA
A02-0111	higher ed dorm	upstream	Sewer Network	Dormitory	105612	OaklandE-02	09/15/2021 10:06 AM	09/17/2021 10:06 AM	NA	09/17/2021	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	318	909	613.5	NA	NA	NA	NA	NA	NA	56877.176588	109828.747427996	NA	NA	NA	NA	42344.8845628	67641.5635932259	NA	NA	NA	NA	27812.5925376	45530.8703816487	NA	NA	NA	NA
E01-0077	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	03/09/2022 08:35 AM	03/10/2022 08:35 AM	6.695	03/17/2022	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	9391.290117	9391.290117	9391.290117	238006.470178404	238006.470178404	238006.470178404	6.611290838289	6.611290838289	6.611290838289	79039.3128694	105879.14008511	1035866.17612546	1237998.84690636	28.7740604479294	34.3888568585099	75993.0283404	101054.09153137	1031437.98882625	1388918.38316769	28.6510552451737	38.5810661991024	72946.7438114	104925.380297234	1027009.80152705	1617564.99831511	28.5280500424179	44.9323610643085
A03-0181	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	01/14/2022 06:00 AM	01/14/2022 02:00 PM	NA	NA	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	7638.607062	28015.03357	17826.820316	NA	NA	NA	NA	NA	NA	270375.6453264	1073205.0045725	NA	NA	NA	NA	154591.3217522	522217.144994712	NA	NA	NA	NA	38806.998178	52377.9911699631	NA	NA	NA	NA
