Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci
A0030	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	11/30/2020 12:00 AM	11/30/2020 11:59 PM	10.196	12/04/2020	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	57250.8	52029.6	54640.2	2209654.18744229	2008136.54151466	2108895.36447847	42858.96	70757.8401861342	1362061.77092385	2343606.52979763	39477	58368.0550870897	1251871.57169008	1980202.15112633	36095.04	46688.789867246	1141681.37245631	1641747.94894751
N03-0053	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	04/21/2022 07:30 AM	04/22/2022 07:30 AM	0.68392	04/27/2022	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	3002.382866	1743	2372.691433	7772.921865343	4512.4833893496	6142.7026273463	9301.8669152	32453.2022264658	15060.8873091176	45951.357232555	10570.4876512	35307.019513553	17019.4468216871	49730.2837307994	11839.1083872	38312.687625862	18978.0063342566	53979.8399410739
A04-0034	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	03/14/2022 08:00 AM	03/15/2022 08:00 AM	0.834	03/18/2022	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	69093.47624	72386.48593	70739.981085	218130.311335311	228526.448105371	223328.379720341	90017.406742	77143.2792215983	247793.920768384	206780.326559797	85253.658331	75324.2627964338	235222.117028858	203197.021909416	80489.90992	77394.5192405876	222650.313289332	210064.890385258
A1091	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	07/13/2021 12:00 AM	07/13/2021 11:55 PM	9.555	07/30/2021	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	4322.5	4322.5	4322.5	156343.063797375	156343.063797375	156343.063797375	4250.1	5409.26561573112	144645.725959783	180501.950731162	3954.45	3798.71290264392	135118.514464861	129500.381110165	3658.8	3639.79593338863	125591.302969939	125655.61045046
B01-0166	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	04/24/2022 07:00 AM	04/25/2022 07:00 AM	8.332	04/26/2022	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	21833.31035	32754.22934	27293.769845	688623.39705817	1033069.57646636	860846.486762267	22908.79523	19824.8093637239	904234.203534929	725312.910759466	26741.517473	22443.3736337152	1058641.17934616	884120.582115979	30574.239716	25939.6080896273	1213048.15515739	1070398.73196212
H01-0029	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	11/02/2021 08:00 AM	11/03/2021 08:00 AM	NA	11/11/2021	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	14450	18912.5	16681.25	NA	NA	NA	10256.0811298	5256.62509132175	NA	NA	12374.6370709	4798.52646748153	NA	NA	14493.193012	5493.2538141249	NA	NA
H01-0092	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	12/14/2021 08:00 AM	12/15/2021 08:00 AM	1.4	12/17/2021	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	19369.64728	24905.47847	22137.562875	102650.879114259	131988.426157172	117319.652635715	23047.1551768	29936.3037812615	170988.669820601	347080.552010899	26133.6636768	32490.7144377438	163593.596902493	289118.894699544	29220.1721768	38255.5548715152	156198.523984386	258974.911163357
P01-0053	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	04/12/2022 09:29 AM	04/13/2022 09:29 AM	0.293	04/28/2022	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2822	1420	2121	3129.95111686	1574.9576846	2352.45440073	4152.1346326	5615.62693959712	4763.75392205177	6918.00544923527	3433.7747688	5494.87665783413	3999.79849146572	6947.41793298416	2715.414905	5772.34751743457	3235.84306087967	7337.39249588328
P01-0011	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	02/16/2022 09:30 AM	02/17/2022 09:30 AM	0.25	03/02/2022	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	6375.867091	3187.812511	4781.839801	6033.81776123558	3016.79433931613	4525.30605027585	136188.3267362	312740.713737602	96384.7876798536	277389.356383027	133276.4745702	312992.18013746	96985.9446078195	279563.100643582	130364.6224042	314023.286533829	97587.1015357853	281803.244740474
M03-0040	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	03/28/2022 11:00 AM	03/29/2022 09:00 AM	0.186	03/30/2022	24-hr time-weighted composite	Mannington	26582	NA	-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	273	2920.985981	1596.9929905	192.21554898	2056.62609487472	1124.42082192736	5622.303392	7791.21617530901	4694.66461098624	6163.47951601441	5992.5994664	9411.69815439915	5069.87239150161	8611.06864123886	6362.8955408	13791.9685286755	5445.08017201699	12965.7666865978
A01-0040	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	09/19/2021 12:00 AM	09/19/2021 11:55 PM	7.236	09/24/2021	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	389229.4288	195995.8744	292612.6516	10661471.5459261	5368567.43971488	8015019.49282048	206462.047	221671.299679833	5901224.09908148	6079503.84090375	181159.763043	176171.312247644	5205058.21668782	4997854.12173354	155857.479086	156875.877934672	4508892.33429416	4664885.45238836
H01-0147	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	03/04/2022 08:00 AM	03/05/2022 08:00 AM	1.6	03/11/2022	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	10621.32949	7965.744697	9293.5370935	64329.7389835854	48245.7754135532	56287.7571985693	17502.055382	16095.0590820575	147703.098595336	152019.323680081	13835.0723529	7216.83318376678	116127.608511896	76284.4122811312	10168.0893238	5425.94767912493	84552.1184284571	53113.4942168009
J01-0018	not institution specific	wwtp	WWTP	WWTP	33432	AlpineLakeWWTP-01	03/30/2022 07:30 AM	03/31/2022 07:30 AM	0.214	04/06/2022	24-hr time-weighted composite	Alpine Lake	26764	NA	-79.50179	39.45709	700	Preston	0.15	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	3259.206517	6518.666251	4888.936384	2640.21064948463	5280.62642442435	3960.41853695449	3963.4922468	4603.62239895819	2272.83658022839	2723.06162876447	4070.7911752	4910.30436809538	2429.37756003237	3248.06027669448	4178.0901036	5791.27302262693	2585.91853983635	4115.11113788594
D01-0047	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	02/08/2022 07:30 AM	02/09/2022 07:20 AM	NA	02/11/2022	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	412429.5938	159440.2859	285934.93985	NA	NA	NA	368644.01596	202476.142380239	1847750.30029753	1095265.4806368	292447.99188	122558.36603653	1496637.10087432	695520.991856373	216251.9678	112840.344552856	1145523.90145112	508461.122236118
J01-0020	not institution specific	wwtp	WWTP	WWTP	33432	AlpineLakeWWTP-01	04/01/2022 07:30 AM	04/02/2022 07:30 AM	0.188	04/06/2022	24-hr time-weighted composite	Alpine Lake	26764	NA	-79.50179	39.45709	700	Preston	0.15	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1211	2226	1718.5	861.81672388	1584.14866008	1222.98269198	2473.98026	1481.69374355016	1748.52844013664	1594.08274123918	2622.2567551	2376.73919691674	1907.73739282476	2333.42869761879	2770.5332502	4021.17959119916	2066.94634551287	3471.29541032783
M03-0049	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	03/25/2022 11:00 AM	03/26/2022 11:00 AM	0.201	03/30/2022	24-hr time-weighted composite	Mannington	26582	NA	-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	3175.253836	2450	2812.626918	2415.94716228988	1864.1251545	2140.03615839494	6770.8543796	5565.96355757223	5494.23474070489	4278.54797717633	7177.1719849	8259.9612418666	5892.52733114208	7622.78575645885	7583.4895902	13411.2581977189	6290.81992157927	12487.6918344952
A04-0041	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	03/23/2022 08:00 AM	03/24/2022 08:00 AM	0.64	03/31/2022	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	31468.01714	45999.68947	38733.853305	76236.3819276335	111441.718090645	93839.0500091392	77928.560816	88513.8836388323	179951.225406675	187873.314091096	78509.427272	54932.0686012153	181753.718579747	110542.661980348	79090.293728	63830.2122716429	183556.211752818	132927.163443339
O01-0046	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	02/10/2022 01:57 AM	02/11/2022 06:05 AM	1.78	02/16/2022	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	27355.76402	19147.16005	23251.462035	184323.953168528	129014.135002269	156669.044085399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A03-0058	k12	upstream	Sewer Network	K-12 School	105612	MorgantownHS-01	10/27/2021 06:00 AM	10/27/2021 02:00 PM	NA	11/01/2021	8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2649	1684.465921	2166.7329605	NA	NA	NA	2407.2638416	3447.69999964251	NA	NA	5177.9256809	13343.1828300034	NA	NA	7948.5875202	23755.9112111974	NA	NA
N02-0014	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	03/27/2022 07:00 AM	03/28/2022 07:00 AM	9.943	03/30/2022	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5316.052912	1496	3406.026456	200087.362464483	56306.94411848	128197.153291482	7169.803603	10804.873215386	224615.17513026	286824.149535758	5922.1759908	7959.35793386827	191740.344841428	213977.825600805	4674.5483786	6895.44690290629	158865.514552597	218158.989893288
P01-0051	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	04/15/2022 10:15 AM	04/16/2022 10:15 AM	0.255	04/28/2022	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2693	3200.959372	2946.979686	2599.49782815	3089.82062217244	2844.65922516122	2150.9124712	2533.13146438422	2233.28398528945	2700.5396343101	2149.7480278	2125.55833717653	2193.15357078824	1997.99319027318	2148.5835844	3601.0126372452	2153.02315628702	3369.35023945421
G01-0013	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	12/14/2021 09:00 AM	12/15/2021 08:00 AM	0.558	12/16/2021	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	112765.9066	101750.9946	107258.4506	238190.77630051	214924.431717583	226557.604009046	104799.528714	76779.4858052205	241788.30727863	203891.302123031	81858.284079	53184.572797671	188091.582805816	138167.905583764	58917.039444	56510.3445531532	134394.858333001	127537.018239094
O01-0028	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	02/25/2022 10:15 AM	02/26/2022 10:15 AM	1.67	03/02/2022	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	32283.27703	29592.05601	30937.66652	204083.084302561	187070.16811716	195576.62620986	66269.67043	104515.959420981	391093.147706465	669805.221082272	59834.832907	76860.3814341332	360443.89009179	507796.37357512	53399.995384	56313.7364151267	329794.632477115	389295.705936985
E01-0009	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	11/16/2021 08:00 AM	11/17/2021 08:00 AM	1.749	11/19/2021	24-hr time-weighted composite	Princeton	24740	NA	-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	62667.90211	60054.8695	61361.385805	414904.25711755	397604.198915937	406254.228016744	61505.951972	63384.2065178105	603075.609244188	8469891.61302723	60667.864669	56657.5764052898	568612.695231515	7308012.63967576	59829.777366	51326.6159582458	534149.781218842	6146133.66632429
A02-0167	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	10/11/2021 09:58 AM	10/13/2021 09:58 AM	NA	10/13/2021	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1547.491029	38708.73824	20128.1146345	NA	NA	NA	5613.9340884	6658.94510554605	NA	NA	16046.7635692	19708.8481460628	NA	NA	26479.59305	38624.1816134196	NA	NA
A01-0232	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	04/19/2022 12:00 AM	04/20/2022 12:00 AM	11.2	04/25/2022	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	41885.58899	44504.83046	43195.209725	1775806.22708872	1886853.13904179	1831329.68306526	45746.522506	45368.690830783	1676410.57556061	1113900.48502607	43248.937766	37630.5216720314	1622023.68832788	952318.852945943	40751.353026	33499.5360748152	1567636.80109515	978572.360952446
