Asset Tag ID	Department	Location	Description	Site	Category	Sample Collection Method	Sample Collection By	Sample Collection Date/Time	Sample Received Date	Sample Composite Start	Sample Composite End	Sample Received By	Assay Date	Comments	Sample pH (Lab)	Control, Process (Type)	Control, Internal (Type)	Sample QC Check	Assay Target 1	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Result (CN/L)	Sample Flow (MGD)	Status: NWSS	Status: WaTCH
N03-0107	WWTP	SalemWWTP-01	N03-0107	Harrison	Sample	Composite		06/25/2022 07:30 AM	06/29/2022	06/24/2022 07:30 AM	06/25/2022 07:30 AM	AJ	2022-06-30		6.62			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	0.46584	Processing	Complete
C01-0034	WWTP	WheelingWWTP-01	Sample	Ohio	Sample	Composite	GZ	11/08/2021 07:00 AM	11/12/2021	11/07/2021 07:00 AM	11/08/2021 07:00 AM	JL	11/22/21		4.72			Pass	SARS-CoV-2 N1	49286.16226	SARS-CoV-2 N2	69983.49965		Rejected: No Flow	Complete
L01-0157	WWTP	WestUnionWWTP-01	L01-0157	Doddridge	Sample	Composite		07/05/2022 09:00 AM	07/13/2022	07/04/2022 09:00 AM	07/05/2022 09:00 AM	AJ	2022-07-14		7.42			Pass	SARS-CoV-2 N1	2088.64348009229	SARS-CoV-2 N2	2088.64348009229	0.253	Processing	Complete
M03-0038	WWTP	ManningtonWWTP-01	M03-0038	Marion	Sample	Composite		05/11/2022 11:00 AM	05/18/2022	05/10/2022 11:00 AM	05/11/2022 11:00 AM	JL	2022-05-19		7.04			Pass	SARS-CoV-2 N1	289928.939938545	SARS-CoV-2 N2	284998.14838171	0.225	Processing	Complete
N03-0104	WWTP	SalemWWTP-01	N03-0104	Harrison	Sample	Composite		06/09/2022 07:00 AM	06/15/2022	06/08/2022 07:00 AM	06/09/2022 07:00 AM	AJ	2022-06-15		6.88			Pass	SARS-CoV-2 N1	128016.837090254	SARS-CoV-2 N2	137175.875455141	0.57973	Processing	Complete
A01-0240	WWTP	StarCityWWTP-01	A01-0240	Monongalia	Sample	Composite	GG	04/30/2022 12:00 AM	05/04/2022	04/29/2022 12:00 AM	04/30/2022 12:00 AM	AJ	5/5/22		7.24			Pass	SARS-CoV-2 N1	95999.50299	SARS-CoV-2 N2	122705.1048	8.3	Processing	Complete
H01-0076	WWTP	MoundsvilleWWTP-01	Sample	Marshall	Sample	Composite		11/29/2021 08:15 AM	12/03/2021	11/28/2021 08:00 AM	11/29/2021 08:00 AM	AJ	12/9/21		6.96			Pass	SARS-CoV-2 N1	67253.35412	SARS-CoV-2 N2	72431.1626	1.3	Processing	Complete
A02-0247	WVU Morgantown	NorthHighSt-02 (MUB)	Sample	Monongalia	Sample	Composite	GZ	12/06/2021 09:48 AM	12/06/2021	12/04/2021 09:00 AM	12/06/2021 09:00 AM	AJ	12/9/21		8.01			Pass	SARS-CoV-2 N1	152541.292	SARS-CoV-2 N2	137262.1626		Rejected: No Flow	Complete
N02-0133	WWTP	ClarksburgWWTP-01	Sample	Harrison	Sample	Composite		07/15/2022 07:00 AM	07/20/2022	07/14/2022 07:00 AM	07/15/2022 07:00 AM	AJ	2022-07-25					Pass	SARS-CoV-2 N1	192922.810614109	SARS-CoV-2 N2	161995.417177677	4.36	Processing	Complete
K01-0068	WWTP	ParkersburgWWTP-01	K01-0068	Wood	Sample	Composite		04/13/2022 06:00 AM	04/21/2022	04/12/2022 06:00 AM	04/13/2022 06:00 AM	JL	4/25/22		7.26			Pass	SARS-CoV-2 N1	7402.07185	SARS-CoV-2 N2	17273.53469	7.673	Processing	Complete
F01-0044	WWTP	WestonWWTP-01	F01-0044	Lewis	Sample	Composite		05/27/2022 01:00 PM	06/01/2022	05/26/2022 01:00 PM	05/27/2022 01:00 PM	AJ	2022-06-02		7.26			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	1.3	Processing	Complete
A02-0244	WVU Morgantown	OaklandE-02	Sample	Monongalia	Sample	Composite	GZ	12/03/2021 09:23 AM	12/01/2021	12/01/2021 09:00 AM	12/03/2021 09:00 AM	AJ	12/6/21		8.39			Pass	SARS-CoV-2 N1	2793.465592	SARS-CoV-2 N2	5587.118044		Rejected: No Flow	Complete
M04-0092	WWTP	FarmingtonWWTP-01	M04-0092	Marion	Sample	Composite		06/16/2022 03:00 PM	06/22/2022	06/15/2022 01:30 PM	06/16/2022 01:30 PM	AJ	2022-06-23		7.48			Pass	SARS-CoV-2 N1	74635.335803032	SARS-CoV-2 N2	76654.355674982	0.104	Processing	Complete
Q01-0077	WWTP	MadisonWWTP-01	Sample	Boone	Sample	Composite		07/21/2022 08:00 AM	07/28/2022	07/20/2022 08:00 AM	07/21/2022 08:00 AM	AJ	2022-08-01					Pass	SARS-CoV-2 N1	151866.351664066	SARS-CoV-2 N2	145252.014398575	0.426	Processing	Complete
M04-0061	WWTP	FarmingtonWWTP-01	M04-0061	Marion	Sample	Composite		05/12/2022 02:30 PM	05/18/2022	05/11/2022 02:30 PM	05/12/2022 02:30 PM	AJ	2022-05-19		7.37			Pass	SARS-CoV-2 N1	80864.850729704	SARS-CoV-2 N2	83245.5986738206	0.109	Processing	Complete
A03-0100	K-12	MountainviewES-01	A03-0100	Monongalia	Sample	Composite	GZ	03/03/2022 10:49 AM	03/04/2022	03/28/2022 06:00 AM	03/28/2022 02:00 PM	AJ	3/9/22		5.94			Pass	SARS-CoV-2 N1	2634.22058	SARS-CoV-2 N2	5268.606255		Processing	Complete
Q01-0074	WWTP	MadisonWWTP-01	Sample	Boone	Sample	Composite		07/18/2022 08:00 AM	07/21/2022	07/17/2022 08:00 AM	07/18/2022 08:00 AM	AJ	2022-07-25					Pass	SARS-CoV-2 N1	423089.241385461	SARS-CoV-2 N2	377822.712063789	0.43	Processing	Complete
A01-0205	WWTP	StarCityWWTP-01	A01-0205	Monongalia	Sample	Composite	GG	03/20/2022 12:00 AM	03/22/2022	03/19/2022 12:00 AM	03/20/2022 12:00 AM	AJ	3/28/22		6.91			Pass	SARS-CoV-2 N1	41103.39917	SARS-CoV-2 N2	44530.5068	8.6	Processing	Complete
H01-0328	WWTP	MoundsvilleWWTP-01	Sample	Marshall	Sample	Composite		08/31/2022 08:00 AM	09/06/2022	08/30/2022 08:00 AM	08/31/2022 08:00 AM	AJ	2022-09-08					Pass	SARS-CoV-2 N1	21858.6448207497	SARS-CoV-2 N2	26231.7404150963	3.3	Processing	Complete
D01-0078	WWTP	CharlesTownWWTP-01	D01-0078	Jefferson	Sample	Composite		06/02/2022 07:00 AM	06/03/2022	06/01/2022 07:00 AM	06/02/2022 07:00 AM	JL	2022-06-06		6.96			Pass	SARS-CoV-2 N1	767109.897136686	SARS-CoV-2 N2	785736.76943779	1.29	Processing	Complete
G01-0146	WWTP	KeyserWWTP-01	G01-0146	Mineral	Sample	Composite		02/21/2022 08:45 AM	02/24/2022	02/20/2022 09:00 AM	02/21/2022 08:00 AM	JL	2/28/22		7.05			Pass	SARS-CoV-2 N1	24208.57351	SARS-CoV-2 N2	21518.04261	1.169	Processing	Complete
A01-0133	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite		12/23/2021 11:59 PM	12/28/2021	12/23/2021 12:00 AM	12/23/2021 11:59 PM	JL	1/12/22		7.13			Pass	SARS-CoV-2 N1	33907.67287	SARS-CoV-2 N2	30138.7994	6.3	Processing	Complete
E02-0106	WWTP	AthensWWTP-01	E02-0106	Mercer	Sample	Composite		04/13/2022 08:00 AM	04/18/2022	04/12/2022 08:00 AM	04/13/2022 08:00 AM	AJ	4/19/22		6.4			Pass	SARS-CoV-2 N1	2966.049635	SARS-CoV-2 N2	8898.778763	0.191	Processing	Complete
C01-0246	WWTP	WheelingWWTP-01	Sample	Ohio	Sample	Composite		08/23/2022 07:00 AM	08/31/2022	08/22/2022 07:00 AM	08/23/2022 07:00 AM	AJ	2022-09-01					Pass	SARS-CoV-2 N1	26414.9784296751	SARS-CoV-2 N2	44034.2178940771	12.054	Processing	Complete
K01-0098	WWTP	ParkersburgWWTP-01	K01-0098	Wood	Sample	Composite		06/07/2022 06:27 AM	06/15/2022	06/06/2022 06:27 AM	06/07/2022 06:27 AM	AJ	2022-06-15		6.94			Pass	SARS-CoV-2 N1	264928.440749645	SARS-CoV-2 N2	280832.058191299	4.65	Processing	Complete
E02-0120	WWTP	AthensWWTP-01	E02-0120	Mercer	Sample	Composite		05/05/2022 08:00 AM	05/06/2022	05/04/2022 08:00 AM	05/05/2022 08:00 AM	AJ	5/9/22		6.52			Pass	SARS-CoV-2 N1	20267.51228	SARS-CoV-2 N2	14475.7936	0.119	Processing	Complete
G01-0039	WWTP	KeyserWWTP-01	G	Mineral	Sample	Composite		12/27/2021 08:50 AM	01/06/2022	12/26/2021 09:00 AM	12/27/2021 08:00 AM	AJ	1/12/22		6.96			Pass	SARS-CoV-2 N1	8318.301737	SARS-CoV-2 N2	12478.07264	0.71	Processing	Complete
P01-0028	WWTP	StMarysWWTP-01	P01-0028	Pleasants	Sample	Composite		03/10/2022 11:35 AM	03/23/2022	03/09/2022 11:26 AM	03/10/2022 11:06 AM	JL	3/29/22		7.05			Pass	SARS-CoV-2 N1	80070.89719	SARS-CoV-2 N2	88086.40838	0.358	Processing	Complete
B01-0108	WWTP	CharlestonWWTP-01	B01-0108	Kanawha	Sample	Composite		03/24/2022 07:15 AM	03/25/2022	03/23/2022 07:00 AM	03/24/2022 07:00 AM	JL	3/30/22		6.9			Pass	SARS-CoV-2 N1	5936.930571	SARS-CoV-2 N2	2968.360442	7.16	Processing	Complete
A01-0340	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite		08/24/2022 12:00 AM	08/26/2022	08/23/2022 12:00 AM	08/24/2022 12:00 AM	AJ	2022-08-30					Pass	SARS-CoV-2 N1	1096162.68825531	SARS-CoV-2 N2	1129711.60697937	10.1	Processing	Complete
A02-0408	WVU Morgantown	HonorsSummit-01 (MUB)	A02-0408	Monongalia	Sample	Composite	GZ	03/18/2022 11:00 AM	03/18/2022	03/16/2022 09:00 AM	03/18/2022 09:00 AM	AJ	3/28/22		6.92			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Processing	Complete
M04-0091	WWTP	FarmingtonWWTP-01	M04-0091	Marion	Sample	Composite		06/23/2022 01:30 PM	06/29/2022	06/22/2022 01:30 PM	06/23/2022 01:30 PM	AJ	2022-06-30		7.2			Pass	SARS-CoV-2 N1	93521.31575346	SARS-CoV-2 N2	81311.03977561	0.095	Processing	Complete
L01-0210	WWTP	WestUnionWWTP-01	Sample	Doddridge	Sample	Composite		08/29/2022 09:00 AM	09/07/2022	08/28/2022 09:00 AM	08/29/2022 09:00 AM	AJ	2022-09-08					Pass	SARS-CoV-2 N1	78030.7026207445	SARS-CoV-2 N2	70592.9473042488	0.332	Processing	Complete
M04-0062	WWTP	FarmingtonWWTP-01	M04-0062	Marion	Sample	Composite		06/03/2022 01:30 AM	06/08/2022	06/02/2022 12:00 AM	06/03/2022 12:00 AM	AJ	2022-06-09		7.34			Pass	SARS-CoV-2 N1	11633.001063019	SARS-CoV-2 N2	9693.94370913506	0.099	Processing	Complete
K01-0030	WWTP	ParkersburgWWTP-01	G	Wood	Sample	Composite		01/27/2022 06:25 AM	02/02/2022	01/26/2022 06:28 AM	01/27/2022 06:25 AM	AJ	2/7/22		7.21			Pass	SARS-CoV-2 N1	707308.8777	SARS-CoV-2 N2	628728.5757	5.857	Processing	Complete
H01-0055	WWTP	MoundsvilleWWTP-01	Sample	Marshall	Sample	Composite		12/28/2021 08:15 AM	01/03/2022	12/27/2021 08:00 AM	12/28/2021 08:00 AM	AJ	1/12/22		7			Fail: Temperature Above Threshold	SARS-CoV-2 N1	2809.570371	SARS-CoV-2 N2	8429.275677	3.4	Processing	Complete
E02-0184	WWTP	AthensWWTP-01	Sample	Mercer	Sample	Composite		08/19/2022 08:00 AM	08/26/2022	08/18/2022 08:00 AM	08/19/2022 08:00 AM	AJ	2022-08-30					Pass	SARS-CoV-2 N1	209506.229996681	SARS-CoV-2 N2	202584.431290626	0.177	Processing	Complete
K01-0112	WWTP	ParkersburgWWTP-01	K01-0112	Wood	Sample	Composite		06/24/2022 06:40 AM	06/29/2022	06/23/2022 06:21 AM	06/24/2022 06:21 AM	AJ	2022-06-30		6.85			Pass	SARS-CoV-2 N1	105254.247933626	SARS-CoV-2 N2	137340.694963932	5.187	Processing	Complete
A02-0549	WVU Morgantown	NorthHighSt-02 (MUB)	Sample	Monongalia	Sample	Composite	GZ	08/17/2022 10:40 AM	08/17/2022	08/16/2022 09:00 AM	08/17/2022 10:40 AM	AJ	2022-08-18					Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Processing	Complete
A02-0344	WVU Morgantown	HonorsSummit-01 (MUB)	Samples	Monongalia	Sample	Composite	Gz	02/11/2022 10:07 AM	02/14/2022	02/09/2022 09:00 AM	02/11/2022 09:00 AM	AJ	2/16/22		7.36			Pass	SARS-CoV-2 N1	3711.79766	SARS-CoV-2 N2	11136.37984		Processing	Complete
H01-0022	WWTP	MoundsvilleWWTP-01	Sample	Marshall	Sample	Composite	DRC	10/20/2021 08:15 AM	10/25/2021	10/19/2021 08:00 AM	10/20/2021 08:00 AM	JL	11/1/21		7.06			Pass	SARS-CoV-2 N1		SARS-CoV-2 N2			Processing	Confirming
L01-0190	WWTP	WestUnionWWTP-01	Sample	Doddridge	Sample	Composite		08/17/2022 09:00 AM	08/24/2022	08/16/2022 09:00 AM	08/17/2022 09:00 AM	AJ	2022-08-25					Pass	SARS-CoV-2 N1	275945.756435394	SARS-CoV-2 N2	256783.18887949	0.95	Processing	Complete
N03-0023	WWTP	SalemWWTP-01	N03-0023	Harrison	Sample	Composite		04/08/2022 08:00 AM	04/13/2022	04/07/2022 08:00 AM	04/08/2022 08:00 AM	JL	4/14/22	REPORTING AS 100K GAL/DAY	7.28			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	0.94203	Processing	Complete
E02-0187	WWTP	AthensWWTP-01	Sample	Mercer	Sample	Composite		08/25/2022 08:00 AM	08/26/2022	08/24/2022 08:00 AM	08/25/2022 08:00 AM	AJ	2022-08-30					Pass	SARS-CoV-2 N1	109500.952899456	SARS-CoV-2 N2	127776.060283184	0.061	Processing	Complete
C01-0225	WWTP	WheelingWWTP-01	Sample	Ohio	Sample	Composite		07/18/2022 07:00 AM	07/19/2022	07/17/2022 07:00 AM	07/18/2022 07:00 AM	AJ	2022-07-25					Pass	SARS-CoV-2 N1	152569.490969181	SARS-CoV-2 N2	79848.0829596521	10.45	Processing	Complete
C01-0252	WWTP	WheelingWWTP-01	Sample	Ohio	Sample	Composite		08/31/2022 07:00 AM	09/07/2022	08/30/2022 07:00 AM	08/31/2022 07:00 AM	AJ	2022-09-08					Pass	SARS-CoV-2 N1	46432.2844147681	SARS-CoV-2 N2	57495.177090168	14.505	Processing	Complete
A02-0347	WVU Morgantown	CollegePark-02	Sample	Monongalia	Sample	Composite	Gz	02/14/2022 11:33 AM	02/14/2022	02/12/2022 09:00 AM	02/27/2022 09:00 AM	AJ	2/16/22		7.29			Pass	SARS-CoV-2 N1	53198.77714	SARS-CoV-2 N2	29546.5406		Processing	Complete
A04-0101	WWTP	CheatLakeWWTP-01	A04-0101	Monongalia	Sample	Composite		06/25/2022 08:00 AM	06/29/2022	06/24/2022 08:00 AM	06/25/2022 08:00 AM	AJ	2022-06-30		7.29			Pass	SARS-CoV-2 N1	170260.888338089	SARS-CoV-2 N2	196857.482492924	0.517	Processing	Complete
A03-0083	K-12	MountainviewES-01	Sample	Monongalia	Sample	Composite	BL	11/18/2021 09:00 AM	11/22/2021	11/17/2021 06:00 AM	11/17/2021 02:00 PM	JL	12/3/21		7.33			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Rejected: No Flow	Complete
M03-0060	WWTP	ManningtonWWTP-01	M03-0060	Marion	Sample	Composite		05/13/2022 11:00 AM	05/18/2022	05/12/2022 11:00 AM	05/13/2022 11:00 AM	JL	2022-05-19		6.9			Pass	SARS-CoV-2 N1	420151.997208596	SARS-CoV-2 N2	449012.271165847	0.173	Processing	Complete
S01-0043	WWTP	FollansbeeWWTP-01	S01-0043	Brooke	Sample	Composite		03/25/2022 06:05 AM	03/30/2022	03/24/2022 06:00 AM	03/25/2022 06:00 AM	AJ	3/31/22		7.09			Pass	SARS-CoV-2 N1	43735.54252	SARS-CoV-2 N2	29151.9548	0.719	Processing	Complete
A01-0305	WWTP	StarCityWWTP-01	A01-0305	Monongalia	Sample	Composite		07/14/2022 12:00 AM	07/15/2022	07/13/2022 12:00 AM	07/14/2022 12:00 AM	AJ	2022-07-18		7.33			Pass	SARS-CoV-2 N1	618860.231637956	SARS-CoV-2 N2	596913.424730301	7.2	Processing	Complete
H01-0228	WWTP	MoundsvilleWWTP-01	H01-0228	Marshall	Sample	Composite		05/25/2022 08:00 AM	05/27/2022	05/24/2022 08:00 AM	05/25/2022 08:00 AM	AJ	2022-06-01		6.83			Pass	SARS-CoV-2 N1	243836.300075054	SARS-CoV-2 N2	4461.30864322184	1.8	Processing	Complete
M03-0057	WWTP	ManningtonWWTP-01	M03-0057	Marion	Sample	Composite		05/25/2022 11:00 AM	06/01/2022	05/24/2022 11:00 AM	05/25/2022 11:00 AM	AJ	2022-06-02		7.01			Pass	SARS-CoV-2 N1	442937.638163567	SARS-CoV-2 N2	438550.797700882	0.154	Processing	Complete
L01-0138	WWTP	WestUnionWWTP-01	L01-0138	Doddridge	Sample	Composite		06/09/2022 09:00 AM	06/15/2022	06/08/2022 09:00 AM	06/09/2022 09:00 AM	AJ	2022-06-15		7.45			Pass	SARS-CoV-2 N1	961853.73187065	SARS-CoV-2 N2	968564.404249191	0.24	Processing	Complete
J01-0049	WWTP	AlpineLakeWWTP-01	J01-0049	Preston	Sample	Composite		05/16/2022 07:30 AM	05/18/2022	05/13/2022 07:30 AM	05/14/2022 07:30 AM	AJ	2022-05-19		7.18			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	7035.91380268334	0.128	Processing	Complete
E01-0127	WWTP	PrincetonWWTP-01	E01-0127	Mercer	Sample	Composite	TT	06/16/2022 11:00 AM	06/24/2022	06/15/2022 11:00 AM	06/16/2022 11:00 AM	AJ	2022-06-28		7.24			Pass	SARS-CoV-2 N1	90506.2866210938	SARS-CoV-2 N2	98935.4306459428	1.806	Processing	Complete
A02-0036	WVU Morgantown	Evansdale-01	Sample	Monongalia	Sample	Grab	EL	08/25/2021 09:13 AM	08/25/2021	08/25/2021 09:13 AM	08/25/2021 09:13 AM	JL	8/25/21		7.79			Pass	SARS-CoV-2 N1	1601344.404	SARS-CoV-2 N2	1580821.695		Rejected: No Flow	Complete
R01-0073	WWTP	HuttonsvilleWWTP-01	R01-0073	Randolph	Sample	Composite		06/15/2022 08:45 AM	06/22/2022	06/14/2022 09:00 AM	06/15/2022 08:30 AM	AJ	2022-06-23		7.2			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	2216.55683359131	0.194	Processing	Complete
G01-0151	WWTP	KeyserWWTP-01	G01-0151	Mineral	Sample	Composite	TD	05/09/2022 08:50 AM	05/12/2022	05/08/2022 09:00 AM	05/09/2022 08:00 AM	AJ	5/16/22		7.37			Pass	SARS-CoV-2 N1	23592.32437	SARS-CoV-2 N2	13479.70152	3.317	Processing	Complete
S01-0018	WWTP	FollansbeeWWTP-01	S01-0018	Brooke	Sample	Composite		05/20/2022 06:00 AM	06/02/2022	05/19/2022 06:00 AM	05/20/2022 06:00 AM	AJ	2022-06-06		6.86			Pass	SARS-CoV-2 N1	262384.453117847	SARS-CoV-2 N2	283876.288533211		Processing	Complete
R02-0122	WWTP	ElkinsWWTP-01	Sample	Randolph	Sample	Composite		08/17/2022 06:00 AM	08/24/2022	08/16/2022 06:00 AM	08/17/2022 06:00 AM	AJ	2022-08-25					Pass	SARS-CoV-2 N1	164652.659296989	SARS-CoV-2 N2	169808.481931686	4.1	Processing	Complete
C01-0058	WWTP	WheelingWWTP-01	Sample	Ohio	Sample	Composite	GZ	12/14/2021 07:00 AM	12/21/2021	12/13/2021 07:00 AM	12/14/2021 07:00 AM	AJ	12/28/21		7.11			Pass	SARS-CoV-2 N1	208484.6601	SARS-CoV-2 N2	74523.52524	8.278	Processing	Complete
M03-0054	WWTP	ManningtonWWTP-01	M03-0054	Marion	Sample	Composite		05/26/2022 11:00 AM	06/01/2022	05/25/2022 11:00 AM	05/26/2022 11:00 AM	AJ	2022-06-02		6.97			Pass	SARS-CoV-2 N1	171584.183871746	SARS-CoV-2 N2	178748.808503151	0.156	Processing	Complete
A03-0172	K-12	MorgantownHS-01	Sample	Monongalia	Sample	Composite	Gz	02/03/2022 11:11 AM	02/03/2022	02/02/2022 06:00 AM	02/02/2022 02:00 PM	AJ	2/10/22		8.87			Pass	SARS-CoV-2 N1	24021.645	SARS-CoV-2 N2	33033.31409		Processing	Complete
E01-0124	WWTP	PrincetonWWTP-01	E01-0124	Mercer	Sample	Composite		06/10/2022 08:00 AM	06/16/2022	06/09/2022 08:00 AM	06/10/2022 08:00 AM	JL	2022-06-20		6.72			Pass	SARS-CoV-2 N1	336513.753533363	SARS-CoV-2 N2	412430.477142335	2.028	Processing	Complete
A01-0319	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite		07/31/2022 12:00 AM	08/01/2022	07/30/2022 12:00 AM	07/31/2022 12:00 AM	AJ	2022-08-04					Pass	SARS-CoV-2 N1	120501.857399941	SARS-CoV-2 N2	139231.511503458	10.1	Processing	Complete
O01-0128	WWTP	GraftonWWTP-01	Sample	Taylor	Sample	Composite		09/05/2022 07:00 AM	09/07/2022	09/02/2022 07:00 AM	09/03/2022 07:00 AM	AJ	2022-09-08					Pass	SARS-CoV-2 N1	8699.89966973663	SARS-CoV-2 N2	13050.526343286	1.31	Processing	Complete
A02-0031	WVU Morgantown	NorthHighSt-02 (MUB)	Sample	Monongalia	Sample	Grab	EL	08/23/2021 09:55 AM	08/23/2021	08/23/2021 09:55 AM	08/23/2021 09:55 AM	JL	8/27/21		8.46			Pass	SARS-CoV-2 N1	9926.57911	SARS-CoV-2 N2	87832.48961		Rejected: No Flow	Complete
G01-0093	WWTP	KeyserWWTP-01	G	Mineral	Sample	Composite			02/10/2022	02/07/2022 09:00 AM	02/08/2022 08:00 AM	AJ	2/16/22		7.31			Pass	SARS-CoV-2 N1	189932.8038	SARS-CoV-2 N2	221672.1064	1.171	Processing	Complete
