Asset Tag ID	Department	Location	Description	Site	Category	Sample Collection Method	Sample Collection By	Sample Collection Date/Time	Sample Received Date	Sample Composite Start	Sample Composite End	Sample Received By	Assay Date	Comments	Sample pH (Lab)	Control, Process (Type)	Control, Internal (Type)	Sample QC Check	Assay Target 1	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Result (CN/L)	Sample Flow (MGD)	Status: NWSS	Status: WaTCH
A02-0298	WVU Morgantown	HonorsSummit-01 (MUB)	Sample	Monongalia	Sample	Composite	GZ	1/21/22 10:37	1/21/22	1/19/22 9:00	1/21/22 9:00	AJ	1/24/22		7.15			Pass	SARS-CoV-2 N1	2838686.986	SARS-CoV-2 N2	2889614.711		Processing	Complete
H01-0024	WWTP	MoundsvilleWWTP-01	Sample	Marshall	Sample	Composite	DRC	10/17/21 8:15	10/25/21	10/16/21 8:00	10/17/21 8:00	JL	11/1/21		7.08			Pass	SARS-CoV-2 N1		SARS-CoV-2 N2			Processing	Confirming
A03-0018	K-12	SuncrestES-01	Sample	Monongalia	Sample	Composite	BL	10/8/21 14:25	10/15/21	10/1/21 6:00	10/1/21 14:00	JL	11/8/21					Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Rejected: No Flow	Complete
F01-0012	WWTP	WestonWWTP-01	Sample	Lewis	Sample	Composite	BP	10/5/21 11:00	10/8/21	10/4/21 10:00	10/5/21 10:00	JL	10/11/21		7.16			Pass	SARS-CoV-2 N1	30917.42858	SARS-CoV-2 N2	37105.88291		Rejected: No Flow	Complete
H01-0011	WWTP	MoundsvilleWWTP-01	Sample	Marshall	Sample	Composite	DRC	10/9/21 8:15	10/15/21	10/8/21 8:00	10/9/21 8:00	JL	10/20/21		7.1			Pass	SARS-CoV-2 N1	61621.91659	SARS-CoV-2 N2	17238.83137		Rejected: No Flow	Complete
A01-0117	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	GG	12/5/21 0:00	12/6/21	12/4/21 0:00	12/4/21 23:55	AJ	12/9/21		7.44			Pass	SARS-CoV-2 N1	47384.7042	SARS-CoV-2 N2	3643.075707	6.575	Processing	Complete
A03-0021	K-12	MorgantownHS-01	Sample	Monongalia	Sample	Composite	BL	9/24/21 14:30	9/27/21	9/24/21 6:00	9/24/21 14:00	JL	9/29/21		9.04			Pass	SARS-CoV-2 N1	16528.92686	SARS-CoV-2 N2	35432.51857		Rejected: No Flow	Complete
A1050	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	EL	5/17/21 23:55	5/21/21	5/17/21 0:00	5/17/21 23:55	JL	7/7/21		6.98			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	7.923	Processing	Complete
A01-0111	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite		11/29/21 0:00	11/30/21	11/28/21 0:00	11/28/21 23:55	AJ	12/3/21		7.13			Pass	SARS-CoV-2 N1	1014164.768	SARS-CoV-2 N2	908001.4014	6.543	Processing	Complete
A01-0126	WWTP	StarCityWWTP-01	G	Monongalia	Sample	Composite	GG	12/15/21 0:00	1/10/22	12/14/21 0:00	12/15/21 0:00	AJ	1/12/22		6.84			Pass	SARS-CoV-2 N1	9999.228213	SARS-CoV-2 N2	20000.84314	7.2	Processing	Complete
F01-0024	WWTP	WestonWWTP-01	Sample	Lewis	Sample	Composite	BP	11/3/21 14:00	11/5/21	11/2/21 10:00	11/3/21 10:00	JL	11/8/21		6.81			Pass	SARS-CoV-2 N1	15691.19722	SARS-CoV-2 N2	11767.47456		Processing	Confirming
C01-0021	WWTP		Sample		Sample																			Processing	Unknown
A03-0011	K-12	MorgantownHS-01	Sample	Monongalia	Sample	Composite	BL	9/21/21 9:00	9/21/21	9/20/21 6:00	9/20/21 14:00	JL	9/24/21		8.9			Pass	SARS-CoV-2 N1	67750.71919	SARS-CoV-2 N2	97449.48983		Rejected: No Flow	Complete
H01-0099	WWTP	MoundsvilleWWTP-01	Sample	Marshall	Sample	Composite		12/22/21 8:15		12/21/21 8:00	12/22/21 8:00		1/12/22		6.89				SARS-CoV-2 N1	39773.92025	SARS-CoV-2 N2	46406.57835		Processing	Complete
A02-0046	WVU Morgantown		Sample	Monongalia	Sample																			Processing	Unknown
A03-0139	K-12	SuncrestES-01	Sample	Monongalia	Sample	Composite	GZ	12/10/21 12:59	12/13/21	12/10/21 6:00	12/10/21 14:00	AJ	12/14/21		9.11			Pass	SARS-CoV-2 N1	2358.104107	SARS-CoV-2 N2	0		Rejected: No Flow	Complete
A0249	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	GS	11/11/20 0:00	11/13/20	11/11/20 0:00	11/11/20 23:59	TD	11/17/20					Pass	SARS-CoV-2 N1	151837.2	SARS-CoV-2 N2	132824.4	6.79	Rejected: No NTC	Complete
A1014	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	EL	3/26/21 10:54	3/26/21	3/24/21 12:00	3/24/21 12:00	MVS	3/30/21					Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	19530	8.188	Processing	Complete
A01-0127	WWTP	StarCityWWTP-01	G	Monongalia	Sample	Composite	GG	12/16/21 0:00	1/10/22	12/15/21 0:00	12/16/21 0:00	AJ	1/12/22		6.86			Pass	SARS-CoV-2 N1	3720.364315	SARS-CoV-2 N2	7441.059351	7.4	Processing	Complete
A02-0128	WVU Morgantown	Evansdale-01	Sample	Monongalia	Sample	Composite	EL	9/27/21 9:15	9/27/21	9/25/21 9:15	9/27/21 9:15	JL	9/29/21		6.74			Pass	SARS-CoV-2 N1	18873.62272	SARS-CoV-2 N2	28315.77912		Rejected: No Flow	Complete
A0041	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	GG	12/15/20 0:00	12/18/20	12/15/20 12:00	12/15/20 11:59	TD	2/22/21					Pass	SARS-CoV-2 N1	73416	SARS-CoV-2 N2	83208	6.989	Rejected: No NTC	Complete
A0045	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	GG	12/21/20 0:00	1/7/21	12/21/20 12:00	12/21/20 11:59	TD	2/22/21					Pass	SARS-CoV-2 N1	21336	SARS-CoV-2 N2	10668	12.058	Rejected: No NTC	Complete
J01-0003	WWTP	AlpineLakeWWTP-01	G	Preston	Sample	Composite		12/23/21 9:00	1/10/22	12/22/21 9:00	12/23/21 9:00	AJ	1/13/22		6.76			Pass	SARS-CoV-2 N1	3233.059309	SARS-CoV-2 N2	0	0.13	Processing	Complete
H01-0035	WWTP	MoundsvilleWWTP-01	Sample	Marshall	Sample	Composite	DRC	11/5/21 8:15	11/11/21	11/4/21 8:00	11/5/21 8:00	AJ	11/18/21		6.84			Pass	SARS-CoV-2 N1	6375	SARS-CoV-2 N2	6375		Rejected: No Flow	Complete
B01-0072	WWTP	CharlestonWWTP-01	Sample	Kanawha	Sample	Composite	KM	10/26/21 7:30	10/29/21	10/25/21 7:00	10/26/21 7:00	JL	11/4/21		6.96			Pass	SARS-CoV-2 N1	1575.448187	SARS-CoV-2 N2	1575.448187		Processing	Complete
A03-0113	K-12	SuncrestES-01	Sample	Monongalia	Sample	Composite	GZ	12/2/21 11:59	12/14/21	12/1/21 6:00	12/1/21 14:00	AJ	12/14/21		8.02			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Rejected: No Flow	Complete
C01-0072	WWTP	WheelingWWTP-01	G	Ohio	Sample	Composite	GZ	1/3/22 7:00	1/4/22	1/2/22 7:00	1/3/22 7:00	AJ	1/12/22		7.16			Pass	SARS-CoV-2 N1	3686.981569	SARS-CoV-2 N2	3686.981569	22.516	Processing	Complete
A02-0292	WVU Morgantown	OaklandE-02	Sample	Monongalia	Sample	Composite	GZ	1/19/22 8:59	1/19/22	1/15/22 9:00	1/17/22 9:00	AJ	1/24/22		7.28			Pass	SARS-CoV-2 N1	661905.3626	SARS-CoV-2 N2	117589.0665		Processing	Complete
A02-0250	WVU Morgantown	Evansdale-01	Sample	Monongalia	Sample	Composite	GZ	12/6/21 9:10	12/6/21	12/4/21 9:00	12/6/21 9:00	AJ	12/9/21		7.62			Pass	SARS-CoV-2 N1	2464.455636	SARS-CoV-2 N2	4929.056196		Rejected: No Flow	Complete
A02-0172	WVU Morgantown	NorthHighSt-02 (MUB)	Sample	Monongalia	Sample	Composite	CA	10/15/21 9:59	10/15/21	10/13/21 9:59	10/15/21 9:59	JL	10/20/21		7.67			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Rejected: No Flow	Complete
A02-0137	WVU Morgantown	NorthHighSt-02 (MUB)	Sample	Monongalia	Sample	Composite	EL	10/1/21 10:38	10/1/21	9/29/21 10:39	10/1/21 10:39	JL	10/5/21					Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	10392.45628		Rejected: No Flow	Complete
A01-0115	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	JF	12/2/21 0:00	12/3/21	12/2/21 0:00	12/2/21 23:55	AJ	12/9/21		7.22			Pass	SARS-CoV-2 N1	121890.8514	SARS-CoV-2 N2	121890.8514		Rejected: No Flow	Complete
G02-0024	WVU Keyser	PotomacState-01	Sample	Mineral	Sample	Composite		12/6/21 9:45	12/10/21	12/4/21 11:00	12/5/21 11:00	JL	12/14/21	CAME W/OUT ICE, STILL PROCESSING	7.1			Pass	SARS-CoV-2 N1	13450.93455	SARS-CoV-2 N2	8070.042618		Rejected: No Flow	Complete
A02-0099	WVU Morgantown	HonorsSummit-01 (MUB)	Sample	Monongalia	Sample	Composite	EL	9/13/21 9:50	9/13/21	9/11/21 9:00	9/13/21 9:00	JL			7.11			Pass						Processing	Confirming
A02-0159	WVU Morgantown	OaklandE-02	Sample	Monongalia	Sample	Composite	BL	10/6/21 9:25	10/6/21	10/4/21 10:00	10/6/21 9:00	JL	10/11/21		7.69			Pass	SARS-CoV-2 N1	2088.389946	SARS-CoV-2 N2	12532.7725		Rejected: No Flow	Complete
H01-0091	WWTP	MoundsvilleWWTP-01	Sample	Marshall	Sample	Composite		12/14/21 8:15	12/17/21	12/13/21 8:00	12/14/21 8:00	AJ	12/21/21		7.22			Pass	SARS-CoV-2 N1	43464.41209	SARS-CoV-2 N2	62796.40697		Processing	Complete
A1001	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	EL	3/8/21 12:00	3/12/21	3/8/21 12:00	3/8/21 12:00	MVS	3/16/21					Pass	SARS-CoV-2 N1	17430	SARS-CoV-2 N2	5820	8.776	Processing	Complete
C01-0005	WWTP	WheelingWWTP-01	Sample	Ohio	Sample	Composite	MVC	9/20/21 7:00	9/24/21	9/19/21 7:00	9/20/21 7:00	JL	9/29/21	FLOW 5.511	6.27			Pass	SARS-CoV-2 N1	44097.27722	SARS-CoV-2 N2	29389.5407	5.511	Processing	Complete
A1104			Sample		Sample								8/13/21					Fail	SARS-CoV-2 N1	20692.07087	SARS-CoV-2 N2	23876.9865		Rejected	Rejected
A01-0046	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	JT	9/2/21 23:55	9/2/21	9/2/21 0:00	9/2/21 23:55	JL	9/3/21		6.74			Pass	SARS-CoV-2 N1	85741.26422	SARS-CoV-2 N2	76608.41882	11.413	Processing	Complete
A1054	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	EL	5/23/21 0:00	5/28/21	5/23/21 0:00	5/23/21 23:55	JL	7/7/21		7.02			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	3776.25	6.439	Processing	Complete
A01-0001	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	GG	8/9/21 23:55	8/13/21	8/9/21 0:00	8/9/21 23:55	JL	8/13/21					Pass	SARS-CoV-2 N1	8987.49459	SARS-CoV-2 N2	10271.68584	7.6	Processing	Complete
C01-0016	WWTP	WheelingWWTP-01	Sample	Ohio	Sample	Composite	MVC	10/7/21 7:05	10/8/21	10/6/21 7:00	10/7/21 7:00	JL	10/14/21		6.53			Pass	SARS-CoV-2 N1	35385.10725	SARS-CoV-2 N2	66198.29983		Rejected: No Flow	Complete
A01-0058	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	GG	10/7/21 23:55	10/8/21	10/7/21 0:00	10/7/21 23:55	JL	10/11/21		7.22			Pass	SARS-CoV-2 N1	128564.1456	SARS-CoV-2 N2	84081.19917	7.245	Processing	Complete
G01-0021	WWTP	KeyserWWTP-01	Sample	Mineral	Sample	Composite		11/17/21 8:40	11/19/21	11/16/21 9:00	11/17/21 8:00	AJ	11/29/21		7.35			Pass	SARS-CoV-2 N1	70495.24471	SARS-CoV-2 N2	70495.24471		Rejected: No Flow	Complete
A03-0190	K-12	MountainviewES-01	Sample	Monongalia	Sample																			Processing	Processing
A03-0106	K-12	MorgantownHS-01	Sample	Monongalia	Sample	Composite	BL	10/15/21 14:30	10/22/21	10/13/21 6:00	10/13/21 14:00	JL	12/14/21		7.97			Pass	SARS-CoV-2 N1	5166.319208	SARS-CoV-2 N2	31007.47168		Processing	Complete
A02-0003 0	WVU Morgantown		Sample	Monongalia	Sample								8/13/21						SARS-CoV-2 N1	81217.73869	SARS-CoV-2 N2	99302.01709		Rejected: No Flow	Complete
B01-0056	WWTP	CharlestonWWTP-01	Sample	Kanawha	Sample	Composite		10/29/21 7:00	11/3/21	10/28/21 7:00	10/29/21 7:00	JL	11/22/21		7.12			Pass	SARS-CoV-2 N1	4697.33486	SARS-CoV-2 N2	10961.82153		Processing	Complete
A02-0187	WVU Morgantown	OaklandE-02	Sample	Monongalia	Sample	Composite	CA	10/25/21 10:00	10/25/21	10/23/21 10:00	10/25/21 10:00	JL	11/1/21		7.46			Pass	SARS-CoV-2 N1		SARS-CoV-2 N2			Processing	Processing
A02-0199	WVU Morgantown	CollegePark-02	Sample	Monongalia	Sample	Composite	EL	10/8/21 10:00	10/8/21	10/6/21 10:00	10/8/21 10:00	JL	10/11/21		7.29			Pass	SARS-CoV-2 N1	1565.212961	SARS-CoV-2 N2	18789.50663		Rejected: No Flow	Complete
A02-0281	WVU Morgantown	Evansdale-01	Sample	Monongalia	Sample	Composite	BL	1/7/22 8:07	1/10/22	1/5/22 9:00	1/7/22 8:07	AJ	1/13/22		7.47			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	3880.898505		Processing	Complete
I01-0046	WWTP	WarmSpringsWWTP-01	Sample	Morgan	Sample	Composite		11/30/21 7:15	12/3/21	11/29/21 7:00	11/30/21 7:00	AJ	12/6/21		7.23			Pass	SARS-CoV-2 N1	70703.08037	SARS-CoV-2 N2	65648.90139	0.374	Processing	Complete
A03-0081	K-12	MountainviewES-01	Sample	Monongalia	Sample	Composite	BL	11/12/21 13:05	11/15/21	11/12/21 6:00	11/12/21 14:00	JL	12/3/21		5.12			Pass	SARS-CoV-2 N1	7368.669463	SARS-CoV-2 N2	0		Rejected: No Flow	Complete
G02-0012	WVU Keyser	PotomacState-01	Sample	Mineral	Sample	Composite	Z	10/27/21 11:30	11/2/21	10/26/21 10:30	10/27/21 11:30	JL	11/4/21		7			Pass	SARS-CoV-2 N1	4300.335329	SARS-CoV-2 N2	7167.636454		Processing	Complete
A03-0109	K-12	MountainviewES-01	Sample	Monongalia	Sample	Composite	BL	10/29/21 13:15	11/1/21	10/29/21 6:00	10/29/21 13:00	JL	11/8/21		7.38			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Rejected: No Flow	Complete
A02-0061	WVU Morgantown	OaklandE-02	Sample	Monongalia	Sample	Grab	EL	8/30/21 9:46	8/30/21	8/30/21 9:46	8/30/21 9:46	JL	8/30/21		8.13			Pass	SARS-CoV-2 N1	242320.0095	SARS-CoV-2 N2	298342.3793		Rejected: No Flow	Complete
A0047	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	GG	12/23/20 0:00	1/7/21	12/23/20 12:00	12/23/20 11:59	TD	2/22/21					Pass	SARS-CoV-2 N1	53163	SARS-CoV-2 N2	79761	9.563	Rejected: No NTC	Complete
A03-0137	K-12	NorthES-01	Sample	Monongalia	Sample	Composite	GZ	12/17/21 12:51	12/17/21	12/17/21 6:00	12/17/21 14:00	AJ	12/28/21		8.78			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Processing	Complete
B01-0058	WWTP	CharlestonWWTP-01	Sample	Kanawha	Sample	Composite		11/12/21 7:15	11/16/21	11/11/21 7:00	11/12/21 7:00	JL	11/29/21		7.52			Pass	SARS-CoV-2 N1	50953.98903	SARS-CoV-2 N2	45287.30243		Processing	Complete
A01-0155	WWTP	StarCityWWTP-01	G	Monongalia	Sample	Composite	JF	1/19/22 0:00	1/25/22	1/18/22 0:00	1/19/22 0:00	AJ						Pass					12.2	Processing	Processing
B01-0019	WWTP	CharlestonWWTP-01	Sample	Kanawha	Sample	Composite	KM	10/20/21 8:30	10/25/21	10/19/21 7:00	10/20/21 7:00	JL			7.14			Pass					6.558	Processing	Processing
A03-0167	K-12	SuncrestES-01	Sample	Monongalia	Sample																			Processing	Processing
A01-0019	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample																			Processing	Unknown
A01-0119	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	GG	12/7/21 0:00	12/13/21	12/6/21 0:00	12/7/21 0:00	AJ	12/14/21		7.42			Pass	SARS-CoV-2 N1	93111.42862	SARS-CoV-2 N2	73696.14914	7.7	Processing	Complete
A03-0087	K-12	MountainviewES-01	Sample	Monongalia	Sample	Composite	GZ	1/13/22 10:53	1/13/22	1/12/22 6:00	1/12/22 14:00	AJ	1/19/22		7.39			Pass	SARS-CoV-2 N1	37038.84646	SARS-CoV-2 N2	71792.51567		Processing	Complete
