Asset Tag ID	Department	Location	Description	Site	Category	Sample Collection Method	Sample Collection By	Sample Collection Date/Time	Sample Received Date	Sample Composite Start	Sample Composite End	Sample Received By	Assay Date	Comments	Sample pH (Lab)	Control, Process (Type)	Control, Internal (Type)	Sample QC Check	Assay Target 1	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Result (CN/L)	Sample Flow (MGD)	Status: NWSS	Status: WaTCH
K01-0295	WWTP	ParkersburgWWTP-01	Sample	Wood	Sample	Composite		05/17/2023 06:30 AM	05/24/2023	05/16/2023 06:30 AM	05/17/2023 06:30 AM	AJ	2023-05-26					Pass	SARS-CoV-2 N1	27572.8025659919	SARS-CoV-2 N2	16541.6464582086	5.802	Processing	Complete
A01-0261	WWTP	StarCityWWTP-01	A01-0261	Monongalia	Sample	Composite		05/30/2022 12:00 AM	05/31/2022	05/29/2022 12:00 AM	05/30/2022 12:00 AM	AJ	6/1/22		7.63			Pass	SARS-CoV-2 N1	387962.4116	SARS-CoV-2 N2	24142.72215	7.5	Processing	Complete
R02-0134	WWTP	ElkinsWWTP-01	Sample	Randolph	Sample	Composite		10/13/2022 06:00 AM	10/19/2022	10/12/2022 06:00 AM	10/13/2022 06:00 AM	AJ	10/20/22					Pass	SARS-CoV-2 N1	90357.97879	SARS-CoV-2 N2	121256.6042	1.532	Processing	Complete
A02-0087	WVU Morgantown	OaklandE-02	Sample	Monongalia	Sample	Composite	EL	09/08/2021 09:34 AM	09/08/2021	09/06/2021 09:34 AM	09/08/2021 09:34 AM	JL	9/20/21		7.4			Pass	SARS-CoV-2 N1	26405.49496	SARS-CoV-2 N2	4798.925258		Rejected: No Flow	Complete
R01-0318	WWTP	HuttonsvilleWWTP-01	Sample	Randolph	Sample	Composite		03/27/2023 09:00 AM	03/29/2023	03/26/2023 09:00 AM	03/27/2023 09:00 AM	AJ	2023-03-31					Pass	SARS-CoV-2 N1	2670.12169584632	SARS-CoV-2 N2	5340.40264785289	0.214	Processing	Complete
Q01-0096	WWTP	MadisonWWTP-01	Sample	Boone	Sample	Composite		08/09/2022 08:00 AM	08/16/2022	08/08/2022 08:00 AM	08/09/2022 08:00 AM	AJ	8/17/22					Pass	SARS-CoV-2 N1	104817.6822	SARS-CoV-2 N2	126687.7319	0.363	Processing	Complete
B01-0440	WWTP	CharlestonWWTP-01	Sample	Kanawha	Sample	Composite		05/17/2023 07:00 AM	05/30/2023	05/16/2023 07:00 AM	05/17/2023 07:00 AM	LW	2023-06-02					Pass	SARS-CoV-2 N1	32763.264477253	SARS-CoV-2 N2	40327.4182230234	8.6	Processing	Complete
A01-0296	WWTP	StarCityWWTP-01	A01-0296	Monongalia	Sample	Composite		07/04/2022 12:00 AM	07/06/2022	07/03/2022 12:00 AM	07/04/2022 12:00 AM	AJ	7/7/22		7.34			Pass	SARS-CoV-2 N1	837904.433	SARS-CoV-2 N2	818722.347	5.7	Processing	Complete
B01-0168	WWTP	CharlestonWWTP-01	B01-0168	Kanawha	Sample	Composite		03/28/2022 07:00 AM	03/30/2022	03/27/2022 07:00 AM	03/28/2022 07:00 AM	AJ	4/4/22		6.86			Pass	SARS-CoV-2 N1	5937.351538	SARS-CoV-2 N2	0	8.88	Processing	Complete
A02-0683	WVU Morgantown	TowersBB-01	Sample	Monongalia	Sample	Composite	GZ	10/07/2022 09:49 AM	10/07/2022	10/05/2022 09:00 AM	10/07/2022 09:00 AM	AJ	10/17/22					Pass	SARS-CoV-2 N1	15075.78693	SARS-CoV-2 N2	17229.91336		Processing	Complete
K01-0163	WWTP	ParkersburgWWTP-01	Sample	Wood	Sample	Composite		09/30/2022 06:30 AM	10/05/2022	09/29/2022 06:30 AM	09/30/2022 06:30 AM	AJ	10/6/22					Pass	SARS-CoV-2 N1	294022.1375	SARS-CoV-2 N2	326306.3085	4	Processing	Complete
N02-0321	WWTP	ClarksburgWWTP-01	Sample	Harrison	Sample	Composite		06/06/2023 07:00 AM	06/20/2023	06/05/2023 07:00 AM	06/06/2023 07:00 AM	LW	2023-06-26					Pass	SARS-CoV-2 N1	7337.49719336628	SARS-CoV-2 N2	7337.49719336628	4.4	Processing	Complete
K01-0146	WWTP	ParkersburgWWTP-01	Sample	Wood	Sample	Composite		08/26/2022 06:30 AM	08/31/2022	08/25/2022 06:30 AM	08/26/2022 06:30 AM	AJ	9/1/22					Pass	SARS-CoV-2 N1	230070.0957	SARS-CoV-2 N2	218536.5522	4.677	Processing	Complete
R02-0404	WWTP	ElkinsWWTP-01	Sample	Randolph	Sample	Composite		09/14/2023 06:00 AM	09/20/2023	09/13/2023 06:00 AM	09/14/2023 06:00 AM	AJ						Pass					2	Processing	Processing
L01-0427	WWTP	WestUnionWWTP-01	Sample	Doddridge	Sample	Composite		05/24/2023 09:00 AM	05/31/2023	05/23/2023 09:00 AM	05/24/2023 09:00 AM	LW	2023-06-02					Pass	SARS-CoV-2 N1	7432.42342025043	SARS-CoV-2 N2	7432.42342025043	0.236	Processing	Complete
A01-0379	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite		10/09/2022 12:00 AM	10/12/2022	10/08/2022 12:00 AM	10/09/2022 12:00 AM	LW	10/13/22					Pass	SARS-CoV-2 N1	146371.1393	SARS-CoV-2 N2	141134.7882	7.9	Processing	Complete
A04-0432	WWTP	CheatLakeWWTP-01	Sample	Monongalia	Sample	Composite		05/31/2023 12:00 AM	06/02/2023	05/30/2023 12:00 AM	05/31/2023 12:00 AM	LW	2023-06-09					Pass	SARS-CoV-2 N1	185804.187655449	SARS-CoV-2 N2	205152.766406536	0.485	Processing	Complete
H01-0588	WWTP	MoundsvilleWWTP-01	Sample	Marshall	Sample	Composite		05/18/2023 08:00 AM	05/23/2023	05/17/2023 08:00 AM	05/18/2023 08:00 AM	AJ	2023-05-26					Pass	SARS-CoV-2 N1	7742.33059957624	SARS-CoV-2 N2	2580.6282274425	1.7	Processing	Complete
A01-0406	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite		11/09/2022 12:00 AM	11/11/2022	11/08/2022 12:00 AM	11/09/2022 12:00 AM	AJ	11/21/22					Pass	SARS-CoV-2 N1	744426.316	SARS-CoV-2 N2	783680.0122	6.6	Processing	Complete
N02-0316	WWTP	ClarksburgWWTP-01	Sample	Harrison	Sample	Composite		05/30/2023 07:00 AM	06/05/2023	05/29/2023 07:00 AM	05/30/2023 07:00 AM	LW						Pass					5.83	Processing	Processing
A02-1139	WVU Morgantown	HonorsSummit-01 (MUB)	Sample	Monongalia	Sample	Composite	GZ	03/20/2023 11:25 AM	03/20/2023	03/18/2023 09:00 AM	03/20/2023 09:00 AM	AJ	2023-03-21					Pass	SARS-CoV-2 N1	9747.94853478669	SARS-CoV-2 N2	2436.78832892329		Processing	Complete
R02-0270	WWTP	ElkinsWWTP-01	Sample	Randolph	Sample	Composite		03/10/2023 06:00 AM	03/15/2023	03/09/2023 06:00 AM	03/10/2023 06:00 AM	AJ	2023-03-17					Pass	SARS-CoV-2 N1	76770.2601850032	SARS-CoV-2 N2	87369.5942759513	2.033	Processing	Complete
E02-0218	WWTP	AthensWWTP-01	Sample	Mercer	Sample	Composite		11/01/2022 08:00 AM	11/04/2022	10/31/2022 08:00 AM	11/01/2022 08:00 AM	LW	11/10/22					Pass	SARS-CoV-2 N1	185883.4845	SARS-CoV-2 N2	151579.7925	0.185	Processing	Complete
A02-1287	WVU Morgantown	HonorsSummit-01 (MUB)	Sample	Monongalia	Sample	Composite	GZ	05/03/2023 11:18 AM	05/03/2023	05/01/2023 09:00 AM	05/03/2023 09:00 AM	AJ	2023-05-09					Pass	SARS-CoV-2 N1	69663.0017459393	SARS-CoV-2 N2	72067.1072602272		Processing	Complete
E02-0090	WWTP	AthensWWTP-01	G	Mercer	Sample	Composite		02/03/2022 08:00 AM	02/07/2022	02/02/2022 08:00 AM	02/03/2022 08:00 AM	AJ	2/10/22		6.62			Pass	SARS-CoV-2 N1	757271.3828	SARS-CoV-2 N2	921538.6677	0.143	Processing	Complete
C01-0212	WWTP	WheelingWWTP-01	C01-0212	Ohio	Sample	Composite		06/29/2022 07:00 AM	07/06/2022	06/28/2022 07:00 AM	06/29/2022 07:00 AM	AJ	7/7/22		6.91			Pass	SARS-CoV-2 N1	217227.4071	SARS-CoV-2 N2	245549.8454	5.465	Processing	Complete
Q01-0425	WWTP	MadisonWWTP-01	Sample	Boone	Sample	Composite		07/27/2023 08:00 AM	08/02/2023	07/26/2023 08:00 AM	07/27/2023 08:00 AM	AJ	2023-08-03					Pass	SARS-CoV-2 N1	18377.5344863534	SARS-CoV-2 N2	20675.2568855882	0.303	Processing	Complete
M03-0129	WWTP	ManningtonWWTP-01	Sample	Marion	Sample	Composite		09/29/2022 11:00 AM	10/05/2022	09/28/2022 11:00 AM	09/29/2022 11:00 AM	AJ	10/6/22					Pass	SARS-CoV-2 N1	167391.2877	SARS-CoV-2 N2	164924.7792	0.154	Processing	Complete
J01-0110	WWTP	AlpineLakeWWTP-01	Sample	Preston	Sample	Composite		08/12/2022 01:30 PM	08/17/2022	08/11/2022 07:30 AM	08/12/2022 07:30 AM	AJ	8/18/22					Pass	SARS-CoV-2 N1	525640.0162	SARS-CoV-2 N2	482658.0101	0.089	Processing	Complete
M03-0279	WWTP	ManningtonWWTP-01	Sample	Marion	Sample	Composite		07/21/2023 11:00 AM	07/26/2023	07/20/2023 11:00 AM	07/21/2023 11:00 AM	AJ	2023-07-28					Pass	SARS-CoV-2 N1	2638.98711651564	SARS-CoV-2 N2	0	0.552	Processing	Complete
A02-0544	WVU Morgantown	OaklandE-02	A02-0544	Monongalia	Sample	Composite	GZ	05/20/2022 09:51 AM	05/23/2022	05/18/2022 09:00 AM	05/20/2022 09:00 AM	AJ	5/24/22		6.44			Pass	SARS-CoV-2 N1	5114.933616	SARS-CoV-2 N2	5114.933616		Processing	Complete
T01-0069	WWTP	PointPleasantWWTP-01	Sample	Mason	Sample	Composite		11/19/2022 07:00 AM	12/02/2022	11/18/2022 07:00 AM	11/19/2022 07:00 AM	AJ	12/7/22					Pass	SARS-CoV-2 N1	1549401.569	SARS-CoV-2 N2	6409.670273	0.38	Processing	Complete
R02-0120	WWTP	ElkinsWWTP-01	Sample	Randolph	Sample	Composite		07/15/2022 06:00 AM	07/20/2022	07/14/2022 06:00 AM	07/15/2022 06:00 AM	AJ	7/25/22					Pass	SARS-CoV-2 N1	2890.964868	SARS-CoV-2 N2	2890.964868	1.51	Processing	Complete
A02-0099	WVU Morgantown	HonorsSummit-01 (MUB)	Sample	Monongalia	Sample	Composite	EL	09/13/2021 09:50 AM	09/13/2021	09/11/2021 09:00 AM	09/13/2021 09:00 AM	JL			7.11			Pass						Processing	Confirming
A02-0562	WVU Morgantown	NorthHighSt-02 (MUB)	Sample	Monongalia	Sample	Composite	BML	09/02/2022 09:44 AM	09/02/2022	08/31/2022 09:44 AM	09/02/2022 09:44 AM	AJ	9/7/22					Pass	SARS-CoV-2 N1	15808.51709	SARS-CoV-2 N2	22585.42199		Processing	Complete
A04-0185	WWTP	CheatLakeWWTP-01	Sample	Monongalia	Sample	Composite		09/16/2022 08:00 AM	09/16/2022	09/15/2022 08:00 AM	09/16/2022 08:00 AM	AJ	9/20/22					Pass	SARS-CoV-2 N1	119959.3417	SARS-CoV-2 N2	113953.2101	0.641	Processing	Complete
K01-0135	WWTP	ParkersburgWWTP-01	Sample	Wood	Sample	Composite		08/05/2022 06:45 AM	08/10/2022	08/04/2022 06:29 AM	08/05/2022 06:29 AM	AJ	8/11/22					Pass	SARS-CoV-2 N1	743670.2442	SARS-CoV-2 N2	704456.8419	4.266	Processing	Complete
M04-0086	WWTP	FarmingtonWWTP-01	Sample	Marion	Sample	Composite		07/04/2022 11:00 AM	07/27/2022	07/01/2022 11:00 AM	07/02/2022 11:00 AM	AJ	7/28/22					Fail: Missing Required Data	SARS-CoV-2 N1	4360.131612	SARS-CoV-2 N2	17443.24761		Processing	Complete
G01-0152	WWTP	KeyserWWTP-01	G01-0152	Mineral	Sample	Composite		05/17/2022 08:00 AM	05/19/2022	05/16/2022 08:00 AM	05/17/2022 08:00 AM	JL	5/20/22		7.1			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	2788.818763	1.393	Processing	Complete
R02-0294	WWTP	ElkinsWWTP-01	Sample	Randolph	Sample	Composite		05/02/2023 06:00 AM	05/03/2023	05/01/2023 06:00 AM	05/02/2023 06:00 AM	AJ	2023-05-09					Pass	SARS-CoV-2 N1	52261.0089182855	SARS-CoV-2 N2	62222.4010527135	4.2031	Processing	Complete
D01-0027	WWTP	CharlesTownWWTP-01	D01-0027	Jefferson	Sample	Composite		04/06/2022 07:30 AM	04/08/2022	04/05/2022 07:30 AM	04/06/2022 07:30 AM	AJ	4/11/22		7			Pass	SARS-CoV-2 N1	72560.00295	SARS-CoV-2 N2	89322.474	1.29	Processing	Complete
E02-0074	WWTP	AthensWWTP-01	Sample	Mercer	Sample	Composite		02/25/2022 08:00 AM	03/04/2022	02/24/2022 08:00 AM	02/25/2022 08:00 AM	AJ	3/9/22		7.52			Pass	SARS-CoV-2 N1	124728.2016	SARS-CoV-2 N2	152843.2757	0.571	Processing	Complete
L01-0501	WWTP	WestUnionWWTP-01	Sample	Doddridge	Sample	Composite		09/01/2023 09:00 AM	09/15/2023	08/31/2023 09:00 AM	09/01/2023 09:00 AM	AJ	2023-09-18					Pass	SARS-CoV-2 N1	26040.9812629223	SARS-CoV-2 N2	28645.9109187126	0.189	Processing	Complete
B01-0094	WWTP	CharlestonWWTP-01	B01-0094	Kanawha	Sample	Composite		02/16/2022 07:30 AM	02/18/2022	02/14/2022 07:00 AM	02/15/2022 07:00 AM	AJ	2/22/22		6.51			Pass	SARS-CoV-2 N1	253739.1454	SARS-CoV-2 N2	237835.3751	8.1	Processing	Complete
A01-0136	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite		12/27/2021 11:59 PM	12/28/2021	12/27/2021 12:00 AM	12/27/2021 11:59 PM	JL	1/12/22		7.37			Pass	SARS-CoV-2 N1	16556.09842	SARS-CoV-2 N2	16556.09842	11.2	Processing	Complete
C01-0059	WWTP	WheelingWWTP-01	Sample	Ohio	Sample	Composite	GZ	12/15/2021 07:00 AM	12/21/2021	12/14/2021 07:00 AM	12/15/2021 07:00 AM	AJ	12/28/21		6.95			Pass	SARS-CoV-2 N1	218471.3209	SARS-CoV-2 N2	111757.675	7.516	Processing	Complete
H01-0525	WWTP	MoundsvilleWWTP-01	Sample	Marshall	Sample	Composite		03/16/2023 08:00 AM	03/20/2023	03/15/2023 08:00 AM	03/16/2023 08:00 AM	AJ	2023-03-21					Pass	SARS-CoV-2 N1	35931.9779276848	SARS-CoV-2 N2	41462.5324308872	1.4	Processing	Complete
O01-0171	WWTP	GraftonWWTP-01	Sample	Taylor	Sample	Composite		09/24/2022 06:00 AM	09/28/2022	09/23/2022 06:00 AM	09/24/2022 06:00 AM	AJ						Pass					1.77	Processing	Processing
G02-0003	WVU Keyser	PotomacState-01	Sample	Mineral	Sample	Grab	SC	10/14/2021 09:30 AM	10/27/2021	10/14/2021 09:30 AM	10/14/2021 09:30 AM	JL	11/1/21		6.96			Pass	SARS-CoV-2 N1		SARS-CoV-2 N2			Processing	Confirming
A01-0517	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite		03/19/2023 12:00 AM	03/20/2023	03/18/2023 12:00 AM	03/19/2023 12:00 AM	AJ	2023-03-21					Pass	SARS-CoV-2 N1	121147.34172821	SARS-CoV-2 N2	105326.928198338	7.5	Processing	Complete
L01-0364	WWTP	WestUnionWWTP-01	Sample	Doddridge	Sample	Composite		03/02/2023 09:00 AM	03/08/2023	03/01/2023 09:00 AM	03/02/2023 09:00 AM	AJ	2023-03-10					Pass	SARS-CoV-2 N1	207726.057171822	SARS-CoV-2 N2	219975.276589394	0.44	Processing	Complete
N03-0333	WWTP	SalemWWTP-01	Sample	Harrison	Sample	Composite		05/13/2023 08:00 AM	05/17/2023	05/12/2023 08:00 AM	05/13/2023 08:00 AM	LW	2023-05-19					Pass	SARS-CoV-2 N1	2526.07556059957	SARS-CoV-2 N2	5052.2939208895	6.6189	Processing	Complete
B01-0070	WWTP	CharlestonWWTP-01	Sample	Kanawha	Sample	Composite		11/29/2021 07:25 AM	11/30/2021	11/28/2021 07:00 AM	11/29/2021 07:00 AM	AJ	12/3/21		7.17			Pass	SARS-CoV-2 N1	11412.32511	SARS-CoV-2 N2	11412.32511	7.258	Processing	Confirming
C01-0081	WWTP	WheelingWWTP-01	C01-0081	Ohio	Sample	Composite	GZ	02/18/2022 07:00 AM	02/22/2022	02/17/2022 07:00 AM	02/18/2022 07:00 AM	AJ	2/24/22		6.59			Pass	SARS-CoV-2 N1	10378.69424	SARS-CoV-2 N2	18164.40303	15.058	Processing	Complete
E01-0055	WWTP	PrincetonWWTP-01	G	Mercer	Sample	Composite	TT	02/01/2022 09:20 AM	02/03/2022	01/31/2022 09:05 AM	02/01/2022 09:20 AM	AJ	2/10/22		6.85			Pass	SARS-CoV-2 N1	369364.7575	SARS-CoV-2 N2	391193.7743	2.434	Processing	Complete
A04-0128	WWTP	CheatLakeWWTP-01	Sample	Monongalia	Sample	Composite		08/02/2022 08:00 AM	08/03/2022	08/01/2022 08:00 AM	08/02/2022 08:00 AM	AJ	8/4/22					Pass	SARS-CoV-2 N1	927718.8599	SARS-CoV-2 N2	938627.9833	0.611	Processing	Complete
L01-0342	WWTP	WestUnionWWTP-01	Sample	Doddridge	Sample	Composite		02/07/2023 09:00 AM	02/08/2023	02/06/2023 09:00 AM	02/07/2023 09:00 AM	AJ	2/10/23					Pass	SARS-CoV-2 N1	297589.9851	SARS-CoV-2 N2	321871.3599	0.302	Processing	Complete
A04-0014	WWTP	CheatLakeWWTP-01	G	Monongalia	Sample	Composite		02/12/2022 09:00 AM	02/15/2022	02/11/2022 09:00 AM	02/12/2022 09:00 AM	AJ	2/17/22		7.28			Pass	SARS-CoV-2 N1	219077.3267	SARS-CoV-2 N2	201271.5706	0.698	Processing	Complete
M04-0023	WWTP	FarmingtonWWTP-01	M04-0023	Marion	Sample	Composite		03/14/2022 02:40 PM	03/17/2022	03/13/2022 02:30 PM	03/14/2022 02:40 PM	JL	3/28/22		7.3			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	0.106	Processing	Complete
O01-0278	WWTP	GraftonWWTP-01	Sample	Taylor	Sample	Composite		03/01/2023 06:10 AM	03/08/2023	02/28/2023 06:10 AM	03/01/2023 06:10 AM	AJ	2023-03-10					Pass	SARS-CoV-2 N1	12104.2973734438	SARS-CoV-2 N2	4841.32675454022	2.8	Processing	Complete
K01-0100	WWTP	ParkersburgWWTP-01	K01-0100	Wood	Sample	Composite		06/01/2022 06:25 AM	06/08/2022	05/31/2022 06:25 AM	06/01/2022 06:25 AM	AJ	6/9/22		6.97			Pass	SARS-CoV-2 N1	104433.0297	SARS-CoV-2 N2	98400.96697	4.6	Processing	Complete
A04-0171	WWTP	CheatLakeWWTP-01	Sample	Monongalia	Sample	Composite		10/12/2022 08:00 AM	10/13/2022	10/11/2022 08:00 AM	10/12/2022 08:00 AM	AJ	10/18/22					Pass	SARS-CoV-2 N1	420473.4993	SARS-CoV-2 N2	411337.4108	0.516	Processing	Complete
A02-0611	WVU Morgantown	Evansdale-01	Sample	Monongalia	Sample	Composite	Gz	08/17/2022 09:38 AM	08/17/2022	08/15/2022 09:00 AM	08/17/2022 09:39 AM	AJ	8/18/22					Pass	SARS-CoV-2 N1	105278.3105	SARS-CoV-2 N2	80771.37798		Processing	Complete
L01-0152	WWTP	WestUnionWWTP-01	L01-0152	Doddridge	Sample	Composite		07/06/2022 09:00 AM	07/13/2022	07/05/2022 09:00 AM	07/06/2022 09:00 AM	AJ	7/14/22		7.4			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	13123.39984	0.242	Processing	Complete
M03-0255	WWTP	ManningtonWWTP-01	Sample	Marion	Sample	Composite		05/29/2023 11:00 AM	06/01/2023	05/28/2023 11:00 AM	05/29/2023 11:00 AM	LW	2023-06-02					Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	2634.79761779308	0.13	Processing	Complete
J01-0066	WWTP	AlpineLakeWWTP-01	J01-0066	Preston	Sample	Composite		06/09/2022 07:30 AM	06/15/2022	06/08/2022 07:30 AM	06/09/2022 07:30 AM	AJ	6/15/22		7.3			Pass	SARS-CoV-2 N1	12248.93276	SARS-CoV-2 N2	10207.19552	0.1	Processing	Complete
J01-0043	WWTP	AlpineLakeWWTP-01	J01-0043	Preston	Sample	Composite		05/06/2022 01:00 PM	05/11/2022	05/05/2022 07:30 AM	05/06/2022 07:30 AM	AJ	5/11/22		6.87			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	0.167	Processing	Complete
O01-0014	WWTP	GraftonWWTP-01	O01-0014	Taylor	Sample	Composite		04/18/2022 07:00 AM	04/20/2022	04/15/2022 07:10 AM	04/16/2022 07:10 AM	AJ	4/21/22		6.92			Pass	SARS-CoV-2 N1	11132.23812	SARS-CoV-2 N2	17813.00113	1.2	Processing	Complete
B01-0406	WWTP	CharlestonWWTP-01	Sample	Kanawha	Sample	Composite		02/09/2023 07:00 AM	02/10/2023	02/08/2023 07:00 AM	02/09/2023 07:00 AM	AJ	2/13/23					Pass	SARS-CoV-2 N1	512171.3108	SARS-CoV-2 N2	384376.2177	8.6	Processing	Complete
C01-0436	WWTP	WheelingWWTP-01	Sample	Ohio	Sample	Composite		06/05/2023 07:00 AM	06/13/2023	06/04/2023 07:00 AM	06/05/2023 07:00 AM	LW	2023-06-16					Pass	SARS-CoV-2 N1	27786.1378714442	SARS-CoV-2 N2	30874.5501190424	4.286	Processing	Complete
M04-0101	WWTP	FarmingtonWWTP-01	Sample	Marion	Sample	Composite		09/07/2022 12:00 AM	09/21/2022	09/06/2022 12:00 AM	09/07/2022 12:00 AM	AJ	9/22/22					Pass	SARS-CoV-2 N1	59141.72441	SARS-CoV-2 N2	63087.47627	0.1	Processing	Complete
