Asset Tag ID	Department	Location	Description	Site	Category	Sample Collection Method	Sample Collection By	Sample Collection Date/Time	Sample Received Date	Sample Composite Start	Sample Composite End	Sample Received By	Assay Date	Comments	Sample pH (Lab)	Control, Process (Type)	Control, Internal (Type)	Sample QC Check	Assay Target 1	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Result (CN/L)	Sample Flow (MGD)	Status: NWSS	Status: WaTCH
A02-0092	WVU Morgantown	OaklandE-02	Sample	Monongalia	Sample	Composite	EL	9/10/21 9:20	9/13/21	9/8/21 9:20	9/10/21 9:20	JL	9/20/21		7.17			Pass	SARS-CoV-2 N1	146559.22	SARS-CoV-2 N2	29243.18776		Rejected: No Flow	Complete
M04-0026	WWTP	FarmingtonWWTP-01	Sample	Marion	Sample	Composite		4/29/22 10:00	5/4/22	4/28/22 10:00	4/29/22 10:00	AJ	5/5/22					Pass	SARS-CoV-2 N1	16039.71032	SARS-CoV-2 N2	34760.4705	0.095	Processing	Complete
L01-0051	WWTP	WestUnionWWTP-01	L01-0051	Doddridge	Sample	Composite		3/31/22 9:00	4/6/22	3/30/22 9:00	3/31/22 9:00	AJ	4/7/22		6.7			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	0.306	Processing	Complete
B01-0004	WWTP	CharlestonWWTP-01	Sample	Kanawha	Sample	Composite	KM	9/23/21 7:30	9/24/21	9/22/21 7:00	9/23/21 7:00	JL	10/5/21		6.97			Pass	SARS-CoV-2 N1	35564.56402	SARS-CoV-2 N2	24329.69421		Processing	Complete
A01-0070	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	GG	10/23/21 23:55	10/27/21	10/23/21 0:00	10/23/21 23:55	JL	11/1/21		6.84			Pass	SARS-CoV-2 N1		SARS-CoV-2 N2		9.596	Processing	Confirming
A02-0151 c	WVU Morgantown	NorthHighSt-02 (MUB)	Ignore	Monongalia	Sample	Composite	EL	8/10/21 10:00	8/10/21	8/9/21 9:00	8/10/21 9:00	TD	3/11/21	Was A04-0009	7.29			Pass	SARS-CoV-2 N1	13752	SARS-CoV-2 N2	9168	11.943	Rejected: No Flow	Complete
A03-0238	K-12	NorthES-01	A03-0238	Monongalia	Sample	Composite	Gz	2/10/22 9:38	2/10/22	2/9/22 6:00	2/9/22 14:00	AJ	2/22/22		7.76			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Processing	Complete
P01-0023	WWTP	StMarysWWTP-01	G	Pleasants	Sample	Composite		1/20/22 10:00	2/1/22	1/19/22 10:00	1/20/22 10:00	AJ	2/7/22		7.53			Pass	SARS-CoV-2 N1	262282.6311	SARS-CoV-2 N2	331730.4969	0.373	Processing	Complete
N02-0069	WWTP	ClarksburgWWTP-01	Sample	Harrison	Sample	Composite		4/26/22 7:00	5/4/22	4/25/22 9:00	4/26/22 7:00	AJ	5/5/22					Pass	SARS-CoV-2 N1	19330.0838	SARS-CoV-2 N2	22092.25237	11.38	Processing	Complete
A03-0047	K-12	SuncrestES-01	Sample	Monongalia	Sample	Composite	BL	10/28/21 11:05	11/1/21	10/27/21 6:00	10/27/21 14:00	JL	11/8/21		7.51			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Rejected: No Flow	Complete
L01-0011	WWTP	WestUnionWWTP-01	G	Doddridge	Sample	Composite		1/29/22 9:10	2/2/22	1/28/22 9:10	1/29/22 9:10	AJ	2/7/22		7.05			Pass	SARS-CoV-2 N1	2941534.767	SARS-CoV-2 N2	3049844.041	0.274	Processing	Complete
A02-0269	WVU Morgantown	CollegePark-02	Sample	Monongalia	Sample	Composite	GZ	12/17/21 10:24	12/17/21	12/15/21 9:00	12/17/21 9:00	AJ	12/21/21		7.36			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Processing	Complete
P01-0053	WWTP	StMarysWWTP-01	Sample	Pleasants	Sample	Composite		4/14/22 10:06	4/28/22	4/12/22 9:29	4/13/22 9:29	AJ	4/29/22					Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	0.293	Processing	Complete
K01-0006	WWTP	ParkersburgWWTP-01	Sample	Wood	Sample	Composite		12/21/21 6:30	1/5/22	12/20/21 6:35	12/21/21 6:30	JL	1/13/22		7.01			Pass	SARS-CoV-2 N1	28460.23735	SARS-CoV-2 N2	0	4.916	Processing	Complete
A01-0219	WWTP	StarCityWWTP-01	A01-0219	Monongalia	Sample	Composite	GG	4/5/22 0:00	4/11/22	4/5/22 0:00	4/5/22 0:00	AJ	4/14/22		7.23			Pass	SARS-CoV-2 N1	21308.05593	SARS-CoV-2 N2	26044.65265	9.4	Processing	Complete
M04-0017	WWTP	FarmingtonWWTP-01	M04-0017	Marion	Sample	Composite		3/16/22 13:10	3/23/22	3/15/22 10:00	3/16/22 10:00	JL	3/29/22		7.55			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	3368.70654	0.108	Processing	Complete
A1082	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	EL	6/30/21 23:55	7/9/21	6/30/21 0:00	6/30/21 23:55	JL	7/9/21		6.47			Pass	SARS-CoV-2 N1	4797.5	SARS-CoV-2 N2	4797.5	7.983	Processing	Complete
M04-0010	WWTP	FarmingtonWWTP-01	M04-0010	Marion	Sample	Composite		2/17/22 13:30	2/23/22	2/16/22 13:30	2/17/22 13:30	AJ	2/24/22		7.39			Pass	SARS-CoV-2 N1	2787.150024	SARS-CoV-2 N2	2787.150024	0.125	Processing	Complete
G01-0107	WWTP	KeyserWWTP-01	G01-0107	Mineral	Sample	Composite		4/18/22 8:00	4/21/22	4/17/22 8:00	4/18/22 8:00	JL	4/25/22		7.13			Pass	SARS-CoV-2 N1	4962.321091	SARS-CoV-2 N2	2481.087022	0.897	Processing	Complete
A01-0187	WWTP	StarCityWWTP-01	A01-0187	Monongalia	Sample	Composite		2/27/22 0:00	3/1/22	2/26/22 0:00	2/27/22 0:00	AJ	3/2/22		7.1			Pass	SARS-CoV-2 N1	75218.96079	SARS-CoV-2 N2	72937.61417	12.1	Processing	Complete
H01-0209	WWTP	MoundsvilleWWTP-01	Sample	Marshall	Sample	Composite		5/5/22 8:00	5/11/22	5/4/22 8:00	5/5/22 8:00	AJ	5/12/22					Pass	SARS-CoV-2 N1		SARS-CoV-2 N2		3	Processing	Processing
M03-0013	WWTP	ManningtonWWTP-01	M03-0013	Marion	Sample	Composite		2/24/22 11:30	3/2/22	2/24/22 11:30	2/25/22 11:30	AJ	3/2/22		6.73			Pass	SARS-CoV-2 N1	11341.29792	SARS-CoV-2 N2	0	0.253	Processing	Complete
A01-0051	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	JF	9/30/21 9:30	10/1/21	9/29/21 0:00	9/29/21 23:55	JL	10/11/21		7.48			Pass	SARS-CoV-2 N1	342206.5973	SARS-CoV-2 N2	374986.8608	7.542	Processing	Complete
O01-0065	WWTP	GraftonWWTP-01	Sample	Taylor	Sample	Composite		5/4/22 6:30	5/11/22	5/3/22 6:30	5/4/22 6:30	AJ	5/11/22					Pass	SARS-CoV-2 N1	53561.36732	SARS-CoV-2 N2	26772.12629		Processing	Complete
D01-0003	WWTP	CharlesTownWWTP-01	D01-0003	Jefferson	Sample	Composite	RS	2/21/22 7:35	2/23/22	2/20/22 7:30	2/21/22 7:30	AJ	2/24/22		7.01			Fail: Missing Required Data	SARS-CoV-2 N1	164038.4316	SARS-CoV-2 N2	155388.8091		Processing	Complete
G01-0151	WWTP	KeyserWWTP-01	Sample	Mineral	Sample	Composite	TD	5/9/22 8:50	5/12/22	5/8/22 9:00	5/9/22 8:00	AJ						Pass					3.317	Processing	Processing
C01-0056	WWTP	WheelingWWTP-01	Sample	Ohio	Sample	Composite		12/10/21 7:00	12/14/21	12/9/21 7:00	12/10/21 7:00	JL	12/21/21		6.81			Pass	SARS-CoV-2 N1	91630.48223	SARS-CoV-2 N2	91630.48223	6.696	Processing	Complete
B01-0099	WWTP	CharlestonWWTP-01	B01-0099	Kanawha	Sample	Composite		2/17/22 7:00	2/18/22	2/16/22 7:00	2/17/22 7:00	AJ	2/22/22		6.53			Pass	SARS-CoV-2 N1	260701.3321	SARS-CoV-2 N2	282963.7465	7.932	Processing	Complete
A02-0341	WVU Morgantown	OaklandE-02	Sample	Monongalia	Sample	Composite	Gz	2/11/22 9:54	2/14/22	2/9/22 9:00	2/11/22 9:00	AJ	2/17/22		7.12			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Processing	Complete
A02-0192	WVU Morgantown	NorthHighSt-02 (MUB)	Sample	Monongalia	Sample	Composite	EL	10/27/21 10:10	10/27/21	10/25/21 10:10	10/27/21 10:10	JL	11/1/21		7.08			Pass	SARS-CoV-2 N1		SARS-CoV-2 N2			Processing	Confirming
P01-0007	WWTP	StMarysWWTP-01	P01-0007	Pleasants	Sample	Composite		2/23/22 9:20	3/2/22	2/22/22 9:20	2/23/22 9:20	AJ	3/2/22		7.03			Pass	SARS-CoV-2 N1	12382.5285	SARS-CoV-2 N2	3095.289459	0.298	Processing	Complete
E01-0082	WWTP	PrincetonWWTP-01	E01-0082	Mercer	Sample	Composite		3/18/22 8:30	3/24/22	3/17/22 8:25	3/18/22 8:25	JL	3/29/22		6.83			Pass	SARS-CoV-2 N1	12494.19043	SARS-CoV-2 N2	9370.293785	2.983	Processing	Complete
H01-0195	WWTP	MoundsvilleWWTP-01	Sample	Marshall	Sample	Composite		4/22/22 8:00	4/29/22	4/21/22 8:00	4/22/22 8:00	AJ	5/2/22					Pass	SARS-CoV-2 N1	9004.568383	SARS-CoV-2 N2	9004.568383	2	Processing	Complete
B01-0011	WWTP	CharlestonWWTP-01	Sample	Kanawha	Sample	Composite	KM	9/21/21 7:30	9/24/21	9/20/21 7:00	9/21/21 7:00	JL	9/29/21		6.9			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	5483.457893		Processing	Complete
A04-0049	WWTP	CheatLakeWWTP-01	A04-0049	Monongalia	Sample	Composite		4/5/22 8:00	4/5/22	4/4/22 8:00	4/5/22 8:00	JL	4/6/22		6.96			Pass	SARS-CoV-2 N1	413392.6052	SARS-CoV-2 N2	428232.3235	0.534	Processing	Complete
P01-0034	WWTP	StMarysWWTP-01	P01-0034	Pleasants	Sample	Composite		3/23/22 12:51	3/31/22	3/22/22 11:04	3/23/22 11:04	AJ	4/4/22		6.88			Pass	SARS-CoV-2 N1	2791.233351	SARS-CoV-2 N2	0	0.334	Processing	Complete
E01-0105	WWTP	PrincetonWWTP-01	Sample	Mercer	Sample	Composite	TT	5/5/22 8:00	5/12/22	5/4/22 8:00	5/5/22 8:00	AJ						Pass					2.097	Processing	Processing
B01-0163	WWTP	CharlestonWWTP-01	Sample	Kanawha	Sample	Composite		5/2/22 7:00	5/3/22	5/1/22 7:00	5/2/22 7:00	AJ	5/4/22					Pass	SARS-CoV-2 N1	45372.05458	SARS-CoV-2 N2	50713.17069	12.2	Processing	Complete
A0100	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	GS	11/1/20 0:00	11/9/20	11/1/20 0:00	11/1/20 23:59	TD	11/10/20					Pass	SARS-CoV-2 N1	9816	SARS-CoV-2 N2	9816	8.21	Rejected: No NTC	Complete
H01-0193	WWTP	MoundsvilleWWTP-01	H01-0193	Marshall	Sample	Composite		4/19/22 8:00	4/22/22	4/18/22 8:00	4/19/22 8:00	JL	4/25/22		6.99			Pass	SARS-CoV-2 N1	5025.090314	SARS-CoV-2 N2	10050.78262	2.4	Processing	Complete
H01-0106	WWTP	MoundsvilleWWTP-01	G	Marshall	Sample	Composite		1/23/22 8:00	1/28/22	1/22/22 8:00	1/23/22 8:00	AJ	2/2/22		7.11			Pass	SARS-CoV-2 N1	2203444.519	SARS-CoV-2 N2	1988131.821	1.9	Processing	Complete
A01-0091	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	GG	11/16/21 23:55	11/29/21	11/16/21 0:00	11/16/21 23:55	AJ	11/29/21		7.27			Pass	SARS-CoV-2 N1	95145.93244	SARS-CoV-2 N2	87039.98923	7.713	Processing	Complete
N02-0031	WWTP	ClarksburgWWTP-01	G	Harrison	Sample	Composite		2/1/22 7:00	2/8/22	1/31/22 7:00	2/1/22 7:00	AJ			7.15			Pass					6.836	Processing	Processing
A03-0159	K-12	SuncrestES-01	Sample	Monongalia	Sample	Composite	BL	1/6/22 8:24	1/10/22	1/5/22 6:00	1/5/22 14:00	AJ	1/19/22		7.35			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Processing	Complete
A03-0333	K-12	MorgantownHS-01	Sample	Monongalia	Sample	Composite	GZ	5/6/22 14:18	5/9/22	5/6/22 6:00	5/6/22 14:00	AJ	5/12/22					Pass	SARS-CoV-2 N1		SARS-CoV-2 N2			Processing	Processing
M04-0043	WWTP	FarmingtonWWTP-01	M04-0043	Marion	Sample	Composite		4/12/22 11:00	4/13/22	4/10/22 11:00	4/11/22 11:00	JL	4/18/22		7.63			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	0.126	Processing	Complete
K01-0024	WWTP	ParkersburgWWTP-01	G	Wood	Sample	Composite		1/12/22 6:33	1/19/22	1/11/22 6:33	1/12/22 6:33	AJ	1/24/22		7.08			Pass	SARS-CoV-2 N1	222663.0449	SARS-CoV-2 N2	256164.7654	6.937	Processing	Complete
M03-0029	WWTP	ManningtonWWTP-01	M03-0029	Marion	Sample	Composite		4/13/22 9:30	4/20/22	4/12/22 9:30	4/13/22 9:30	AJ	4/21/22		7.15			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	0.251	Processing	Complete
H01-0119	WWTP	MoundsvilleWWTP-01	G	Marshall	Sample	Composite		2/5/22 8:15	2/11/22	2/4/22 8:00	2/5/22 8:00	AJ	2/16/22		7.05			Fail: Missing Required Data	SARS-CoV-2 N1	8258.204833	SARS-CoV-2 N2	8258.204833		Processing	Complete
D01-0081	WWTP	CharlesTownWWTP-01	Sample	Jefferson	Sample	Composite		5/5/22 7:40	5/6/22	5/4/22 7:40	5/5/22 7:40	AJ	5/9/22					Pass	SARS-CoV-2 N1	2367733.955	SARS-CoV-2 N2	2102102.902	1.31	Processing	Complete
E02-0008	WWTP	AthensWWTP-01	Sample	Mercer	Sample	Composite		11/15/21 8:00	11/16/21	11/12/21 8:00	11/13/21 8:00	JL	11/22/21		6.37			Pass	SARS-CoV-2 N1	21632.98145	SARS-CoV-2 N2	24724.93887		Rejected: No Flow	Complete
A03-0245	K-12	MorgantownHS-01	A03-0245	Monongalia	Sample	Composite	GZ	4/8/22 13:49	4/11/22	4/8/22 6:00	4/8/22 13:49	AJ	4/14/22		8.77			Pass	SARS-CoV-2 N1	2299.369904	SARS-CoV-2 N2	2299.369904		Processing	Complete
A1020	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	GG	4/1/21 11:55	4/9/21	4/1/21 12:00	4/1/21 11:55	Josh Lambert	4/12/21					Pass	SARS-CoV-2 N1	6330	SARS-CoV-2 N2	12660	10.482	Processing	Complete
A01-0026	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	DW	8/31/21 23:55	9/3/21	8/31/21 0:00	8/31/21 23:55	JL	9/2/21		6.42			Pass	SARS-CoV-2 N1	52609.56883	SARS-CoV-2 N2	84196.8298	10.024	Processing	Complete
A1004	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	EL	3/11/21 12:00	3/12/21	3/11/21 12:00	3/11/21 12:00	MVS	3/16/21					Pass	SARS-CoV-2 N1	5520	SARS-CoV-2 N2	5520	8.844	Processing	Complete
E01-0090	WWTP	PrincetonWWTP-01	E01-0090	Mercer	Sample	Composite	TT	4/5/22 7:50	4/8/22	4/4/22 7:50	4/5/22 7:50	AJ	4/11/22		6.71			Pass	SARS-CoV-2 N1	74367.44571	SARS-CoV-2 N2	65779.84817	2.323	Processing	Complete
A01-0156	WWTP	StarCityWWTP-01	G	Monongalia	Sample	Composite	GG	1/20/22 0:00	1/25/22	1/19/22 0:00	1/20/22 0:00	AJ	1/26/22		7.28			Pass	SARS-CoV-2 N1	441672.83	SARS-CoV-2 N2	488711.8506	16.9	Processing	Complete
A03-0008			Sample		Sample																			Processing	Unknown
I01-0005	WWTP	WarmSpringsWWTP-01	Sample	Morgan	Sample	Composite		11/4/21 12:00	11/8/21	11/3/21 7:00	11/4/21 7:00	AJ	11/18/21		7.07			Pass	SARS-CoV-2 N1	5312.5	SARS-CoV-2 N2	5312.5		Rejected: No Flow	Complete
A03-0031	K-12	MountainviewES-01	Sample	Monongalia	Sample	Composite	BL	9/28/21 9:35	10/6/21	9/27/21 6:00	9/27/21 14:00	JL	10/11/21		5.3			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Rejected: No Flow	Complete
G01-0132	WWTP	KeyserWWTP-01	G01-0132	Mineral	Sample	Composite		3/12/22 8:10	3/17/22	3/11/22 9:00	3/12/22 8:00	JL	3/28/22		6.89			Pass	SARS-CoV-2 N1	20196.81741	SARS-CoV-2 N2	3365.460634	1.089	Processing	Complete
A01-0132	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite		12/22/21 23:59	12/28/21	12/22/21 0:00	12/22/21 23:59	JL	1/12/22		7.13			Pass	SARS-CoV-2 N1	51172.48245	SARS-CoV-2 N2	48160.60871	6.9	Processing	Complete
K01-0053	WWTP	ParkersburgWWTP-01	K01-0053	Wood	Sample	Composite		3/23/22 6:20	3/30/22	3/22/22 6:22	3/23/22 6:20	AJ	3/31/22		7.01			Pass	SARS-CoV-2 N1	28600.57812	SARS-CoV-2 N2	4765.408281	5.355	Processing	Complete
N02-0065	WWTP	ClarksburgWWTP-01	Sample	Harrison	Sample	Composite		3/27/22 7:00	5/4/22	4/26/22 7:00	4/27/22 7:00	AJ	5/5/22					Pass	SARS-CoV-2 N1	23221.95824	SARS-CoV-2 N2	12899.50054	11.784	Processing	Complete
A01-0096	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite		11/23/21 0:00	11/30/21	11/22/21 0:00	11/22/21 23:55	AJ	12/3/21		6.87			Pass	SARS-CoV-2 N1	329708.7675	SARS-CoV-2 N2	293614.2719	6.154	Processing	Complete
N03-0070	WWTP	SalemWWTP-01	Sample	Harrison	Sample	Composite		5/9/22 7:30	5/11/22	5/8/22 7:30	5/9/22 7:30	AJ	5/11/22					Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	2899.966291	0.70997	Processing	Complete
A03-0168	K-12	MorgantownHS-01	Sample	Monongalia	Sample	Composite	GZ	1/13/22 11:10	1/13/22	1/12/22 6:00	1/12/22 14:00	AJ	1/19/22		9.23			Pass	SARS-CoV-2 N1	52238.90416	SARS-CoV-2 N2	67176.27414		Processing	Complete
A01-0145	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	GG	1/6/22 0:00	1/10/22	1/5/22 0:00	1/6/22 0:00	AJ	1/12/22		7.42			Pass	SARS-CoV-2 N1	70239.27547	SARS-CoV-2 N2	87817.49904	9.5	Processing	Complete
O01-0030	WWTP	GraftonWWTP-01	O01-0030	Taylor	Sample	Composite		3/17/22 6:15	3/23/22	3/16/22 6:15	3/17/22 6:15	AJ	3/29/22		6.45			Fail: Missing Required Data	SARS-CoV-2 N1	5702.669006	SARS-CoV-2 N2	2851.237622	1.88	Processing	Complete
P01-0065	WWTP	StMarysWWTP-01	P01-0065	Pleasants	Sample	Composite		4/6/22 11:00	4/14/22	4/5/22 9:00	4/6/22 9:00	JL	4/19/22		7.45			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	0.377	Processing	Complete
C01-0078	WWTP	WheelingWWTP-01	C01-0078	Ohio	Sample	Composite	GZ	2/15/22 7:05	2/22/22	2/14/22 7:00	2/15/22 7:00	AJ	2/24/22		6.73			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	9.704	Processing	Complete
L01-0067	WWTP	WestUnionWWTP-01	L01-0067	Doddridge	Sample	Composite		3/17/22 9:00	3/23/22	3/16/22 9:00	3/17/22 9:00	AJ	3/29/22		6.71			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	3349.323738	0.37	Processing	Complete
A01-0006	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	GG	8/15/21 23:55	8/18/21	8/15/21 0:00	8/15/21 23:55	JL	9/9/21		6.82			Pass	SARS-CoV-2 N1	43018.69243	SARS-CoV-2 N2	36868.63124	8.629	Processing	Complete
N02-0028	WWTP	ClarksburgWWTP-01	G	Harrison	Sample	Composite		1/28/22 7:30	2/1/22	1/27/22 7:00	1/28/22 7:00	AJ	2/7/22		7.38			Pass	SARS-CoV-2 N1	369658.944	SARS-CoV-2 N2	387966.1489	8.2	Processing	Complete
E02-0101	WWTP	AthensWWTP-01	E02-0101	Mercer	Sample	Composite		4/2/22 8:00	4/8/22	4/1/22 8:00	4/2/22 8:00	AJ	4/11/22		6.57			Pass	SARS-CoV-2 N1	31530.92545	SARS-CoV-2 N2	20062.39034	0.14	Processing	Complete
E02-0070	WWTP	AthensWWTP-01	Sample	Mercer	Sample	Composite		3/1/22 8:00	3/4/22	2/28/22 8:00	3/1/22 8:00	AJ	3/9/22		6.65			Pass	SARS-CoV-2 N1	103058.7468	SARS-CoV-2 N2	77270.29905	0.141	Processing	Complete
J01-0018	WWTP	AlpineLakeWWTP-01	J01-0018	Preston	Sample	Composite		3/31/22 7:30	4/6/22	3/30/22 7:30	3/31/22 7:30	AJ	4/7/22		7.36			Pass	SARS-CoV-2 N1	3259.206517	SARS-CoV-2 N2	6518.666251	0.214	Processing	Complete
A04-0067	WWTP	CheatLakeWWTP-01	Sample	Monongalia	Sample	Composite		4/28/22 8:00	4/29/22	4/27/22 8:00	4/28/22 8:00	AJ	5/2/22					Pass	SARS-CoV-2 N1	141683.0881	SARS-CoV-2 N2	116645.3697	0.702	Processing	Complete
A02-0344	WVU Morgantown	HonorsSummit-01 (MUB)	Samples	Monongalia	Sample	Composite	Gz	2/11/22 10:07	2/14/22	2/9/22 9:00	2/11/22 9:00	AJ	2/16/22		7.36			Pass	SARS-CoV-2 N1	3711.79766	SARS-CoV-2 N2	11136.37984		Processing	Complete
B01-0052	WWTP	CharlestonWWTP-01	Sample	Kanawha	Sample	Composite		11/8/21 7:20	11/9/21	11/7/21 7:00	11/8/21 7:00	JL	11/18/21		6.79			Pass	SARS-CoV-2 N1	4462.5	SARS-CoV-2 N2	2125		Processing	Complete
K01-0022	WWTP	ParkersburgWWTP-01	Sample	Wood	Sample	Composite		12/14/21 6:28	12/16/21	12/13/21 6:20	12/14/21 6:28	AJ	12/21/21		7.28			Pass	SARS-CoV-2 N1	68764.18971	SARS-CoV-2 N2	104464.1675	4.913	Processing	Complete
A02-0004 1K	WVU Morgantown		Sample	Monongalia	Sample								8/13/21						SARS-CoV-2 N1	66205.27625	SARS-CoV-2 N2	93339.86342		Rejected: No Flow	Complete
A01-0063	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	GG	10/14/21 23:55	10/20/21	10/14/21 0:00	10/14/21 23:55	JL	10/20/21					Pass	SARS-CoV-2 N1	49627.80446	SARS-CoV-2 N2	17358.52875	6.95	Processing	Complete
