Asset Tag ID	Department	Location	Description	Site	Category	Sample Collection Method	Sample Collection By	Sample Collection Date/Time	Sample Received Date	Sample Composite Start	Sample Composite End	Sample Received By	Assay Date	Comments	Sample pH (Lab)	Control, Process (Type)	Control, Internal (Type)	Sample QC Check	Assay Target 1	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Result (CN/L)	Sample Flow (MGD)	Status: NWSS	Status: WaTCH
A02-0155	WVU Morgantown	OaklandE-02	Sample	Monongalia	Sample	Composite	EL	8/11/21 9:19	8/11/21	8/10/21 9:00	8/11/21 9:00	JL	8/13/21	Was A07-0012	7.13			Pass	SARS-CoV-2 N1	4055.69844	SARS-CoV-2 N2	6759.86311		Rejected: No Flow	Complete
H01-0062	WWTP	MoundsvilleWWTP-01	SAMPLE	Marshall	Sample	Composite		1/4/22 8:15	1/12/22	1/3/22 8:00	1/4/22 8:00	JL	1/14/22		7.05			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	3820.754089	2.4	Processing	Complete
F01-0028	WWTP	WestonWWTP-01	Sample	Lewis	Sample				9/24/21			JL	11/22/21					Fail: Missing Required Data	SARS-CoV-2 N1	55449.95844	SARS-CoV-2 N2	25729.32884		Rejected	Rejected
G01-0056	WWTP	KeyserWWTP-01	Sample	Mineral	Sample	Composite	--	10/20/21 8:40	10/25/21	10/19/21 9:00	10/20/21 8:00	JL	11/1/21		7.1			Pass	SARS-CoV-2 N1		SARS-CoV-2 N2			Processing	Confirming
A03-0192	K-12	MorgantownHS-01	Sample	Monongalia	Sample	Composite	GZ	1/25/22 12:05	1/25/22	1/24/22 6:00	1/24/22 14:00	AJ	1/26/22		8.23			Pass	SARS-CoV-2 N1	138375.4693	SARS-CoV-2 N2	133044.8896		Processing	Complete
E01-0064	WWTP	PrincetonWWTP-01	G	Mercer	Sample	Composite		2/16/22 10:15	2/17/22	2/15/22 10:00	2/16/22 10:00	AJ	2/22/22					Pass	SARS-CoV-2 N1	399202.584	SARS-CoV-2 N2	421648.2747	2.441	Processing	Complete
A03-0041	K-12	NorthES-01	Sample	Monongalia	Sample	Composite	BL	10/14/21 11:00	10/18/21	10/11/21 6:00	10/11/21 14:00	JL	10/20/21					Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Rejected: No Flow	Complete
B01-0010	WWTP	CharlestonWWTP-01	Sample	Kanawha	Sample	Composite	KM	9/27/21 8:00	9/30/21	9/26/21 7:00	9/27/21 7:00	JL	10/5/21					Pass	SARS-CoV-2 N1	19405.62457	SARS-CoV-2 N2	19405.62457		Processing	Complete
A03-0146	K-12	MountainviewES-01	Sample	Monongalia	Sample	Composite	GZ	1/25/22 11:47	1/25/22	1/24/22 6:00	1/24/22 14:00	AJ	1/26/22		6.71			Pass	SARS-CoV-2 N1	4856.23844	SARS-CoV-2 N2	4856.23844		Processing	Complete
A01-0100	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite		11/28/21 0:00	11/30/21	11/27/21 0:00	11/27/21 23:55	AJ	12/3/21		7.08			Pass	SARS-CoV-2 N1	54942.23714	SARS-CoV-2 N2	27462.11741	6.235	Processing	Complete
A01-0156	WWTP	StarCityWWTP-01	G	Monongalia	Sample	Composite	GG	1/20/22 0:00	1/25/22	1/19/22 0:00	1/20/22 0:00	AJ	1/26/22		7.28			Pass	SARS-CoV-2 N1	441672.83	SARS-CoV-2 N2	488711.8506	16.9	Processing	Complete
C01-0043	WWTP	WheelingWWTP-01	Sample	Ohio	Sample	Composite		11/23/21 7:00	11/30/21	11/22/21 7:00	11/23/21 7:00	AJ	12/3/21		6.36			Pass	SARS-CoV-2 N1	159975.8622	SARS-CoV-2 N2	74331.42409	6.057	Processing	Complete
A02-0014	WVU Morgantown	NorthHighSt-02 (MUB)	Sample	Monongalia	Sample	Composite	Eric Lundstrom	8/16/21 10:05	8/16/21	8/14/21 9:00	8/16/21 9:00	Josh Lambert	8/16/21		7.83			Pass	SARS-CoV-2 N1	33470.65294	SARS-CoV-2 N2	32182.49166		Rejected: No Flow	Complete
P01-0009	WWTP	StMarysWWTP-01	G	Pleasants	Sample	Composite		2/11/22 11:24	2/17/22	2/10/22 11:30	2/11/22 11:20	AJ	2/22/22					Pass	SARS-CoV-2 N1	20198.43969	SARS-CoV-2 N2	17673.10308	0.284	Processing	Complete
G02-0024	WVU Keyser	PotomacState-01	Sample	Mineral	Sample	Composite		12/6/21 9:45	12/10/21	12/4/21 11:00	12/5/21 11:00	JL	12/14/21	CAME W/OUT ICE, STILL PROCESSING	7.1			Pass	SARS-CoV-2 N1	13450.93455	SARS-CoV-2 N2	8070.042618		Rejected: No Flow	Complete
A03-0103	K-12	NorthES-01	Sample	Monongalia	Sample	Composite	BL	10/21/21 9:25	10/22/21	10/20/21 6:00	10/20/21 14:00	JL			7.23			Pass						Processing	Confirming
A03-0199	K-12	SuncrestES-01	Sample	Monongalia	Sample	Composite	Gz	2/10/22 10:02	2/10/22	2/9/22 6:00	2/9/22 14:00	AJ	2/17/22		8.08			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	2301.769098		Processing	Complete
A02-0268	WVU Morgantown	Evansdale-01	Sample	Monongalia	Sample	Composite	GZ	12/20/21 8:37	12/20/21	12/18/21 9:00	12/20/21 9:00	AJ	12/28/21		7.49			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Processing	Complete
G02-0012	WVU Keyser	PotomacState-01	Sample	Mineral	Sample	Composite	Z	10/27/21 11:30	11/2/21	10/26/21 10:30	10/27/21 11:30	JL	11/4/21		7			Pass	SARS-CoV-2 N1	4300.335329	SARS-CoV-2 N2	7167.636454		Processing	Complete
H01-0074	WWTP	MoundsvilleWWTP-01	G	Marshall	Sample	Composite		1/15/22 8:15	1/21/22	1/14/22 8:00	1/15/22 8:00	AJ	1/24/22		7.17			Fail: Missing Required Data	SARS-CoV-2 N1	1544955.647	SARS-CoV-2 N2	1667913.294		Processing	Complete
E02-0086	WWTP	AthensWWTP-01	G	Mercer	Sample	Composite		1/11/22 8:00	1/21/22	1/10/22 8:00	1/11/22 8:00	AJ	1/24/22		6.96			Pass	SARS-CoV-2 N1	411899.0457	SARS-CoV-2 N2	422938.6657	0.529	Processing	Complete
A01-0023	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample																			Processing	Unknown
A02-0235	WVU Morgantown	NorthHighSt-02 (MUB)	Sample	Monongalia	Sample	Composite	BL	11/29/21 10:35	11/29/21	11/27/21 9:00	11/29/21 9:00	JL	12/3/21		6.56			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	2884.994885		Rejected: No Flow	Complete
B01-0072	WWTP	CharlestonWWTP-01	Sample	Kanawha	Sample	Composite	KM	10/26/21 7:30	10/29/21	10/25/21 7:00	10/26/21 7:00	JL	11/4/21		6.96			Pass	SARS-CoV-2 N1	1575.448187	SARS-CoV-2 N2	1575.448187		Processing	Complete
A02-0113	WVU Morgantown	NorthHighSt-02 (MUB)	Sample	Monongalia	Sample	Composite	EL	9/17/21 10:39	9/17/21	9/15/21 10:39	9/17/21 10:39	JL	9/20/21		7.07			Pass	SARS-CoV-2 N1	18623.36181	SARS-CoV-2 N2	16760.40158		Rejected: No Flow	Complete
A03-0112	K-12	MountainviewES-01	Sample	Monongalia	Sample	Composite	GZ	12/22/21 11:00	12/22/21	12/22/21 6:00	12/22/21 11:00	AJ	12/28/21		7.59			Pass	SARS-CoV-2 N1	5048.089558	SARS-CoV-2 N2	7572.36287		Processing	Complete
C01-0013	WWTP	WheelingWWTP-01	Sample	Ohio	Sample	Composite	MVC	10/4/21 7:05	10/8/21	10/3/21 7:00	10/4/21 7:00	JL	10/11/21	FLOW: 6.08	6.92			Pass	SARS-CoV-2 N1	41038.78587	SARS-CoV-2 N2	38105.01397	6.08	Processing	Complete
B01-0018	WWTP	CharlestonWWTP-01	Sample	Kanawha	Sample	Composite	KM	10/18/21 8:15	10/20/21	10/17/21 7:00	10/18/21 7:00	JL	10/20/21					Pass	SARS-CoV-2 N1	21333.54232	SARS-CoV-2 N2	15513.49722	7.471	Processing	Complete
A01-0151	WWTP	StarCityWWTP-01	G	Monongalia	Sample	Composite	GG	1/13/22 0:00	1/18/22	1/12/22 0:00	1/13/22 0:00	AJ	1/19/22		7.39			Pass	SARS-CoV-2 N1	260402.0834	SARS-CoV-2 N2	43898.16217	11.6	Processing	Complete
A1027	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	EL	4/12/21 12:00	4/16/21	4/12/21 12:00	4/13/21 12:00	MVS	4/19/21					Pass	SARS-CoV-2 N1	9336	SARS-CoV-2 N2	4656	11.895	Processing	Complete
E02-0080	WWTP	AthensWWTP-01	G	Mercer	Sample	Composite		2/11/22 8:00	2/18/22	2/10/22 8:00	2/11/22 8:00	AJ	2/22/22					Pass	SARS-CoV-2 N1	54731.77694	SARS-CoV-2 N2	54731.77694	0.177	Processing	Complete
A02-0100	WVU Morgantown	HonorsSummit-01 (MUB)	Sample	Monongalia	Sample	Grab	EL	9/13/21 9:51	9/13/21	9/13/21 9:51	9/13/21 9:51	JL	9/20/21		8.5			Pass	SARS-CoV-2 N1	70211.43675	SARS-CoV-2 N2	129189.4299		Rejected: No Flow	Complete
K01-0008	WWTP	ParkersburgWWTP-01	Sample	Wood	Sample	Composite		12/15/21 6:28	12/16/21	12/14/21 6:20	12/15/21 6:28	AJ	12/21/21		7.27			Pass	SARS-CoV-2 N1	63067.37177	SARS-CoV-2 N2	28018.22718	4.913	Processing	Complete
B01-0023	WWTP	CharlestonWWTP-01	Sample	Kanawha	Sample	Composite	KM	10/15/21 7:30	10/20/21	10/14/21 7:00	10/15/21 7:00	JL	10/20/21					Pass	SARS-CoV-2 N1	139252.6174	SARS-CoV-2 N2	137136.9314		Processing	Complete
A02-0311	WVU Morgantown	Evansdale-01	Sample	Monongalia	Sample	Composite	Gz	2/16/22 9:25	2/16/22	2/14/22 9:00	2/16/22 9:00	AJ	2/17/22		7.25			Pass	SARS-CoV-2 N1	10598.49853	SARS-CoV-2 N2	2649.373272		Processing	Complete
A04-0013	WWTP	CheatLakeWWTP-01	G	Monongalia	Sample	Composite		2/11/22 9:00	2/14/22	2/10/22 9:00	2/11/22 9:00	AJ	2/16/22		7.33			Pass	SARS-CoV-2 N1	340242.539	SARS-CoV-2 N2	110929.5344	0.74	Processing	Complete
K01-0030	WWTP	ParkersburgWWTP-01	G	Wood	Sample	Composite		1/27/22 6:25	2/2/22	1/26/22 6:28	1/27/22 6:25	AJ	2/7/22		7.21			Pass	SARS-CoV-2 N1	707308.8777	SARS-CoV-2 N2	628728.5757	5.857	Processing	Complete
B01-0054	WWTP	CharlestonWWTP-01	Sample	Kanawha	Sample	Composite		12/2/21 7:30	12/3/21	12/1/21 7:00	12/2/21 7:00	AJ	12/9/21		7.41			Pass	SARS-CoV-2 N1	19868.1042	SARS-CoV-2 N2	9932.874665	6.929	Processing	Complete
A03-0159	K-12	SuncrestES-01	Sample	Monongalia	Sample	Composite	BL	1/6/22 8:24	1/10/22	1/5/22 6:00	1/5/22 14:00	AJ	1/19/22		7.35			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Processing	Complete
L01-0016	WWTP	WestUnionWWTP-01	G	Doddridge	Sample	Composite		1/24/22 9:00	1/26/22	1/23/22 9:00	1/24/22 9:00	AJ	2/2/22		7.09			Pass	SARS-CoV-2 N1	2833032.517	SARS-CoV-2 N2	2908022.175	0.328	Processing	Complete
A02-0047	WVU Morgantown		Sample	Monongalia	Sample																			Processing	Unknown
G01-0053	WWTP	KeyserWWTP-01	Sample	Mineral	Sample	Composite	ML	10/14/21 8:00	10/15/21	10/13/21 9:00	10/14/21 8:00	JL	10/20/21		7.13			Pass	SARS-CoV-2 N1	86515.25736	SARS-CoV-2 N2	19199.75415		Rejected: No Flow	Complete
A02-0245	WVU Morgantown	Evansdale-01	Sample	Monongalia	Sample	Composite	GZ	12/3/21 9:07	12/1/21	12/1/21 9:00	12/3/21 9:00	AJ	12/6/21		7.9			Pass	SARS-CoV-2 N1	4334.20524	SARS-CoV-2 N2	6501.476141		Rejected: No Flow	Complete
H01-0084	WWTP	MoundsvilleWWTP-01	Sample	Marshall	Sample	Composite		12/8/21 8:15	12/10/21	12/7/21 8:00	12/8/21 8:00	JL	12/14/21		7.28			Pass	SARS-CoV-2 N1	14705.02267	SARS-CoV-2 N2	7351.866346	1.6	Processing	Complete
A02-0345	WVU Morgantown	HonorsSummit-01 (MUB)	Sample	Monongalia	Sample	Composite	GZ	2/14/22 10:53	2/14/22	2/12/22 9:00	2/14/22 9:00	AJ	2/16/22		7.37			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	4778.447645		Processing	Complete
A01-0119	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	GG	12/7/21 0:00	12/13/21	12/6/21 0:00	12/7/21 0:00	AJ	12/14/21		7.42			Pass	SARS-CoV-2 N1	93111.42862	SARS-CoV-2 N2	73696.14914	7.7	Processing	Complete
E01-0008	WWTP	PrincetonWWTP-01	Sample	Mercer	Sample	Composite		11/16/21 8:00	11/19/21	11/15/21 7:50	11/16/21 7:50	AJ	11/29/21		6.72			Pass	SARS-CoV-2 N1	118562.3552	SARS-CoV-2 N2	100498.6127	1.763	Processing	Complete
L01-0005	WWTP	WestUnionWWTP-01	SAMPLE	Doddridge	Sample	Composite		2/5/22 9:10	2/9/22	2/4/22 9:10	2/5/22 9:10	JL	2/16/22		7.16			Pass	SARS-CoV-2 N1	318261.1799	SARS-CoV-2 N2	361386.7968	0.328	Processing	Complete
A03-0004	K-12	NorthES-01	Sample	Monongalia	Sample	Composite	TD	9/16/21 18:00	9/16/21	9/15/21 6:00	9/15/21 14:00	TD	10/5/21		7.24			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	1690.577418		Rejected: No Flow	Complete
G01-0039	WWTP	KeyserWWTP-01	G	Mineral	Sample	Composite		12/27/21 8:50	1/6/22	12/26/21 9:00	12/27/21 8:00	AJ	1/12/22		6.96			Pass	SARS-CoV-2 N1	8318.301737	SARS-CoV-2 N2	12478.07264	0.71	Processing	Complete
A02-0308	WVU Morgantown	NorthHighSt-02 (MUB)	Sample	Monongalia	Sample	Composite	Gz	1/26/22 11:03	1/26/22	1/24/22 9:00	1/26/22 9:00	AJ	2/2/22		7.58			Pass	SARS-CoV-2 N1	1606662.984	SARS-CoV-2 N2	1717394.242		Processing	Complete
A02-0015	WVU Morgantown	CollegePark-02	Sample	Monongalia	Sample	Composite	Alexander Brun	8/16/21 10:15	8/16/21	8/14/21 9:00	8/16/21 9:00	Josh Lambert	8/16/21		7.18			Pass	SARS-CoV-2 N1	105253.3469	SARS-CoV-2 N2	76826.7622		Rejected: No Flow	Complete
A02-0128	WVU Morgantown	Evansdale-01	Sample	Monongalia	Sample	Composite	EL	9/27/21 9:15	9/27/21	9/25/21 9:15	9/27/21 9:15	JL	9/29/21		6.74			Pass	SARS-CoV-2 N1	18873.62272	SARS-CoV-2 N2	28315.77912		Rejected: No Flow	Complete
A1073	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	EL	6/17/21 23:55	6/18/21	6/17/21 0:00	6/17/21 23:55	JL	7/7/21		6.39			Pass	SARS-CoV-2 N1	4726.25	SARS-CoV-2 N2	0	8.192	Processing	Complete
A01-0084	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	GG	11/8/21 23:55	11/10/21	11/8/21 0:00	11/8/21 23:55	JL	11/18/21		7.09			Pass	SARS-CoV-2 N1	86062.5	SARS-CoV-2 N2	77562.5	6.987	Processing	Complete
A02-0332	WVU Morgantown	NorthHighSt-02 (MUB)	Sample	Monongalia	Sample	Composite	Sample	2/7/22 10:42	2/7/22	2/5/22 9:00	2/7/22 9:00	AJ	2/10/22		7.95			Pass	SARS-CoV-2 N1	41142.91169	SARS-CoV-2 N2	48861.70104		Processing	Complete
E01-0063	WWTP	PrincetonWWTP-01	G	Mercer	Sample	Composite		2/15/22 10:00	2/17/22	2/14/22 9:15	2/15/22 9:15	AJ	2/22/22					Pass	SARS-CoV-2 N1	468548.1352	SARS-CoV-2 N2	546191.7901	2.368	Processing	Complete
K01-0023	WWTP	ParkersburgWWTP-01	Sample	Wood	Sample	Composite		12/31/21 6:45	1/5/22	12/30/21 6:30	12/31/21 6:45	JL	1/12/22		7.18			Pass	SARS-CoV-2 N1	5620.83629	SARS-CoV-2 N2	8431.537114	7.712	Processing	Complete
A03-0149	K-12	NorthES-01	Sample	Monongalia	Sample	Composite	GZ	12/14/21 9:21	12/14/21	12/13/21 6:00	12/13/21 14:00	AJ	12/21/21		8.43			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Processing	Complete
A03-0013	K-12	SuncrestES-01	Sample	Monongalia	Sample	Composite	BL	9/30/21 12:25	10/6/21	9/29/21 6:00	9/29/21 14:00	JL	10/11/21		6.64			Pass	SARS-CoV-2 N1	1580.105629	SARS-CoV-2 N2	3160.289787		Rejected: No Flow	Complete
J01-0002	WWTP	AlpineLakeWWTP-01	G	Preston	Sample	Composite		12/22/21 9:00	1/10/22	12/21/21 12:00	12/22/21 9:00	AJ	1/13/22		6.68			Pass	SARS-CoV-2 N1	10434.89786	SARS-CoV-2 N2	3478.010413	0.149	Processing	Complete
M03-0008	WWTP	ManningtonWWTP-01	G	Marion	Sample	Composite		2/21/22 10:30	2/23/22	2/20/22 10:30	2/21/22 10:30	AJ	2/24/22					Pass	SARS-CoV-2 N1	29760.53841	SARS-CoV-2 N2	2975.103082	0.207	Processing	Complete
A0031	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	GG	12/1/20 0:00	12/4/20	12/1/20 0:00	12/1/20 23:59	TD	12/14/20					Pass	SARS-CoV-2 N1	82456.8	SARS-CoV-2 N2	82456.8	11.562	Rejected: No NTC	Complete
E02-0011	WWTP	AthensWWTP-01	Sample	Mercer	Sample	Composite		11/18/21 8:00	11/19/21	11/17/21 8:00	11/18/21 8:00	AJ	11/29/21		6.57			Pass	SARS-CoV-2 N1	26824.96112	SARS-CoV-2 N2	60380.32539	0.115	Processing	Complete
A02-0177	WVU Morgantown	OaklandE-02	Sample	Monongalia	Sample	Composite	CA	10/20/21 9:28	10/20/21	10/18/21 9:28	10/20/21 9:28	JL	10/20/21					Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Rejected: No Flow	Complete
A02-0168	WVU Morgantown	NorthHighSt-02 (MUB)	Sample	Monongalia	Sample	Composite	EL	10/13/21 10:10	10/13/21	10/11/21 10:10	10/13/21 10:10	JL	10/14/21		7.75			Pass	SARS-CoV-2 N1	32602.15431	SARS-CoV-2 N2	37495.5824		Rejected: No Flow	Complete
A01-0126	WWTP	StarCityWWTP-01	G	Monongalia	Sample	Composite	GG	12/15/21 0:00	1/10/22	12/14/21 0:00	12/15/21 0:00	AJ	1/12/22		6.84			Pass	SARS-CoV-2 N1	9999.228213	SARS-CoV-2 N2	20000.84314	7.2	Processing	Complete
A0243	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	GG	2/16/21 8:00	2/18/21	2/16/21 12:00	2/16/21 11:55	TD	3/11/21					Pass	SARS-CoV-2 N1	13800	SARS-CoV-2 N2	4590	12.183	Rejected: No NTC	Complete
B01-0073	WWTP	CharlestonWWTP-01	Sample	Kanawha	Sample	Composite	KM	10/27/21 8:00	10/29/21	10/26/21 7:00	10/27/21 7:00	JL	11/4/21		7.1			Pass	SARS-CoV-2 N1	1446.466325	SARS-CoV-2 N2	0		Processing	Complete
N03-0045	WWTP	SalemWWTP-01	G	Harrison	Sample	Composite		2/16/22 7:35	2/17/22	2/15/22 7:30	2/16/22 7:35	AJ	2/22/22					Pass	SARS-CoV-2 N1	77226.22544	SARS-CoV-2 N2	19293.21919	5.268	Processing	Complete
I01-0006	WWTP	WarmSpringsWWTP-01	Sample	Morgan	Sample	Composite		11/8/21 9:50	11/12/21	11/7/21 7:00	11/8/21 7:00	JL	11/22/21		6.56			Pass	SARS-CoV-2 N1	3004.627023	SARS-CoV-2 N2	0		Rejected: No Flow	Complete
A1084	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	EL	7/4/21 23:55	7/9/21	7/4/21 0:00	7/4/21 23:55	JL	7/9/21		6.48			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	6.306	Processing	Complete
A1052	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	EL	5/19/21 23:55	5/21/21	5/19/21 0:00	5/19/21 23:55	JL	7/7/21		6.8			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	4013.75	7.301	Processing	Complete
A01-0153	WWTP	StarCityWWTP-01	G	Monongalia	Sample	Composite	GG	1/17/22 0:00	1/18/22	1/16/22 0:00	1/17/22 0:00	AJ	1/19/22		7.43			Pass	SARS-CoV-2 N1	398902.452	SARS-CoV-2 N2	119817.9987	8.9	Processing	Complete
L01-0014	WWTP	WestUnionWWTP-01	G	Doddridge	Sample	Composite		1/26/22 9:10	2/2/22	1/25/22 9:10	1/26/22 9:10	AJ	2/7/22		7.01			Fail: Missing Required Data	SARS-CoV-2 N1	2558186.86	SARS-CoV-2 N2	2753949.866		Processing	Complete
A01-0041	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	GG	9/18/21 23:55	9/24/21	9/18/21 0:00	9/18/21 23:55	JL	9/29/21		6.54			Pass	SARS-CoV-2 N1	111111.2869	SARS-CoV-2 N2	59078.40401	7.348	Processing	Complete
H01-0007	WWTP	MoundsvilleWWTP-01	Sample	Marshall	Sample	Composite	DRC	10/5/21 8:15	10/8/21	10/4/21 8:00	10/5/21 8:00	JL	10/11/21		6.98			Pass	SARS-CoV-2 N1	78673.53201	SARS-CoV-2 N2	82971.58778		Rejected: No Flow	Complete
C01-0038	WWTP	WheelingWWTP-01	Sample	Ohio	Sample	Composite		11/15/21 7:00	11/23/21	11/14/21 7:00	11/15/21 7:00	AJ	12/3/21		5.94			Pass	SARS-CoV-2 N1	101086.9771	SARS-CoV-2 N2	29926.28798	7.109	Processing	Complete
C01-0119	WWTP	WheelingWWTP-01	G	Ohio	Sample	Composite		2/2/22 7:00	2/8/22	2/1/22 7:00	2/2/22 7:00	AJ	2/10/22		5.33			Pass	SARS-CoV-2 N1	192262.7172	SARS-CoV-2 N2	152015.4664	6.766	Processing	Complete
A02-0123	WVU Morgantown	CollegePark-02	Sample	Monongalia	Sample	Composite	EL	9/22/21 10:22	9/22/21	9/20/21 10:22	9/22/21 10:22	JL	9/24/21		7.27			Pass	SARS-CoV-2 N1	3051.757794	SARS-CoV-2 N2	4577.776492		Rejected: No Flow	Complete
M04-0004	WWTP	FarmingtonWWTP-01	G	Marion	Sample	Composite		2/18/22 13:40	2/23/22	2/17/22 13:40	2/18/22 1:40	AJ	2/24/22					Pass	SARS-CoV-2 N1	2275.15474	SARS-CoV-2 N2	4550.433168	0.13	Processing	Complete
A02-0004 1K	WVU Morgantown		Sample	Monongalia	Sample								8/13/21						SARS-CoV-2 N1	66205.27625	SARS-CoV-2 N2	93339.86342		Rejected: No Flow	Complete
A02-0195	WVU Morgantown	OaklandE-02	Sample	Monongalia	Sample	Composite	CA	10/29/21 11:38	10/29/21	10/27/21 11:38	10/29/21 11:38	JL	11/4/21		7.06			Pass	SARS-CoV-2 N1	8465.249725	SARS-CoV-2 N2	8465.249725		Rejected: No Flow	Complete
A02-0191	WVU Morgantown	HonorsSummit-01 (MUB)	Sample	Monongalia	Sample	Composite	EL	10/27/21 9:55	10/27/21	10/25/21 10:16	10/27/21 9:55	JL	11/22/21		7.69			Pass	SARS-CoV-2 N1	213166.1093	SARS-CoV-2 N2	191919.21		Processing	Complete
A02-0269	WVU Morgantown	CollegePark-02	Sample	Monongalia	Sample	Composite	GZ	12/17/21 10:24	12/17/21	12/15/21 9:00	12/17/21 9:00	AJ	12/21/21		7.36			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Processing	Complete
B01-0026	WWTP	CharlestonWWTP-01	Sample	Kanawha	Sample	Composite		12/3/21 7:30	12/7/21	12/2/21 7:00	12/3/21 7:00	AJ	12/9/21		6.98			Pass	SARS-CoV-2 N1	8157.2136	SARS-CoV-2 N2	12236.41628	6.899	Processing	Complete
