"county"	"target"	"epi_year"	"epi_week"	"abundance_per_person"	"total_abundance"	"county_fips"	"abundance_alert_level"	"trend_alert_level"
"Boone"	"Influenza Virus A (FluA)"	2024	45	0.487432827069155	2220.2565273	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2024	47	0.0124307711920966	56.62216278	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2024	50	0.176193175793633	802.55991574	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2024	51	10.3288792255789	47048.0448725119	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2024	52	4.57583970136457	20842.9498397156	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	1	2.16975609016625	9883.23899070725	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	2	8.97623851510778	40886.7664363159	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	6	0.331021846586169	1507.8045112	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	8	6.72850642600035	30648.3467704316	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	9	7.61439230533761	34683.5569508128	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	14	1.40243595992662	6388.09579746574	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	15	13.2947657780728	60557.6581191217	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	16	0.987018025253568	4495.86710503	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	17	0.449829702660812	2048.97429562	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	29	1.68415974401787	7671.3476340014	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	30	2.37870011920966	10834.979043	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	31	2.5375672677175	11558.6189044532	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	32	0.621987323907794	2833.1522604	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	33	0.488333679855104	2224.35991174	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	34	0.608723845620198	2772.7371168	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	35	0.974385093113605	4438.32409913247	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	36	1.53857576584343	7008.2126134168	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	37	0.312115572711306	1421.6864337	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	38	0.548681675018661	2499.24502971	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	39	0.369645494261251	1683.73522636	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	40	0.298627712272228	1360.2492294	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	41	0.518665991510428	2362.52359133	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	45	0.230843526399561	1051.49226275	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	46	0.2696574833809	1228.2898368	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	47	0.335077346212953	1526.277312	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	49	0.259678294954995	1182.83463352	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	50	0.245548867771679	1118.4750927	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus A (FluA)"	2025	51	0.490981389242591	2236.420228	54005	"LOW"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2024	34	5.48151624742005	24968.3065069983	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2024	39	10.6670443989317	48588.3872371338	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2024	51	4.42621237144883	20161.3973519494	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2024	52	1.83019785717666	8336.55123943967	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	1	2.16975609016625	9883.23899070725	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	2	3.84656187408396	17521.0893364524	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	6	2.6897375881974	12251.7547142392	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	8	1.55229234485181	7070.6916308	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	9	1.90333130104313	8669.67407625144	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	11	0.112540114643249	512.6202222	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	12	0.964843251372119	4394.86101	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	14	0.915920462944018	4172.01770871	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	15	1.61541187510867	7358.20109112	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	16	0.639481652318332	2912.83892631	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	17	0.137812193260154	627.7345403	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	18	1.21175557440537	5519.54664141647	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	19	0.856831500963776	3902.86748689	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	21	0.266374855609221	1213.3374673	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	22	1.24541912051836	5672.88409396111	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	23	2.07816240988963	9466.02977704729	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	24	4.09339353492574	18645.4075515867	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	27	1.34818680893025	6140.99091467731	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	28	1.22662137068327	5587.26034346229	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	29	0.307784997187706	1401.96066219	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	30	2.47032283106476	11252.3204955	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	31	0.857379159622393	3905.36207208	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	32	0.615588277365532	2804.0046034	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	33	0.529440490006586	2411.60143198	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	34	0.0172857361141603	78.736528	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	35	0.156658631894621	713.58006828	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	36	0.293209298836444	1335.5683562	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	37	0.378451247139407	1723.84543072	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	38	0.370365179236004	1687.01339142	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	39	0.211771874568606	964.62088866	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	40	1.83893764271532	8376.36096256827	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	41	0.503576707345774	2293.79190196	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	42	0.919005552304566	4186.0702907473	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	45	0.435111895613611	1981.93468452	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	46	0.459908616487377	2094.8837481	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	47	0.175729452680571	800.44765696	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	49	0.366183360768386	1667.9652083	54005	"MODERATE"	"STABLE"
"Boone"	"Influenza Virus B (FluB)"	2025	50	0.634029166037322	2888.0028513	54005	"MODERATE"	"STABLE"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2024	1	0.0906005264983535	412.6853982	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2024	6	0.897331648261251	4087.34565783	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2024	8	0.0364197163205269	165.89180784	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2024	9	1.08477883551921	4941.16759579	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2024	10	0.617612702998902	2813.22586216	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2024	11	1.49428124824369	6806.45108575	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2024	12	0.678292285119649	3089.62135872	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2024	14	1.74383159771679	7943.1529276	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2024	15	1.10591231000878	5037.43057209	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2024	20	0.381831107176729	1739.24069319	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2024	22	1.04269970271131	4749.49714585	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2024	27	0.264770938748628	1206.031626	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2024	28	0.371061594950604	1690.185565	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2024	30	0.428935569132821	1953.8015174	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2024	31	0.499591015499451	2275.6370756	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2024	32	0.296646500979144	1351.22481196	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2024	36	0.00903512129967069	41.15497752	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2024	37	0.193532098788145	881.53870998	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2024	38	0.0499557773699232	227.54856592	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2024	39	0.209438300193194	953.99145738	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2024	40	0.82809479571899	3771.9717945	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2024	45	0.586466798283205	2671.35626618	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2024	47	0.200503735339188	913.29451447	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2024	49	0.208454342906696	949.50953194	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2024	50	2.27121904868831	10345.4027667753	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2024	51	1.65406627144896	7534.27186645	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2024	52	0.121914302305159	555.319647	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	1	0.882134328245884	4018.12186516	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	2	3.84656187408396	17521.0893364524	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	6	5.37972862479986	24504.6638859634	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	8	0.0904010756970362	411.7768998	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	9	1.00098872284083	4559.50363254	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	11	0.721671172316136	3287.2121899	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	12	6.48941419447476	29559.2816558325	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	14	0.450162951708013	2050.49224503	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	15	1.7087648226652	7783.42376724	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	16	0.0618496934884742	281.72535384	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	17	0.375437877949506	1710.11953406	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	18	0.779324088526894	3549.82122324	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	19	0.578335022904501	2634.31602933	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	21	0.866547248122942	3947.1227152	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	22	0.388522681560922	1769.72081451	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	23	0.886775714601537	4039.26338001	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	24	1.12867546375412	5141.1167374	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	25	1.66984033669813	7606.12273366	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	27	0.0801393319692646	365.03465712	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	28	0.254216667178924	1157.956919	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	29	5.05296209516101	23016.2423434584	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	30	0.173646853896817	790.9614195	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	31	1.16033163010318	5285.31057512	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	32	0.391365686524698	1782.67070212	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	33	0.398507687301866	1815.20251566	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	34	0.552611686849616	2517.1462336	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	35	0.557594632702525	2539.84355196	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	36	0.40196815870472	1830.9649629	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	37	0.42326784219539	1927.9850212	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	38	0.19871283335236	905.13695592	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	39	3.00168613397131	13672.6803402393	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	40	16.5627882774524	75443.5006037958	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	41	0.512360022008782	2333.79990025	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	42	0.0670653319429199	305.482587	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	45	0.0979677404720088	446.24305785	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	46	0.394114783402854	1795.1928384	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	47	0.970235071367728	4419.42075008	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	49	0.0877915943798024	399.8907124	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	50	0.117538850351262	535.38946335	54005	"LOW"	"DECREASING"
"Boone"	"Respiratory Syncitial Virus, Human (RSV)"	2025	51	0.312472922063666	1423.31416	54005	"LOW"	"DECREASING"
"Boone"	"SARS-CoV-2"	2022	18	20.6314678920733	93976.3362483937	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	19	94.5985221722106	430896.26849442	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	20	40.1700202009385	182974.442015275	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	21	77.3775638607683	352454.803385799	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	22	68.8886980397229	313788.019570937	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	23	257.654698187053	1173617.15024203	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	24	71.1178793185814	323941.940296138	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	25	49.9422439611102	227486.921242857	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	26	107.8650744457	491325.414100166	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	27	22.4612184797331	102310.850175185	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	28	281.47656372574	1282125.74777075	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	29	252.033555460996	1148012.84512484	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	30	175.449448619015	799172.238459611	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	31	145.744088983008	663864.325317602	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	32	261.501344127273	1191138.62249973	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	33	151.192012778491	688679.618206024	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	34	674.913332518102	3074230.22961996	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	35	281.297534401746	1281310.26919995	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	37	128.707815681315	586264.100428391	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	38	354.164223254198	1613218.03692287	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	39	64.6143852237799	294318.524694318	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	40	92.488144089452	421283.496327453	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	41	30.937766451492	140921.526186546	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	42	200.497262008217	913265.028447427	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	43	239.682567858608	1091754.09659596	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	44	226.377277398576	1031148.49855051	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	45	311.215237846066	1417585.40838883	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	46	346.795025784885	1579651.34245015	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	47	22.1164760203842	100740.54827285	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	48	83.4788007250298	380245.937302511	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	49	294.943098210287	1343465.81234786	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	50	927.193460937615	4223366.21457084	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	51	507.156057583416	2310095.84229246	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2022	52	1012.17049736548	4610436.61549975	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2023	1	1083.94512311522	4937370.03578985	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2023	4	366.859354438234	1671044.35946616	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2023	5	301.023326295294	1371161.25127506	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2023	6	142.408625615566	648671.289678903	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2023	7	373.043733559728	1699214.20636456	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2023	8	315.975287215682	1439267.43326743	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2023	9	491.817628946457	2240229.29985111	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2023	10	500.86282433543	2281430.16484788	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2023	11	241.672771642925	1100819.47483352	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2023	12	97.3443793550807	443403.647962392	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2023	13	326.602580310687	1487674.75331518	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2023	14	58.915724634569	268361.125710461	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2023	15	18.2759256321262	83246.841254335	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2023	16	9.55116464590665	43505.5549621047	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2023	17	272.630349331361	1241831.24120435	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2023	18	460.044254132552	2095501.57757378	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2023	19	235.37996831634	1072155.75568093	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2023	20	183.151748986993	834256.216635752	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2023	21	199.433076933742	908417.665433193	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2023	22	90.5801787718969	412592.71430599	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2023	23	207.82826435883	946657.744154472	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2023	24	55.6937453195263	253685.009930443	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2023	25	15.974571038207	72764.171079033	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2023	26	9.11393671740833	41513.981747795	54005	"VERY HIGH"	"INCREASING"
"Boone"	"SARS-CoV-2"	2023	27	1.39852820496472	6370.2959736143	54005	"VERY HIGH"	"INCREASING"
