Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci
O01-0075	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	04/28/2022 07:15 AM	04/29/2022 07:15 AM	1.89	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1463	5117.43181385101	3290.2159069255	10466.9236287	36612.2815930678	23539.6026108839	4762.25365939438	10065.3923994845	35179.3776544231	68324.1422120536	6638.12810722217	11913.8411525923	49358.4568556308	80295.7412445018	8514.00255504997	13936.7813068726	63537.5360568385	93809.8673904222
C01-0092	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	03/06/2022 07:00 AM	03/07/2022 07:00 AM	NA	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	17526.52584	23370.32977	20448.427805	NA	NA	NA	12945.90216	13917.7542122103	631979.537291356	1183315.90305417	16432.6137985	19602.8487896387	834048.377806508	1665257.34508211	19919.325437	25488.8184504887	1036117.21832166	2149563.27755172
K01-0071	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	04/18/2022 06:26 AM	04/19/2022 06:24 AM	9.889	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	3016.42819773406	1439	2227.71409886703	112916.730301343	53867.41014611	83392.0702237263	11313.3776122704	12816.6475882432	302166.84274363	303165.43883757	10580.7418720551	9721.25417944251	285783.426236205	247100.216002007	9848.10613183975	10748.8523153581	269400.009728779	311080.464583718
C01-0139	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	03/31/2022 07:00 AM	04/01/2022 07:00 AM	8.892	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	13874.8510926962	5549.38972927629	9712.12041098624	467025.624665149	186791.713115387	326908.668890268	13215.9314900637	5537.08583065195	399581.389265226	179548.379069699	12444.6406876668	7160.53231959902	373747.975892572	199917.411937942	11673.34988527	11528.5121634613	347914.562519918	326298.717977268
A02-0051	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	08/25/2021 09:32 AM	08/27/2021 09:33 AM	NA	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	52713.95326	64895.74492	58804.84909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A03-0227	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	03/07/2022 06:00 AM	03/07/2022 02:00 PM	NA	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1403	24	713.5	NA	NA	NA	14815.227366	53326.8031396618	NA	NA	14797.8659335	53384.8200265574	NA	NA	14780.504501	53486.1648307408	NA	NA
A01-0127	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	12/15/2021 12:00 AM	12/16/2021 12:00 AM	7.4	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	3720.364315	7441.059351	5580.711833	104214.971684167	208439.20753623	156327.089610198	26713.3289718	50823.0323958288	868177.068580355	1717891.40453246	32135.951939	55202.9728306826	1034569.60473317	1864363.36288932	37558.5749062	59763.0401554996	1200962.14088598	2015321.54924291
K01-0050	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	03/10/2022 06:25 AM	03/11/2022 06:25 AM	9.64	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	47506.7708641292	30225.3498136997	38866.0603389145	1733586.31698899	1102963.89146499	1418275.10422699	48702.4140911453	52288.2125002323	1647129.20232632	1046051.82448481	44256.6938655727	57554.5762666396	1481820.41836611	1367308.03420083	39810.9736400002	66258.2176391598	1316511.63440589	1846901.37394301
A01-0244	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	05/03/2022 12:00 AM	05/04/2022 12:00 AM	14.8	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	38964.7333323955	28570.5954954028	33767.6644138992	2182962.86981599	1600640.98483494	1891801.92732547	101619.376838207	105814.808378155	4342494.98594254	4441722.83438472	104090.970229357	105929.026660564	4411468.5603628	4380881.97792562	106562.563620508	108035.865909325	4480442.13478307	4398620.89459157
K01-0033	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	02/09/2022 06:24 AM	02/10/2022 06:19 AM	8.149	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	112521.4335	105173.8724	108847.65295	3470983.10086008	3244330.6345934	3357656.86772674	271214.905666	342875.558363354	6748614.03169923	6201234.33320487	267512.786864	371290.906465488	6518048.21800787	6587727.38003567	263810.668062	403121.162949377	6287482.4043165	7234987.13945827
E02-0080	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	02/10/2022 08:00 AM	02/11/2022 08:00 AM	0.177	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	54731.77694	54731.77694	54731.77694	36671.2521871208	36671.2521871208	36671.2521871208	105239.357688	88998.5251363232	105890.190874997	132679.882005691	91192.792783	71494.795921174	90048.6824045778	103211.342448841	77146.227878	63737.209328411	74207.1739341583	77390.4401577179
A03-0234	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	02/07/2022 06:00 AM	02/07/2022 02:00 PM	NA	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2621	2118.842429	2369.9212145	NA	NA	NA	35516.0520876	92804.5259838183	NA	NA	38777.4233635	110027.405659653	NA	NA	42038.7946394	127457.132394453	NA	NA
O01-0062	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	04/21/2022 06:00 AM	04/22/2022 06:00 AM	2.05	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1729	2522.29800447822	2125.64900223911	13417.1964745	19573.2607827204	16495.2286286102	5894.62808588444	6291.53558771692	41021.1515112177	31304.1513526589	6695.61504653617	8580.82064045361	44736.1285935367	33049.3643015841	7496.60200718789	11246.1799917315	48451.1056758556	42724.3968636227
A04-0029	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	03/07/2022 08:00 AM	03/08/2022 08:00 AM	0.714	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	100877.6593	48967.39617	74922.527735	272650.39640764	132348.233191018	202499.314799329	129569.674694	187530.159961023	343945.81193473	373478.897912623	126814.437793	196286.098345201	336516.967057667	402004.301507845	124059.200892	207797.853176699	329088.122180604	439550.793865516
A03-0181	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	01/14/2022 06:00 AM	01/14/2022 02:00 PM	NA	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	7638.607062	28015.03357	17826.820316	NA	NA	NA	269866.2453264	1073745.47430709	NA	NA	154336.6217522	522471.922460139	NA	NA	38806.998178	52377.9911699631	NA	NA
H01-0164	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	03/21/2022 08:00 AM	03/22/2022 08:00 AM	1.9	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	16905.5850058794	16905.5850058794	16905.5850058794	121589.684020501	121589.684020501	121589.684020501	31140.6548470259	30577.533978709	250272.180243384	243664.725032004	30289.2972137779	28532.016123943	243387.348108438	227689.668625189	29437.9395805299	26949.6690932533	236502.515973492	215445.898521936
B01-0085	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	02/07/2022 07:00 AM	02/08/2022 07:00 AM	12.867	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	166290.5601	182162.2074	174226.38375	8099492.77117445	8872551.04036108	8486021.90576776	573974.66344	500732.913093847	20910555.177508	17713763.6649101	585545.02014	506820.46139977	21323943.2658563	17757415.9786847	597115.37684	515549.181704055	21737331.3542047	17891712.0454307
B01-0042	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	01/05/2022 07:00 AM	01/06/2022 07:00 AM	10.64	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	15041.00645	802	7921.503225	605803.043043518	32301.9634448	319052.503244159	6120.1379154	9967.40630159468	287829.34974475	367898.498951479	3978.8975556	5056.98434788789	187382.296158349	179667.933079977	1837.6571958	2909.66886636052	86935.2425719479	118203.907576393
L01-0122	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	04/28/2022 09:00 AM	04/29/2022 09:00 AM	0.307	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2792.34920628369	2131	2461.67460314185	3245.04728895021	2476.47957397	2860.76343146011	2091.86984125674	1211.22198814758	2505.15193968204	1637.82117369628	1899.13592139482	1231.46355848515	2259.48344747288	1594.29255120861	1706.40200153291	2016.96853407613	2013.81495526372	2380.40341027678
D01-0052	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	04/13/2022 07:30 AM	04/14/2022 07:30 AM	1.25	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	20172.748491168	28821.184001863	24496.9662465155	95452.6548324403	136374.997665615	115913.826249028	35499.4366272688	44027.8754335658	169858.147004943	211067.181004224	32600.4936092973	37918.6424229261	155603.556630813	179721.870643217	29701.5505913257	36773.9216234491	141348.966256683	172298.579480907
H01-0112	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	01/28/2022 08:00 AM	01/29/2022 08:00 AM	NA	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	389358.7017	410798.3351	400078.5184	NA	NA	NA	567936.68568	316541.343606015	6658858.29871338	9625435.80284494	584762.19499	304770.327995238	6323158.9269901	9177525.20501064	601587.7043	297243.647762828	5987459.55526681	8861623.25263923
S01-0034	not institution specific	wwtp	WWTP	WWTP	21939	FollansbeeWWTP-01	04/14/2022 06:00 AM	04/15/2022 06:00 AM	0.709	24-hr time-weighted composite	Follansbee	26037		-80.59829	40.3258	6468	Brooke	1.6	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	41334.3036174772	24309.3593046069	32821.831461042	110935.305955954	65242.8122899237	88089.0591229387	40773.8156290725	83099.5767379258	110493.168244415	216908.321998772	39555.4459633008	92442.0993854282	106803.233834183	241700.434124491	38337.076297529	102451.01082353	103113.29942395	268351.163282111
F01-0016	not institution specific	wwtp	WWTP	WWTP	16166	WestonWWTP-01	09/29/2021 10:00 AM	09/30/2021 10:00 AM	NA	24-hr time-weighted composite	Weston	26452		-80.45991	39.06224	10364	Lewis	2.5	Complete	paused	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	26781.86223	74670.25936	50726.060795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A02-0381	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	03/05/2022 09:00 AM	03/07/2022 09:00 AM	NA	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8365.343353	801	4583.1716765	NA	NA	NA	184468.9238986	696952.312915003	NA	NA	194605.2058321	753078.355969727	NA	NA	204741.4877656	809385.188839439	NA	NA
A02-0194	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	10/27/2021 09:25 AM	10/29/2021 09:25 AM	NA	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	12989.42313	5566.06926	9277.746195	NA	NA	NA	7116.1098616	11777.5372807752	NA	NA	11951.7006378	25462.1327183302	NA	NA	16787.291414	42135.1566713034	NA	NA
A02-0447	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	04/11/2022 09:00 AM	04/13/2022 09:00 AM	NA	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	76523.230522871	82651.1357724667	79587.1831476689	NA	NA	NA	19612.8654654741	59643.216652223	NA	NA	18941.6319081321	62853.8046874663	NA	NA	18270.3983507902	66365.9507596681	NA	NA
A01-0044	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	09/23/2021 12:00 AM	09/23/2021 11:55 PM	9.101	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	63778.55927	96913.09035	80345.82481	2197236.19201693	3338754.46599166	2767995.3290043	195683.931414	223690.731222439	6003089.6677035	6214255.74949474	312328.489276	654447.543008687	9089214.13249725	17726983.122396	428973.047138	1343875.82401175	12175338.597291	37187442.0230546
D01-0044	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	04/26/2022 07:30 AM	04/27/2022 07:30 AM	1.28	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	582622.940540314	494101.690649985	538362.31559515	2822997.38284891	2394083.1754283	2608540.27913861	166985.562443733	434527.256559896	795710.359953962	2115287.59429948	155529.799684882	400324.504797971	740916.019971067	1949146.60879644	144074.036926031	366287.79795202	686121.679988173	1783728.1355119
A02-0333	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	02/05/2022 09:00 AM	02/07/2022 09:00 AM	NA	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2690.704758	10763.85632	6727.280539	NA	NA	NA	150583.8723776	355025.727973508	NA	NA	136593.2263648	350793.772861913	NA	NA	122602.580352	358510.609781131	NA	NA
A03-0155	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	12/22/2021 06:00 AM	12/22/2021 11:59 AM	NA	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	841	2814	1827.5	NA	NA	NA	21652.6571866	63121.1185412873	NA	NA	23167.2110513	71901.0026681368	NA	NA	24681.764916	80900.8498190653	NA	NA
M03-0067	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	04/27/2022 11:00 AM	04/28/2022 11:00 AM	0.157	24-hr time-weighted composite	Mannington	26582	NA	-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	83155.4469466208	94638.1218731405	88896.7844098806	49420.0612869146	56244.3225884094	52832.191937662	30884.6074640751	59006.4871154222	19973.5914569964	33883.4804497055	32045.5289203674	62923.8274579798	20692.7913700265	35937.1108836772	33206.4503766597	67089.5121110815	21411.9912830566	38260.7155901243
B01-0159	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	05/05/2022 07:00 AM	05/06/2022 07:00 AM	10.7	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	84577.9909193516	84577.9909193516	84577.9909193516	3425737.38688444	3425737.38688444	3425737.38688444	46348.1357954442	45168.4527906334	1915918.41722485	1779820.62539656	44445.1332930475	48360.205246512	1948267.40707198	1838520.41458573	42542.1307906508	52759.582586516	1980616.3969191	1921539.93132742
G01-0012	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	12/20/2021 09:00 AM	12/21/2021 08:00 AM	0.549	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	129015.5558	153402.7022	141209.129	268118.849519402	318799.975491261	293459.412505332	109416.323996	138237.65607041	241283.560369452	326604.492390132	110450.920833	148296.464768397	244036.418974368	350164.780729307	111485.51767	160370.146807743	246789.277579284	377537.396807668
H01-0009	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	10/06/2021 08:00 AM	10/07/2021 08:00 AM	NA	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	19902.89755	29861.05487	24881.97621	NA	NA	NA	115437.180552	268715.17166697	NA	NA	94350.397743	218199.913158622	NA	NA	73263.614934	174516.746376588	NA	NA
P01-0001	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	02/25/2022 09:43 AM	02/26/2022 09:43 AM	0.479	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	26532.96389	35381.01956	30956.991725	48109.8723358067	64153.2676560048	56131.5699959057	103555.3752102	322639.193689344	103126.545179968	272108.456474504	103627.0580451	325095.035538398	103759.74700145	274306.172460026	103698.74088	327657.649197473	104392.948822931	276779.53518472
A02-0206	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	11/01/2021 11:11 AM	11/03/2021 11:11 AM	NA	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8359.107487	6269.068271	7314.087879	NA	NA	NA	3595.4844694	6848.65650316574	NA	NA	7539.7348743	9814.30538758427	NA	NA	11483.9852792	16276.8783630718	NA	NA
B01-0124	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	03/02/2022 07:00 AM	03/03/2022 07:00 AM	4.9	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	49045.10468	79045.39794	64045.25131	909713.565562922	1466174.27509867	1187943.9203308	44804.018854	20216.7296853499	893385.364546057	376244.25962754	53132.995214	31075.3136485151	1056540.81122343	573948.643265387	61461.971574	44732.2982729236	1219696.25790081	836871.311072495
